Case ID,Closeness Centrality,Eigenvector Centrality,Betweenness Centrality
855517,0.197841737,0.000405499,4.93E-06
855518,0.217103343,0.000702867,6.38E-05
3214880,0,0,0
3214881,0,0,0
3214882,0,0,0
3214883,0,0,0
3214884,0,0,0
3214885,0,0,0
3214886,0,0,0
855656,0.214019886,0.001053328,2.85E-05
855660,0.2095056,0.001115088,1.82E-05
1379954,0.168456142,6.92E-05,0
1379962,0.197137559,0.002715967,0
1379993,0.197169844,0.003045764,1.73E-09
1380065,0.163488518,2.99E-05,0
1380068,3.01E-05,4.79E-48,0
1380073,3.01E-05,4.79E-48,0
1380125,0,0,0
623240,0.213997862,0.00092128,1.21E-05
623241,0.216823472,0.00082559,2.65E-05
623242,0.212837027,0.005709734,5.56E-06
1380185,0,0,0
1380269,0,0,0
856195,0.208489732,0.004513512,1.60E-05
1642680,0.182033228,3.26E-05,4.45E-08
856345,0.182731219,4.10E-05,3.07E-07
856346,0.208303672,0.000901066,2.63E-05
856347,0.208489732,0.004513512,1.60E-05
1249579,0.162110907,7.92E-06,0
1249582,0,0,0
2764179,0.199871202,0.00028922,6.55E-06
2764181,0.178628732,8.79E-05,4.99E-05
2764182,0.179754505,4.16E-05,6.69E-08
2764184,0.161737239,2.46E-06,4.99E-05
142745,0,0,0
2764186,0,0,0
2764187,0.198723455,0.001274694,8.92E-07
2764188,0.202933459,0.000201467,8.28E-05
2429567,3.01E-05,4.79E-48,0
2429586,3.01E-05,4.79E-48,0
856791,0.202360774,0.001617024,1.82E-06
89634,0.145736527,2.67E-07,0
1250190,3.01E-05,4.79E-48,0
1250224,3.01E-05,4.79E-48,0
1250229,0,0,0
89641,0.167312713,3.01E-06,4.76E-06
3216493,0,0,0
3216494,0,0,0
3216495,0,0,0
3216496,0,0,0
3216497,0,0,0
1119358,0,0,0
1119394,0,0,0
1119427,3.01E-05,4.79E-48,0
1409916,0.179592208,3.08E-05,7.37E-06
1119486,3.01E-05,4.79E-48,0
142895,0.210399738,0.007055162,5.36E-06
1382048,3.01E-05,4.79E-48,0
1382061,3.01E-05,4.79E-48,0
1382222,0.197321218,0.00271794,4.57E-06
3217332,0.170306068,1.85E-05,0
3217333,0.168841596,1.58E-05,0
3217334,0,0,0
858085,0.201866104,0.000238346,6.64E-05
858086,0.215499821,0.002492647,7.42E-05
3217528,0.160956532,5.31E-06,0
3217529,0.181627081,0.000120392,0
3217582,0,0,0
3217583,0,0,0
858288,0.206492859,0.005916025,1.07E-05
858289,0.201000487,0.000199788,9.62E-06
858802,0.199850247,0.000820184,1.04E-05
1252378,0.172050721,3.11E-05,0
1383563,3.01E-05,4.79E-48,0
1383568,0,0,0
1383585,0.166534356,5.48E-05,0
1383588,0.174043106,7.35E-05,0
1383636,0.198649247,0.003688196,7.20E-09
728300,0.198423513,0.000222243,2.55E-05
728301,0.207838084,0.00172337,4.18E-06
1383664,3.01E-05,4.79E-48,0
2752078,0.186450336,0.000440663,2.52E-08
99555,0.188828294,8.13E-05,4.21E-06
1383792,0,0,0
1383887,3.01E-05,4.79E-48,0
2432524,3.01E-05,4.79E-48,0
2432719,0.141945501,1.18E-07,0
1515492,0.185194422,0.000126002,4.56E-06
1515499,0.199962057,0.000916927,1.04E-06
205202,0.213803844,0.001608284,5.28E-05
205203,0.220487146,0.00129946,5.19E-05
121587,0.144566795,1.44E-06,0
205315,0.20709483,0.000768029,1.44E-06
205316,0.207190496,0.001327628,1.54E-05
2502754,0,0,0
205606,0.206868213,0.002567181,5.60E-06
205712,0.218223841,0.001502153,7.17E-05
205713,0.196632564,0.00020141,6.45E-06
205720,0.195459792,0.000161066,3.27E-05
205788,0.21470691,0.001818666,0.000122307
205789,0.213430801,0.015350878,9.20E-06
2468450,3.01E-05,4.79E-48,0
206090,0.217750209,0.000924188,4.75E-05
206097,0.2036054,0.000570619,1.28E-05
206098,0.21683786,0.00271202,3.29E-05
206187,0.217750209,0.000924188,4.75E-05
121769,3.01E-05,4.79E-48,0
121817,0,0,0
624280,0.199571271,0.000665447,2.63E-06
100012,0.189625051,0.000123329,6.30E-05
2959730,0.209465313,0.004925372,5.37E-06
2959731,0.221274166,0.001371046,7.81E-05
2959732,0.217076559,0.005578218,1.20E-05
2959733,0.231222993,0.006075291,9.92E-05
2959734,0.224894158,0.004602184,5.95E-05
2959735,0.219303391,0.001011684,6.81E-05
2959736,0.206868213,0.002567181,5.60E-06
2959737,0.219076556,0.006102602,2.28E-05
2959738,0.197333133,0.000193606,3.12E-05
2959739,0.211845556,0.002082504,3.60E-05
2959740,0.228055586,0.004575149,7.30E-05
2959741,0.219150016,0.002363812,2.15E-05
2959742,0.196014186,0.000564243,4.56E-06
2959743,0.201000487,0.000199788,9.62E-06
2959744,0.217103343,0.000702867,6.38E-05
2959745,0.228943486,0.00443468,4.42E-05
2959746,0.193106803,9.33E-05,3.59E-07
2959747,0.212128452,0.000865532,2.71E-05
2959748,0.203001895,0.000581095,3.66E-06
2959749,0.239037144,0.009894271,9.34E-05
2959750,0.229903007,0.0055338,0.00025357
2959751,0.235549257,0.001954651,0.000377106
2959752,0.172863336,5.86E-05,3.65E-07
2959754,0.179743205,4.49E-05,0
2959755,0.193474296,0.000890191,1.22E-06
1410842,0.207237423,0.000924514,4.26E-07
122093,3.01E-05,4.79E-48,0
1694995,0.210531417,0.000645976,4.19E-05
1279939,0.206681299,0.000207836,0.000137576
2568047,0,0,0
2568155,0.179146346,1.51E-05,2.08E-05
2743640,0.142938034,3.67E-07,0
2568216,0.178574346,1.42E-05,6.70E-07
2743678,0.193474296,0.000890191,1.22E-06
1695106,0.186739536,5.73E-05,4.98E-06
2743705,0.187326772,0.000266442,0
1520306,0,0,0
1520311,3.01E-05,4.79E-48,0
1520329,0.185768949,0.000619483,0
1520360,0,0,0
1520367,3.01E-05,4.79E-48,0
1520443,0.19719534,0.000947126,2.96E-07
1520448,0,0,0
1520467,0.182081044,0.000743238,0
1520482,0,0,0
1520485,3.01E-05,4.79E-48,0
1520489,0,0,0
1520558,0.16067276,1.25E-05,4.99E-05
1520572,0.197256558,0.002687025,1.74E-07
78783,0.223195717,0.001589452,0.000154745
78784,0.207638105,0.000344465,4.75E-05
1520590,3.01E-05,4.79E-48,0
1520654,0.181027695,0.000265145,9.13E-08
1520659,0,0,0
1520678,0.181027695,0.000265145,9.13E-08
1520696,0.179337359,0.000224616,0
1520774,0,0,0
1520854,0.17003642,1.85E-05,1.48E-06
1520858,0.19649406,0.000543079,5.59E-05
1520863,0,0,0
1520890,0,0,0
1520894,0.197312707,0.000908356,2.73E-06
1520907,0.196607214,0.000116956,2.20E-06
1521115,0.158862834,8.16E-06,0
1521126,0.166903749,4.18E-05,6.76E-07
1521130,0,0,0
1521139,0.13460116,1.87E-07,0
1521208,0.144035183,2.80E-07,0
1521291,0.174202157,2.97E-05,0
1783525,3.01E-05,4.79E-48,0
866022,0.213357144,0.002090055,2.03E-05
866023,0.196854239,0.000523984,2.79E-06
866024,0.199850247,0.000820184,1.04E-05
1521478,0.144952471,2.85E-07,0
1390946,4.01E-05,1.96E-44,0
1522352,0.201748597,0.000251831,6.78E-06
867644,0.194628261,0.000103556,2.10E-05
867645,0.180607478,3.78E-05,2.02E-06
867657,0.199944578,0.000987046,1.75E-06
1523292,0.136289298,3.28E-07,0
1523301,0.198906623,0.000335013,5.81E-08
212830,0.188484435,0.000303545,2.49E-07
212968,0.165249482,7.26E-05,0
212969,0.193954955,0.000243358,9.15E-07
212970,0.214399013,0.000862299,8.35E-05
868381,0.196983074,0.000184194,5.49E-05
868382,0.185140462,9.17E-05,8.75E-06
868383,0.197137559,0.000681754,8.62E-07
868384,0.22295859,0.001811896,8.19E-05
1523839,3.01E-05,4.79E-48,0
1523857,0.160971257,5.65E-06,0
2441473,0.174641051,6.56E-05,6.70E-11
1524136,0.187589466,0.000628967,0
1524139,0.140022646,1.04E-06,0
213504,0.184912974,0.000122893,1.44E-07
213505,0.215007609,0.002478046,1.98E-05
1655414,0.100095215,9.00E-11,4.99E-05
1524427,0.182875846,0.000336034,0
213842,0.211536024,0.003069175,5.19E-05
213843,0.225104405,0.007789895,3.24E-05
1524672,0.16635753,6.17E-05,0
1524751,0.168458623,6.92E-05,4.99E-05
1524756,0.169449453,5.40E-05,0
214063,0.225104405,0.007789895,3.24E-05
2442451,0.209260278,0.000230827,0.000174679
124978,0,0,0
1525043,0.168456142,6.92E-05,0
214467,0.224987061,0.007653885,3.13E-05
1525367,0,0,0
1525533,0.138087807,6.44E-08,0
1394575,0,0,0
214947,0.145978337,2.16E-06,0
214949,0.229713689,0.003382838,1.05E-05
1394601,0,0,0
1394610,3.01E-05,4.79E-48,0
1525749,0,0,0
215071,0.229715996,0.003383792,1.05E-05
215077,0.233364886,0.005595162,0.000158701
2443377,0.222405805,0.010978147,3.43E-05
1394820,0.179029972,7.17E-05,5.74E-06
1525989,0.159035134,1.05E-05,0
101421,0.192416446,8.56E-05,5.33E-06
101422,0.192828441,8.54E-05,5.18E-07
101423,0.188350964,7.16E-05,3.89E-06
101434,0.184143384,0.000103441,0
1526128,0.177601046,0.000191005,0
215412,0.211512552,0.000332969,5.44E-05
215496,0.219213021,0.001000918,6.62E-05
1395207,0.173282373,1.09E-05,4.99E-05
1526282,0,0,0
84581,0.133358166,1.11E-08,4.99E-05
84582,0,0,0
84583,0,0,0
84585,0,0,0
84586,3.01E-05,4.79E-48,0
84587,0,0,0
84589,0,0,0
84590,0,0,0
84591,0,0,0
84593,0,0,0
84595,3.01E-05,4.79E-48,0
84596,0,0,0
84597,0,0,0
84598,3.01E-05,4.79E-48,0
84599,0,0,0
84600,0,0,0
84601,0,0,0
84602,0,0,0
84604,0,0,0
84605,0,0,0
84606,0,0,0
84607,0,0,0
84608,0,0,0
84609,0,0,0
84610,0,0,0
84611,0,0,0
84612,0,0,0
84613,0,0,0
84614,0,0,0
84615,0,0,0
84618,0,0,0
84619,0,0,0
84620,3.01E-05,4.79E-48,0
84621,0,0,0
215694,0.219213021,0.001000918,6.62E-05
84623,0,0,0
84624,0,0,0
84625,0,0,0
84626,0,0,0
84627,0,0,0
84628,0,0,0
84629,0,0,0
84630,0,0,0
84631,0,0,0
84632,0,0,0
84633,0,0,0
84635,0,0,0
84636,0,0,0
84637,0,0,0
84638,0,0,0
84639,0,0,0
84640,0,0,0
84641,0,0,0
84643,0,0,0
84644,0,0,0
84645,0,0,0
84646,0,0,0
84647,0,0,0
84648,0,0,0
84649,0,0,0
84650,0,0,0
84651,0,0,0
84652,0,0,0
84654,0,0,0
84655,0,0,0
84656,0,0,0
84657,0,0,0
84658,0,0,0
84659,0,0,0
84660,0,0,0
84661,0,0,0
84662,0,0,0
84663,0,0,0
84664,0,0,0
84665,0,0,0
84666,0,0,0
84667,0,0,0
84668,0,0,0
84669,0,0,0
84670,0,0,0
84671,3.01E-05,4.79E-48,0
84672,0,0,0
84673,0,0,0
84674,0,0,0
84675,0,0,0
84676,0,0,0
84677,0,0,0
84678,0,0,0
84679,0,0,0
84680,0,0,0
84682,0,0,0
84683,0.184918954,4.86E-05,1.03E-06
84684,0,0,0
84685,0,0,0
84686,0,0,0
84688,0,0,0
84690,0,0,0
84691,0,0,0
84692,0,0,0
84693,0,0,0
84694,0,0,0
84695,0.172911683,2.61E-05,0
84696,3.01E-05,4.79E-48,0
84697,3.01E-05,4.79E-48,0
84699,0,0,0
84700,0,0,0
84701,0,0,0
84702,0,0,0
84703,0,0,0
84704,0,0,0
84705,0,0,0
84707,0,0,0
84708,0,0,0
84710,0,0,0
84713,0,0,0
84715,3.01E-05,4.79E-48,0
84716,0,0,0
84717,0,0,0
84718,0,0,0
84719,0,0,0
84721,0,0,0
84722,0,0,0
84723,0,0,0
84724,0,0,0
84725,0,0,0
84726,0,0,0
84727,0,0,0
84728,0,0,0
84729,0,0,0
84731,0,0,0
84732,0,0,0
84733,0,0,0
84734,0,0,0
84735,0,0,0
84737,0,0,0
84739,0,0,0
84740,0,0,0
84741,3.01E-05,4.79E-48,0
84742,0,0,0
84743,0,0,0
84744,0,0,0
84745,0,0,0
84746,0,0,0
84747,0,0,0
84750,0,0,0
84751,0,0,0
84752,0,0,0
84753,0,0,0
84754,0.192405116,0.000266049,1.76E-06
84756,0.18058609,3.39E-05,0
84757,0,0,0
84758,0,0,0
84759,0.218663998,0.00277254,1.38E-05
84760,0,0,0
84761,0,0,0
84762,0,0,0
84763,0,0,0
84764,0,0,0
84765,0,0,0
84766,0,0,0
84767,0,0,0
84768,0,0,0
84769,0.185580557,0.000124276,0
84770,0,0,0
84771,0,0,0
84772,0,0,0
84773,0,0,0
84774,3.01E-05,4.79E-48,0
84775,0,0,0
84778,0,0,0
84779,0,0,0
84780,0,0,0
84781,0,0,0
84782,0,0,0
84783,0,0,0
84784,0,0,0
84786,0,0,0
84788,0,0,0
84789,0,0,0
84791,0.160662603,9.25E-06,0
84792,0,0,0
84793,0,0,0
84794,0.165616788,2.87E-06,0
84795,0,0,0
84796,0,0,0
84797,0,0,0
84799,0,0,0
84801,0,0,0
84802,3.01E-05,4.79E-48,0
84803,3.01E-05,4.79E-48,0
84804,0,0,0
84805,0,0,0
84806,0,0,0
84808,0,0,0
84809,0.149741488,6.86E-07,0
84810,0.18272684,4.56E-05,4.99E-05
84811,3.01E-05,4.79E-48,0
84812,0.165616788,2.87E-06,0
84813,0,0,0
84815,0,0,0
84816,0,0,0
84817,0,0,0
84818,0,0,0
84819,0,0,0
84821,0,0,0
84823,0,0,0
84824,0,0,0
84825,0,0,0
84826,0,0,0
84828,0.182723921,4.56E-05,0
84829,0.185580557,0.000124276,0
84830,0,0,0
84831,0,0,0
84832,0,0,0
84833,0,0,0
84834,0,0,0
84837,0,0,0
84838,0,0,0
84839,0,0,0
84841,0,0,0
84842,0.184771078,0.000294812,0
84843,0,0,0
84844,0,0,0
84845,3.01E-05,4.79E-48,0
84846,3.01E-05,4.79E-48,0
84847,0,0,0
84848,0,0,0
84849,0,0,0
84851,0,0,0
84852,0,0,0
84853,0.185580557,0.000124276,0
84854,0,0,0
84855,0,0,0
84856,0,0,0
84858,0,0,0
84859,0,0,0
84860,0,0,0
84862,0,0,0
84863,0,0,0
84865,0,0,0
84866,0,0,0
84867,0,0,0
84868,0,0,0
84869,0,0,0
84870,0,0,0
84872,0,0,0
1526665,0.163255156,5.05E-05,0
84874,0,0,0
84875,0,0,0
84876,0,0,0
84877,3.01E-05,4.79E-48,0
84878,3.01E-05,4.79E-48,0
84879,0,0,0
84880,0,0,0
84881,3.01E-05,4.79E-48,0
84882,3.01E-05,4.79E-48,0
84884,3.01E-05,4.79E-48,0
84885,0,0,0
84886,0,0,0
84887,0,0,0
84888,0,0,0
84889,0,0,0
84891,0,0,0
84892,0,0,0
84893,0,0,0
84894,0.181648716,1.79E-05,0
84895,0,0,0
84896,0,0,0
84898,0,0,0
84901,0,0,0
84903,0,0,0
84904,0,0,0
84906,3.01E-05,4.79E-48,0
84907,3.01E-05,4.79E-48,0
84908,0,0,0
84909,3.01E-05,4.79E-48,0
84910,3.01E-05,4.79E-48,0
84911,3.01E-05,4.79E-48,0
84912,0.184064852,0.000104453,0
84913,0,0,0
84914,0,0,0
84915,0,0,0
84916,0.178625942,8.79E-05,0
84917,3.01E-05,4.79E-48,0
84918,3.01E-05,4.79E-48,0
84919,0,0,0
84920,0,0,0
84921,0,0,0
84922,3.01E-05,4.79E-48,0
84923,3.01E-05,4.79E-48,0
84924,0,0,0
84925,0,0,0
84926,0,0,0
84928,0,0,0
84929,3.01E-05,4.79E-48,0
84930,3.01E-05,4.79E-48,0
84932,0,0,0
84933,0,0,0
84934,0,0,0
84935,0.159935811,1.96E-06,0
84937,0,0,0
84938,0,0,0
84939,0,0,0
84940,0,0,0
84941,0,0,0
84942,3.01E-05,4.79E-48,0
84943,3.01E-05,4.79E-48,0
84945,0,0,0
84946,0,0,0
84947,0,0,0
84948,0,0,0
84950,0,0,0
84952,6.02E-05,3.92E-44,1.81E-09
84953,4.01E-05,1.96E-44,0
84954,0,0,0
2444251,0.19655991,9.54E-05,9.56E-05
84956,0,0,0
84958,0,0,0
84959,0,0,0
84960,3.01E-05,4.79E-48,0
84961,3.01E-05,4.79E-48,0
84962,0,0,0
84963,0,0,0
84964,0,0,0
84965,0,0,0
84966,0,0,0
84967,0,0,0
84968,0.200375437,0.000545676,1.43E-06
84971,0.16444877,3.18E-06,0
84972,0,0,0
84973,6.02E-05,3.92E-44,1.81E-09
84974,4.01E-05,1.96E-44,0
84975,3.01E-05,4.79E-48,0
84976,3.01E-05,4.79E-48,0
101544,0.199232319,0.000215129,9.06E-06
84978,0.188622761,8.02E-05,1.05E-06
84980,0,0,0
84981,0,0,0
84982,0,0,0
101545,0.220039627,0.002977583,2.82E-05
84984,0,0,0
84986,0,0,0
84988,0.17573722,8.72E-06,0
84989,3.01E-05,4.79E-48,0
84990,3.01E-05,4.79E-48,0
84991,0,0,0
84992,0.178804664,8.41E-05,0
84993,0,0,0
84994,0,0,0
84995,0,0,0
84996,0,0,0
84997,0,0,0
84998,0,0,0
84999,0,0,0
85000,3.01E-05,4.79E-48,0
85001,3.01E-05,4.79E-48,0
85002,0,0,0
85003,0,0,0
85004,0,0,0
85005,0,0,0
85006,0,0,0
85007,0.182511066,0.000363868,0
85008,3.01E-05,4.79E-48,0
85009,3.01E-05,4.79E-48,0
85010,3.01E-05,4.79E-48,0
85011,3.01E-05,4.79E-48,0
85012,0,0,0
85013,0,0,0
85014,0,0,0
85016,0,0,0
85017,0,0,0
85018,0,0,0
85019,0,0,0
85020,0,0,0
85021,0,0,0
85022,0,0,0
85023,0,0,0
85024,0,0,0
85025,6.02E-05,3.92E-44,1.81E-09
85026,4.01E-05,1.96E-44,0
85028,0,0,0
85030,0,0,0
85031,0,0,0
85033,0,0,0
85035,0,0,0
85036,0,0,0
85038,0,0,0
85039,0,0,0
85040,3.01E-05,4.79E-48,0
85041,3.01E-05,4.79E-48,0
85042,0,0,0
85043,0,0,0
85044,0,0,0
85047,0,0,0
85048,0,0,0
85049,0,0,0
85050,0,0,0
85051,0,0,0
85052,0,0,0
85053,0,0,0
85054,0,0,0
85055,3.01E-05,4.79E-48,0
85056,3.01E-05,4.79E-48,0
85057,4.01E-05,1.96E-44,0
85058,6.02E-05,3.92E-44,1.81E-09
85059,0.182511066,0.000363868,0
85060,0,0,0
85061,0,0,0
85062,0.183004596,7.82E-05,5.48E-06
85063,0.186506584,0.000124472,9.47E-06
85066,0,0,0
101559,0.224393364,0.001847762,0.000136664
85069,0,0,0
1526864,0.183322857,9.05E-05,0
85073,0,0,0
85074,0,0,0
85075,0,0,0
85076,0,0,0
85077,0,0,0
85078,0,0,0
85079,0.182511066,0.000363868,0
85080,0,0,0
85081,0,0,0
85083,0,0,0
85084,0,0,0
85086,0,0,0
85087,0,0,0
85088,0,0,0
85089,3.01E-05,4.79E-48,0
85090,3.01E-05,4.79E-48,0
85091,0,0,0
85093,0,0,0
85094,0,0,0
85096,0.166213683,7.57E-06,0
85097,0,0,0
85098,0,0,0
85099,0,0,0
85100,0,0,0
85101,0,0,0
85102,0.185580557,0.000124276,0
85103,0,0,0
85105,0,0,0
85107,0,0,0
85108,0,0,0
85109,0,0,0
85110,6.02E-05,3.92E-44,1.81E-09
85111,4.01E-05,1.96E-44,0
85112,0.185580557,0.000124276,0
85113,0,0,0
85114,0,0,0
85115,0,0,0
85117,0,0,0
85119,0.184064852,0.000104453,0
85121,0.182511066,0.000363868,0
85122,0,0,0
85123,0,0,0
85126,0,0,0
85128,0,0,0
85129,0,0,0
85130,0.168674764,6.39E-06,5.16E-05
85131,0.257209385,0.017947382,0.00226887
85132,0,0,0
85133,0,0,0
85134,0,0,0
85136,0,0,0
85137,0,0,0
85138,0.165616788,2.87E-06,0
85139,0.185877636,5.04E-05,0.000140097
85140,0,0,0
85141,0.17183101,8.18E-06,0
85142,0,0,0
85143,0,0,0
85144,0,0,0
85145,0.152899345,7.16E-07,0
85146,0,0,0
85147,0,0,0
85148,0,0,0
85149,0.132376502,1.24E-08,4.99E-05
85150,0.14147407,7.38E-08,0
85151,0.180768759,2.16E-05,0
85152,0.124362734,2.10E-09,0
85153,0.179500604,8.81E-05,5.85E-05
85154,0.204477196,0.000273216,5.49E-05
85155,0.170844109,1.36E-05,9.98E-05
85156,0,0,0
85157,0,0,0
85158,0.14147407,7.38E-08,0
85159,0,0,0
85160,0.255385898,0.010483751,0.00214739
85161,0.151305443,1.29E-06,0
85162,0.214298584,0.00060389,2.05E-05
85163,0.131928342,3.96E-07,0.000399122
85164,0,0,0
85165,0,0,0
85166,0.159689061,9.10E-07,6.43E-05
85167,0.176224612,2.46E-05,0
85168,0.13050279,8.42E-09,0
85169,0.17631426,8.26E-06,0.000152749
85170,0,0,0
85171,0.200228106,0.000207504,6.65E-05
85172,0,0,0
85173,0,0,0
85174,0.145407653,1.24E-07,0
85175,0,0,0
85176,0.180707352,2.53E-05,9.62E-06
85177,0,0,0
85178,0.100094339,9.00E-11,0
85179,0,0,0
85180,0.147829281,2.15E-07,0
85181,0.166726139,4.58E-05,0
85182,0,0,0
85183,0.184330353,2.00E-05,0.000124606
85184,0.152633065,5.08E-07,1.64E-06
85186,0.113826362,5.97E-09,2.49E-05
85187,0,0,0
85189,0.177816417,1.27E-05,2.02E-05
85191,0.188375781,5.42E-05,6.89E-05
85192,0.172954827,9.93E-06,3.67E-05
85193,0,0,0
85194,0.207004873,0.000624934,5.41E-06
85195,0.100094339,9.00E-11,0
85196,0,0,0
85197,0.190773191,5.08E-05,1.24E-05
85198,0,0,0
85199,0.162646896,2.53E-06,1.50E-05
85200,0.176624658,6.85E-06,5.54E-05
85201,0.156294648,1.18E-06,1.36E-05
85203,0.195267911,0.000157643,0
85204,0.182792548,3.26E-05,0
85205,0,0,0
85206,0.172237269,6.08E-06,5.18E-05
85207,0.170855594,1.09E-05,0
85208,0.171922703,5.95E-06,0
85209,0.172055897,4.16E-06,1.28E-05
85210,0.15711481,5.41E-07,4.98E-05
85211,0.154121139,8.15E-07,0
85212,0.189290817,5.42E-05,8.70E-05
85213,0.195267911,0.000157643,0
85215,0,0,0
85216,3.01E-05,4.79E-48,0
85217,3.01E-05,4.79E-48,0
85218,3.01E-05,4.79E-48,0
85219,3.01E-05,4.79E-48,0
85220,0,0,0
85221,0,0,0
85222,0,0,0
85223,0,0,0
85225,0,0,0
85226,0.133910113,1.37E-08,0
85228,0,0,0
85229,3.01E-05,4.79E-48,0
85230,0,0,0
85231,0,0,0
85232,0.161294745,3.12E-06,0
85233,0,0,0
85234,0,0,0
85236,0.185580557,0.000124276,0
85237,0,0,0
85238,0,0,0
85240,0,0,0
85241,0,0,0
85242,0,0,0
85243,0.145618702,1.03E-07,0
85245,0,0,0
85246,0,0,0
85247,0,0,0
85249,0.195267911,0.000157643,0
85250,0.206498452,0.000311536,7.96E-05
85251,0.147567976,1.32E-06,0
85252,3.01E-05,4.79E-48,0
85253,3.01E-05,4.79E-48,0
85254,0,0,0
85255,0.089317504,1.36E-12,0
85257,0,0,0
85258,0,0,0
85259,3.01E-05,4.79E-48,0
85260,3.01E-05,4.79E-48,0
85261,0.198456222,0.000194968,1.36E-05
85263,0,0,0
85264,0,0,0
85265,0,0,0
85266,0.145407653,1.24E-07,0
85267,0.232911044,0.002557578,0.000436718
85268,0,0,0
85270,0.164040729,4.11E-06,0
85271,0.197852004,0.000227281,3.61E-07
85272,0.210622526,0.000770317,1.15E-05
85273,0.151850845,7.58E-07,0
85274,0,0,0
85275,0,0,0
85278,0,0,0
85279,0.18695779,5.38E-05,0
85280,0,0,0
85281,0,0,0
85283,0.227332586,0.002699413,6.43E-05
85284,0.196332156,0.00026986,0
85285,0.145407653,1.24E-07,0
85286,0.113826362,5.97E-09,2.49E-05
85288,0.208649477,0.000945606,1.06E-06
85290,0.184771078,0.000294812,0
85292,0,0,0
85293,0,0,0
85294,0,0,0
85297,0,0,0
85298,0,0,0
85300,0,0,0
85301,0,0,0
85302,0,0,0
85304,0,0,0
85305,0,0,0
85306,0,0,0
85307,0,0,0
85308,0,0,0
85309,0,0,0
85310,0.190576106,0.000169831,3.01E-05
85311,0,0,0
85312,0.123527954,3.41E-09,0
85313,0.16210746,4.61E-06,0
85314,0.206638357,0.000211789,6.35E-05
85315,0.191506283,4.84E-05,2.41E-05
85316,0,0,0
85317,0.183149656,2.36E-05,5.39E-07
85318,0.199293072,0.000225531,0
85319,0.184990736,2.88E-05,4.51E-05
85320,0.169992193,4.38E-06,1.88E-05
85321,0,0,0
85322,0,0,0
85323,0.165782428,6.17E-06,0
85324,0.174031189,1.72E-05,4.99E-05
85325,0.143851307,2.59E-07,0
85326,0.234201139,0.006216884,0.000167543
85327,0,0,0
85328,0,0,0
85329,0.183890247,3.09E-05,4.13E-06
85330,0.268475617,0.017648096,0.004834001
85331,0.18861965,0.000113919,0.000137029
85332,0.193194874,7.53E-05,1.57E-05
85333,0,0,0
85334,0.174775821,4.70E-06,1.23E-05
85335,0,0,0
85336,0.197205541,0.000103495,4.09E-05
85337,0,0,0
85340,0.152608625,3.15E-07,1.02E-06
85341,0,0,0
85342,0,0,0
85343,0.157361241,6.26E-07,0
85344,0.127625267,1.46E-08,0
85345,0.177964441,1.67E-05,2.98E-05
85346,0,0,0
85348,0.194436355,0.000101805,2.48E-06
85349,0.215177502,0.000484319,6.99E-05
85350,0,0,0
85351,0.164636962,2.11E-06,4.81E-06
85352,0.174675724,9.94E-06,0
85353,0.191098316,5.13E-05,5.54E-06
85354,0.141593168,5.29E-08,0.000149691
85355,0,0,0
85356,0.166761387,2.10E-06,2.88E-06
85357,0.224408773,0.003258193,0.000104243
85358,0.162277664,7.97E-07,1.02E-06
85359,0.175470302,1.21E-05,5.15E-05
85360,0.175623883,1.05E-05,4.85E-06
85361,0.105558137,1.20E-11,0
85362,0.159898918,1.08E-06,0
85363,0.143655269,9.12E-08,3.48E-06
85364,0.191948204,5.21E-05,6.20E-05
85365,0,0,0
85366,0,0,0
85367,0.211367924,0.000859599,8.73E-05
85368,0.159538705,1.10E-06,0
85370,0.174028541,1.72E-05,0
85371,0,0,0
85372,0.167508747,7.73E-06,0
85373,0,0,0
85374,0.159487537,1.01E-06,0
85375,0,0,0
85376,0.19691355,0.000122739,5.01E-06
85377,0.186809688,5.99E-05,5.61E-05
85378,0.188033567,0.000173029,4.99E-06
85379,0,0,0
85380,0.19354305,0.001207741,0.000127677
85382,0.225237396,0.001718171,0.000346659
85384,0.182489226,3.12E-05,0.000155358
85385,0.150139538,4.10E-07,0
85386,0.171840045,5.41E-06,0.000198477
85387,0.096940489,2.72E-12,0
85389,0.11382976,5.97E-09,0.000199585
85390,0.163637049,3.10E-06,0
85391,0,0,0
85392,0.192298363,7.33E-05,1.02E-06
85393,0.175921028,1.51E-05,0.000105747
85394,0.18163285,1.30E-05,5.31E-05
85396,0,0,0
85397,0.17062874,1.40E-05,7.01E-06
85398,0.193149198,7.49E-05,4.36E-05
85399,0,0,0
85401,0.195476495,0.000115916,4.26E-05
85402,0.212435776,0.00094717,3.74E-05
85404,0.216821417,0.000666707,7.03E-05
85405,0.174613055,7.87E-06,5.64E-05
85406,0.187840557,4.37E-05,1.62E-06
85407,0,0,0
85408,0.150955966,5.45E-07,0
85409,0,0,0
85410,0.157438139,6.07E-07,0
85411,0.196413074,5.77E-05,6.13E-06
85412,0.209755346,0.000940849,2.72E-06
85413,3.01E-05,4.79E-48,0
85414,0.15016615,7.50E-07,0
85415,0.188380435,0.000109622,5.11E-05
85416,0.208843782,0.000726773,0.000310353
85417,0.157271442,4.39E-06,4.99E-05
85418,0.189519789,6.79E-05,1.39E-06
85419,0,0,0
85420,0.181819088,3.44E-05,2.10E-08
