Case ID,Closeness Centrality,Eigenvector Centrality,Betweenness Centrality
131072,0,0,0
131073,0,0,0
131079,0,0,0
87383,0,0,0
87385,0.179070615,4.57E-05,0
131120,0,0,0
131128,0,0,0
131129,0,0,0
131130,0,0,0
131131,0,0,0
131132,0,0,0
131134,0,0,0
131135,0,0,0
131136,0,0,0
131138,0,0,0
131139,0,0,0
131140,0,0,0
131141,0,0,0
131143,0.192274117,0.001139563,2.94E-06
131144,0.205093196,0.002267107,1.87E-05
131145,0.199776941,0.00028785,7.21E-06
131146,0.195633644,0.001575885,2.45E-06
131147,0.195770938,0.00054513,1.64E-06
131148,0.206815843,0.000347033,9.91E-05
131149,0.246297774,0.049250056,0.000401112
131150,0.20508768,0.003180652,5.36E-06
131151,0.210851618,0.000833127,4.66E-05
131152,0.183882856,3.95E-05,4.73E-06
131153,0.212207168,0.000979263,2.47E-05
131154,0.200292975,0.002059791,2.26E-06
131155,0.220338478,0.002291094,6.74E-06
131156,0.221297714,0.001331974,0.000111987
131157,0.229030593,0.002600923,0.000199016
131158,0.197669064,0.002434999,4.31E-08
131159,0.215467342,0.000720931,7.42E-05
131160,0.193443209,0.000607066,6.28E-07
131161,0.215262549,0.00877886,5.67E-05
131162,0.218277983,0.001395676,0.000144153
131163,0.219194115,0.00118138,4.81E-05
131164,0.200005766,0.000622986,5.86E-05
131165,0.220255736,0.004093066,6.29E-05
131166,0.214961137,0.008400157,6.95E-06
131167,0.210003759,0.001123729,5.93E-05
131168,0.203549235,0.000912871,3.90E-06
131169,0.169507214,2.34E-05,0
131170,0.168423893,5.72E-05,0
131171,0.169637948,2.70E-05,0
131172,0.169637948,2.70E-05,0
131173,0.169360378,1.65E-05,0
2490480,3.01E-05,4.79E-48,0
131185,0.144566795,1.44E-06,0
131186,0.144566795,1.44E-06,0
131187,0.144566795,1.44E-06,0
131188,0.144566795,1.44E-06,0
131190,0.144566795,1.44E-06,0
131191,0.144566795,1.44E-06,0
131197,0,0,0
131198,0,0,0
131199,0.162074151,5.62E-06,0
131200,0,0,0
131201,0,0,0
131202,0,0,0
131203,0,0,0
131204,0,0,0
131205,0,0,0
131206,0,0,0
131208,0,0,0
131209,0,0,0
131210,0,0,0
131211,0,0,0
2490597,3.01E-05,4.79E-48,0
2228460,0,0,0
131447,3.01E-05,4.79E-48,0
2359388,0.192638445,6.61E-05,2.45E-05
109362,0.197404657,0.002848307,1.65E-06
132004,3.01E-05,4.79E-48,0
2229179,0.185580557,0.000124276,0
2098227,0,0,0
132184,3.01E-05,4.79E-48,0
109415,0.205409968,0.001342496,1.81E-06
1158009,3.01E-05,4.79E-48,0
87593,0.183458123,2.08E-05,6.82E-06
218666,0.202606327,0.000397182,5.12E-06
87595,0.163855071,2.08E-06,0
218677,0,0,0
1443328,0.182471757,3.98E-05,1.39E-06
2229888,0,0,0
1443494,0.14127311,9.73E-08,0
1722,0.230238541,0.001436516,0.000141932
1723,0.220618991,0.00384126,0.000176817
1724,0.200764095,0.000203231,7.71E-06
1725,0.179303621,0.000256186,0
1726,0.21855327,0.000844073,9.79E-05
1727,0.210055827,0.000516789,5.30E-05
1728,0.213845818,0.004524213,0.000106418
1729,0.20714359,0.000981442,6.71E-05
1730,0.19193532,0.000180203,2.60E-06
1731,0.216396828,0.00087589,0.000108543
1732,0.211782793,0.001340333,5.89E-05
1733,0.177154027,0.000143779,4.99E-05
1734,0.213807841,0.006751545,1.39E-05
1735,0.215774247,0.00045017,9.20E-05
1736,0.211896579,0.003885515,2.11E-05
1737,0.20053529,0.001102309,4.04E-05
1738,0.187580236,0.000524407,5.20E-08
1739,0,0,0
1740,0.204623527,0.000463073,9.17E-05
1741,0.249887038,0.055192464,0.000661398
1742,0.206009344,0.001738739,1.23E-05
1743,0.210390062,0.000529047,0.000100415
1744,0.208818998,0.000639322,2.19E-05
1745,0.190379429,0.000303726,2.00E-06
1746,0.193777506,0.000867552,5.23E-06
1747,0.208197501,0.001994783,4.61E-05
1748,0.188222328,0.000123311,7.31E-08
1749,0.207570275,0.002634775,1.76E-05
1750,0.201384485,0.001000073,2.22E-06
1751,0.209984481,0.000708953,2.64E-05
1752,0.218180131,0.002926458,2.36E-05
1753,0.221808427,0.001015933,5.24E-05
1754,0.211244951,0.003077077,1.56E-05
1755,0.180342632,0.000703114,1.14E-08
1756,0.193457933,0.001073658,3.65E-06
1757,0.18788067,0.000600517,1.58E-07
1758,0.196883043,0.001005156,4.22E-06
1759,0.149533967,6.01E-06,0
109536,0.222263178,0.008657873,3.99E-05
133007,0.144566795,1.44E-06,0
133008,0,0,0
133010,0.144566795,1.44E-06,0
133012,0.13863514,7.66E-08,0
133021,0.1846294,0.000522208,0
133022,0,0,0
133026,0.144566795,1.44E-06,0
133028,0,0,0
133033,0,0,0
133035,0,0,0
133037,0.174029865,3.71E-05,0
133039,0,0,0
133093,3.01E-05,4.79E-48,0
1443879,0.204092251,0.000344933,6.46E-05
2144,0.22023241,0.021232287,6.60E-05
2145,0.186913487,0.000154384,0
2146,0.207211141,0.000277707,0
2147,0.207211141,0.000277707,0
2148,0.196152015,0.003675659,2.26E-07
2150,0.184745709,0.000291837,0
2151,0.210601196,0.000602079,3.58E-06
2152,0.176516984,0.000121573,0
2153,0.19738081,0.000812501,1.62E-06
2154,0.179986462,5.31E-05,2.95E-07
2155,0.178369654,4.22E-05,0
2156,0.195471484,0.000695807,1.38E-05
2157,0.193258531,0.001000436,1.09E-06
2158,0.195836304,0.00057478,0
1158163,3.01E-05,4.79E-48,0
133277,0.171633749,8.71E-05,0
133281,0,0,0
133282,0,0,0
133283,0.144566795,1.44E-06,0
133284,0,0,0
133285,0,0,0
133292,0,0,0
133297,0,0,0
109602,0.158284615,2.19E-06,0
109604,0.235758039,0.003898729,0.000199927
109606,0.217617629,0.001685013,3.41E-05
2357,0.217978459,0.001419928,0.000110584
2358,0.209287082,0.001008348,3.80E-05
2359,0.195677155,0.000192135,3.12E-05
133466,3.01E-05,4.79E-48,0
133470,0.144566795,1.44E-06,0
133472,5.41E-05,2.55E-42,0
133474,0.144566795,1.44E-06,0
133475,0.173467657,0.000103921,0
133478,0,0,0
133480,0,0,0
133482,0,0,0
133484,0,0,0
133485,0,0,0
133486,0,0,0
133487,0,0,0
2230740,0,0,0
109670,0.251458309,0.052409405,0.000579152
133750,0,0,0
133751,3.01E-05,4.79E-48,0
133759,0,0,0
133762,0,0,0
133764,0,0,0
133765,0,0,0
133836,3.01E-05,4.79E-48,0
109693,0.211369877,0.004383952,2.45E-05
218921,0.196167154,0.000327637,3.69E-07
218922,0.209891997,0.000409758,1.69E-05
133891,0,0,0
218924,0.209891997,0.000409758,1.69E-05
133901,0.168423893,5.72E-05,0
87853,0,0,0
133905,0,0,0
133906,0,0,0
133907,0,0,0
133908,0,0,0
87854,0.186777656,3.29E-05,1.14E-06
133910,0,0,0
133913,0,0,0
133915,0,0,0
133920,0,0,0
134036,3.01E-05,4.79E-48,0
134082,0.194522335,0.001083611,0
134087,0.207705979,0.000751886,1.83E-07
134098,0,0,0
134099,0,0,0
134101,0,0,0
134102,0,0,0
134105,0,0,0
134107,0,0,0
134112,0,0,0
134114,0,0,0
134117,0,0,0
134118,0.186366787,0.000267392,0
134120,0,0,0
134121,0,0,0
134123,0,0,0
134131,0,0,0
134134,0,0,0
134215,3.01E-05,4.79E-48,0
134325,3.01E-05,4.79E-48,0
134343,3.01E-05,4.79E-48,0
109783,0.168061329,9.17E-06,0
134490,0,0,0
134493,0,0,0
134502,0,0,0
134506,0,0,0
134508,0,0,0
134511,0,0,0
1333165,0.191208535,0.000103772,0.000141025
134675,3.01E-05,4.79E-48,0
134722,0.197387623,0.000261561,8.61E-06
134723,0.203165968,0.000740938,2.99E-05
134724,0.223208785,0.004833237,0.000497897
134725,0.204394977,0.002838405,1.74E-06
134726,0.186526354,0.000100412,0.000150028
134727,0.187518727,9.20E-05,1.26E-06
134728,0.211680882,0.001031673,1.91E-05
134729,0.191515903,0.000932807,5.26E-08
134730,0.20187323,0.000584101,1.15E-05
134731,0.212038,0.000339891,6.34E-05
134732,0.238707874,0.005749028,0.000227449
134733,0.205229362,0.000457469,3.20E-06
134734,0.204114105,0.000781054,2.16E-05
134735,0.235872297,0.018078541,0.000403622
134736,0.218741365,0.001200152,4.49E-05
134737,0.216253623,0.004353554,9.76E-06
134738,0.209074751,0.000367503,0.000101008
134739,0.205613068,0.000890775,8.38E-06
134740,0.188610319,0.000584431,5.06E-05
134741,0.225973895,0.002512573,0.000112795
134742,0.179696609,3.62E-05,7.92E-07
134743,0.237296383,0.015109021,0.000187644
134744,0.208674221,0.000580536,4.74E-05
134745,0.224164669,0.007359263,8.16E-05
134746,0.216411159,0.005782338,0.000202495
134747,0.202360774,0.001064955,0.000115334
134748,0.212730142,0.004294408,2.52E-05
134749,0.230919548,0.002014812,0.000359694
134750,0.18385773,0.000107718,2.02E-07
134751,0.200519469,0.000239874,2.13E-05
134752,0.198109033,0.002400019,8.89E-07
134758,0,0,0
134759,0,0,0
2756231,0.176023913,5.93E-05,0
2756232,0.180170757,0.000173187,8.18E-08
134910,3.01E-05,4.79E-48,0
134921,0.22023453,0.00246512,0.00010811
134923,0,0,0
134924,0,0,0
134926,0,0,0
134928,0,0,0
134929,0,0,0
134930,0,0,0
134931,0,0,0
134932,0.144566795,1.44E-06,0
134933,3.01E-05,4.79E-48,0
134934,3.01E-05,4.79E-48,0
134935,0,0,0
134936,0,0,0
134937,0,0,0
134940,0,0,0
219098,0.23212871,0.001961667,0.000140758
134942,0,0,0
134943,0,0,0
134944,0,0,0
134953,0.144566795,1.44E-06,0
134959,0,0,0
88033,0.189162459,3.98E-05,7.73E-06
219106,0.207738046,0.001072397,7.30E-06
2381817,0,0,0
88063,0.199590425,0.000128779,0.000136373
88069,0.204700435,0.000360567,3.74E-05
135255,3.01E-05,4.79E-48,0
135257,3.01E-05,4.79E-48,0
135264,3.01E-05,4.79E-48,0
135268,0,0,0
135269,0,0,0
135270,0,0,0
1445991,0.176326492,4.99E-05,1.44E-08
135272,0,0,0
135273,0,0,0
135427,3.01E-05,4.79E-48,0
135428,0.144566795,1.44E-06,0
135431,0,0,0
135432,0,0,0
135436,0,0,0
135437,0,0,0
135439,0,0,0
135444,0,0,0
1446230,0.17118804,7.11E-06,0
1577306,0.184653246,1.79E-05,8.71E-07
88122,0.225281761,0.002390418,3.26E-05
135603,0,0,0
135608,0,0,0
135611,0.144566795,1.44E-06,0
1446332,0.210248897,0.000657746,6.96E-05
135613,0,0,0
135614,0,0,0
135618,0,0,0
135628,0,0,0
135641,0,0,0
1446374,3.01E-05,4.79E-48,0
2363931,0.218871129,0.001092068,9.42E-05
135803,3.01E-05,4.79E-48,0
1446533,0.23203217,0.002683444,9.27E-05
1446580,0.155673469,1.22E-06,0
135878,3.01E-05,4.79E-48,0
135908,0.161150434,9.37E-06,0
135911,0.18991,0.000739932,0
135915,0,0,0
135920,0,0,0
135921,0,0,0
135929,0,0,0
135932,0,0,0
136067,0.216325202,0.002480697,1.73E-05
136083,0,0,0
1446893,0.182441195,1.57E-05,3.76E-05
136227,0,0,0
136230,0.144566795,1.44E-06,0
136232,0,0,0
136233,0,0,0
136234,0.144566795,1.44E-06,0
136236,0,0,0
136248,0,0,0
136249,0,0,0
1578175,0.198126192,0.000141281,0.000120574
136438,3.01E-05,4.79E-48,0
136481,3.01E-05,4.79E-48,0
136496,3.01E-05,4.79E-48,0
136513,0,0,0
136514,0,0,0
136515,0,0,0
136516,0,0,0
136517,0,0,0
136518,0,0,0
136519,0,0,0
136522,0,0,0
136523,0,0,0
136524,0,0,0
136525,0,0,0
136526,0,0,0
136528,0,0,0
136530,0,0,0
136531,0,0,0
136533,0,0,0
136534,0,0,0
136535,0,0,0
136536,0,0,0
1447330,0.174346881,1.69E-05,7.10E-07
136660,0,0,0
1447389,0.196866099,0.000142803,8.57E-06
88340,0.184508772,1.05E-05,0.000129392
136831,3.01E-05,4.79E-48,0
136834,0,0,0
136842,0,0,0
136843,0,0,0
136844,0,0,0
136849,0.144566795,1.44E-06,0
136851,0,0,0
136860,0,0,0
1447601,0.199527751,0.000160922,1.79E-05
1447610,0.187697214,3.67E-05,7.39E-06
1447613,0.176478853,3.06E-05,1.15E-06
1447641,0.23198746,0.006611436,3.22E-05
136964,0.190214786,0.000318621,3.58E-08
2496261,0.212852871,0.001360243,1.18E-05
136984,0.233500668,0.019359991,0.000105599
136985,0.204568629,0.000277227,3.61E-05
136986,0.206167167,0.002048747,1.02E-05
136987,0.229773683,0.003876146,0.000244484
136988,0.208354901,0.0014609,3.05E-05
136989,0.206094724,0.00043275,0.000118414
136990,0.213861813,0.007944291,3.73E-05
136991,0.202973074,0.000327045,2.28E-05
136992,0.194870336,0.000482611,1.34E-06
136993,0.206754155,0.000674843,9.91E-06
136994,0.210527541,0.004235571,6.71E-05
136995,0.22604982,0.005345637,0.000109062
136996,0.220084085,0.005523176,5.14E-05
136997,0.221967701,0.001503541,8.32E-05
136998,0.21846769,0.008079473,3.49E-05
136999,0.214276503,0.001732307,8.52E-05
137000,0.226742194,0.003190347,6.43E-05
137001,0.244035413,0.013062291,0.00043705
137002,0.210171626,0.006366162,6.59E-06
137003,0.21036104,0.006485919,5.58E-06
137004,0.197454073,0.000862705,2.40E-06
137005,0.226859127,0.012006812,3.68E-05
137006,0.233179334,0.00206798,0.000289593
137007,0.175881802,7.27E-05,0
137009,0.180634576,3.03E-05,0
137010,0.180634576,3.03E-05,0
137011,0.180634576,3.03E-05,0
137012,0.180634576,3.03E-05,0
137016,0,0,0
137017,0,0,0
137020,0.144566795,1.44E-06,0
137021,0,0,0
137024,0,0,0
137025,0,0,0
137026,0.144566795,1.44E-06,0
137027,0,0,0
2365276,0.193204665,0.000102655,1.90E-05
137063,3.01E-05,4.79E-48,0
137127,3.01E-05,4.79E-48,0
2758568,0.203904865,0.00075653,8.44E-06
2758569,0.184986248,6.20E-05,3.98E-06
137135,3.01E-05,4.79E-48,0
137137,3.01E-05,4.79E-48,0
137164,3.01E-05,4.79E-48,0
137185,3.01E-05,4.79E-48,0
137191,0,0,0
137206,0,0,0
137208,0,0,0
137209,0,0,0
137210,0,0,0
137214,0,0,0
137218,0,0,0
137220,0,0,0
137236,3.01E-05,4.79E-48,0
137319,3.01E-05,4.79E-48,0
110270,0.204801234,0.000616024,3.88E-06
137335,3.01E-05,4.79E-48,0
137338,3.01E-05,4.79E-48,0
137340,3.01E-05,4.79E-48,0
137370,3.01E-05,4.79E-48,0
2365602,0.220465896,0.004283303,6.96E-06
137380,0,0,0
137381,0,0,0
2365606,0,0,0
137385,0,0,0
137387,0,0,0
137392,0,0,0
137393,0.152283518,1.51E-06,0
137395,0,0,0
137396,0,0,0
2365621,0.208990704,0.001266601,8.43E-06
137399,0,0,0
88436,0.167929314,2.51E-06,1.58E-06
137404,0,0,0
88437,0,0,0
137408,0,0,0
137410,0,0,0
137412,0.167844293,1.82E-05,0
88438,0.209185645,0.000350148,0.000452269
137414,0,0,0
137415,0,0,0
137416,0,0,0
137417,3.01E-05,4.79E-48,0
137418,0,0,0
88439,0.152064852,5.39E-07,0
137420,0,0,0
88440,0.208150139,0.000182845,0.000311813
110288,0.190029902,8.27E-05,2.12E-05
137452,3.01E-05,4.79E-48,0
137471,3.01E-05,4.79E-48,0
137490,3.01E-05,4.79E-48,0
137557,0.153669718,8.79E-06,0
137564,0.195841334,0.00141036,1.05E-07
137568,0,0,0
137569,0,0,0
137577,0,0,0
137584,0,0,0
137587,0,0,0
137589,0,0,0
2365837,0,0,0
137645,0,0,0
137646,0,0,0
137647,0,0,0
137648,0,0,0
137660,0,0,0
137701,0,0,0
137704,0,0,0
137705,0,0,0
137707,0,0,0
137710,0,0,0
137711,0,0,0
137712,0,0,0
137713,0,0,0
137714,0,0,0
137715,0,0,0
137716,0,0,0
137717,0,0,0
137718,0,0,0
137719,0,0,0
137720,0,0,0
137721,3.01E-05,4.79E-48,0
137722,3.01E-05,4.79E-48,0
137723,0.169487119,0.000160425,1.66E-09
137724,0.190162603,0.000742912,1.07E-05
137725,0.204992109,0.001177107,4.04E-05
137726,0.206000067,0.000243109,5.72E-05
137727,0.205038046,0.002078557,3.25E-06
137728,0.212753885,0.000622619,8.87E-05
137729,0.201354349,0.003275894,9.39E-07
137730,0.206905636,0.000244806,8.71E-05
137731,0.199405996,0.000545985,1.99E-05
137732,0.226356273,0.010191411,3.49E-05
137733,0.189272022,0.0010107,4.38E-07
137734,0.216386593,0.001707553,8.84E-05
137735,0.198213749,0.001401559,3.17E-06
137736,0.200802868,0.001768496,4.29E-06
137737,0.208668511,0.000748863,0.000115441
137739,0.236562624,0.014258077,0.000324938
137740,0.217344692,0.001409953,9.30E-05
137741,0.238508758,0.00687865,0.000327558
137742,0.201272851,0.004019871,0.000106797
137743,0.191866094,8.91E-05,1.56E-05
137744,0.208032772,0.001367327,2.15E-05
137745,0.200166782,0.001789403,6.16E-05
137746,0.211096792,0.001912568,6.77E-05
137747,0.19819314,0.000192796,4.93E-05
137748,0.226376434,0.009389594,0.000156592
137749,0.228381185,0.013382505,0.000451872
137750,0.211164997,0.001004346,2.18E-05
137751,0.162675813,1.60E-05,0
137752,0.175881802,7.27E-05,0
137753,0.175881802,7.27E-05,0
137754,0.175881802,7.27E-05,0
137755,0.175881802,7.27E-05,0
137756,0.175881802,7.27E-05,0
137760,0.144566795,1.44E-06,0
137761,0.144566795,1.44E-06,0
137764,0.144566795,1.44E-06,0
137765,0.144566795,1.44E-06,0
137766,0.144566795,1.44E-06,0
137770,0,0,0
137773,3.01E-05,4.79E-48,0
137774,0,0,0
137776,0.152283518,1.51E-06,0
137777,0,0,0
137779,0,0,0
137782,0,0,0
137783,0,0,0
137785,0,0,0
218451,0.201563713,0.000432165,2.01E-05
88544,0.180132449,4.55E-05,0
88545,0.167471956,1.36E-05,9.82E-08
88546,0.192335552,7.77E-05,2.99E-05
1158994,0.223544709,0.001399451,2.86E-05
3153112,0.194876976,0.001041352,2.66E-07
2498031,0.189620335,4.42E-05,8.37E-06
88659,3.01E-05,4.79E-48,0
88660,0,0,0
88661,0.25618102,0.028542072,0.001208049
88662,0.222624423,0.005303478,2.00E-05
88663,0,0,0
138951,3.01E-05,4.79E-48,0
139016,3.01E-05,4.79E-48,0
88709,0.170793085,1.23E-05,8.55E-06
1449836,0.174313666,1.03E-05,3.25E-06
2760667,0.155296167,1.79E-06,1.70E-08
2760668,0.209782277,0.004017049,6.20E-05
2760669,0.211135761,0.000824689,4.21E-05
88743,0.174933539,4.94E-06,1.99E-05
139317,3.01E-05,4.79E-48,0
139318,3.01E-05,4.79E-48,0
139319,3.01E-05,4.79E-48,0
139320,0,0,0
139322,3.01E-05,4.79E-48,0
139327,0,0,0
139328,0.144566795,1.44E-06,0
1318977,0.163016651,3.43E-06,2.94E-07
139330,3.01E-05,4.79E-48,0
139332,0,0,0
139334,0,0,0
139335,0,0,0
139342,0,0,0
139349,0,0,0
139350,0,0,0
139352,0,0,0
139353,0,0,0
139355,0,0,0
139356,0,0,0
139359,0,0,0
139570,3.01E-05,4.79E-48,0
139572,3.01E-05,4.79E-48,0
139577,3.01E-05,4.79E-48,0
139580,0.183651074,0.000271717,0
139581,0.183651074,0.000271717,0
139582,0.183651074,0.000271717,0
139583,0,0,0
139584,0.183651074,0.000271717,0
139588,0.183651074,0.000271717,0
139590,0,0,0
139717,0,0,0
139720,3.01E-05,4.79E-48,0
139721,3.01E-05,4.79E-48,0
139724,0,0,0
139726,0,0,0
139727,0,0,0
139728,0,0,0
139730,0,0,0
139731,0,0,0
139739,0,0,0
139743,0,0,0
139754,0,0,0
2499096,0.205903644,0.000463783,8.95E-05
1974855,0.209511357,0.000619484,0.000158531
2466246,0,0,0
2499246,0.221501288,0.004131601,0.000370623
88865,0.182252229,2.09E-05,2.71E-05
140011,0.175881802,7.27E-05,0
140022,0,0,0
140025,0,0,0
140027,0,0,0
140028,0,0,0
2499327,0.206013054,0.000419332,7.09E-06
2499371,0.202931659,0.000128866,0.000402907
110730,0.222815253,0.001898526,3.22E-05
140121,0,0,0
140124,0,0,0
140128,0,0,0
140129,0.167912057,6.37E-05,0
140133,0,0,0
140135,0,0,0
88900,0.183764677,2.21E-05,5.90E-06
140202,3.01E-05,4.79E-48,0
140273,3.01E-05,4.79E-48,0
140275,0,0,0
140276,0,0,0
140278,0.144566795,1.44E-06,0
140287,0,0,0
140292,0,0,0
140318,3.01E-05,4.79E-48,0
1319968,3.01E-05,4.79E-48,0
1451107,0,0,0
140413,3.01E-05,4.79E-48,0
1320090,0.176491108,1.04E-05,3.08E-06
1975541,0.229898386,0.002128583,0.000141872
140572,0.184513237,0.000227158,0
140573,0,0,0
140574,0,0,0
140575,0,0,0
140576,0.173557155,3.03E-05,0
140582,0.144566795,1.44E-06,0
140583,0.175881802,7.27E-05,0
140625,3.01E-05,4.79E-48,0
140677,3.01E-05,4.79E-48,0
2500031,0.165949605,4.59E-06,1.07E-06
140756,0,0,0
140757,0,0,0
140760,0,0,0
140764,0,0,0
140766,0,0,0
140767,0,0,0
140768,0,0,0
140771,0,0,0
140841,0.155314092,5.60E-06,0
140842,0.191093526,0.000372282,5.08E-05
140858,0,0,0
140860,0,0,0
140861,0,0,0
140862,0.125046655,6.55E-09,0
140863,0,0,0
140864,0,0,0
140865,0,0,0
140866,0,0,0
140867,0,0,0
140868,0,0,0
140869,0,0,0
140870,0,0,0
140871,0,0,0
140872,0,0,0
140873,0.144566795,1.44E-06,0
140874,0,0,0
140879,0.144566795,1.44E-06,0
140880,0.144566795,1.44E-06,0
140882,0.144566795,1.44E-06,0
140883,3.01E-05,4.79E-48,0
140885,0,0,0
140886,0,0,0
140887,0,0,0
140895,0,0,0
140897,0,0,0
140902,3.01E-05,4.79E-48,0
140903,3.01E-05,4.79E-48,0
140911,3.01E-05,4.79E-48,0
140967,3.01E-05,4.79E-48,0
140979,3.01E-05,4.79E-48,0
141004,3.01E-05,4.79E-48,0
141008,3.01E-05,4.79E-48,0
141010,3.01E-05,4.79E-48,0
141018,3.01E-05,4.79E-48,0
141029,3.01E-05,4.79E-48,0
141040,3.01E-05,4.79E-48,0
141063,3.01E-05,4.79E-48,0
141073,3.01E-05,4.79E-48,0
141089,3.01E-05,4.79E-48,0
141090,3.01E-05,4.79E-48,0
141096,3.01E-05,4.79E-48,0
141100,3.01E-05,4.79E-48,0
141101,3.01E-05,4.79E-48,0
141104,3.01E-05,4.79E-48,0
141123,3.01E-05,4.79E-48,0
141134,3.01E-05,4.79E-48,0
141135,3.01E-05,4.79E-48,0
141144,3.01E-05,4.79E-48,0
141157,3.01E-05,4.79E-48,0
141175,3.01E-05,4.79E-48,0
141188,3.01E-05,4.79E-48,0
141203,3.01E-05,4.79E-48,0
141222,3.01E-05,4.79E-48,0
141244,3.01E-05,4.79E-48,0
141252,3.01E-05,4.79E-48,0
141253,3.01E-05,4.79E-48,0
141327,3.01E-05,4.79E-48,0
141333,3.01E-05,4.79E-48,0
141349,3.01E-05,4.79E-48,0
141356,0,0,0
141447,0,0,0
141449,0,0,0
141450,0,0,0
141451,0,0,0
141452,0,0,0
141453,0,0,0
141456,0,0,0
141457,0,0,0
141462,3.01E-05,4.79E-48,0
141465,0,0,0
141466,3.01E-05,4.79E-48,0
141474,3.01E-05,4.79E-48,0
141513,3.01E-05,4.79E-48,0
141519,3.01E-05,4.79E-48,0
141536,3.01E-05,4.79E-48,0
141540,3.01E-05,4.79E-48,0
141541,3.01E-05,4.79E-48,0
141543,3.01E-05,4.79E-48,0
141549,3.01E-05,4.79E-48,0
141550,3.01E-05,4.79E-48,0
141556,3.01E-05,4.79E-48,0
141558,3.01E-05,4.79E-48,0
141573,0,0,0
141574,0,0,0
141575,0,0,0
141576,0,0,0
141577,0,0,0
141578,0,0,0
141579,0,0,0
141580,0,0,0
141581,0,0,0
141583,0,0,0
141584,0,0,0
141585,0,0,0
141586,0,0,0
141587,0,0,0
141588,0,0,0
141589,0,0,0
141590,0,0,0
141591,0,0,0
141592,0,0,0
141593,0,0,0
141594,0,0,0
141595,0,0,0
141596,0,0,0
141597,0,0,0
141598,0,0,0
141599,0,0,0
141600,0,0,0
141601,0,0,0
141602,0,0,0
141603,0,0,0
141604,0,0,0
141605,0,0,0
141606,0,0,0
141607,0,0,0
141608,0,0,0
141609,0,0,0
141610,0,0,0
141611,0,0,0
141612,0,0,0
141613,0,0,0
141614,0,0,0
141615,0,0,0
141616,0,0,0
141617,0,0,0
141618,0,0,0
141619,0,0,0
141620,0,0,0
141621,0,0,0
141622,0,0,0
141623,0,0,0
141624,0,0,0
141625,0,0,0
141626,0,0,0
141627,0,0,0
141628,0,0,0
141629,0,0,0
141630,0,0,0
141631,0,0,0
141632,0,0,0
141633,0,0,0
141634,0,0,0
141635,0,0,0
141636,0,0,0
141637,0,0,0
141638,0,0,0
141639,0,0,0
141640,0,0,0
141641,0,0,0
141642,0,0,0
141643,0,0,0
141644,0,0,0
141645,0,0,0
141646,0,0,0
141647,0,0,0
141648,0,0,0
141649,0,0,0
141650,0,0,0
141651,0,0,0
141652,0,0,0
141653,0,0,0
141654,0,0,0
141655,0,0,0
141656,0,0,0
141657,0,0,0
141658,0,0,0
141659,0,0,0
141660,0,0,0
141661,0,0,0
141662,0,0,0
141663,0,0,0
141664,0,0,0
141665,0,0,0
141666,0,0,0
141667,0,0,0
141668,0,0,0
141669,0,0,0
141670,0,0,0
141671,0,0,0
141672,0,0,0
141673,0,0,0
141674,0,0,0
141675,0,0,0
141676,0,0,0
141677,0,0,0
141678,0,0,0
141679,0,0,0
141680,0,0,0
141681,0,0,0
141682,0,0,0
141683,0,0,0
141684,0,0,0
141685,0,0,0
141686,0,0,0
141687,0,0,0
141688,0,0,0
141689,0,0,0
141690,0,0,0
141691,0,0,0
141692,0,0,0
141693,0,0,0
141694,0,0,0
141695,0,0,0
141696,0,0,0
141697,0,0,0
141698,0,0,0
141699,0,0,0
141700,0,0,0
141701,0,0,0
141702,0,0,0
141703,0,0,0
141704,0,0,0
141705,0,0,0
141706,0,0,0
141707,0,0,0
141708,0,0,0
141709,0,0,0
141710,0,0,0
141711,0,0,0
141712,0,0,0
141713,0,0,0
141714,0,0,0
141715,0,0,0
141716,0,0,0
141717,0,0,0
141718,0,0,0
141719,0,0,0
141720,0,0,0
141721,0,0,0
141722,0,0,0
141723,0,0,0
141724,0,0,0
141725,0,0,0
141726,0,0,0
141727,0,0,0
141728,0,0,0
141729,0,0,0
141730,0,0,0
141731,0,0,0
141732,0,0,0
141733,0,0,0
141734,0,0,0
141735,0,0,0
141736,0,0,0
141737,0,0,0
141738,0,0,0
141739,0,0,0
141740,0,0,0
141741,0,0,0
141742,0,0,0
141743,0,0,0
141744,0,0,0
141745,0,0,0
141746,0,0,0
141747,0,0,0
141748,0,0,0
141749,0,0,0
141750,0,0,0
141751,3.01E-05,4.79E-48,0
141752,0,0,0
141753,0,0,0
141754,0,0,0
141755,0,0,0
141756,0,0,0
141757,0,0,0
141758,0,0,0
141759,0,0,0
141760,0,0,0
141761,0,0,0
141762,0,0,0
141763,0,0,0
141764,0,0,0
141765,0,0,0
141766,0,0,0
141767,0,0,0
141768,0,0,0
141769,0,0,0
141770,0,0,0
141771,0,0,0
141772,0,0,0
141773,0,0,0
141774,0,0,0
141775,0,0,0
141776,0,0,0
141777,0,0,0
141778,0,0,0
141779,0,0,0
141780,0,0,0
141781,3.01E-05,4.79E-48,0
141782,0,0,0
141783,0,0,0
141784,0,0,0
141785,0,0,0
141786,0,0,0
141787,0,0,0
141788,0,0,0
141789,0,0,0
141790,0,0,0
141791,0,0,0
141792,0,0,0
141793,0,0,0
141794,0,0,0
141795,0,0,0
141796,0,0,0
141797,0,0,0
