,names,dates,url
0,Gaines v. Rugg,1893-03-20,https://www.courtlistener.com/opinion/93554/gaines-v-rugg/
1,Corning v. the Troy Iron and Nail Factory,1854-02-16,https://www.courtlistener.com/opinion/86845/corning-v-the-troy-iron-and-nail-factory/
2,Boyce's Executors v. Grundy,1835-02-24,https://www.courtlistener.com/opinion/85934/boyces-executors-v-grundy/
3,Humphrey v. Baker,1881-03-21,https://www.courtlistener.com/opinion/90394/humphrey-v-baker/
4,Boffinger v. Tuyes,1887-01-31,https://www.courtlistener.com/opinion/91837/boffinger-v-tuyes/
5,Illinois v. Illinois Central R. Co.,1902-02-03,https://www.courtlistener.com/opinion/95580/illinois-v-illinois-central-r-co/
6,Supervisors v. Kennicott,1877-04-30,https://www.courtlistener.com/opinion/89499/supervisors-v-kennicott/
7,"The"" Lady Pike""",1878-02-11,https://www.courtlistener.com/opinion/89727/the-lady-pike/
8,United States v. Young,1877-03-26,https://www.courtlistener.com/opinion/89463/united-states-v-young/
9,"St. Louis, IM & SR Co. v. McKnight",1917-06-04,https://www.courtlistener.com/opinion/98978/st-louis-im-sr-co-v-mcknight/
10,Oglesby v. Attrill,1882-05-18,https://www.courtlistener.com/opinion/90614/oglesby-v-attrill/
11,Purcell v. Miner,1867-04-29,https://www.courtlistener.com/opinion/1577306/purcell-v-miner/
12,Kansas City Southern R. Co. v. Guardian Trust Co.,1930-02-24,https://www.courtlistener.com/opinion/101523/kansas-city-southern-r-co-v-guardian-trust-co/
13,Stewart v. Salamon,1878-11-18,https://www.courtlistener.com/opinion/89800/stewart-v-salamon/
14,Kingsbury v. Buckner,1890-04-14,https://www.courtlistener.com/opinion/92764/kingsbury-v-buckner/
15,Perkins v. Fourniquet,1853-01-18,https://www.courtlistener.com/opinion/86788/perkins-v-fourniquet/
16,"St. Louis, IM & SR Co. v. J. F. Hasty & Sons",1921-02-28,https://www.courtlistener.com/opinion/99737/st-louis-im-sr-co-v-j-f-hasty-sons/
17,Washington Bridge Co. v. Stewart,1845-02-18,https://www.courtlistener.com/opinion/86322/washington-bridge-co-v-stewart/
18,Cook v. Burnley,1871-03-18,https://www.courtlistener.com/opinion/88358/cook-v-burnley/
19,"In Re Blake and Others, Ex Parte",1899-11-13,https://www.courtlistener.com/opinion/95110/in-re-blake-and-others-ex-parte/
20,Tyler v. Magwire,1873-03-17,https://www.courtlistener.com/opinion/88739/tyler-v-magwire/
21,In Re Sanford Fork & Tool Co.,1895-12-23,https://www.courtlistener.com/opinion/94318/in-re-sanford-fork-tool-co/
22,In Re Washington & Georgetown R'd Co.,1891-04-27,https://www.courtlistener.com/opinion/93067/in-re-washington-georgetown-rd-co/
23,City Bank of Fort Worth v. Hunter,1894-03-19,https://www.courtlistener.com/opinion/93854/city-bank-of-fort-worth-v-hunter/
24,Utah Public Service Comm'n v. El Paso Gas Co.,1969-06-16,https://www.courtlistener.com/opinion/107968/utah-public-service-commn-v-el-paso-gas-co/
25,In Re Louisville,1914-01-05,https://www.courtlistener.com/opinion/98038/in-re-louisville/
26,In Re Potts,1897-03-15,https://www.courtlistener.com/opinion/94649/in-re-potts/
27,"Allen v. St. Louis, IM & SR Co.",1913-06-16,https://www.courtlistener.com/opinion/97973/allen-v-st-louis-im-sr-co/
28,Rude v. Buchhalter,1932-05-23,https://www.courtlistener.com/opinion/101944/rude-v-buchhalter/
29,Durant v. Essex Co.,1880-03-29,https://www.courtlistener.com/opinion/90162/durant-v-essex-co/
30,Ex Parte Dubuque and Pacific Railroad,1864-01-18,https://www.courtlistener.com/opinion/87555/ex-parte-dubuque-and-pacific-railroad/
31,Chaffin v. Taylor,1885-04-20,https://www.courtlistener.com/opinion/91370/chaffin-v-taylor/
32,Southard v. Russell,1854-05-23,https://www.courtlistener.com/opinion/86887/southard-v-russell/
33,Williams v. Bruffy,1880-11-22,https://www.courtlistener.com/opinion/1087733/williams-v-bruffy/
34,Briggs v. Pennsylvania R. Co.,1948-05-24,https://www.courtlistener.com/opinion/104559/briggs-v-pennsylvania-r-co/
35,United States v. United States Dist. Court for Southern Dist. of NY,1948-05-24,https://www.courtlistener.com/opinion/104556/united-states-v-united-states-dist-court-for-southern-dist-of-ny/
36,"Delaware, L. & WR Co. v. Rellstab",1928-01-16,https://www.courtlistener.com/opinion/101209/delaware-l-wr-co-v-rellstab/
37,Peck v. Sanderson,1855-12-18,https://www.courtlistener.com/opinion/86969/peck-v-sanderson/
38,MacKall v. Richards,1885-12-14,https://www.courtlistener.com/opinion/91499/mackall-v-richards/
39,Ex Parte the Union Steamboat Company,1900-05-28,https://www.courtlistener.com/opinion/95302/ex-parte-the-union-steamboat-company/
40,Noonan v. Bradley,1871-04-17,https://www.courtlistener.com/opinion/88368/noonan-v-bradley/
41,Stevens v. Griffith,1884-03-17,https://www.courtlistener.com/opinion/91082/stevens-v-griffith/
42,West v. Brashear,1840-02-10,https://www.courtlistener.com/opinion/86122/west-v-brashear/
43,Fuller v. United States,1901-05-27,https://www.courtlistener.com/opinion/95520/fuller-v-united-states/
44,United States v. Haley,1962-10-15,https://www.courtlistener.com/opinion/106478/united-states-v-haley/
45,Ex Parte Story,1838-03-18,https://www.courtlistener.com/opinion/86052/ex-parte-story/
46,Ex Parte Sibbald v. United States,1838-03-10,https://www.courtlistener.com/opinion/86058/ex-parte-sibbald-v-united-states/
47,The Santa Maria,1825-02-26,https://www.courtlistener.com/opinion/85473/the-santa-maria/
48,Texas & Pacific R. Co. v. Anderson,1893-05-01,https://www.courtlistener.com/opinion/93616/texas-pacific-r-co-v-anderson/
49,In Re City Nat. Bank of Ft. Worth,1880-05-20,https://www.courtlistener.com/opinion/93895/in-re-city-nat-bank-of-ft-worth/
50,Standard Oil Co. of Cal. v. United States,1976-10-18,https://www.courtlistener.com/opinion/109551/standard-oil-co-of-cal-v-united-states/
51,United States v. New York Indians,1899-03-20,https://www.courtlistener.com/opinion/95025/united-states-v-new-york-indians/
52,Chaires v. United States,1845-02-18,https://www.courtlistener.com/opinion/86335/chaires-v-united-states/
53,"Minneapolis, St. P. & S. Ste. MR Co. v. Rock",1929-05-13,https://www.courtlistener.com/opinion/101431/minneapolis-st-p-s-ste-mr-co-v-rock/
54,In Re Metropolitan Trust Co.,1910-11-14,https://www.courtlistener.com/opinion/97299/in-re-metropolitan-trust-co/
