,mod,wt,km_10,km_100,km_1000,gmm_10,gmm_100
98165,0,1,4,84,983,6,98
98164,2,7,9,69,861,2,64
98163,2,13,4,75,250,0,42
98162,2,44,4,89,575,6,92
98161,0,12,4,76,50,6,98
98160,1,3,4,12,162,6,7
93849,0,105,4,78,194,0,42
93848,126,2264,9,78,112,3,81
93841,3,1775,4,98,481,0,60
93840,3,753,4,10,898,7,63
93843,0,1307,4,59,69,8,43
93842,1,5,0,15,862,0,32
93845,1,2,4,12,162,4,70
93844,121,1603,4,84,321,6,3
93847,2,30,9,69,96,3,58
93846,2,290,9,76,725,6,98
112259,1,2,4,5,353,9,10
112258,1,5,4,10,602,6,98
112253,2,1,4,76,957,2,77
112252,1,1,4,59,69,8,43
112251,1,5,7,39,739,4,48
112250,1,1,5,85,966,6,98
112257,1,5,4,10,30,7,79
112256,31,1,7,52,789,7,36
112255,31,1,4,12,123,6,79
112254,1,5,4,10,243,6,98
112358,1,2,4,12,743,0,42
112359,2,1,4,84,729,6,7
108658,0,35,0,37,649,5,26
108659,0,35,4,5,416,9,54
108650,1,2,1,18,435,7,65
108651,1,2,4,12,673,6,40
108652,0,30,5,85,354,7,65
108653,96,1,4,72,475,5,36
108654,1,5,4,92,79,7,63
108655,1,5,4,12,369,6,98
108656,1,1,3,96,661,9,61
108657,1,1,4,68,68,7,54
112353,2,0,9,69,670,1,57
102304,2,44,9,88,810,9,57
102305,0,2,4,84,244,9,54
102306,2,130,9,76,309,2,98
102307,126,2264,4,89,211,7,39
102302,2,14,4,12,933,6,7
102303,0,12,4,84,86,2,88
102308,3,2,4,98,481,0,42
102309,2,9,4,36,727,2,77
98902,0,35,4,59,319,8,47
91148,2,7,4,78,194,0,42
91149,1,1,4,53,276,5,78
91146,2,53,4,75,826,0,42
91147,126,2264,4,8,563,9,61
91144,2,7,4,75,250,0,42
91145,126,2264,4,43,348,2,64
91142,2,97,4,12,694,1,95
91143,2,170,4,97,336,8,3
91140,3,1530,4,97,336,8,20
91141,126,2264,9,76,871,6,98
106536,1,1,4,75,250,0,42
106535,2,1,5,11,597,2,64
106534,1,5,5,44,872,1,87
106533,0,82,4,59,319,8,43
106532,2,664,1,55,502,7,65
106531,0,1,4,84,321,6,54
106530,1,5,4,12,50,6,98
106539,1,1,9,25,515,2,98
106538,1,5,4,84,729,6,7
111933,1,2,7,91,90,8,10
111932,2,1,3,61,584,9,61
111931,1,2,4,23,257,3,44
111937,2,1,4,1,504,7,79
111936,1,2,4,97,447,8,20
111935,2,2,9,69,670,6,24
111934,1,2,4,84,802,6,54
111939,1,1,4,12,910,2,82
111938,1,2,1,55,463,1,4
100104,0,12,5,11,899,6,49
100105,2,13,9,69,464,7,58
107334,1,5,7,63,416,4,10
107335,126,2264,7,5,285,9,67
86119,126,2264,4,78,194,0,81
100101,2,7,5,11,872,1,12
109213,1,2,7,39,732,9,16
109212,26,248,4,12,174,7,11
109211,0,780,4,12,933,6,54
109210,0,52,4,76,187,7,63
109217,1,1,7,63,585,8,10
109216,1,5,4,72,475,7,36
109215,2,1,4,85,547,7,79
109214,1,5,9,36,727,2,77
109219,0,12,3,61,379,9,9
109218,1,5,4,85,570,7,69
105949,2,664,1,55,755,7,4
105948,2,664,4,43,942,6,86
92499,126,2264,4,1,309,7,11
92498,2,364,4,62,454,9,99
92491,2,1958,4,12,174,7,79
92490,2,154,5,22,221,7,45
92493,2,141,3,96,661,9,61
92492,126,2264,4,32,691,1,85
92495,2,90,4,68,422,6,54
92494,0,13,4,12,162,0,42
92497,2,9,4,63,752,9,93
92496,2,44,4,75,962,0,42
106843,2,13,4,12,529,9,61
104311,1,5,4,72,397,7,36
92727,2,243,4,74,301,9,75
92726,2,13,9,56,288,5,55
92725,126,2264,4,8,140,9,42
92724,2,13,5,6,415,7,49
100276,2,274,1,18,435,7,65
92722,0,12,4,76,853,6,79
92721,0,1,5,11,31,9,40
92720,2,465,4,76,187,6,98
100278,0,12,5,11,625,0,60
100279,0,10,7,52,233,5,16
92729,2,262,4,12,211,7,65
92728,2,153,4,12,942,6,86
145827,2,1,4,54,912,0,60
117831,1,2,9,49,243,2,64
117832,2,2,4,89,983,0,91
117833,1,2,4,55,101,7,4
117834,0,12,4,31,227,7,11
117835,1,1,4,76,871,7,63
117836,1,2,9,76,659,6,74
117837,2,1,4,76,871,7,63
117838,2,8,4,12,198,0,32
117839,2,8,4,49,391,2,77
100896,0,1,4,76,983,6,98
100897,0,36,4,1,466,7,11
100894,0,3,4,78,743,0,42
100895,3,1,4,12,743,0,42
100892,0,1,4,84,802,8,5
100893,0,3,7,91,90,8,10
100890,2,664,4,84,729,7,11
100891,0,1959,4,63,752,9,67
100898,2,0,4,12,162,7,65
100899,0,10,4,98,481,0,42
93456,2,79,4,63,752,8,16
93457,0,3,9,25,278,7,63
93454,2,379,4,89,558,6,54
93455,2,13,9,7,889,7,63
93452,2,1,9,50,394,2,24
93453,126,2264,1,55,6,7,65
93450,126,2264,9,7,179,2,23
93451,3,1084,4,75,962,0,42
93458,2,240,4,78,186,0,81
93459,0,105,9,25,278,2,58
98206,0,22,4,97,973,0,36
98207,2,274,4,76,663,2,64
98204,2,40,4,12,414,0,42
98205,2,1,0,37,453,5,26
98202,126,2264,4,56,288,5,55
98203,2,654,4,78,186,0,42
98200,0,50,9,7,210,7,63
98201,2,44,5,11,966,3,49
98208,2,7,4,78,194,0,42
98209,1,5,4,12,10,3,81
85349,2,22,5,44,666,2,12
85348,0,3,9,68,180,6,54
85345,2,3,9,25,659,6,77
85344,3,791,4,8,140,9,9
85347,126,2264,4,73,151,3,81
85346,126,2264,3,61,8,9,61
85341,126,2264,4,80,387,7,79
106847,1,2,4,78,412,0,81
85343,2,859,4,12,561,0,81
85342,126,2264,4,32,691,1,85
87279,126,2264,4,97,335,5,36
87278,0,22,4,8,140,6,40
87273,42,144,4,53,514,8,43
87272,126,2264,4,5,416,3,16
87271,126,2264,9,82,132,3,81
87270,2,44,4,78,194,0,32
87277,0,3,4,72,592,7,36
87276,0,1960,4,75,61,0,91
87275,2,50,4,12,152,5,55
87274,126,2264,4,78,713,0,81
1087609,1,1,4,5,353,8,43
1087605,1,1,4,12,528,6,54
1087604,0,10,4,12,99,9,66
1087607,0,12,5,85,193,6,77
1087606,0,12,5,6,290,1,89
85699,126,2264,4,36,114,2,77
85698,3,139,9,49,313,1,36
85693,0,1961,4,1,227,7,11
85692,2,806,4,1,227,6,55
85691,17,163,4,12,957,1,26
85690,126,2264,4,5,484,8,43
85697,2,9,9,51,809,2,98
85696,2,19,4,98,87,0,42
85695,126,2264,0,15,129,0,32
85694,126,2264,4,84,211,7,35
87181,2,242,4,12,107,4,98
87180,3,1912,9,69,172,3,19
87183,2,240,6,13,275,9,30
87182,126,2264,4,49,72,7,8
87185,0,1,4,29,107,3,2
87184,2,40,9,7,313,3,23
87187,126,2264,9,94,146,3,33
87186,3,62,9,76,680,6,77
87189,2,1962,5,6,361,2,49
87188,2,13,1,55,911,3,65
1694995,0,36,4,36,437,3,65
1977513,2,14,4,12,265,1,89
86588,3,293,4,68,639,8,43
86589,126,2264,1,18,435,7,65
86582,1,7,5,6,221,7,58
86583,126,2264,5,44,36,7,65
86580,126,2264,4,22,745,2,8
86581,1,2,4,62,985,3,33
86586,0,1963,7,53,478,8,43
86587,0,1,9,10,602,3,73
86584,126,2264,4,31,629,4,51
86585,2,1716,4,12,50,6,39
86630,0,409,4,12,856,8,43
86631,0,22,4,12,123,7,54
86632,126,2264,4,12,677,1,6
86633,126,2264,5,85,850,1,70
86634,126,2264,4,81,154,2,82
86635,3,1964,4,23,556,9,44
86636,126,2264,4,75,962,0,42
86637,2,9,9,73,546,7,11
86638,2,13,9,1,309,7,11
86639,126,2264,4,97,622,8,20
2621080,126,2264,4,23,169,3,44
89789,0,3,4,1,536,7,79
89788,2,13,4,35,259,2,82
89781,0,105,3,61,8,9,61
89780,2,1966,4,74,427,1,66
89783,126,2264,4,85,749,1,89
89782,3,1096,9,76,309,7,11
89785,2,2,9,76,871,6,98
89784,126,2264,9,25,726,6,39
89787,0,1967,1,55,445,7,65
89786,2,51,3,96,661,9,61
89257,2,9,9,7,889,3,23
89256,2,1304,9,88,810,9,57
89255,2,1968,9,77,493,7,19
89254,4,1,9,82,493,3,19
89253,0,1163,4,59,427,5,21
89252,2,19,4,12,162,6,79
89251,2,215,4,12,162,6,79
89250,2,13,9,73,179,7,73
89259,78,1969,4,12,830,6,40
89258,3,1970,4,1,504,7,79
88782,126,2264,4,12,933,6,7
88783,126,2264,4,12,147,7,79
88780,2,235,4,12,898,7,63
88781,2,818,4,84,182,6,24
88786,2,44,4,12,174,6,79
88787,2,205,4,12,491,6,7
88784,126,2264,5,11,625,9,9
88785,2,90,4,12,306,6,77
103202,7,1,4,12,729,6,79
103203,1,5,5,11,163,9,9
88788,126,2264,5,44,503,0,37
88789,0,12,4,85,483,3,44
103206,1,1,4,84,182,6,7
103207,2,2,4,84,182,7,63
103204,0,1,4,12,174,7,11
103205,2,67,4,27,961,2,24
872995,1,2,4,0,346,6,40
872994,1,2,8,0,2,6,40
1695106,0,10,4,84,971,6,7
97724,2,9,4,68,855,6,7
97725,0,12,8,57,18,6,40
97726,2,1,4,59,370,8,79
97727,0,10,4,84,673,6,24
97720,0,30,4,55,101,7,65
97721,0,1,4,85,354,6,77
97722,2,25,4,5,306,8,78
97723,0,12,8,26,109,6,40
97728,126,2264,4,12,123,6,7
97729,2,90,4,63,936,9,40
88128,2,23,0,67,921,0,55
88129,2,9,4,74,261,9,93
101279,0,12,5,11,625,9,60
93549,0,35,7,52,285,8,10
95472,0,3,4,84,729,6,7
95473,0,3,4,84,377,1,6
95470,2,50,4,12,198,7,7
95471,0,1,9,76,659,6,72
95476,0,33,4,63,581,9,40
95477,0,33,4,84,729,7,32
95474,0,33,4,10,30,6,98
95475,0,33,5,85,307,7,57
95478,0,33,4,68,971,6,7
95479,0,1971,4,12,306,7,42
110601,2,1,4,12,933,6,7
101277,0,12,4,12,198,6,98
93540,2,40,4,73,151,7,91
101270,0,47,4,8,195,9,42
93542,126,2264,4,12,898,7,63
101272,0,12,4,89,337,6,54
98579,1,1,4,1,147,7,79
103448,0,10,4,12,162,6,98
91338,2,53,4,97,65,8,3
98577,2,382,4,12,162,8,20
103440,2,2,4,1,174,6,79
96929,3,316,4,89,321,6,54
96928,0,22,4,59,914,8,47
96925,1,3,4,73,412,3,81
96924,0,35,4,68,971,6,7
96927,2,25,4,75,250,0,42
96926,2,146,5,11,625,1,70
96921,126,2264,5,6,282,0,91
96920,3,36,9,7,487,7,36
96923,126,2264,9,22,570,7,36
96922,126,2264,4,84,971,6,54
103443,1,1,4,12,633,2,64
103444,2,2,9,82,357,3,81
103445,2,0,9,82,450,3,81
90189,2,639,4,0,402,6,40
111878,1,2,4,54,414,0,42
90185,2,40,4,12,69,8,20
90184,126,2264,4,92,79,7,63
90187,0,1975,6,13,192,9,30
111879,1,5,5,44,573,9,87
90181,2,9,4,35,643,5,43
90180,0,3,4,76,309,6,79
90183,0,409,4,12,529,1,96
90182,2,151,4,83,237,7,76
94404,2,30,4,83,89,7,76
94405,0,12,4,83,237,7,76
94406,2,13,4,63,805,4,16
94407,2,382,4,84,729,2,82
94400,1,5,4,12,729,7,54
94401,93,1093,9,10,5,2,23
94402,93,1093,4,84,802,6,7
94403,2,29,9,69,96,6,58
94408,3,2,4,5,635,8,67
94409,2,50,4,41,33,2,77
2217721,126,2264,9,25,725,2,23
106964,1,83,4,78,618,0,81
108588,1,5,4,35,593,1,6
108589,1,2,4,84,729,2,82
92121,3,1,4,24,82,1,93
92120,3,1,4,76,309,7,63
92123,3,1611,5,92,189,7,63
92122,3,112,4,85,314,6,40
92125,2,129,4,89,244,8,54
92124,2,1932,9,10,602,2,98
92127,126,2264,9,25,470,6,82
92126,3,157,4,72,51,5,36
92129,126,2264,5,11,934,7,98
92128,2,1156,4,49,391,3,77
108580,2,30,4,98,87,0,42
108581,1,83,8,26,740,1,66
89602,0,158,7,52,383,8,16
87844,0,2006,4,75,139,0,42
108583,1,5,4,54,672,0,91
87845,1,1,4,75,195,0,42
108584,1,2,9,76,222,6,98
103990,0,12,5,85,899,3,70
108585,1,2,4,55,101,3,4
1434357,3,2,4,5,416,0,46
87847,2,44,4,68,733,8,7
108586,1,1,9,50,720,1,35
111409,7,1884,5,85,163,3,26
111408,126,2264,4,84,182,6,7
111407,1,1935,4,89,575,7,39
87840,126,2264,4,97,856,8,3
111405,1,83,4,84,941,8,43
111404,1,2,4,59,370,0,81
111403,1,1,4,83,865,7,76
111402,1,5,4,32,287,1,41
111401,0,12,4,84,729,7,54
87841,0,1,4,84,548,1,70
104172,2,30,4,3,395,8,51
107978,1,2,9,76,853,6,98
107979,1,83,4,59,786,8,47
107974,1,5,4,75,250,0,42
107975,1,5,4,84,941,8,47
107976,126,2264,4,68,733,8,43
87843,0,156,4,98,64,0,60
107970,2,68,4,89,321,7,39
107971,1,5,9,99,363,3,73
107972,2,30,4,76,529,6,40
107973,2,30,4,12,198,6,54
93290,1,1,4,75,962,0,60
93291,1,2,9,77,366,7,41
93292,2,53,9,22,762,7,45
93293,1,83,4,12,491,6,43
93294,3,1403,4,84,472,1,66
93295,3,523,4,84,182,6,7
93296,3,1467,4,1,504,7,79
93297,2,13,1,55,502,1,65
93298,2,1,9,19,768,3,69
93299,2,1,9,30,555,2,69
99939,1,1,4,22,745,2,8
99938,126,2264,4,97,469,8,3
99937,126,2264,9,25,911,7,65
99936,0,3,9,76,470,6,63
99935,1,1,4,16,523,3,69
99934,0,131,7,52,234,7,46
99933,0,3,4,75,139,0,42
99932,1,1,4,63,386,9,54
99931,1,5,4,10,30,7,65
99930,1,1,7,52,234,7,11
96118,3,3,4,1,466,7,11
96119,1,2,4,1,944,7,11
96114,1,1,4,75,61,0,60
96115,0,3,4,1,312,7,4
96116,126,2264,9,25,662,1,66
96117,3,2,8,0,2,9,66
87575,3,195,4,78,279,0,42
96111,0,105,4,24,423,8,93
96112,0,1,4,75,139,0,42
96113,0,35,9,22,646,2,69
106317,0,1977,9,90,852,1,96
106316,0,1,9,50,501,1,96
106315,2,68,4,43,291,2,88
106314,0,12,4,89,386,6,54
106313,0,1,4,12,898,7,63
106311,1,5,4,54,912,0,91
106310,1,2,4,72,397,7,36
106318,1,1,8,57,109,6,40
102807,1,1,3,96,661,9,61
102806,1,1,4,8,293,9,61
102805,2,1,5,24,482,1,93
102804,1,1,5,24,851,1,93
102801,1,2,5,32,708,1,41
102800,1,3,4,78,194,0,42
87576,0,15,4,12,520,6,54
102809,0,12,4,47,219,8,48
102808,2,1,9,25,96,6,39
87577,2,196,4,12,743,0,81
145777,1,5,4,36,423,1,29
99069,0,3,4,12,910,2,64
99068,1,2,5,11,625,0,60
99061,2,7,4,89,663,6,39
99060,0,1978,4,12,694,1,89
99063,0,3,4,10,663,6,98
99062,2,76,5,44,606,7,87
99065,1,2,4,12,289,9,61
99064,0,10,4,80,131,7,79
99067,126,2264,5,49,916,2,88
99066,3,2,4,12,973,0,33
105464,1,2,7,39,739,9,10
105465,1,5,4,5,7,2,69
105466,1,1,9,59,188,8,47
105460,2,664,9,25,222,6,77
105461,2,664,4,12,69,8,43
105462,2,664,4,5,131,7,63
105463,2,7,4,68,971,6,7
112356,1,30,4,84,622,8,47
112357,2,1,4,49,78,3,59
112354,1,5,9,89,726,7,54
112355,2,1,4,84,182,6,7
112352,1,2,7,39,732,7,11
105469,27,1979,9,0,402,6,40
112350,1,2,4,68,971,8,54
112351,1,1,9,76,753,2,72
102115,0,1,4,12,162,6,7
102114,0,131,4,97,336,8,20
102117,0,21,4,54,912,0,60
102116,0,10,4,68,902,6,54
102111,1,1,4,84,586,8,20
102110,88,1980,4,12,162,0,42
102113,2,1,4,84,491,6,54
102112,1,1,1,55,502,7,65
102119,2,1,4,12,147,7,79
102118,0,3,4,1,174,7,11
2010319,126,2264,4,4,622,8,47
107198,0,346,4,12,710,9,41
107199,2,1,4,89,337,6,39
107196,2,30,4,89,119,6,54
107197,1,5,4,75,962,0,42
107194,2,1,4,75,61,0,42
107195,0,287,4,1,234,7,11
107192,0,21,4,23,178,9,44
107193,0,1,4,76,309,6,98
107190,54,309,7,39,732,8,16
107191,1,5,9,7,324,6,98
137739,1,2,4,12,617,7,63
137731,2,30,4,12,520,6,77
137730,0,52,4,21,339,0,92
137733,1,83,4,1,536,5,0
137732,1,5,4,84,182,6,5
137735,1,2,4,12,673,6,40
137734,2,1,4,73,151,3,81
137737,2,2,9,6,361,6,77
137736,1,5,4,76,871,6,98
109972,0,36,7,52,285,5,36
109973,0,10,4,1,504,7,79
109970,1,2,4,1,420,7,79
109971,1,2,4,75,962,0,42
109976,0,1,4,12,162,6,43
109974,0,82,4,59,914,8,29
109975,2,1,7,52,11,8,46
108373,1,5,4,12,856,6,39
108372,0,346,6,13,192,9,38
108371,28,250,4,12,314,6,44
108370,2,68,4,80,667,7,63
108377,1,83,4,12,211,9,89
108376,1,5,4,84,841,9,29
108375,1,5,4,62,429,3,99
108374,1,2,2,9,537,4,18
108379,1,83,5,44,503,3,84
108378,1,2,4,75,250,0,42
111876,1,5,4,1,227,7,11
111877,1,5,4,5,622,8,47
111874,2,68,4,76,871,6,98
111875,2,1,4,76,348,6,98
111872,1,2,4,83,621,1,76
111873,1,1,4,12,162,6,7
111870,2,1,1,55,273,7,65
111871,1,2,4,76,198,6,98
91331,0,1974,9,7,433,7,23
103441,2,1,4,75,195,0,42
103442,1,1,4,10,243,6,98
91332,2,7,4,85,354,6,98
91335,2,289,7,5,285,5,46
91334,126,2264,7,52,285,9,10
91337,2,13,4,12,69,8,43
91336,4,535,4,74,427,1,28
145895,1,2,9,25,662,2,72
145894,1,1,4,10,244,2,57
145897,1,2,1,55,911,3,4
145896,1,2,4,89,119,6,64
145891,2,1,4,12,174,7,79
145890,2,68,4,1,227,7,11
145893,126,2264,4,1,466,7,11
145892,1,2,4,1,174,7,79
145899,1,2,0,37,649,5,26
145898,0,52,4,31,395,0,90
2351149,2,1,0,17,115,0,15
109396,1,1,4,53,553,8,43
109397,1,59,5,11,307,6,98
109394,1,2,4,65,111,0,39
109395,1,2,5,11,811,7,98
109392,2,68,4,8,140,1,89
109393,1,2,0,15,16,0,32
109390,1,68,5,22,221,2,64
109391,1,2,5,11,783,2,93
103999,3,2,5,63,936,3,93
87848,126,2264,4,1,944,7,11
87849,2,1015,4,1,227,7,11
109398,1,422,4,1,174,7,11
109399,1,5,4,1,174,7,11
101598,2,44,9,69,670,7,58
101599,2,44,4,84,841,6,98
101594,3,2,4,84,729,6,7
101595,126,2264,4,78,194,0,81
101596,1,2,4,12,743,0,91
101597,0,1,4,1,159,7,79
101590,1,1,4,75,962,0,42
101591,0,130,4,59,991,8,43
101593,0,12,4,1,227,7,11
109020,1,2,4,78,279,0,42
109021,1,2,4,59,188,8,47
109023,1,5,4,59,319,5,43
109024,1,2,9,6,398,7,63
109025,2,68,4,84,160,6,54
109026,1,2,4,1,466,1,16
109027,2,1,4,89,575,0,91
109028,0,1,4,78,194,0,42
109029,0,1,4,78,194,0,42
2681535,126,2264,4,89,9,6,54
85558,2,1986,4,76,369,6,98
85559,3,387,4,97,973,8,78
85554,2,189,7,5,136,8,46
85555,0,156,3,8,293,9,9
85556,2,1,4,92,189,7,63
85557,126,2264,4,1,466,7,11
85550,126,2264,4,21,339,0,92
85551,89,1068,4,55,101,7,65
85552,0,22,4,12,162,6,7
85553,126,2264,7,24,598,8,93
109671,1,1,4,97,469,8,20
109670,1,5,4,84,941,8,3
109673,2,631,4,84,941,8,47
88550,2,22,4,36,437,1,29
109675,1,83,4,84,729,3,82
109674,1,5,4,85,791,1,70
109677,1,1,4,12,791,1,70
109676,1,2,4,59,188,8,43
95205,2,19,4,12,131,7,63
95204,1,5,4,1,227,7,79
95207,0,52,4,75,250,0,42
95206,2,9,4,68,902,8,54
95201,0,3,4,97,65,8,3
95200,4,507,4,1,944,3,37
95203,4,1151,4,76,472,2,64
95202,2,9,4,12,162,6,7
87028,126,2264,9,6,361,2,49
87029,2,13,4,47,42,8,48
87022,0,13,4,59,69,8,43
87023,0,1686,4,89,321,6,54
87020,2,1983,0,15,893,0,90
87021,2,1519,4,12,553,8,3
87026,0,1,4,12,212,6,7
87027,0,131,3,96,364,9,61
87024,3,523,9,25,515,2,58
87025,2,9,4,1,466,7,11
86775,1,2,4,62,236,3,99
86774,0,9,4,68,971,8,5
86777,2,80,1,18,404,7,65
86776,0,50,4,47,110,8,48
86771,2,1984,4,89,211,7,39
86770,2,13,4,59,991,8,43
86773,126,2264,4,5,353,0,71
86772,126,2264,4,89,558,6,54
86779,2,1409,9,25,725,6,98
86778,0,978,4,84,729,7,5
111550,2,1587,4,72,475,7,36
94562,2,1203,4,59,69,8,47
96358,0,3,4,98,481,0,60
96359,2,1,3,96,364,9,61
96356,1,2,9,8,563,1,89
96357,0,12,4,97,336,8,20
96354,1,3,9,73,580,3,54
150541,1,5,4,84,321,6,5
96352,0,22,5,44,500,3,12
96353,3,647,4,89,386,6,54
96350,1,2,4,72,592,7,36
96351,0,22,4,84,69,8,43
94264,0,3,4,84,983,6,5
94265,2,50,4,49,520,6,98
94266,0,815,7,91,565,8,10
94267,3,753,9,25,725,6,98
94260,0,22,4,89,575,4,36
94261,0,105,4,84,586,8,5
94262,0,2021,7,67,992,1,28
94263,126,2264,9,16,756,2,69
97083,126,2264,9,73,546,7,11
94268,2,61,4,5,353,7,79
94269,0,655,4,12,162,7,11
97087,2,13,4,30,249,2,69
97086,3,2,7,52,798,0,46
150540,1,5,4,12,306,8,29
96684,0,50,4,1,466,7,79
96685,0,1985,5,11,934,0,12
96686,2,13,4,76,50,7,54
96687,0,52,5,49,977,7,45
96680,0,52,4,53,441,8,43
96681,3,28,3,96,364,9,9
96682,2,1,9,73,720,1,35
96683,126,2264,2,29,38,3,80
96688,2,40,9,25,472,2,64
96689,1,2,9,88,810,9,57
94192,0,12,4,16,523,3,86
94193,2,1,9,16,523,3,86
94190,2,80,4,12,719,2,69
94191,0,105,4,84,729,8,5
94196,2,1030,4,84,957,2,5
94197,2,204,4,84,729,2,88
94194,3,28,9,10,602,7,63
94195,2,112,4,1,504,7,79
94198,2,61,9,54,912,0,91
94199,0,22,5,44,606,2,87
90682,1,2,9,76,871,6,77
90683,0,13,4,88,91,2,57
90680,0,13,4,36,452,2,77
90681,0,105,4,72,592,7,36
90686,126,2264,4,72,51,7,36
90687,2,7,4,49,594,1,29
90684,2,290,4,12,900,3,84
90685,2,42,9,69,380,6,65
90688,126,2264,9,63,457,3,2
90689,2,129,9,10,30,6,98
118048,1,2,4,89,575,0,39
118049,2,1,9,80,999,7,63
118040,1,59,2,29,38,1,80
118042,1,2,5,62,277,9,14
118043,1,2,4,12,548,1,70
118044,1,2,4,12,824,7,63
118045,1,2,4,36,423,8,93
118046,1,1,3,96,364,9,9
118047,1,5,4,0,460,9,40
93359,0,12,4,59,914,8,47
99269,2,1252,7,52,598,8,93
99268,2,1252,4,84,182,8,93
99263,0,12,4,84,586,8,47
99262,0,36,4,97,553,8,3
99261,3,2,4,76,50,0,42
93358,3,2,9,25,427,5,26
99267,0,3,4,50,617,7,95
99266,0,50,1,18,404,7,65
99265,0,12,4,97,469,8,3
99264,0,12,4,84,244,2,57
104602,2,1,9,28,326,4,68
97557,0,3,4,59,188,8,51
97556,2,1363,4,53,553,8,78
97555,2,44,4,10,198,6,98
97554,0,3,9,76,547,7,63
97553,0,12,4,76,187,3,96
97552,1,2,4,88,91,2,57
97551,0,12,9,73,366,7,35
97550,1,3,4,12,162,7,7
97559,0,475,5,85,274,7,49
97558,3,397,4,74,88,3,28
90026,3,464,4,5,244,2,79
90027,2,228,4,72,51,7,36
90024,3,715,5,11,458,6,98
90025,0,49,5,49,916,2,88
90022,0,105,4,59,69,8,43
90023,3,492,4,41,33,2,65
90020,2,215,9,10,243,2,69
90021,2,7,5,85,750,1,49
90028,126,2264,4,84,182,6,32
90029,16,1987,4,8,563,9,61
1156859,2,14,4,8,140,9,61
94059,2,151,9,25,309,7,76
112888,1,5,4,81,332,8,82
112889,1,1,7,52,233,7,46
112882,2,68,5,11,625,6,65
112883,1,3,4,24,842,8,93
112880,0,30,4,76,871,6,77
112881,1,5,9,25,659,6,77
112887,1,5,4,12,162,7,79
112884,1,5,4,24,423,8,93
112885,0,36,4,75,414,0,42
93350,2,104,4,12,426,8,43
91641,2,6,4,12,973,8,43
108535,1,2,4,81,229,8,82
91643,3,1530,4,12,528,9,39
91642,126,2264,4,72,335,5,3
91645,124,2059,9,1,944,7,11
91644,126,2264,5,11,310,9,9
91647,2,0,7,3,299,8,51
89696,2,13,4,93,403,8,47
91649,124,1798,4,50,617,5,95
91648,2,7,4,1,420,7,36
106909,1,5,4,70,362,8,43
108537,1,5,4,2,105,8,3
108536,2,8,4,19,677,1,70
108531,1,2,4,12,72,2,29
108530,1,5,4,59,786,8,29
108533,1,83,9,82,359,1,35
93352,0,1420,4,10,198,7,63
108532,2,68,5,24,851,1,93
93649,126,2264,4,72,536,7,36
93648,3,161,4,12,174,7,79
93647,3,161,4,43,348,2,98
93646,3,161,4,59,69,8,47
93645,2,1989,4,8,563,9,61
93644,2,983,5,11,274,9,9
93643,2,13,4,93,403,8,47
93642,0,12,4,12,162,6,7
93641,2,13,5,44,606,2,98
93640,2,290,4,84,733,8,5
93355,0,116,4,97,717,8,3
104265,1,5,4,90,852,1,96
93127,0,12,4,12,212,6,7
104267,3,2,4,55,101,5,4
93357,126,2264,4,98,590,0,60
104266,2,30,4,98,754,0,90
93123,2,44,5,11,274,2,49
2219105,2,1990,4,97,553,8,3
93120,7,1991,9,25,890,9,58
93356,126,2264,5,11,936,9,49
98499,0,724,9,22,646,7,63
98498,0,3,4,81,332,2,82
98497,2,1,4,12,50,9,61
98496,3,94,4,30,644,4,34
98495,2,13,4,19,800,1,53
98494,1,2,4,73,151,6,54
98493,2,1689,4,1,420,7,11
98492,1,2,9,51,809,2,98
98491,0,3,4,1,944,7,11
98490,0,12,2,9,537,4,18
100999,0,1809,4,56,714,5,55
100998,0,36,3,96,364,9,61
100993,2,1,4,12,529,6,61
100992,0,50,4,93,867,5,3
100991,1,1,5,22,221,2,8
100990,0,21,4,36,437,2,69
100997,40,1,4,49,194,3,81
100996,1,5,1,18,915,7,65
100995,126,2264,4,12,717,8,29
100994,2,1,4,8,563,1,89
104678,2,414,4,32,246,1,85
104679,2,68,4,12,370,6,42
104672,126,2264,4,1,227,7,11
104673,2,1,4,78,194,0,81
104670,2,1,4,72,51,7,55
104671,2,1,4,12,370,6,79
104676,0,12,4,90,84,1,96
104677,2,76,5,11,869,1,12
104674,0,1,4,72,51,5,36
104675,1,2,4,12,162,6,7
106852,1,922,9,69,642,2,74
91710,2,3,4,12,910,2,82
106854,1,59,4,74,928,9,28
91716,0,12,4,12,530,8,20
91715,2,7,9,83,865,7,76
106298,1,3,4,75,139,0,42
106299,2,1482,4,31,758,2,10
106290,1,5,4,89,321,8,21
106297,2,44,2,29,38,4,80
118152,1,5,4,97,973,8,20
106124,0,1,4,29,805,1,2
106125,2,13,5,11,274,7,11
106126,2,664,4,74,994,1,93
106127,1,59,4,59,472,8,82
106122,0,1992,4,89,558,7,54
106128,1,1,9,25,309,7,72
106129,0,21,4,76,476,7,63
102634,0,3,7,24,82,1,93
102635,2,130,4,24,82,8,93
102636,0,12,4,59,319,8,43
102637,0,5,5,11,221,2,45
102630,2,9,4,72,475,5,36
102631,2,13,4,12,198,6,98
102632,0,3,4,68,68,7,54
102633,0,12,4,12,635,8,67
118153,1,5,9,14,438,7,27
102638,3,469,4,89,386,6,54
102639,2,271,4,84,729,6,54
