CLid,year,indegree,pagerank
100000,1922,1,1.14532725434e-05
100001,1922,1,1.39154284261e-05
100002,1922,7,1.54919830375e-05
100003,1922,14,2.70259744409e-05
100004,1922,4,1.90995086828e-05
100005,1922,9,2.89680771224e-05
100006,1922,5,3.66754003161e-05
100007,1922,21,5.40242923836e-05
100008,1922,0,1.04159570569e-05
100009,1922,21,4.98144297532e-05
100010,1922,54,0.000102977537685
100011,1922,33,0.000102398166582
100012,1922,1,1.09525121915e-05
100013,1922,4,1.83287314844e-05
100014,1922,4,1.56665584285e-05
100015,1922,9,3.74079726889e-05
100016,1922,2,1.44848768973e-05
100017,1922,0,1.04159570569e-05
100018,1922,38,0.000198830767316
100019,1922,0,1.04159570569e-05
100020,1922,25,6.64792053049e-05
100021,1922,3,1.64451070953e-05
100022,1922,10,5.55763641808e-05
100023,1922,24,0.000151156060496
100024,1922,3,1.80170687014e-05
100025,1922,21,4.66838237164e-05
100026,1922,3,1.66763389373e-05
100027,1922,1,1.11733872696e-05
100028,1922,10,3.15918517432e-05
100029,1922,1,1.61844176826e-05
100030,1922,5,2.22634030224e-05
100031,1922,1,1.12348844977e-05
100032,1922,4,2.03779321352e-05
100033,1922,2,1.51045084222e-05
100034,1922,27,4.91666987178e-05
100035,1922,5,1.92162916677e-05
100036,1922,4,1.50595837637e-05
100037,1922,13,4.34731067084e-05
100038,1922,3,1.82555353014e-05
100039,1922,18,3.07887135397e-05
100040,1922,18,3.10886637022e-05
100041,1922,0,1.04159570569e-05
100042,1922,16,3.7891019298e-05
100043,1922,1,1.49146088249e-05
100044,1922,8,3.12142788434e-05
100045,1922,1,1.19329683882e-05
100046,1922,2,1.28034413369e-05
100047,1922,0,1.04159570569e-05
100048,1922,1,1.32595044283e-05
100049,1922,1,1.13565556925e-05
100050,1922,1,1.58305872364e-05
100051,1922,4,1.92280585619e-05
100052,1922,26,5.5866431357e-05
100053,1922,14,2.74285728126e-05
100054,1922,9,3.01301495662e-05
100055,1922,21,8.96204478358e-05
100056,1922,1,1.32963692421e-05
100057,1922,0,1.04159570569e-05
100058,1922,2,1.27609397731e-05
100059,1922,11,5.82685646389e-05
100060,1922,1,1.12719777258e-05
100061,1922,50,9.20221969995e-05
100062,1922,6,2.29465041705e-05
100063,1922,32,6.83871045295e-05
100064,1922,26,0.000101599692125
100065,1922,3,1.37956383184e-05
100066,1922,5,2.02118790368e-05
100067,1922,3,1.26973360965e-05
100068,1922,5,1.84299082082e-05
100069,1922,0,1.04159570569e-05
100070,1922,11,2.54967936648e-05
100071,1922,8,5.01027784773e-05
100072,1922,18,4.30461583315e-05
100073,1922,4,3.58722461235e-05
100074,1922,7,2.61163398349e-05
100075,1922,8,2.96223013702e-05
100076,1922,16,2.48901834847e-05
100077,1922,21,5.79761167563e-05
100078,1922,9,2.39417278987e-05
100079,1922,49,5.57366452037e-05
100080,1922,0,1.04159570569e-05
100081,1923,9,3.00199501988e-05
100082,1923,1,1.25340964764e-05
100083,1923,20,3.70284626581e-05
100084,1923,6,5.3980633821e-05
100085,1923,1,1.07562622412e-05
100086,1923,6,2.29877898811e-05
100087,1923,2,1.21528694662e-05
100088,1923,15,5.94817771194e-05
100089,1923,8,2.60624315581e-05
100090,1923,3,1.55298352257e-05
100091,1923,6,5.1747409156e-05
100092,1923,2,2.26348037865e-05
100093,1923,11,2.69790229422e-05
100094,1923,21,2.95563851042e-05
100095,1923,0,1.04159570569e-05
100096,1923,17,4.95529160291e-05
100097,1923,2,1.19289293677e-05
100098,1923,0,1.04159570569e-05
100099,1923,10,2.79512716866e-05
100100,1923,5,1.98412531085e-05
100101,1923,3,1.15353972132e-05
100102,1923,1,1.15065109282e-05
100103,1923,14,7.7951726711e-05
100104,1923,0,1.04159570569e-05
100105,1923,14,4.10539521485e-05
100106,1923,1,1.13428408332e-05
100107,1923,0,1.04159570569e-05
100108,1923,1,1.08682280967e-05
100109,1923,0,1.04159570569e-05
100110,1922,2,1.46295974626e-05
100111,1922,0,1.04159570569e-05
100112,1922,0,1.04159570569e-05
100113,1922,0,1.04159570569e-05
100115,1923,1,1.17065427067e-05
100116,1923,0,1.04159570569e-05
100117,1923,0,1.04159570569e-05
100118,1923,2,1.38465922119e-05
100119,1923,8,2.42503975496e-05
100120,1923,5,1.65014646432e-05
100121,1923,18,8.90306893148e-05
100122,1923,72,0.000249134642625
100123,1923,14,4.70361974398e-05
100124,1923,5,2.48039270982e-05
100125,1923,6,1.84322469103e-05
100126,1923,2,1.19148896371e-05
100127,1923,4,1.94449025901e-05
100128,1923,4,1.44802244958e-05
100129,1923,1,1.27047149431e-05
100130,1923,4,1.38839514217e-05
100131,1923,12,3.27989506801e-05
100132,1923,12,2.96189827801e-05
100133,1923,6,1.82740819644e-05
100134,1923,3,1.54754897573e-05
100135,1923,3,1.83642551007e-05
100136,1923,65,0.000180858313658
