CLid,year,indegree,pagerank
100000,1922,1,1.48647966599e-05
100001,1922,1,1.80602697796e-05
100002,1922,6,1.92552129198e-05
100003,1922,13,3.06759827919e-05
100004,1922,4,2.27560818232e-05
100005,1922,9,3.34015692521e-05
100006,1922,5,4.51330336799e-05
100007,1922,21,6.08932613159e-05
100008,1922,0,1.35293343116e-05
100009,1922,21,5.67568579538e-05
100010,1922,48,0.00010471337986
100011,1922,32,0.0001172647204
100012,1922,1,1.41883629178e-05
100013,1922,4,2.36139498872e-05
100014,1922,4,1.99479275349e-05
100015,1922,9,4.48731722355e-05
100016,1922,2,1.85114509778e-05
100017,1922,0,1.35293343116e-05
100018,1922,35,0.00020245220422
100019,1922,0,1.35293343116e-05
100020,1922,19,6.68730636785e-05
100021,1922,3,1.99405533208e-05
100022,1922,8,5.49509297799e-05
100023,1922,23,0.000134154770081
100024,1922,3,2.05489803322e-05
100025,1922,18,5.21109007875e-05
100026,1922,3,2.05088076509e-05
100027,1922,0,1.35293343116e-05
100028,1922,8,3.46880784467e-05
100029,1922,1,2.0997656053e-05
100030,1922,5,2.66137574319e-05
100031,1922,1,1.43170414572e-05
100032,1922,4,2.572628258e-05
100033,1922,2,1.82639824359e-05
100034,1922,22,4.38136232601e-05
100035,1922,5,2.32787963641e-05
100036,1922,4,1.88361137743e-05
100037,1922,11,4.21906862899e-05
100038,1922,3,2.36694049662e-05
100039,1922,18,3.5128235489e-05
100040,1922,15,3.53158826652e-05
100041,1922,0,1.35293343116e-05
100042,1922,15,4.01237458235e-05
100043,1922,1,1.86451165158e-05
100044,1922,8,3.31592022213e-05
100045,1922,1,1.53906899362e-05
100046,1922,2,1.64622620116e-05
100047,1922,0,1.35293343116e-05
100048,1922,1,1.67753069533e-05
100049,1922,1,1.46795246447e-05
100050,1922,1,1.79263080279e-05
100051,1922,4,2.41950910528e-05
100052,1922,17,5.15805508487e-05
100053,1922,14,3.38155189882e-05
100054,1922,9,3.4020076201e-05
100055,1922,18,8.98536192579e-05
100056,1922,1,1.61354144137e-05
100057,1922,0,1.35293343116e-05
100058,1922,2,1.62371441152e-05
100059,1922,11,6.81820473556e-05
100060,1922,1,1.45098498585e-05
100061,1922,42,8.9513834179e-05
100062,1922,6,2.69974931912e-05
100063,1922,29,7.15680674689e-05
100064,1922,22,0.000107585929727
100065,1922,3,1.71433152706e-05
100066,1922,5,2.49816230843e-05
100067,1922,1,1.54136856271e-05
100068,1922,5,2.38163898951e-05
100069,1922,0,1.35293343116e-05
100070,1922,9,2.86004030175e-05
100071,1922,7,4.73383558205e-05
100072,1922,18,5.07575665147e-05
100073,1922,4,4.52494050594e-05
100074,1922,6,3.14742201999e-05
100075,1922,8,3.591733615e-05
100076,1922,15,2.90275557424e-05
100077,1922,19,5.65057762575e-05
100078,1922,9,2.78839150246e-05
100079,1922,24,4.5950690074e-05
100080,1922,0,1.35293343116e-05
100081,1923,9,3.57154998337e-05
100082,1923,1,1.51830227081e-05
100083,1923,15,3.67272985369e-05
100084,1923,6,6.28716748069e-05
100085,1923,1,1.3932811721e-05
100086,1923,6,2.68877696399e-05
100087,1923,2,1.53384724418e-05
100088,1923,15,6.53088874145e-05
100089,1923,5,2.64544319959e-05
100090,1923,3,1.93846470376e-05
100091,1923,6,5.74851874199e-05
100092,1923,2,2.8568651579e-05
100093,1923,10,3.13560054e-05
100094,1923,21,3.4445199567e-05
100095,1923,0,1.35293343116e-05
100096,1923,17,5.56118354014e-05
100097,1923,1,1.47262628537e-05
100098,1923,0,1.35293343116e-05
100099,1923,9,3.0393230473e-05
100100,1923,5,2.50962097223e-05
100101,1923,2,1.43804711857e-05
100102,1923,1,1.45803182265e-05
100103,1923,14,9.34678716122e-05
100104,1923,0,1.35293343116e-05
100105,1923,14,4.85273922544e-05
100106,1923,1,1.47262628537e-05
100107,1923,0,1.35293343116e-05
100108,1923,1,1.40880212825e-05
100109,1923,0,1.35293343116e-05
100110,1922,2,1.90024511272e-05
100111,1922,0,1.35293343116e-05
100112,1922,0,1.35293343116e-05
100113,1922,0,1.35293343116e-05
100115,1923,1,1.51203023829e-05
100116,1923,0,1.35293343116e-05
100117,1923,0,1.35293343116e-05
100118,1923,2,1.79849322883e-05
100119,1923,8,2.87491840222e-05
100120,1923,4,2.00995363953e-05
100121,1923,18,9.06871275847e-05
100122,1923,54,0.00020729362184
100123,1923,13,5.21069319686e-05
100124,1923,5,2.85450146331e-05
100125,1923,5,2.22166030101e-05
100126,1923,2,1.53792629596e-05
100127,1923,4,2.344683757e-05
100128,1923,4,1.72163191946e-05
100129,1923,1,1.61056446652e-05
100130,1923,4,1.76725867289e-05
100131,1923,12,4.14969956518e-05
100132,1923,11,3.2128798661e-05
100133,1923,6,2.2551043906e-05
100134,1923,3,1.89655783865e-05
100135,1923,3,2.31650700736e-05
100136,1923,64,0.000204064207473
100137,1923,4,4.91905841496e-05
100138,1923,13,5.25774800108e-05
100139,1923,7,2.00122684845e-05
100140,1923,7,2.97649061728e-05
100141,1923,0,1.35293343116e-05
100142,1923,14,5.32675497987e-05
100143,1923,5,2.02235987332e-05
100144,1923,6,2.04032272686e-05
100145,1923,3,1.57708861862e-05
100146,1923,1,1.46921484466e-05
100147,1923,24,0.000120255239157
100148,1923,1,1.74155160568e-05
100149,1923,34,0.000105377920321
100150,1923,2,1.75096418446e-05
100151,1923,1,1.92793013941e-05
100152,1923,0,1.35293343116e-05
100153,1923,1,1.39609500265e-05
100154,1923,1,1.76624626083e-05
100155,1923,1,1.56249946629e-05
100156,1923,7,4.87546419788e-05
100157,1923,1,1.42480801969e-05
100158,1923,6,5.18380999786e-05
100159,1923,0,1.35293343116e-05
100160,1923,3,1.42876184495e-05
100161,1923,15,3.8779448616e-05
100162,1923,9,3.94997124772e-05
100163,1923,2,2.15677101772e-05
100164,1923,21,7.36128186132e-05
100165,1923,2,1.80904908751e-05
100166,1923,1,1.60260862476e-05
100167,1923,13,2.4880973514e-05
100168,1923,31,8.02142072607e-05
100169,1923,1,1.9272544569e-05
100170,1923,0,1.35293343116e-05
100171,1923,0,1.35293343116e-05
100172,1923,1,1.57541474587e-05
100173,1923,10,6.23894813795e-05
100174,1923,0,1.35293343116e-05
100175,1923,15,3.97813153308e-05
100176,1923,6,2.86761069186e-05
100177,1923,2,2.86872871566e-05
100178,1923,19,5.07429450798e-05
100179,1923,18,5.09997036448e-05
100180,1923,12,4.77874368985e-05
100181,1923,44,0.000109130936352
100182,1923,2,1.63221038485e-05
100183,1923,6,1.9714211921e-05
100184,1923,1,1.92793013941e-05
100185,1923,6,3.94098540228e-05
100186,1923,9,5.33314076032e-05
100187,1923,0,1.35293343116e-05
100188,1923,26,7.69969080813e-05
100189,1923,17,6.11615657455e-05
100190,1923,7,3.93935417509e-05
100192,1923,0,1.35293343116e-05
100193,1923,1,1.92793013941e-05
100194,1923,0,1.35293343116e-05
100195,1923,13,3.9628873941e-05
100196,1923,2,1.51840922253e-05
100197,1923,19,3.82802451237e-05
100198,1923,1,1.72602483951e-05
100199,1923,12,4.24622176642e-05
100200,1923,6,3.34711575011e-05
100201,1923,1,1.49925657923e-05
100202,1923,5,2.23556095026e-05
100203,1923,10,3.2283212581e-05
100204,1923,12,4.63528683552e-05
100205,1923,6,2.38474871847e-05
100206,1923,3,1.55519667876e-05
100207,1923,31,7.1957128526e-05
100208,1923,13,4.44452836848e-05
100209,1923,3,1.7489687057e-05
100210,1923,0,1.35293343116e-05
100211,1923,3,2.17297620203e-05
100212,1923,5,2.5207912248e-05
100213,1923,1,1.59057467047e-05
100214,1923,7,3.63698287348e-05
100215,1923,9,3.17387636089e-05
100217,1923,1,1.44805570675e-05
100218,1923,11,3.45541283305e-05
100219,1923,1,1.51377167123e-05
100220,1923,28,6.12534703268e-05
100221,1923,18,4.64982503035e-05
100222,1923,16,6.44740606488e-05
100223,1923,5,3.18004359838e-05
