CLid,year,indegree,pagerank
100000,1922,1,1.95034964945e-05
100001,1922,1,2.36928277999e-05
100002,1922,4,2.0511287764e-05
100003,1922,9,2.87857231517e-05
100004,1922,4,2.63841064194e-05
100005,1922,6,2.9180012921e-05
100006,1922,5,5.10226116183e-05
100007,1922,20,6.69919069607e-05
100008,1922,0,1.77676066168e-05
100009,1922,16,5.89747363429e-05
100010,1922,37,8.79079825655e-05
100011,1922,29,0.000121028366117
100012,1922,1,1.85448866564e-05
100013,1922,4,3.08140192381e-05
100014,1922,4,2.51998145325e-05
100015,1922,9,4.77061407713e-05
100016,1922,2,2.41269118502e-05
100017,1922,0,1.77676066168e-05
100018,1922,31,0.000182657966919
100019,1922,0,1.77676066168e-05
100020,1922,16,7.10253400731e-05
100021,1922,3,2.45637439951e-05
100022,1922,8,4.73758575794e-05
100023,1922,19,7.30824999438e-05
100024,1922,3,2.22119287011e-05
100025,1922,15,5.65070132231e-05
100026,1922,3,2.69120862757e-05
100027,1922,0,1.77676066168e-05
100028,1922,7,4.17092625246e-05
100029,1922,1,2.74583553923e-05
100030,1922,5,3.08310190424e-05
100031,1922,1,1.84719526755e-05
100032,1922,4,3.35357824568e-05
100033,1922,2,2.15286547813e-05
100034,1922,12,3.09244764246e-05
100035,1922,5,2.79894970084e-05
100036,1922,4,2.34729549638e-05
100037,1922,8,3.85673647135e-05
100038,1922,3,3.10190571752e-05
100039,1922,18,3.8969456463e-05
100040,1922,14,4.15771028208e-05
100041,1922,0,1.77676066168e-05
100042,1922,15,4.32548421807e-05
100043,1922,1,2.36601005871e-05
100044,1922,8,3.43378196477e-05
100045,1922,1,2.01625245295e-05
100046,1922,2,2.15113402568e-05
100047,1922,0,1.77676066168e-05
100048,1922,1,2.09955637901e-05
100049,1922,1,1.9233214722e-05
100050,1922,1,2.02558591818e-05
100051,1922,2,3.03358850771e-05
100052,1922,10,3.77458372244e-05
100053,1922,13,3.99357189342e-05
100054,1922,9,3.64865285875e-05
100055,1922,15,8.86136297809e-05
100056,1922,1,1.94851017324e-05
100057,1922,0,1.77676066168e-05
100058,1922,1,2.02105134477e-05
100059,1922,11,6.68058611813e-05
100060,1922,1,1.88588088142e-05
100061,1922,28,7.51827094159e-05
100062,1922,5,3.24740934906e-05
100063,1922,29,7.70141328725e-05
100064,1922,21,0.000103501859384
100065,1922,3,2.22737926036e-05
100066,1922,5,3.11018789096e-05
100067,1922,1,2.00364088389e-05
100068,1922,4,3.0518987885e-05
100069,1922,0,1.77676066168e-05
100070,1922,6,3.04933455066e-05
100071,1922,7,5.20395178227e-05
100072,1922,17,5.68230173675e-05
100073,1922,4,5.40326706908e-05
100074,1922,5,3.75547056659e-05
100075,1922,8,4.12562829837e-05
100076,1922,15,3.55120462011e-05
100077,1922,16,4.63663546705e-05
100078,1922,8,3.21515403646e-05
100079,1922,15,3.94108585324e-05
100080,1922,0,1.77676066168e-05
100081,1923,8,4.27672056138e-05
100082,1923,1,1.97991392938e-05
100083,1923,14,3.99210909467e-05
100084,1923,6,7.72879121846e-05
100085,1923,1,1.82023539187e-05
100086,1923,6,3.09429843325e-05
100087,1923,2,1.97213508912e-05
100088,1923,12,6.81510306644e-05
100089,1923,5,2.87358358432e-05
100090,1923,3,2.45692117866e-05
100091,1923,6,6.15750338893e-05
100092,1923,2,3.59347039843e-05
100093,1923,10,3.80869751763e-05
100094,1923,20,3.99443555358e-05
100095,1923,0,1.77676066168e-05
100096,1923,15,6.30776738335e-05
100097,1923,1,1.92778531792e-05
100098,1923,0,1.77676066168e-05
100099,1923,8,2.69787415277e-05
100100,1923,5,3.23492241087e-05
100101,1923,2,1.8819985431e-05
100102,1923,1,1.89290068411e-05
100103,1923,14,0.000117303357695
100104,1923,0,1.77676066168e-05
100105,1923,14,5.32373496469e-05
100106,1923,1,1.92778531792e-05
100107,1923,0,1.77676066168e-05
100108,1923,1,1.84749233546e-05
100109,1923,0,1.77676066168e-05
100110,1922,2,2.49552615527e-05
100111,1922,0,1.77676066168e-05
100112,1922,0,1.77676066168e-05
100113,1922,0,1.77676066168e-05
100115,1923,1,1.97163081943e-05
100116,1923,0,1.77676066168e-05
100117,1923,0,1.77676066168e-05
100118,1923,2,2.36182321186e-05
100119,1923,7,3.46168181652e-05
100120,1923,3,2.47027765797e-05
100121,1923,14,7.92252908504e-05
100122,1923,38,0.000119015185887
100123,1923,13,4.55703745589e-05
100124,1923,4,3.24174771994e-05
100125,1923,5,2.68344938752e-05
100126,1923,2,2.00638891456e-05
100127,1923,4,2.96316170357e-05
100128,1923,4,2.12243835128e-05
100129,1923,1,2.06801629113e-05
100130,1923,4,2.27705678874e-05
100131,1923,12,5.34344576718e-05
100132,1923,9,3.14187706454e-05
100133,1923,4,2.52934971289e-05
100134,1923,3,2.32856367917e-05
100135,1923,3,2.97503842526e-05
100136,1923,58,0.000199873981416
100137,1923,4,4.56691915218e-05
100138,1923,9,5.27390388085e-05
100139,1923,5,2.30715454204e-05
100140,1923,6,3.547064495e-05
100141,1923,0,1.77676066168e-05
100142,1923,12,5.86295073734e-05
100143,1923,5,2.53416774435e-05
100144,1923,6,2.59034315282e-05
100145,1923,3,1.9905422479e-05
100146,1923,1,1.90254080029e-05
100147,1923,24,0.000127496962226
100148,1923,1,2.24836287847e-05
100149,1923,32,0.000122569520535
100150,1923,2,2.15103459923e-05
100151,1923,1,2.53188394289e-05
100152,1923,0,1.77676066168e-05
100153,1923,1,1.83282369439e-05
100154,1923,1,2.28017618248e-05
100155,1923,1,2.03140701954e-05
100156,1923,7,6.23419032736e-05
100157,1923,1,1.87115107183e-05
100158,1923,6,6.50248256846e-05
100159,1923,0,1.77676066168e-05
100160,1923,3,1.84401414986e-05
100161,1923,13,3.61503017202e-05
100162,1923,9,4.59274572851e-05
100163,1923,2,2.76543198408e-05
100164,1923,18,7.55512725748e-05
100165,1923,2,2.27934642084e-05
100166,1923,1,2.04253798982e-05
100167,1923,8,2.63878005557e-05
100168,1923,28,7.93097633707e-05
100169,1923,1,2.49412777883e-05
100170,1923,0,1.77676066168e-05
100171,1923,0,1.77676066168e-05
100172,1923,1,2.06718681211e-05
100173,1923,8,5.64145937462e-05
100174,1923,0,1.77676066168e-05
100175,1923,12,4.5600616847e-05
100176,1923,6,3.1761486991e-05
100177,1923,2,3.7537692514e-05
100178,1923,19,5.88981051511e-05
100179,1923,15,5.89741116762e-05
100180,1923,12,5.72806797544e-05
100181,1923,36,8.11313762322e-05
100182,1923,2,2.12204818806e-05
100183,1923,5,2.42714140282e-05
100184,1923,1,2.53188394289e-05
100185,1923,5,4.82915041236e-05
100186,1923,8,5.93634773862e-05
100187,1923,0,1.77676066168e-05
100188,1923,23,7.14346043511e-05
100189,1923,17,6.4938618753e-05
100190,1923,5,4.56463312676e-05
100192,1923,0,1.77676066168e-05
100193,1923,1,2.53188394289e-05
100194,1923,0,1.77676066168e-05
100195,1923,11,4.71639318603e-05
100196,1923,2,1.98731198733e-05
100197,1923,18,4.48973551083e-05
100198,1923,1,2.05682937702e-05
100199,1923,11,4.52926079823e-05
100200,1923,6,4.18755633852e-05
100201,1923,1,1.96692586932e-05
100202,1923,4,2.27171895121e-05
100203,1923,6,2.80669102762e-05
100204,1923,6,2.71245491473e-05
100205,1923,3,2.63558261734e-05
100206,1923,1,1.87144214372e-05
100207,1923,30,7.31552825077e-05
100208,1923,9,4.32340868288e-05
100209,1923,2,2.05313279368e-05
100210,1923,0,1.77676066168e-05
100211,1923,3,2.79279316462e-05
100212,1923,5,3.1942369231e-05
100213,1923,1,2.08884667853e-05
100214,1923,6,3.16230082696e-05
100215,1923,6,3.69828789696e-05
100217,1923,0,1.77676066168e-05
100218,1923,8,3.59358653996e-05
100219,1923,1,1.98798395712e-05
100220,1923,27,6.81540076405e-05
