CLid,year,indegree,pagerank
100000,1922,1,1.68589159053e-05
100001,1922,1,2.04879369686e-05
100002,1922,5,1.92038034511e-05
100003,1922,10,2.7787703596e-05
100004,1922,4,2.42706918993e-05
100005,1922,9,3.39018830492e-05
100006,1922,5,4.95759231243e-05
100007,1922,20,6.38101911919e-05
100008,1922,0,1.53553495744e-05
100009,1922,18,5.63607724598e-05
100010,1922,42,9.50600246201e-05
100011,1922,31,0.000121296001502
100012,1922,1,1.60678108911e-05
100013,1922,4,2.66936387683e-05
100014,1922,4,2.24228719025e-05
100015,1922,9,4.80942928434e-05
100016,1922,2,2.09315651981e-05
100017,1922,0,1.53553495744e-05
100018,1922,35,0.000197125929035
100019,1922,0,1.53553495744e-05
100020,1922,17,6.4870681609e-05
100021,1922,3,2.18093021738e-05
100022,1922,8,5.1880596661e-05
100023,1922,22,0.000103232040338
100024,1922,3,2.10847440517e-05
100025,1922,16,5.23185091908e-05
100026,1922,3,2.32626822568e-05
100027,1922,0,1.53553495744e-05
100028,1922,7,3.63883300439e-05
100029,1922,1,2.38136011255e-05
100030,1922,5,2.86565481089e-05
100031,1922,1,1.60658627126e-05
100032,1922,4,2.90738832547e-05
100033,1922,2,1.95396849816e-05
100034,1922,17,3.62363136741e-05
100035,1922,5,2.52544352829e-05
100036,1922,4,2.09062430952e-05
100037,1922,10,4.10938768617e-05
100038,1922,3,2.68081691525e-05
100039,1922,18,3.62697534384e-05
100040,1922,15,3.77764735466e-05
100041,1922,0,1.53553495744e-05
100042,1922,15,4.17142516765e-05
100043,1922,1,2.07562566497e-05
100044,1922,8,3.2984270876e-05
100045,1922,1,1.74390928775e-05
100046,1922,2,1.86451429959e-05
100047,1922,0,1.53553495744e-05
100048,1922,1,1.89096828038e-05
100049,1922,1,1.66403650383e-05
100050,1922,1,1.95694377496e-05
100051,1922,3,2.65665399758e-05
100052,1922,13,4.5523559364e-05
100053,1922,14,3.72697225319e-05
100054,1922,9,3.52223594789e-05
100055,1922,17,8.74270213519e-05
100056,1922,1,1.75795444155e-05
100057,1922,0,1.53553495744e-05
100058,1922,2,1.82175140932e-05
100059,1922,11,7.02797412793e-05
100060,1922,1,1.63435031158e-05
100061,1922,34,8.2849345889e-05
100062,1922,6,2.94010115344e-05
100063,1922,29,7.26689393369e-05
100064,1922,21,0.000107196384416
100065,1922,3,1.93001651323e-05
100066,1922,5,2.76724583938e-05
100067,1922,1,1.73986631001e-05
100068,1922,4,2.64249674133e-05
100069,1922,0,1.53553495744e-05
100070,1922,7,2.8434664018e-05
100071,1922,7,4.8102649225e-05
100072,1922,18,5.39882816922e-05
100073,1922,4,4.91756442931e-05
100074,1922,5,3.35881044964e-05
100075,1922,8,3.83947995885e-05
100076,1922,15,3.16952724234e-05
100077,1922,17,5.17471020724e-05
100078,1922,8,2.88456589288e-05
100079,1922,18,4.07152859618e-05
100080,1922,0,1.53553495744e-05
100081,1923,9,3.87644662414e-05
100082,1923,1,1.71806830427e-05
100083,1923,15,3.79904079258e-05
100084,1923,6,6.91677099624e-05
100085,1923,1,1.57443841237e-05
100086,1923,6,2.82533668976e-05
100087,1923,2,1.71633365035e-05
100088,1923,13,6.58335222909e-05
100089,1923,5,2.82601137725e-05
100090,1923,3,2.16239702171e-05
100091,1923,6,5.96866280322e-05
100092,1923,2,3.13935201749e-05
100093,1923,10,3.37832846969e-05
100094,1923,20,3.635325188e-05
100095,1923,0,1.53553495744e-05
100096,1923,15,5.80818112532e-05
100097,1923,1,1.66605542882e-05
100098,1923,0,1.53553495744e-05
100099,1923,8,3.06184936687e-05
100100,1923,5,2.81919727077e-05
100101,1923,2,1.62937122784e-05
100102,1923,1,1.6368879856e-05
100103,1923,14,0.000103175741166
100104,1923,0,1.53553495744e-05
100105,1923,14,5.18102380653e-05
100106,1923,1,1.66605542882e-05
100107,1923,0,1.53553495744e-05
100108,1923,1,1.59765186245e-05
100109,1923,0,1.53553495744e-05
100110,1922,2,2.15671571939e-05
100111,1922,0,1.53553495744e-05
100112,1922,0,1.53553495744e-05
100113,1922,0,1.53553495744e-05
100115,1923,1,1.70909515617e-05
100116,1923,0,1.53553495744e-05
100117,1923,0,1.53553495744e-05
100118,1923,2,2.04120389183e-05
100119,1923,8,3.14794017527e-05
100120,1923,3,2.14633625851e-05
100121,1923,16,8.70912465045e-05
100122,1923,47,0.000177901502223
100123,1923,13,5.34075104569e-05
100124,1923,5,2.97955773055e-05
100125,1923,5,2.43056050315e-05
100126,1923,2,1.7361378472e-05
100127,1923,4,2.61990245794e-05
100128,1923,4,1.87830571937e-05
100129,1923,1,1.81020823315e-05
100130,1923,4,1.97177950311e-05
100131,1923,12,4.64945109611e-05
100132,1923,11,3.14049387972e-05
100133,1923,4,2.20947697604e-05
100134,1923,3,2.08579124477e-05
100135,1923,3,2.58476938301e-05
100136,1923,62,0.000206743161873
100137,1923,4,4.66732816972e-05
100138,1923,12,5.43810121561e-05
100139,1923,5,1.99919752469e-05
100140,1923,6,3.20604500787e-05
100141,1923,0,1.53553495744e-05
100142,1923,13,5.70962314442e-05
100143,1923,5,2.23614630667e-05
100144,1923,6,2.27286034134e-05
100145,1923,3,1.75352907948e-05
100146,1923,1,1.64963816876e-05
100147,1923,24,0.000123290304537
100148,1923,1,1.95938856038e-05
100149,1923,33,0.000112352325963
100150,1923,2,1.93270602521e-05
100151,1923,1,2.18813731435e-05
100152,1923,0,1.53553495744e-05
100153,1923,1,1.5841951498e-05
100154,1923,1,1.9927584981e-05
100155,1923,1,1.76563306969e-05
100156,1923,7,5.43818313718e-05
100157,1923,1,1.61711025206e-05
100158,1923,6,5.73889010032e-05
100159,1923,0,1.53553495744e-05
100160,1923,3,1.60657731924e-05
100161,1923,15,4.07622536164e-05
100162,1923,9,4.15978094059e-05
100163,1923,2,2.40358893821e-05
100164,1923,21,7.6130388212e-05
100165,1923,2,2.01027502486e-05
100166,1923,1,1.79291378781e-05
100167,1923,9,2.46255258002e-05
100168,1923,29,7.77496488944e-05
100169,1923,1,2.15550719651e-05
