CLid,year,indegree,pagerank
100000,1922,1,1.25030683577e-05
100001,1922,1,1.51910757498e-05
100002,1922,7,1.67791800003e-05
100003,1922,14,2.87342117037e-05
100004,1922,4,2.04420320194e-05
100005,1922,9,3.08266799811e-05
100006,1922,5,3.95073254078e-05
100007,1922,21,5.72456138167e-05
100008,1922,0,1.13729213984e-05
100009,1922,21,5.34117557168e-05
100010,1922,52,0.000106570596076
100011,1922,33,0.000108991248375
100012,1922,1,1.19519237627e-05
100013,1922,4,1.99825686932e-05
100014,1922,4,1.70279416924e-05
100015,1922,9,4.00344277999e-05
100016,1922,2,1.57386054272e-05
100017,1922,0,1.13729213984e-05
100018,1922,38,0.000206337439101
100019,1922,0,1.13729213984e-05
100020,1922,25,6.95727523716e-05
100021,1922,3,1.76732639636e-05
100022,1922,10,5.78940765127e-05
100023,1922,24,0.000152960759817
100024,1922,3,1.90916785288e-05
100025,1922,21,4.93780156343e-05
100026,1922,3,1.8043916295e-05
100027,1922,1,1.18517276768e-05
100028,1922,9,3.28848543106e-05
100029,1922,1,1.76704207587e-05
100030,1922,5,2.3926537803e-05
100031,1922,1,1.22194350231e-05
100032,1922,4,2.18903452102e-05
100033,1922,2,1.6231577235e-05
100034,1922,27,4.97695438965e-05
100035,1922,5,2.06139735984e-05
100036,1922,4,1.63259065828e-05
100037,1922,13,4.42870548728e-05
100038,1922,3,1.99206340251e-05
100039,1922,18,3.2694478413e-05
100040,1922,18,3.31059733958e-05
100041,1922,0,1.13729213984e-05
100042,1922,16,3.92087839517e-05
100043,1922,1,1.61581171597e-05
100044,1922,8,3.27280404338e-05
100045,1922,1,1.30025892962e-05
100046,1922,2,1.39501863409e-05
100047,1922,0,1.13729213984e-05
100048,1922,1,1.43890481057e-05
100049,1922,1,1.23718807456e-05
100050,1922,1,1.65389311913e-05
100051,1922,4,2.06895848203e-05
100052,1922,25,5.73519886146e-05
100053,1922,14,2.95742208055e-05
100054,1922,9,3.1808698277e-05
100055,1922,21,9.14102104654e-05
100056,1922,1,1.4285460752e-05
100057,1922,0,1.13729213984e-05
100058,1922,2,1.38688873388e-05
100059,1922,11,6.20979962504e-05
100060,1922,1,1.22759178867e-05
100061,1922,47,9.14938397808e-05
100062,1922,6,2.46631785968e-05
100063,1922,32,7.10185747932e-05
100064,1922,26,0.000106919076773
100065,1922,3,1.46738606131e-05
100066,1922,5,2.18212376722e-05
100067,1922,3,1.37049749158e-05
100068,1922,5,2.01048268755e-05
100069,1922,0,1.13729213984e-05
100070,1922,11,2.7202929269e-05
100071,1922,7,4.97497437872e-05
100072,1922,18,4.61163260179e-05
100073,1922,4,3.86664820089e-05
100074,1922,6,2.77434080067e-05
100075,1922,8,3.19493744179e-05
100076,1922,16,2.67735158568e-05
100077,1922,21,5.95752632859e-05
100078,1922,9,2.55280455492e-05
100079,1922,44,5.54416897038e-05
100080,1922,0,1.13729213984e-05
100081,1923,9,3.2013127592e-05
100082,1923,1,1.34314059123e-05
100083,1923,19,3.87849931792e-05
100084,1923,6,5.75969743508e-05
100085,1923,1,1.17354781142e-05
100086,1923,6,2.45572305336e-05
100087,1923,2,1.31731334248e-05
100088,1923,15,6.24927832031e-05
100089,1923,8,2.65155954991e-05
100090,1923,3,1.67169285146e-05
100091,1923,6,5.45213103421e-05
100092,1923,2,2.45977439474e-05
100093,1923,11,2.90900361541e-05
100094,1923,21,3.15900788522e-05
100095,1923,0,1.13729213984e-05
100096,1923,17,5.21208973299e-05
100097,1923,2,1.29555084937e-05
100098,1923,0,1.13729213984e-05
100099,1923,10,2.94156694768e-05
100100,1923,5,2.1484821901e-05
100101,1923,3,1.25350258736e-05
100102,1923,1,1.25312804733e-05
100103,1923,14,8.46638005476e-05
100104,1923,0,1.13729213984e-05
100105,1923,14,4.38739724248e-05
100106,1923,1,1.23843194911e-05
100107,1923,0,1.13729213984e-05
100108,1923,1,1.18593533467e-05
100109,1923,0,1.13729213984e-05
100110,1922,2,1.59736893233e-05
100111,1922,0,1.13729213984e-05
100112,1922,0,1.13729213984e-05
100113,1922,0,1.13729213984e-05
100115,1923,1,1.27661323933e-05
100116,1923,0,1.13729213984e-05
100117,1923,0,1.13729213984e-05
100118,1923,2,1.51186219099e-05
100119,1923,8,2.60325039782e-05
100120,1923,5,1.74096201597e-05
100121,1923,18,9.27126091375e-05
