,year,indegree,pagerank
2381714,1782,0,0.000264770491785
2381715,1788,0,0.000264770491785
2381718,1782,0,0.000264770491785
2381723,1785,0,0.000264770491785
2381728,1768,1,0.00176513661189
2381730,1785,0,0.000264770491785
2381736,1789,0,0.000264770491785
2381741,1788,0,0.000264770491785
2381743,1784,0,0.000264770491785
2381750,1788,0,0.000264770491785
2381753,1773,0,0.000264770491785
2381756,1787,0,0.000264770491785
2381757,1785,0,0.000264770491785
2381760,1788,0,0.000264770491785
2381762,1781,0,0.000264770491785
2381764,1784,0,0.000264770491785
2381770,1789,0,0.000264770491785
2381772,1789,0,0.000264770491785
2381775,1788,0,0.000264770491785
2381777,1785,0,0.000264770491785
2381780,1788,0,0.000264770491785
2381785,1776,0,0.000264770491785
2381788,1764,0,0.000264770491785
2381791,1788,0,0.000264770491785
2381794,1780,0,0.000264770491785
2381795,1786,0,0.000264770491785
2381800,1788,0,0.000264770491785
2381802,1788,0,0.000264770491785
2381805,1785,0,0.000264770491785
2381807,1778,0,0.000264770491785
2381810,1789,0,0.000264770491785
2381816,1785,0,0.000264770491785
2381817,1778,0,0.000264770491785
2381820,1788,0,0.000264770491785
2419163,1808,1,0.00176513661189
2429567,1806,1,0.00176513661189
2429586,1806,1,0.00176513661189
2432524,1806,1,0.00176513661189
2490086,1813,1,0.000590681723355
2490089,1812,1,0.00176513661189
2490153,1812,1,0.00176513661189
2490201,1812,1,0.00176513661189
2490321,1812,1,0.000590681723355
2490480,1812,1,0.00176513661189
2490597,1852,1,0.00176513661189
2492577,1851,0,0.000264770491785
2518125,1839,0,0.000264770491785
2518368,1815,1,0.000590681723355
2527082,1817,2,0.000766849956637
2620706,1827,1,0.000377297950794
2620728,1850,1,0.000590681723355
2620762,1833,0,0.000264770491785
2620768,1803,0,0.000264770491785
2620769,1803,0,0.000264770491785
2620770,1803,1,0.000489825409802
2620812,1829,1,0.00176513661189
2620813,1829,0,0.000264770491785
2620814,1804,1,0.00176513661189
2620815,1805,1,0.00176513661189
2620816,1805,1,0.00176513661189
2620817,1804,1,0.00176513661189
2620818,1791,0,0.000264770491785
2620819,1805,0,0.000264770491785
2620820,1805,0,0.000264770491785
2620821,1803,0,0.000264770491785
2620822,1802,0,0.000264770491785
2620823,1802,0,0.000264770491785
2620824,1800,0,0.000264770491785
2620825,1800,0,0.000264770491785
2620826,1794,0,0.000264770491785
2620828,1800,0,0.000264770491785
2620829,1800,0,0.000264770491785
2620830,1801,0,0.000264770491785
2620831,1797,0,0.000264770491785
2620833,1792,0,0.000264770491785
2620834,1800,0,0.000264770491785
2620835,1793,0,0.000264770491785
2620836,1803,0,0.000264770491785
2620837,1806,0,0.000264770491785
2620838,1806,0,0.000264770491785
2620839,1806,0,0.000264770491785
2620840,1793,0,0.000264770491785
2620841,1806,0,0.000264770491785
2620842,1793,1,0.00176513661189
2620843,1800,0,0.000264770491785
2620844,1795,0,0.000264770491785
2620845,1800,0,0.000264770491785
2620846,1806,0,0.000264770491785
2620847,1800,0,0.000264770491785
2620848,1799,0,0.000264770491785
2620849,1803,0,0.000264770491785
2620850,1802,0,0.000264770491785
2620851,1801,1,0.00176513661189
2620852,1800,0,0.000264770491785
2620853,1806,0,0.000264770491785
2620854,1800,0,0.000264770491785
2620856,1803,0,0.000264770491785
2620857,1796,0,0.000264770491785
2620858,1803,0,0.000264770491785
2620859,1792,0,0.000264770491785
2620860,1806,0,0.000264770491785
2620861,1794,1,0.00176513661189
2620862,1802,0,0.000264770491785
2620863,1800,0,0.000264770491785
2620864,1796,0,0.000264770491785
2620865,1802,0,0.000264770491785
2620866,1804,0,0.000264770491785
2620867,1806,0,0.000264770491785
2620868,1800,0,0.000264770491785
2620869,1791,0,0.000264770491785
2620870,1803,0,0.000264770491785
2620871,1806,0,0.000264770491785
2620911,1852,0,0.000264770491785
2620912,1853,1,0.00176513661189
2620913,1853,1,0.00176513661189
2620914,1852,0,0.000264770491785
2620942,1841,1,0.000489825409802
2620972,1809,1,0.00176513661189
2620973,1809,1,0.00176513661189
2620974,1809,1,0.00176513661189
2620975,1809,1,0.00176513661189
2621080,1838,0,0.000264770491785
810012,1760,0,0.000264770491785
84581,1754,2,0.00071488032782
84582,1759,0,0.000264770491785
84583,1760,0,0.000264770491785
84585,1763,0,0.000264770491785
84586,1764,1,0.000489825409802
84587,1764,0,0.000264770491785
84589,1768,0,0.000264770491785
84590,1773,0,0.000264770491785
84591,1773,0,0.000264770491785
84593,1778,0,0.000264770491785
84595,1780,1,0.000489825409802
84596,1780,0,0.000264770491785
84597,1781,0,0.000264770491785
84598,1782,1,0.000489825409802
84599,1783,0,0.000264770491785
84600,1783,0,0.000264770491785
84601,1781,0,0.000264770491785
84602,1784,0,0.000264770491785
84604,1784,0,0.000264770491785
84605,1784,0,0.000264770491785
84606,1785,0,0.000264770491785
84607,1785,0,0.000264770491785
84608,1785,0,0.000264770491785
84609,1785,0,0.000264770491785
84610,1786,0,0.000264770491785
84611,1786,0,0.000264770491785
84612,1786,0,0.000264770491785
84613,1786,0,0.000264770491785
84614,1787,0,0.000264770491785
84615,1787,0,0.000264770491785
84618,1788,0,0.000264770491785
84619,1788,0,0.000264770491785
84620,1788,1,0.000489825409802
84621,1788,0,0.000264770491785
84623,1788,0,0.000264770491785
84624,1788,0,0.000264770491785
84625,1789,0,0.000264770491785
84626,1789,0,0.000264770491785
84627,1789,0,0.000264770491785
84628,1789,0,0.000264770491785
84629,1789,0,0.000264770491785
84630,1781,0,0.000264770491785
84631,1781,0,0.000264770491785
84632,1782,0,0.000264770491785
84633,1788,0,0.000264770491785
84635,1790,0,0.000264770491785
84636,1790,0,0.000264770491785
84637,1790,0,0.000264770491785
84638,1790,0,0.000264770491785
84639,1790,0,0.000264770491785
84640,1790,0,0.000264770491785
84641,1790,0,0.000264770491785
84643,1766,0,0.000264770491785
84644,1781,0,0.000264770491785
84645,1781,0,0.000264770491785
84646,1785,0,0.000264770491785
84647,1786,0,0.000264770491785
84648,1787,0,0.000264770491785
84649,1788,0,0.000264770491785
84650,1789,0,0.000264770491785
84651,1790,0,0.000264770491785
84652,1791,0,0.000264770491785
84654,1792,0,0.000264770491785
84655,1792,0,0.000264770491785
84656,1792,0,0.000264770491785
84657,1792,0,0.000264770491785
84658,1793,0,0.000264770491785
84659,1793,0,0.000264770491785
84660,1794,0,0.000264770491785
84661,1795,0,0.000264770491785
84662,1795,0,0.000264770491785
84663,1795,0,0.000264770491785
84664,1796,0,0.000264770491785
84665,1796,0,0.000264770491785
84666,1796,0,0.000264770491785
84667,1797,0,0.000264770491785
84668,1797,0,0.000264770491785
84669,1792,0,0.000264770491785
84670,1791,0,0.000264770491785
84671,1794,1,0.00176513661189
84672,1796,0,0.000264770491785
84673,1796,0,0.000264770491785
84674,1797,0,0.000264770491785
84675,1797,0,0.000264770491785
84676,1798,0,0.000264770491785
84677,1790,0,0.000264770491785
84678,1791,0,0.000264770491785
84679,1792,0,0.000264770491785
84680,1792,0,0.000264770491785
84682,1793,0,0.000264770491785
84683,1794,0,0.000264770491785
84684,1795,0,0.000264770491785
84685,1795,0,0.000264770491785
84686,1796,0,0.000264770491785
84688,1796,0,0.000264770491785
84690,1797,0,0.000264770491785
84691,1797,0,0.000264770491785
84692,1797,0,0.000264770491785
84693,1797,0,0.000264770491785
84694,1798,0,0.000264770491785
84695,1798,0,0.000264770491785
84696,1799,0,0.000264770491785
84697,1799,1,0.000489825409802
84699,1798,0,0.000264770491785
84700,1798,0,0.000264770491785
84701,1799,0,0.000264770491785
84702,1799,0,0.000264770491785
84703,1799,0,0.000264770491785
84704,1799,0,0.000264770491785
84705,1799,0,0.000264770491785
84707,1799,0,0.000264770491785
84708,1800,0,0.000264770491785
84710,1800,0,0.000264770491785
84713,1804,0,0.000264770491785
84715,1794,1,0.00176513661189
84716,1795,0,0.000264770491785
84717,1798,0,0.000264770491785
84718,1799,0,0.000264770491785
84719,1799,0,0.000264770491785
84721,1800,0,0.000264770491785
84722,1800,0,0.000264770491785
84723,1800,0,0.000264770491785
84724,1800,0,0.000264770491785
84725,1801,0,0.000264770491785
84726,1801,0,0.000264770491785
84727,1802,0,0.000264770491785
84728,1792,0,0.000264770491785
84729,1802,0,0.000264770491785
84731,1803,0,0.000264770491785
84732,1803,0,0.000264770491785
84733,1804,0,0.000264770491785
84734,1804,0,0.000264770491785
84735,1804,0,0.000264770491785
84737,1805,0,0.000264770491785
84739,1800,0,0.000264770491785
84740,1800,0,0.000264770491785
84741,1801,1,0.00176513661189
84742,1801,0,0.000264770491785
84743,1802,0,0.000264770491785
84744,1803,0,0.000264770491785
84745,1804,0,0.000264770491785
84746,1804,0,0.000264770491785
84747,1804,0,0.000264770491785
84750,1806,0,0.000264770491785
84751,1806,0,0.000264770491785
84752,1806,0,0.000264770491785
84753,1806,0,0.000264770491785
84754,1801,0,0.000264770491785
84756,1801,0,0.000264770491785
84757,1801,0,0.000264770491785
84758,1801,0,0.000264770491785
84759,1803,0,0.000264770491785
84760,1803,0,0.000264770491785
84761,1803,0,0.000264770491785
84762,1803,0,0.000264770491785
84763,1803,0,0.000264770491785
84764,1803,0,0.000264770491785
84765,1803,0,0.000264770491785
84766,1803,0,0.000264770491785
84767,1803,0,0.000264770491785
84768,1803,0,0.000264770491785
84769,1803,0,0.000264770491785
84770,1803,0,0.000264770491785
84771,1803,0,0.000264770491785
84772,1803,0,0.000264770491785
84773,1803,0,0.000264770491785
84774,1803,0,0.000264770491785
84775,1803,0,0.000264770491785
84778,1804,0,0.000264770491785
84779,1804,0,0.000264770491785
84780,1804,0,0.000264770491785
84781,1804,0,0.000264770491785
84782,1804,0,0.000264770491785
84783,1804,0,0.000264770491785
84784,1804,0,0.000264770491785
84786,1804,0,0.000264770491785
84788,1805,0,0.000264770491785
84789,1805,0,0.000264770491785
84791,1805,0,0.000264770491785
84792,1805,0,0.000264770491785
84793,1805,0,0.000264770491785
84794,1805,0,0.000264770491785
84795,1805,0,0.000264770491785
84796,1805,0,0.000264770491785
84797,1805,0,0.000264770491785
84799,1805,0,0.000264770491785
84801,1805,0,0.000264770491785
84802,1805,1,0.000489825409802
84803,1805,0,0.000264770491785
84804,1805,0,0.000264770491785
84805,1805,0,0.000264770491785
84806,1805,0,0.000264770491785
84808,1805,0,0.000264770491785
84809,1806,1,0.000489825409802
84810,1806,0,0.000264770491785
84811,1806,1,0.00176513661189
84812,1806,0,0.000264770491785
84813,1806,0,0.000264770491785
84815,1806,0,0.000264770491785
84816,1806,0,0.000264770491785
84817,1806,0,0.000264770491785
84818,1806,0,0.000264770491785
84819,1806,0,0.000264770491785
84821,1806,0,0.000264770491785
84823,1806,0,0.000264770491785
84824,1806,0,0.000264770491785
84825,1806,0,0.000264770491785
84826,1806,0,0.000264770491785
84828,1806,0,0.000264770491785
84829,1806,0,0.000264770491785
84830,1806,0,0.000264770491785
84831,1806,0,0.000264770491785
84832,1806,0,0.000264770491785
84833,1806,0,0.000264770491785
84834,1807,0,0.000264770491785
84837,1807,0,0.000264770491785
84838,1807,0,0.000264770491785
84839,1807,0,0.000264770491785
84841,1807,0,0.000264770491785
84842,1807,0,0.000264770491785
84843,1807,0,0.000264770491785
84844,1807,0,0.000264770491785
84845,1807,0,0.000264770491785
84846,1807,1,0.000489825409802
84847,1807,0,0.000264770491785
84848,1807,0,0.000264770491785
84849,1807,0,0.000264770491785
84851,1807,0,0.000264770491785
84852,1807,0,0.000264770491785
84853,1808,0,0.000264770491785
84854,1808,0,0.000264770491785
84855,1808,0,0.000264770491785
84856,1808,0,0.000264770491785
84858,1808,0,0.000264770491785
84859,1808,0,0.000264770491785
84860,1808,0,0.000264770491785
84862,1808,0,0.000264770491785
84863,1808,0,0.000264770491785
84865,1808,0,0.000264770491785
84866,1808,0,0.000264770491785
84867,1808,0,0.000264770491785
84868,1808,0,0.000264770491785
84869,1808,0,0.000264770491785
84870,1808,0,0.000264770491785
84872,1808,0,0.000264770491785
84873,1808,1,0.00176513661189
84874,1808,0,0.000264770491785
84875,1808,0,0.000264770491785
84876,1808,0,0.000264770491785
84877,1808,1,0.000489825409802
84878,1808,0,0.000264770491785
84879,1808,0,0.000264770491785
84880,1808,0,0.000264770491785
84881,1808,0,0.000264770491785
84882,1808,1,0.000489825409802
84884,1809,1,0.00176513661189
84885,1809,0,0.000264770491785
84886,1809,0,0.000264770491785
84887,1809,0,0.000264770491785
84888,1809,0,0.000264770491785
84889,1809,0,0.000264770491785
84891,1809,0,0.000264770491785
84892,1809,0,0.000264770491785
84893,1809,0,0.000264770491785
84894,1809,0,0.000264770491785
84895,1809,0,0.000264770491785
84896,1809,0,0.000264770491785
84898,1809,0,0.000264770491785
84901,1809,0,0.000264770491785
84903,1809,0,0.000264770491785
84904,1809,0,0.000264770491785
84906,1809,1,0.00176513661189
84907,1809,1,0.00176513661189
84908,1809,0,0.000264770491785
84909,1809,1,0.000489825409802
84910,1809,0,0.000264770491785
84911,1809,1,0.00176513661189
84912,1809,0,0.000264770491785
84913,1809,0,0.000264770491785
84914,1809,0,0.000264770491785
84915,1809,0,0.000264770491785
84916,1809,0,0.000264770491785
84917,1809,1,0.00176513661189
84918,1809,1,0.00176513661189
84919,1809,0,0.000264770491785
84920,1809,0,0.000264770491785
84921,1809,0,0.000264770491785
84922,1809,1,0.00176513661189
84923,1809,1,0.00176513661189
84924,1809,0,0.000264770491785
84925,1809,0,0.000264770491785
84926,1810,0,0.000264770491785
84928,1810,0,0.000264770491785
84929,1810,1,0.000489825409802
84930,1810,0,0.000264770491785
84932,1810,0,0.000264770491785
84933,1810,0,0.000264770491785
84934,1810,0,0.000264770491785
84935,1810,0,0.000264770491785
84937,1810,0,0.000264770491785
84938,1810,0,0.000264770491785
84939,1810,0,0.000264770491785
84940,1810,0,0.000264770491785
84941,1810,0,0.000264770491785
84942,1810,1,0.00176513661189
84943,1810,1,0.00176513661189
84945,1810,0,0.000264770491785
84946,1810,0,0.000264770491785
84947,1810,0,0.000264770491785
84948,1810,0,0.000264770491785
84950,1810,0,0.000264770491785
84952,1810,2,0.00257614532546
84953,1810,1,0.00135963225511
84954,1810,0,0.000264770491785
84955,1810,0,0.000264770491785
84956,1810,0,0.000264770491785
84958,1810,0,0.000264770491785
84959,1810,0,0.000264770491785
84960,1810,1,0.00176513661189
84961,1810,1,0.00176513661189
84962,1810,0,0.000264770491785
84963,1810,0,0.000264770491785
84964,1812,0,0.000264770491785
84965,1812,0,0.000264770491785
84966,1812,0,0.000264770491785
84967,1812,0,0.000264770491785
84968,1812,0,0.000264770491785
84971,1812,0,0.000264770491785
84972,1812,0,0.000264770491785
84973,1812,1,0.000766849956635
84974,1812,1,0.000590681723355
84975,1812,1,0.00176513661189
84976,1812,1,0.00176513661189
84977,1812,0,0.000264770491785
84978,1812,0,0.000264770491785
84980,1812,0,0.000264770491785
84981,1812,0,0.000264770491785
84982,1812,0,0.000264770491785
84983,1812,0,0.000264770491785
84984,1812,0,0.000264770491785
84986,1812,0,0.000264770491785
84988,1812,0,0.000264770491785
84989,1812,1,0.000489825409802
84990,1812,0,0.000264770491785
84991,1812,0,0.000264770491785
84992,1812,0,0.000264770491785
84993,1812,0,0.000264770491785
84994,1812,0,0.000264770491785
84995,1812,0,0.000264770491785
84996,1812,0,0.000264770491785
84997,1812,0,0.000264770491785
84998,1812,0,0.000264770491785
84999,1812,0,0.000264770491785
85000,1813,0,0.000264770491785
85001,1813,1,0.000489825409802
85002,1813,0,0.000264770491785
85003,1813,0,0.000264770491785
85004,1813,0,0.000264770491785
85005,1813,0,0.000264770491785
85006,1813,0,0.000264770491785
85007,1813,0,0.000264770491785
85008,1813,1,0.00176513661189
85009,1813,1,0.00176513661189
85010,1813,1,0.00176513661189
85011,1813,1,0.00176513661189
85012,1813,0,0.000264770491785
85013,1813,0,0.000264770491785
85014,1813,0,0.000264770491785
85016,1813,0,0.000264770491785
85017,1813,0,0.000264770491785
85018,1813,0,0.000264770491785
85019,1813,0,0.000264770491785
85020,1813,0,0.000264770491785
85021,1813,0,0.000264770491785
85022,1813,0,0.000264770491785
85023,1813,0,0.000264770491785
85024,1813,0,0.000264770491785
85025,1813,1,0.000766849956635
85026,1813,1,0.000590681723355
85028,1813,0,0.000264770491785
85030,1813,0,0.000264770491785
85031,1813,0,0.000264770491785
85033,1813,0,0.000264770491785
85035,1813,0,0.000264770491785
85036,1813,0,0.000264770491785
85038,1813,0,0.000264770491785
85039,1813,0,0.000264770491785
85040,1813,1,0.00176513661189
85041,1813,1,0.00176513661189
85042,1813,0,0.000264770491785
85043,1813,0,0.000264770491785
85044,1813,0,0.000264770491785
85047,1814,0,0.000264770491785
85048,1814,0,0.000264770491785
85049,1814,0,0.000264770491785
85050,1814,0,0.000264770491785
85051,1814,0,0.000264770491785
85052,1814,0,0.000264770491785
85053,1814,0,0.000264770491785
85054,1814,0,0.000264770491785
85055,1814,1,0.000489825409802
85056,1814,0,0.000264770491785
85057,1814,1,0.000590681723355
85058,1814,1,0.000766849956635
85059,1814,0,0.000264770491785
85060,1814,0,0.000264770491785
85061,1814,0,0.000264770491785
85062,1814,0,0.000264770491785
85063,1814,0,0.000264770491785
85066,1814,0,0.000264770491785
85067,1814,0,0.000264770491785
85069,1814,0,0.000264770491785
85072,1814,1,0.00176513661189
85073,1814,0,0.000264770491785
85074,1814,0,0.000264770491785
85075,1814,0,0.000264770491785
85076,1814,0,0.000264770491785
85077,1814,0,0.000264770491785
85078,1814,0,0.000264770491785
85079,1814,0,0.000264770491785
85080,1814,0,0.000264770491785
85081,1814,0,0.000264770491785
85083,1814,0,0.000264770491785
85084,1814,0,0.000264770491785
85086,1814,0,0.000264770491785
85087,1814,0,0.000264770491785
85088,1814,0,0.000264770491785
85089,1815,1,0.000489825409802
85090,1815,0,0.000264770491785
85091,1815,0,0.000264770491785
85093,1815,0,0.000264770491785
85094,1815,0,0.000264770491785
85096,1815,0,0.000264770491785
85097,1815,0,0.000264770491785
85098,1815,0,0.000264770491785
85099,1815,0,0.000264770491785
85100,1815,0,0.000264770491785
85101,1815,0,0.000264770491785
85102,1815,0,0.000264770491785
85103,1815,0,0.000264770491785
85105,1815,0,0.000264770491785
85107,1815,0,0.000264770491785
85108,1815,0,0.000264770491785
85109,1815,0,0.000264770491785
85110,1815,1,0.000766849956635
85111,1815,1,0.000590681723355
85112,1815,0,0.000264770491785
85113,1815,0,0.000264770491785
85114,1815,0,0.000264770491785
85115,1815,0,0.000264770491785
85117,1815,0,0.000264770491785
85119,1815,0,0.000264770491785
85121,1815,0,0.000264770491785
85122,1815,0,0.000264770491785
85123,1815,0,0.000264770491785
85126,1815,0,0.000264770491785
85128,1815,0,0.000264770491785
85129,1816,0,0.000264770491785
85130,1816,2,0.00071488032782
85131,1816,8,0.00109827075795
85132,1816,0,0.000264770491785
85133,1816,0,0.000264770491785
85134,1816,0,0.000264770491785
85136,1816,0,0.000264770491785
85137,1816,0,0.000264770491785
85138,1816,0,0.000264770491785
85139,1816,3,0.000638408542135
85140,1816,0,0.000264770491785
85141,1816,0,0.000264770491785
85142,1816,0,0.000264770491785
85143,1816,0,0.000264770491785
85144,1816,0,0.000264770491785
85145,1816,0,0.000264770491785
85146,1816,0,0.000264770491785
85147,1816,0,0.000264770491785
85148,1816,0,0.000264770491785
85149,1816,1,0.000489825409802
85150,1816,0,0.000264770491785
85151,1816,0,0.000264770491785
85152,1816,1,0.000377297950794
85153,1816,2,0.000564843715808
85154,1816,2,0.000550637124108
85155,1816,1,0.000590681723355
85156,1816,0,0.000264770491785
85157,1816,0,0.000264770491785
85158,1816,0,0.000264770491785
85159,1816,0,0.000264770491785
85160,1816,11,0.00220014687047
85161,1816,0,0.000264770491785
85162,1816,1,0.000287275983587
85163,1816,4,0.00104816860416
85164,1816,0,0.000264770491785
85165,1816,0,0.000264770491785
85166,1816,1,0.000489825409802
85167,1816,0,0.000264770491785
85168,1816,1,0.00058547374996
85169,1816,4,0.00105246270485
85170,1816,0,0.000264770491785
85171,1817,2,0.000550637124108
85172,1817,0,0.000264770491785
85173,1817,0,0.000264770491785
85174,1817,0,0.000264770491785
85175,1817,0,0.000264770491785
85176,1817,1,0.00058547374996
85177,1817,0,0.000264770491785
85178,1817,1,0.000321034221289
85179,1817,0,0.000264770491785
85180,1817,0,0.000264770491785
85181,1817,0,0.000264770491785
85182,1817,0,0.000264770491785
85183,1817,1,0.000590681723355
85184,1817,0,0.000264770491785
85186,1817,1,0.000916592954926
85187,1817,0,0.000264770491785
85189,1817,3,0.00072388252454
85191,1817,1,0.000489825409802
85192,1817,0,0.000264770491785
85193,1817,0,0.000264770491785
85194,1817,1,0.000378048133854
85195,1817,1,0.000321034221289
85196,1817,0,0.000264770491785
85197,1817,2,0.000577596827829
85198,1817,0,0.000264770491785
85199,1817,2,0.000484199036852
85200,1817,1,0.000489825409802
85201,1817,0,0.000264770491785
85203,1817,0,0.000264770491785
85204,1817,1,0.000392926764545
85205,1817,0,0.000264770491785
85206,1817,3,0.000559451775064
85207,1817,0,0.000264770491785
85208,1817,0,0.000264770491785
85209,1817,1,0.000489825409802
85210,1817,3,0.000621107445313
85211,1817,0,0.000264770491785
85212,1817,3,0.00163133041134
85213,1818,0,0.000264770491785
85215,1818,0,0.000264770491785
85216,1818,1,0.00176513661189
85217,1818,1,0.00176513661189
85218,1818,1,0.00176513661189
85219,1818,1,0.00176513661189
85220,1818,0,0.000264770491785
85221,1818,0,0.000264770491785
85222,1818,0,0.000264770491785
85223,1818,0,0.000264770491785
85225,1818,0,0.000264770491785
85226,1818,0,0.000264770491785
85228,1818,0,0.000264770491785
85229,1818,1,0.00176513661189
85230,1818,0,0.000264770491785
85231,1818,0,0.000264770491785
85232,1818,0,0.000264770491785
85233,1818,0,0.000264770491785
85234,1818,0,0.000264770491785
85236,1818,0,0.000264770491785
85237,1818,0,0.000264770491785
85238,1818,0,0.000264770491785
85240,1818,0,0.000264770491785
85241,1818,0,0.000264770491785
85242,1818,0,0.000264770491785
85243,1818,0,0.000264770491785
85245,1818,0,0.000264770491785
85246,1818,0,0.000264770491785
85247,1818,0,0.000264770491785
85249,1818,0,0.000264770491785
85250,1819,5,0.00152360110978
85251,1819,0,0.000264770491785
85252,1819,1,0.00176513661189
85253,1819,1,0.00176513661189
85254,1819,0,0.000264770491785
85255,1819,0,0.000264770491785
85257,1819,0,0.000264770491785
85258,1819,0,0.000264770491785
85259,1819,1,0.00176513661189
85260,1819,1,0.00176513661189
85261,1819,4,0.000853121650824
85263,1819,0,0.000264770491785
85264,1819,0,0.000264770491785
85265,1819,0,0.000264770491785
85266,1819,0,0.000264770491785
85267,1819,3,0.000839926466643
85268,1819,0,0.000264770491785
85270,1819,0,0.000264770491785
85271,1819,0,0.000264770491785
85272,1819,0,0.000264770491785
85273,1819,0,0.000264770491785
85274,1819,0,0.000264770491785
85275,1819,0,0.000264770491785
85278,1819,0,0.000264770491785
85279,1819,0,0.000264770491785
85280,1819,0,0.000264770491785
85281,1819,0,0.000264770491785
85283,1820,5,0.000638522409207
85284,1820,0,0.000264770491785
85285,1820,0,0.000264770491785
85286,1820,0,0.000264770491785
85288,1820,0,0.000264770491785
85290,1820,0,0.000264770491785
85292,1820,0,0.000264770491785
85293,1820,0,0.000264770491785
85294,1820,0,0.000264770491785
85297,1820,0,0.000264770491785
85298,1820,0,0.000264770491785
85300,1820,0,0.000264770491785
85301,1820,0,0.000264770491785
85302,1820,0,0.000264770491785
85304,1820,0,0.000264770491785
85305,1820,0,0.000264770491785
85306,1820,0,0.000264770491785
85307,1820,0,0.000264770491785
