,year,indegree,pagerank
1087620,1858,0,0.000133185329343
1087659,1837,1,0.000246392859285
1087731,1880,1,0.000194320613159
1087732,1880,1,0.000215771589936
1087733,1880,0,0.000133185329343
1087734,1880,0,0.000133185329343
1087736,1829,0,0.000133185329343
1087738,1871,1,0.000246392859285
1087739,1877,0,0.000133185329343
1087740,1877,1,0.000246392859285
1087764,1844,1,0.000887902195619
1087770,1869,1,0.000887902195619
1087976,1820,0,0.000133185329343
1101065,1818,0,0.000133185329343
1101108,1818,0,0.000133185329343
1101120,1818,1,0.000887902195619
1101123,1818,1,0.000385742245456
1101126,1818,0,0.000133185329343
1101162,1818,1,0.000297125783662
1101164,1818,0,0.000133185329343
1119427,1810,1,0.000887902195619
1119486,1810,1,0.000887902195619
1143192,1810,1,0.000683924664194
1158864,1856,0,0.000133185329343
1246952,1879,1,0.000887902195619
1299599,1792,0,0.000133185329343
1299604,1796,0,0.000133185329343
1299616,1793,0,0.000133185329343
1299622,1796,0,0.000133185329343
1299628,1792,0,0.000133185329343
1299643,1792,0,0.000133185329343
1300133,1796,0,0.000133185329343
1300139,1798,0,0.000133185329343
1300161,1793,1,0.000887902195619
1300165,1793,0,0.000133185329343
1303430,1793,1,0.000887902195619
1303451,1795,0,0.000133185329343
1303460,1794,1,0.000887902195619
1303466,1795,0,0.000133185329343
1303472,1791,0,0.000133185329343
1303477,1795,0,0.000133185329343
1303496,1792,1,0.000887902195619
1303501,1793,0,0.000133185329343
1303508,1790,0,0.000133185329343
1303513,1791,0,0.000133185329343
1303519,1785,0,0.000133185329343
1303525,1795,0,0.000133185329343
1303532,1795,0,0.000133185329343
1303537,1793,0,0.000133185329343
1303592,1792,0,0.000133185329343
1303599,1795,0,0.000133185329343
1303605,1796,0,0.000133185329343
1303625,1797,0,0.000133185329343
1303682,1791,0,0.000133185329343
1303689,1795,0,0.000133185329343
1303693,1797,0,0.000133185329343
1303706,1790,0,0.000133185329343
1303711,1782,0,0.000133185329343
1303716,1793,0,0.000133185329343
1303722,1793,0,0.000133185329343
1303728,1790,0,0.000133185329343
1304342,1782,0,0.000133185329343
1304346,1792,0,0.000133185329343
1304349,1792,1,0.000887902195619
1306761,1793,1,0.000887902195619
1318977,1847,2,0.000356203424858
1320738,1862,0,0.000133185329343
1327335,1836,0,0.000133185329343
1327338,1836,0,0.000133185329343
1370564,1850,1,0.000161487211829
1379538,1872,0,0.000133185329343
1383887,1846,1,0.000887902195619
1390946,1814,1,0.000297125783662
1394575,1814,0,0.000133185329343
1394601,1814,0,0.000133185329343
1394610,1814,1,0.000887902195619
1394820,1877,0,0.000133185329343
1434110,1865,0,0.000133185329343
1487387,1876,1,0.000297125783662
1489884,1876,0,0.000133185329343
1528394,1867,2,0.000946181490312
1577306,1867,0,0.000133185329343
1611707,1832,1,0.000887902195619
1614072,1832,1,0.000887902195619
1615134,1832,1,0.000887902195619
1619945,1832,0,0.000133185329343
1655414,1816,2,0.000274694741771
1688164,1854,0,0.000133185329343
1691871,1824,0,0.000133185329343
1765367,1851,1,0.000887902195619
1765468,1851,1,0.000887902195619
1783525,1851,1,0.000887902195619
1853063,1871,1,0.000297125783662
2011405,1845,1,0.000887902195619
2012204,1845,1,0.000887902195619
2012233,1845,1,0.000887902195619
2095284,1796,0,0.000133185329343
2096950,1796,0,0.000133185329343
2098227,1796,0,0.000133185329343
2158753,1798,0,0.000133185329343
2160646,1794,0,0.000133185329343
2213364,1799,0,0.000133185329343
2215103,1796,0,0.000133185329343
2216108,1795,0,0.000133185329343
2217721,1798,0,0.000133185329343
2218550,1796,0,0.000133185329343
2219105,1796,0,0.000133185329343
2219671,1798,0,0.000133185329343
2220154,1796,0,0.000133185329343
2220732,1796,0,0.000133185329343
2223136,1799,0,0.000133185329343
2224213,1796,0,0.000133185329343
2224796,1798,0,0.000133185329343
2225264,1799,0,0.000133185329343
2225895,1797,0,0.000133185329343
2228460,1798,0,0.000133185329343
2229179,1795,0,0.000133185329343
2229888,1797,0,0.000133185329343
2230740,1795,0,0.000133185329343
2232416,1799,0,0.000133185329343
2273280,1796,0,0.000133185329343
2346358,1797,0,0.000133185329343
2347065,1796,0,0.000133185329343
2351149,1796,0,0.000133185329343
2359388,1876,0,0.000133185329343
2381610,1786,0,0.000133185329343
2381613,1789,0,0.000133185329343
2381617,1788,0,0.000133185329343
2381620,1784,0,0.000133185329343
2381633,1782,0,0.000133185329343
2381641,1787,0,0.000133185329343
2381644,1788,0,0.000133185329343
2381647,1768,1,0.000887902195619
2381650,1788,0,0.000133185329343
2381653,1788,0,0.000133185329343
2381656,1788,0,0.000133185329343
2381659,1789,0,0.000133185329343
2381663,1789,0,0.000133185329343
2381666,1785,0,0.000133185329343
2381670,1788,0,0.000133185329343
2381683,1788,0,0.000133185329343
2381708,1786,0,0.000133185329343
2381711,1787,0,0.000133185329343
2381714,1782,0,0.000133185329343
2381715,1788,0,0.000133185329343
2381718,1782,0,0.000133185329343
2381723,1785,0,0.000133185329343
2381728,1768,1,0.000887902195619
2381730,1785,0,0.000133185329343
2381736,1789,0,0.000133185329343
2381741,1788,0,0.000133185329343
2381743,1784,0,0.000133185329343
2381750,1788,0,0.000133185329343
2381753,1773,0,0.000133185329343
2381756,1787,0,0.000133185329343
2381757,1785,0,0.000133185329343
2381760,1788,0,0.000133185329343
2381762,1781,0,0.000133185329343
2381764,1784,0,0.000133185329343
2381770,1789,0,0.000133185329343
2381772,1789,0,0.000133185329343
2381775,1788,0,0.000133185329343
2381777,1785,0,0.000133185329343
2381780,1788,0,0.000133185329343
2381785,1776,0,0.000133185329343
2381788,1764,0,0.000133185329343
2381791,1788,0,0.000133185329343
2381794,1780,0,0.000133185329343
2381795,1786,0,0.000133185329343
2381800,1788,0,0.000133185329343
2381802,1788,0,0.000133185329343
2381805,1785,0,0.000133185329343
2381807,1778,0,0.000133185329343
2381810,1789,0,0.000133185329343
2381816,1785,0,0.000133185329343
2381817,1778,0,0.000133185329343
2381820,1788,0,0.000133185329343
2419163,1808,1,0.000887902195619
2429567,1806,1,0.000887902195619
2429586,1806,1,0.000887902195619
2432524,1806,1,0.000887902195619
2490086,1813,1,0.000297125783662
2490089,1812,1,0.000887902195619
2490153,1812,1,0.000887902195619
2490201,1812,1,0.000887902195619
2490321,1812,1,0.000297125783662
2490480,1812,1,0.000887902195619
2490597,1852,1,0.000887902195619
2492577,1851,0,0.000133185329343
2518125,1839,0,0.000133185329343
2518368,1815,1,0.000297125783662
2527082,1817,2,0.000385742245456
2620706,1827,1,0.000189789094314
2620709,1877,0,0.000133185329343
2620728,1850,1,0.000297125783662
2620745,1867,1,0.000887902195619
2620746,1867,1,0.000887902195619
2620762,1833,0,0.000133185329343
2620763,1878,0,0.000133185329343
2620768,1803,0,0.000133185329343
2620769,1803,0,0.000133185329343
2620770,1803,1,0.000246392859285
2620812,1829,1,0.000887902195619
2620813,1829,0,0.000133185329343
2620814,1804,1,0.000887902195619
2620815,1805,1,0.000887902195619
2620816,1805,1,0.000887902195619
2620817,1804,1,0.000887902195619
2620818,1791,0,0.000133185329343
2620819,1805,0,0.000133185329343
2620820,1805,0,0.000133185329343
2620821,1803,0,0.000133185329343
2620822,1802,0,0.000133185329343
2620823,1802,0,0.000133185329343
2620824,1800,0,0.000133185329343
2620825,1800,0,0.000133185329343
2620826,1794,0,0.000133185329343
2620828,1800,0,0.000133185329343
2620829,1800,0,0.000133185329343
2620830,1801,0,0.000133185329343
2620831,1797,0,0.000133185329343
2620833,1792,0,0.000133185329343
2620834,1800,0,0.000133185329343
2620835,1793,0,0.000133185329343
2620836,1803,0,0.000133185329343
2620837,1806,0,0.000133185329343
2620838,1806,0,0.000133185329343
2620839,1806,0,0.000133185329343
2620840,1793,0,0.000133185329343
2620841,1806,0,0.000133185329343
2620842,1793,1,0.000887902195619
2620843,1800,0,0.000133185329343
2620844,1795,0,0.000133185329343
2620845,1800,0,0.000133185329343
2620846,1806,0,0.000133185329343
2620847,1800,0,0.000133185329343
2620848,1799,0,0.000133185329343
2620849,1803,0,0.000133185329343
2620850,1802,0,0.000133185329343
2620851,1801,1,0.000887902195619
2620852,1800,0,0.000133185329343
2620853,1806,0,0.000133185329343
2620854,1800,0,0.000133185329343
2620856,1803,0,0.000133185329343
2620857,1796,0,0.000133185329343
2620858,1803,0,0.000133185329343
2620859,1792,0,0.000133185329343
2620860,1806,0,0.000133185329343
2620861,1794,1,0.000887902195619
2620862,1802,0,0.000133185329343
2620863,1800,0,0.000133185329343
2620864,1796,0,0.000133185329343
2620865,1802,0,0.000133185329343
2620866,1804,0,0.000133185329343
2620867,1806,0,0.000133185329343
2620868,1800,0,0.000133185329343
2620869,1791,0,0.000133185329343
2620870,1803,0,0.000133185329343
2620871,1806,0,0.000133185329343
2620891,1869,1,0.000193362560752
2620892,1870,0,0.000133185329343
2620893,1870,1,0.000189789094314
2620911,1852,0,0.000133185329343
2620912,1853,1,0.000887902195619
2620913,1853,1,0.000976904391831
2620914,1852,0,0.000133185329343
2620915,1864,1,0.000887902195619
2620916,1863,1,0.000170921172657
2620917,1863,2,0.000379634078901
2620942,1841,1,0.000246392859285
2620972,1809,1,0.000887902195619
2620973,1809,1,0.000887902195619
2620974,1809,1,0.000887902195619
2620975,1809,1,0.000887902195619
2621080,1838,0,0.000133185329343
810012,1760,0,0.000133185329343
84581,1754,2,0.000544836210095
84582,1759,0,0.000133185329343
84583,1760,0,0.000133185329343
84585,1763,0,0.000133185329343
84586,1764,1,0.000246392859285
84587,1764,0,0.000133185329343
84589,1768,0,0.000133185329343
84590,1773,0,0.000133185329343
84591,1773,0,0.000133185329343
84593,1778,0,0.000133185329343
84595,1780,1,0.000246392859285
84596,1780,0,0.000133185329343
84597,1781,0,0.000133185329343
84598,1782,1,0.000246392859285
84599,1783,0,0.000133185329343
84600,1783,0,0.000133185329343
84601,1781,0,0.000133185329343
84602,1784,0,0.000133185329343
84604,1784,0,0.000133185329343
84605,1784,0,0.000133185329343
84606,1785,0,0.000133185329343
84607,1785,0,0.000133185329343
84608,1785,0,0.000133185329343
84609,1785,0,0.000133185329343
84610,1786,0,0.000133185329343
84611,1786,0,0.000133185329343
84612,1786,0,0.000133185329343
84613,1786,0,0.000133185329343
84614,1787,0,0.000133185329343
84615,1787,0,0.000133185329343
84618,1788,0,0.000133185329343
84619,1788,0,0.000133185329343
84620,1788,1,0.000246392859285
84621,1788,0,0.000133185329343
84623,1788,0,0.000133185329343
84624,1788,0,0.000133185329343
84625,1789,0,0.000133185329343
84626,1789,0,0.000133185329343
84627,1789,0,0.000133185329343
84628,1789,0,0.000133185329343
84629,1789,0,0.000133185329343
84630,1781,0,0.000133185329343
84631,1781,0,0.000133185329343
84632,1782,0,0.000133185329343
84633,1788,0,0.000133185329343
84635,1790,0,0.000133185329343
84636,1790,0,0.000133185329343
84637,1790,0,0.000133185329343
84638,1790,0,0.000133185329343
84639,1790,0,0.000133185329343
84640,1790,0,0.000133185329343
84641,1790,0,0.000133185329343
84643,1766,0,0.000133185329343
84644,1781,0,0.000133185329343
84645,1781,0,0.000133185329343
84646,1785,0,0.000133185329343
84647,1786,0,0.000133185329343
84648,1787,0,0.000133185329343
84649,1788,0,0.000133185329343
84650,1789,0,0.000133185329343
84651,1790,0,0.000133185329343
84652,1791,0,0.000133185329343
84654,1792,0,0.000133185329343
84655,1792,0,0.000133185329343
84656,1792,0,0.000133185329343
84657,1792,0,0.000133185329343
84658,1793,0,0.000133185329343
84659,1793,0,0.000133185329343
84660,1794,0,0.000133185329343
84661,1795,0,0.000133185329343
84662,1795,0,0.000133185329343
84663,1795,0,0.000133185329343
84664,1796,0,0.000133185329343
84665,1796,0,0.000133185329343
84666,1796,0,0.000133185329343
84667,1797,0,0.000133185329343
84668,1797,0,0.000133185329343
84669,1792,0,0.000133185329343
84670,1791,0,0.000133185329343
84671,1794,1,0.000887902195619
84672,1796,0,0.000133185329343
84673,1796,0,0.000133185329343
84674,1797,0,0.000133185329343
84675,1797,0,0.000133185329343
84676,1798,0,0.000133185329343
84677,1790,0,0.000133185329343
84678,1791,0,0.000133185329343
84679,1792,0,0.000133185329343
84680,1792,0,0.000133185329343
84682,1793,0,0.000133185329343
84683,1794,0,0.000133185329343
84684,1795,0,0.000133185329343
84685,1795,0,0.000133185329343
84686,1796,0,0.000133185329343
84688,1796,0,0.000133185329343
84690,1797,0,0.000133185329343
84691,1797,0,0.000133185329343
84692,1797,0,0.000133185329343
84693,1797,0,0.000133185329343
84694,1798,0,0.000133185329343
84695,1798,0,0.000133185329343
84696,1799,0,0.000133185329343
84697,1799,1,0.000246392859285
84699,1798,0,0.000133185329343
84700,1798,0,0.000133185329343
84701,1799,0,0.000133185329343
84702,1799,0,0.000133185329343
84703,1799,0,0.000133185329343
84704,1799,0,0.000133185329343
84705,1799,0,0.000133185329343
84707,1799,0,0.000133185329343
84708,1800,0,0.000133185329343
84710,1800,0,0.000133185329343
84713,1804,0,0.000133185329343
84715,1794,1,0.000887902195619
84716,1795,0,0.000133185329343
84717,1798,0,0.000133185329343
84718,1799,0,0.000133185329343
84719,1799,0,0.000133185329343
84721,1800,0,0.000133185329343
84722,1800,0,0.000133185329343
84723,1800,0,0.000133185329343
84724,1800,0,0.000133185329343
84725,1801,0,0.000133185329343
84726,1801,0,0.000133185329343
84727,1802,0,0.000133185329343
84728,1792,0,0.000133185329343
84729,1802,0,0.000133185329343
84731,1803,0,0.000133185329343
84732,1803,0,0.000133185329343
84733,1804,0,0.000133185329343
84734,1804,0,0.000133185329343
84735,1804,0,0.000133185329343
84737,1805,0,0.000133185329343
84739,1800,0,0.000133185329343
84740,1800,0,0.000133185329343
84741,1801,1,0.000887902195619
84742,1801,0,0.000133185329343
84743,1802,0,0.000133185329343
84744,1803,0,0.000133185329343
84745,1804,0,0.000133185329343
84746,1804,0,0.000133185329343
84747,1804,0,0.000133185329343
84750,1806,0,0.000133185329343
84751,1806,0,0.000133185329343
84752,1806,0,0.000133185329343
84753,1806,0,0.000133185329343
84754,1801,0,0.000133185329343
84756,1801,0,0.000133185329343
84757,1801,0,0.000133185329343
84758,1801,0,0.000133185329343
84759,1803,0,0.000133185329343
84760,1803,0,0.000133185329343
84761,1803,0,0.000133185329343
84762,1803,0,0.000133185329343
84763,1803,0,0.000133185329343
84764,1803,0,0.000133185329343
84765,1803,0,0.000133185329343
84766,1803,0,0.000133185329343
84767,1803,0,0.000133185329343
84768,1803,0,0.000133185329343
84769,1803,0,0.000133185329343
84770,1803,0,0.000133185329343
84771,1803,0,0.000133185329343
84772,1803,0,0.000133185329343
84773,1803,0,0.000133185329343
84774,1803,0,0.000133185329343
84775,1803,0,0.000133185329343
84778,1804,0,0.000133185329343
84779,1804,0,0.000133185329343
