CLid,year,indegree,pagerank
100000,1922,1,2.39101297179e-05
100001,1922,0,2.18468190316e-05
100002,1922,2,2.3786763708e-05
100003,1922,1,2.46865470197e-05
100004,1922,4,2.93174803528e-05
100005,1922,2,2.58778161072e-05
100006,1922,4,4.06484099136e-05
100007,1922,12,5.62992551589e-05
100008,1922,0,2.18468190316e-05
100009,1922,12,5.21269731371e-05
100010,1922,11,4.45555941759e-05
100011,1922,19,7.43807445694e-05
100012,1922,1,2.2574956048e-05
100013,1922,4,3.65662464067e-05
100014,1922,4,3.08750406184e-05
100015,1922,8,4.41741472993e-05
100016,1922,2,2.93174380092e-05
100017,1922,0,2.18468190316e-05
100018,1922,22,0.000128397110132
100019,1922,0,2.18468190316e-05
100020,1922,14,7.64675630241e-05
100021,1922,3,2.81685388979e-05
100022,1922,8,4.67782271466e-05
100023,1922,11,4.76434041769e-05
100024,1922,2,2.44651882107e-05
100025,1922,13,5.89033656026e-05
100026,1922,1,2.30074312926e-05
100027,1922,0,2.18468190316e-05
100028,1922,4,3.75782674679e-05
100029,1922,1,3.113171712e-05
100030,1922,5,3.14712488141e-05
100031,1922,1,2.22268295381e-05
100032,1922,4,4.01301005419e-05
100033,1922,2,2.52661266112e-05
100034,1922,3,2.37248579323e-05
100035,1922,5,3.03547458838e-05
100036,1922,3,2.79396323308e-05
100037,1922,6,3.00070955595e-05
100038,1922,3,3.81381750772e-05
100039,1922,13,3.93460915017e-05
100040,1922,10,4.27588443513e-05
100041,1922,0,2.18468190316e-05
100042,1922,7,3.52251745373e-05
100043,1922,1,2.8124008915e-05
100044,1922,5,3.26212564218e-05
100045,1922,1,2.46070234293e-05
100046,1922,2,2.62580977555e-05
100047,1922,0,2.18468190316e-05
100048,1922,0,2.18468190316e-05
100049,1922,1,2.35349823204e-05
100050,1922,0,2.18468190316e-05
100051,1922,2,3.72685464991e-05
100052,1922,6,3.02412203035e-05
100053,1922,11,3.85821413674e-05
100054,1922,8,3.74941290495e-05
100055,1922,13,8.40454347809e-05
100056,1922,1,2.28105013439e-05
100057,1922,0,2.18468190316e-05
100058,1922,1,2.37732139287e-05
100059,1922,9,6.51761632969e-05
100060,1922,1,2.28850858786e-05
100061,1922,17,5.48432737069e-05
100062,1922,5,3.6109644312e-05
100063,1922,21,6.15556021863e-05
100064,1922,15,6.42425438855e-05
100065,1922,3,2.70610257496e-05
100066,1922,5,3.67977166135e-05
100067,1922,0,2.18468190316e-05
100068,1922,3,3.52529773099e-05
100069,1922,0,2.18468190316e-05
100070,1922,3,3.32436434778e-05
100071,1922,5,4.93799125589e-05
100072,1922,14,5.89962170785e-05
100073,1922,3,4.762658779e-05
100074,1922,3,4.10752902406e-05
100075,1922,6,4.1092435495e-05
100076,1922,10,3.5824549189e-05
100077,1922,6,3.54280130376e-05
100078,1922,7,3.3732868149e-05
100079,1922,12,3.88144106327e-05
100080,1922,0,2.18468190316e-05
100081,1923,7,4.02872616461e-05
100082,1923,1,2.39676767425e-05
100083,1923,10,4.13783487749e-05
100084,1923,4,7.51876091401e-05
100085,1923,0,2.18468190316e-05
100086,1923,5,2.95915872954e-05
100087,1923,2,2.36946406345e-05
100088,1923,8,6.48570710566e-05
100089,1923,2,2.97249143793e-05
100090,1923,3,2.83277898538e-05
100091,1923,5,5.91659809871e-05
100092,1923,2,3.81941231575e-05
100093,1923,9,4.25881170984e-05
100094,1923,15,4.25215451894e-05
100095,1923,0,2.18468190316e-05
100096,1923,11,5.8029962256e-05
100097,1923,1,2.37037986493e-05
100098,1923,0,2.18468190316e-05
100099,1923,4,2.59689766568e-05
100100,1923,3,3.4684074436e-05
100101,1923,2,2.3050544094e-05
100102,1923,1,2.31212103721e-05
100103,1923,10,0.000129385034461
100104,1923,0,2.18468190316e-05
100105,1923,11,5.21361450327e-05
100106,1923,1,2.37037986493e-05
100107,1923,0,2.18468190316e-05
100108,1923,1,2.2675941689e-05
100109,1923,0,2.18468190316e-05
100110,1922,1,2.80367510905e-05
100111,1922,0,2.18468190316e-05
100112,1922,0,2.18468190316e-05
100113,1922,0,2.18468190316e-05
100115,1923,1,2.39069021624e-05
100116,1923,0,2.18468190316e-05
100117,1923,0,2.18468190316e-05
100118,1923,2,2.90386968365e-05
100119,1923,5,3.88247097642e-05
100120,1923,3,2.93573747073e-05
100121,1923,8,4.92984751156e-05
100122,1923,11,4.36590515496e-05
100123,1923,8,4.28090289274e-05
100124,1923,3,3.25664482235e-05
100125,1923,5,3.12043694627e-05
100126,1923,1,2.36922736883e-05
100127,1923,3,3.21258638861e-05
100128,1923,1,2.27686767704e-05
100129,1923,1,2.48786630289e-05
100130,1923,4,2.78619859886e-05
100131,1923,11,6.26820494468e-05
100132,1923,7,3.20140838393e-05
100133,1923,4,2.92358249515e-05
100134,1923,2,2.51237444087e-05
100135,1923,3,3.52798083938e-05
100136,1923,40,0.000142560727363
100137,1923,4,4.52091985488e-05
100138,1923,6,5.60030834715e-05
100139,1923,2,2.52164344544e-05
100140,1923,6,4.14480485525e-05
100141,1923,0,2.18468190316e-05
100142,1923,6,3.53708877866e-05
100143,1923,5,3.00732869663e-05
100144,1923,6,3.01363739632e-05
100145,1923,2,2.36459437853e-05
100146,1923,1,2.26175459616e-05
100147,1923,20,0.000119378395335
100148,1923,1,2.61670156397e-05
100149,1923,22,0.000107423627214
100150,1923,1,2.24561404686e-05
100151,1923,1,3.113171712e-05
100152,1923,0,2.18468190316e-05
100153,1923,0,2.18468190316e-05
100154,1923,0,2.18468190316e-05
100155,1923,1,2.4557013517e-05
100156,1923,6,7.55158512072e-05
100157,1923,1,2.30074312926e-05
100158,1923,6,7.22931621405e-05
100159,1923,0,2.18468190316e-05
100160,1923,0,2.18468190316e-05
100161,1923,10,3.24550025402e-05
100162,1923,8,3.48260662886e-05
100163,1923,2,3.27092313424e-05
100164,1923,5,4.73422284189e-05
100165,1923,2,2.67569787901e-05
100166,1923,1,2.42089640804e-05
100167,1923,4,2.73792287576e-05
100168,1923,21,7.25864894069e-05
100169,1923,1,3.06674722156e-05
100170,1923,0,2.18468190316e-05
100171,1923,0,2.18468190316e-05
100172,1923,1,2.53495017431e-05
100173,1923,5,5.08805642552e-05
100174,1923,0,2.18468190316e-05
100175,1923,9,4.7077248464e-05
100176,1923,5,3.56913077727e-05
100177,1923,0,2.18468190316e-05
100178,1923,14,5.62347591203e-05
100179,1923,10,5.89741189507e-05
100180,1923,11,5.93950215955e-05
100181,1923,27,6.79668937133e-05
100182,1923,0,2.18468190316e-05
100183,1923,1,2.35349823204e-05
100184,1923,1,3.113171712e-05
100185,1923,5,5.72392638607e-05
100186,1923,8,6.09285387781e-05
100187,1923,0,2.18468190316e-05
100188,1923,16,5.45411969877e-05
100189,1923,14,5.66981789208e-05
100190,1923,4,4.45097780089e-05
100192,1923,0,2.18468190316e-05
100193,1923,1,3.113171712e-05
100194,1923,0,2.18468190316e-05
100195,1923,6,4.75288557784e-05
100196,1923,2,2.44148132262e-05
100197,1923,15,4.58331093084e-05
100198,1923,1,2.39448321252e-05
100199,1923,5,3.86358819525e-05
100200,1923,5,4.18639652393e-05
100201,1923,1,2.40421421323e-05
100202,1923,3,2.53798151044e-05
100203,1923,2,2.51570841849e-05
100204,1923,2,2.58707654478e-05
100205,1923,2,2.7479415147e-05
100206,1923,1,2.2595643671e-05
100207,1923,22,5.45473890149e-05
100208,1923,8,4.43938067509e-05
100209,1923,2,2.50831987456e-05
100210,1923,0,2.18468190316e-05
100211,1923,3,3.34450589573e-05
100212,1923,4,3.38606219534e-05
100213,1923,1,2.56841882842e-05
100214,1923,5,3.09507815522e-05
100215,1923,5,4.00452352312e-05
100217,1923,0,2.18468190316e-05
100218,1923,3,3.34085645658e-05
100219,1923,1,2.4443993322e-05
100220,1923,21,6.36963529424e-05
100221,1923,10,5.10674565645e-05
100222,1923,12,5.34064728403e-05
100223,1923,5,4.57546132584e-05
100224,1923,6,3.88062852154e-05
100225,1923,3,2.81875407467e-05
100226,1923,6,4.84423146594e-05
100227,1923,0,2.18468190316e-05
100228,1923,1,2.41680435537e-05
100229,1923,2,3.01347641842e-05
100230,1923,2,2.98909904302e-05
100231,1923,3,2.44914092438e-05
100232,1923,10,5.81591346248e-05
100233,1923,17,5.71251590119e-05
100234,1923,3,3.33236445115e-05
100235,1923,9,3.87256292637e-05
100236,1923,3,3.57540186382e-05
100237,1923,11,4.78156140078e-05
100239,1923,6,3.70138195892e-05
100240,1923,26,8.14410869491e-05
100241,1923,2,2.69939515841e-05
