CLid,year,indegree,pagerank
2620822,1802,0,3.90254471803e-05
2620823,1802,0,3.90254471803e-05
2620824,1800,0,3.90254471803e-05
2620825,1800,0,3.90254471803e-05
2620826,1794,0,3.90254471803e-05
2620828,1800,0,3.90254471803e-05
2620829,1800,0,3.90254471803e-05
2620830,1801,0,3.90254471803e-05
2620831,1797,0,3.90254471803e-05
2620833,1792,0,3.90254471803e-05
2620834,1800,0,3.90254471803e-05
2620835,1793,0,3.90254471803e-05
2620836,1803,0,3.90254471803e-05
2620837,1806,0,3.90254471803e-05
2620838,1806,0,3.90254471803e-05
2620839,1806,0,3.90254471803e-05
2620840,1793,0,3.90254471803e-05
2620841,1806,0,3.90254471803e-05
2620842,1793,1,0.000260169647867
2620843,1800,0,3.90254471803e-05
2620844,1795,0,3.90254471803e-05
2620845,1800,0,3.90254471803e-05
2620846,1806,0,3.90254471803e-05
2620847,1800,0,3.90254471803e-05
2620848,1799,0,3.90254471803e-05
2620849,1803,0,3.90254471803e-05
2620850,1802,0,3.90254471803e-05
2620851,1801,1,0.000260169647867
2620852,1800,0,3.90254471803e-05
2620853,1806,0,3.90254471803e-05
2620854,1800,0,3.90254471803e-05
2620856,1803,0,3.90254471803e-05
2620857,1796,0,3.90254471803e-05
2620858,1803,0,3.90254471803e-05
2620859,1792,0,3.90254471803e-05
2620860,1806,0,3.90254471803e-05
2620861,1794,1,0.000260169647867
2620862,1802,0,3.90254471803e-05
2620863,1800,0,3.90254471803e-05
2620864,1796,0,3.90254471803e-05
2620865,1802,0,3.90254471803e-05
2620866,1804,0,3.90254471803e-05
2620867,1806,0,3.90254471803e-05
2620868,1800,0,3.90254471803e-05
2620869,1791,0,3.90254471803e-05
2620870,1803,0,3.90254471803e-05
2620871,1806,0,3.90254471803e-05
2620873,1886,1,4.45302782918e-05
2620874,1886,3,6.15080498836e-05
2620875,1886,1,5.20160546408e-05
2620879,1910,0,3.90254471803e-05
2620880,1910,0,3.90254471803e-05
2620887,1894,1,4.67865492623e-05
2620888,1894,5,5.45784147612e-05
2620889,1894,1,4.60472750332e-05
2620891,1869,3,9.82041861362e-05
2620892,1870,3,5.10295032702e-05
2620893,1870,3,9.9116395793e-05
2620911,1852,0,3.90254471803e-05
2620912,1853,1,0.000442536563164
2620913,1853,1,0.000348186342752
2620914,1852,0,3.90254471803e-05
2620915,1864,1,0.000260169647867
2620916,1863,1,5.00826572147e-05
2620917,1863,6,0.00035816251213
2620932,1910,0,3.90254471803e-05
2620942,1841,2,7.65804712615e-05
2620957,1895,9,0.000272865295087
2620958,1895,1,4.17556224974e-05
2620959,1895,3,9.01956956549e-05
2620960,1895,6,8.85693287583e-05
2620961,1895,5,0.000100811145422
2620962,1895,7,7.15001352159e-05
2620963,1895,15,0.000116810609044
2620964,1895,1,4.13614042479e-05
2620965,1895,1,8.70626414587e-05
2620972,1809,1,0.000260169647867
2620973,1809,1,0.000260169647867
2620974,1809,1,0.000260169647867
2620975,1809,1,0.000260169647867
2620979,1896,0,3.90254471803e-05
2620980,1896,0,3.90254471803e-05
2620981,1896,0,3.90254471803e-05
2620982,1896,2,4.74541705522e-05
2620983,1896,3,5.59899023586e-05
2620984,1891,1,7.21970772835e-05
2620985,1891,2,6.18280889768e-05
2621019,1898,0,3.90254471803e-05
2621020,1898,4,6.04895911778e-05
2621021,1898,0,3.90254471803e-05
2621022,1897,2,5.03397140059e-05
2621049,1891,3,5.46208694193e-05
2621051,1902,0,3.90254471803e-05
2621052,1902,1,6.12126366219e-05
2621072,1905,1,0.000260169647867
2621080,1838,0,3.90254471803e-05
810012,1760,0,3.90254471803e-05
84581,1754,2,0.000203834866561
84582,1759,0,3.90254471803e-05
84583,1760,0,3.90254471803e-05
84585,1763,0,3.90254471803e-05
84586,1764,1,7.21970772835e-05
84587,1764,0,3.90254471803e-05
84589,1768,0,3.90254471803e-05
84590,1773,0,3.90254471803e-05
84591,1773,0,3.90254471803e-05
84593,1778,0,3.90254471803e-05
84595,1780,1,7.21970772835e-05
84596,1780,0,3.90254471803e-05
84597,1781,0,3.90254471803e-05
84598,1782,1,7.21970772835e-05
84599,1783,0,3.90254471803e-05
84600,1783,0,3.90254471803e-05
84601,1781,0,3.90254471803e-05
84602,1784,0,3.90254471803e-05
84604,1784,0,3.90254471803e-05
84605,1784,0,3.90254471803e-05
84606,1785,0,3.90254471803e-05
84607,1785,0,3.90254471803e-05
84608,1785,0,3.90254471803e-05
84609,1785,0,3.90254471803e-05
84610,1786,0,3.90254471803e-05
84611,1786,0,3.90254471803e-05
84612,1786,0,3.90254471803e-05
84613,1786,0,3.90254471803e-05
84614,1787,0,3.90254471803e-05
84615,1787,0,3.90254471803e-05
84618,1788,0,3.90254471803e-05
84619,1788,0,3.90254471803e-05
84620,1788,1,7.21970772835e-05
84621,1788,0,3.90254471803e-05
84623,1788,0,3.90254471803e-05
84624,1788,0,3.90254471803e-05
84625,1789,0,3.90254471803e-05
84626,1789,0,3.90254471803e-05
84627,1789,0,3.90254471803e-05
84628,1789,0,3.90254471803e-05
84629,1789,0,3.90254471803e-05
84630,1781,0,3.90254471803e-05
84631,1781,0,3.90254471803e-05
84632,1782,0,3.90254471803e-05
84633,1788,0,3.90254471803e-05
84635,1790,0,3.90254471803e-05
84636,1790,0,3.90254471803e-05
84637,1790,0,3.90254471803e-05
84638,1790,0,3.90254471803e-05
84639,1790,0,3.90254471803e-05
84640,1790,0,3.90254471803e-05
84641,1790,0,3.90254471803e-05
84643,1766,0,3.90254471803e-05
84644,1781,0,3.90254471803e-05
84645,1781,0,3.90254471803e-05
84646,1785,0,3.90254471803e-05
84647,1786,0,3.90254471803e-05
84648,1787,0,3.90254471803e-05
84649,1788,0,3.90254471803e-05
84650,1789,0,3.90254471803e-05
84651,1790,0,3.90254471803e-05
84652,1791,0,3.90254471803e-05
84654,1792,0,3.90254471803e-05
84655,1792,0,3.90254471803e-05
84656,1792,0,3.90254471803e-05
84657,1792,0,3.90254471803e-05
84658,1793,0,3.90254471803e-05
84659,1793,0,3.90254471803e-05
84660,1794,0,3.90254471803e-05
84661,1795,0,3.90254471803e-05
84662,1795,0,3.90254471803e-05
84663,1795,0,3.90254471803e-05
84664,1796,0,3.90254471803e-05
84665,1796,0,3.90254471803e-05
84666,1796,0,3.90254471803e-05
84667,1797,0,3.90254471803e-05
84668,1797,0,3.90254471803e-05
84669,1792,0,3.90254471803e-05
84670,1791,0,3.90254471803e-05
84671,1794,1,0.000260169647867
84672,1796,0,3.90254471803e-05
84673,1796,0,3.90254471803e-05
84674,1797,0,3.90254471803e-05
84675,1797,0,3.90254471803e-05
84676,1798,0,3.90254471803e-05
84677,1790,0,3.90254471803e-05
84678,1791,0,3.90254471803e-05
84679,1792,0,3.90254471803e-05
84680,1792,0,3.90254471803e-05
84682,1793,0,3.90254471803e-05
84683,1794,0,3.90254471803e-05
84684,1795,0,3.90254471803e-05
84685,1795,0,3.90254471803e-05
84686,1796,0,3.90254471803e-05
84688,1796,0,3.90254471803e-05
84690,1797,0,3.90254471803e-05
84691,1797,0,3.90254471803e-05
84692,1797,0,3.90254471803e-05
84693,1797,0,3.90254471803e-05
84694,1798,0,3.90254471803e-05
84695,1798,0,3.90254471803e-05
84696,1799,0,3.90254471803e-05
84697,1799,1,7.21970772835e-05
84699,1798,0,3.90254471803e-05
84700,1798,0,3.90254471803e-05
84701,1799,0,3.90254471803e-05
84702,1799,0,3.90254471803e-05
84703,1799,0,3.90254471803e-05
84704,1799,0,3.90254471803e-05
84705,1799,0,3.90254471803e-05
84707,1799,0,3.90254471803e-05
84708,1800,0,3.90254471803e-05
84710,1800,0,3.90254471803e-05
84713,1804,0,3.90254471803e-05
84715,1794,1,0.000260169647867
84716,1795,0,3.90254471803e-05
84717,1798,0,3.90254471803e-05
84718,1799,0,3.90254471803e-05
84719,1799,0,3.90254471803e-05
84721,1800,0,3.90254471803e-05
84722,1800,0,3.90254471803e-05
84723,1800,0,3.90254471803e-05
84724,1800,0,3.90254471803e-05
84725,1801,0,3.90254471803e-05
84726,1801,0,3.90254471803e-05
84727,1802,0,3.90254471803e-05
84728,1792,0,3.90254471803e-05
84729,1802,0,3.90254471803e-05
84731,1803,0,3.90254471803e-05
84732,1803,0,3.90254471803e-05
84733,1804,0,3.90254471803e-05
84734,1804,0,3.90254471803e-05
84735,1804,0,3.90254471803e-05
84737,1805,0,3.90254471803e-05
84739,1800,0,3.90254471803e-05
84740,1800,0,3.90254471803e-05
84741,1801,1,0.000260169647867
84742,1801,0,3.90254471803e-05
84743,1802,0,3.90254471803e-05
84744,1803,0,3.90254471803e-05
84745,1804,0,3.90254471803e-05
84746,1804,0,3.90254471803e-05
84747,1804,0,3.90254471803e-05
84750,1806,0,3.90254471803e-05
84751,1806,0,3.90254471803e-05
84752,1806,0,3.90254471803e-05
84753,1806,0,3.90254471803e-05
84754,1801,0,3.90254471803e-05
84756,1801,0,3.90254471803e-05
84757,1801,0,3.90254471803e-05
84758,1801,0,3.90254471803e-05
84759,1803,0,3.90254471803e-05
84760,1803,0,3.90254471803e-05
84761,1803,0,3.90254471803e-05
84762,1803,0,3.90254471803e-05
84763,1803,0,3.90254471803e-05
84764,1803,0,3.90254471803e-05
84765,1803,0,3.90254471803e-05
84766,1803,0,3.90254471803e-05
84767,1803,0,3.90254471803e-05
84768,1803,0,3.90254471803e-05
84769,1803,0,3.90254471803e-05
84770,1803,0,3.90254471803e-05
84771,1803,0,3.90254471803e-05
84772,1803,0,3.90254471803e-05
84773,1803,0,3.90254471803e-05
84774,1803,0,3.90254471803e-05
84775,1803,0,3.90254471803e-05
84778,1804,0,3.90254471803e-05
84779,1804,0,3.90254471803e-05
84780,1804,0,3.90254471803e-05
84781,1804,0,3.90254471803e-05
84782,1804,0,3.90254471803e-05
84783,1804,0,3.90254471803e-05
84784,1804,0,3.90254471803e-05
84786,1804,0,3.90254471803e-05
84788,1805,0,3.90254471803e-05
84789,1805,0,3.90254471803e-05
84791,1805,0,3.90254471803e-05
84792,1805,0,3.90254471803e-05
84793,1805,0,3.90254471803e-05
84794,1805,0,3.90254471803e-05
84795,1805,0,3.90254471803e-05
84796,1805,0,3.90254471803e-05
84797,1805,0,3.90254471803e-05
84799,1805,0,3.90254471803e-05
84801,1805,0,3.90254471803e-05
84802,1805,1,7.21970772835e-05
84803,1805,0,3.90254471803e-05
84804,1805,0,3.90254471803e-05
84805,1805,0,3.90254471803e-05
84806,1805,0,3.90254471803e-05
84808,1805,0,3.90254471803e-05
84809,1806,1,7.21970772835e-05
84810,1806,0,3.90254471803e-05
84811,1806,1,0.000260169647867
84812,1806,0,3.90254471803e-05
84813,1806,0,3.90254471803e-05
84815,1806,0,3.90254471803e-05
84816,1806,0,3.90254471803e-05
84817,1806,0,3.90254471803e-05
84818,1806,0,3.90254471803e-05
84819,1806,0,3.90254471803e-05
84821,1806,0,3.90254471803e-05
84823,1806,0,3.90254471803e-05
84824,1806,0,3.90254471803e-05
84825,1806,0,3.90254471803e-05
84826,1806,0,3.90254471803e-05
84828,1806,0,3.90254471803e-05
