,names,dates,url
0,Bernards v. Johnson,1941-11-10,https://www.courtlistener.com/opinion/103547/bernards-v-johnson/
1,Curry v. United States,1941-11-10,https://www.courtlistener.com/opinion/103546/curry-v-united-states/
2,Zartman v. First Nat. Bank of Waterloo,1910-02-21,https://www.courtlistener.com/opinion/97159/zartman-v-first-nat-bank-of-waterloo/
3,County of Chicot v. Lewis,1881-04-11,https://www.courtlistener.com/opinion/90310/county-of-chicot-v-lewis/
4,Citizens' Bank v. Cannon,1896-11-30,https://www.courtlistener.com/opinion/94546/citizens-bank-v-cannon/
5,McCarthy v. United States,1969-04-02,https://www.courtlistener.com/opinion/107892/mccarthy-v-united-states/
6,Public Util. Comm'n of Cal. v. United States,1958-04-14,https://www.courtlistener.com/opinion/105631/public-util-commn-of-cal-v-united-states/
7,Finlay v. King's Lessee,1830-02-18,https://www.courtlistener.com/opinion/85678/finlay-v-kings-lessee/
8,United States v. De Haro's Heirs,1860-03-12,https://www.courtlistener.com/opinion/87291/united-states-v-de-haros-heirs/
9,Munsuri v. Fricker,1911-12-04,https://www.courtlistener.com/opinion/97473/munsuri-v-fricker/
10,Mexican Central R. Co. v. Duthie,1903-04-13,https://www.courtlistener.com/opinion/95827/mexican-central-r-co-v-duthie/
11,"Sakraida v. Ag Pro, Inc.",1976-06-21,https://www.courtlistener.com/opinion/109427/sakraida-v-ag-pro-inc/
12,Leggett v. Standard Oil Co.,1893-05-10,https://www.courtlistener.com/opinion/93628/leggett-v-standard-oil-co/
13,Humphrey v. Baker,1881-03-21,https://www.courtlistener.com/opinion/90394/humphrey-v-baker/
14,Grinnell v. Railroad Co.,1881-03-21,https://www.courtlistener.com/opinion/90396/grinnell-v-railroad-co/
15,Williamsport Wire Rope Co. v. United States,1928-06-04,https://www.courtlistener.com/opinion/101324/williamsport-wire-rope-co-v-united-states/
16,"United States Ex Rel. Trask v. Wanamaker, Postmaster General",1893-01-09,https://www.courtlistener.com/opinion/93479/united-states-ex-rel-trask-v-wanamaker-postmaster-general/
17,"Chicago, St. P., M. & OR Co. v. Latta",1913-01-06,https://www.courtlistener.com/opinion/97742/chicago-st-p-m-or-co-v-latta/
18,Salina Stock Co. v. Salina Creek Irrigation Co.,1896-05-18,https://www.courtlistener.com/opinion/94469/salina-stock-co-v-salina-creek-irrigation-co/
19,Smalley v. Laugenour,1905-01-03,https://www.courtlistener.com/opinion/96178/smalley-v-laugenour/
20,Kaley v. United States,2014-02-25,https://www.courtlistener.com/opinion/2654756/kaley-v-united-states/
21,Cannon v. United States,1885-12-14,https://www.courtlistener.com/opinion/91502/cannon-v-united-states/
22,Morland v. Sprecher,1979-07-02,https://www.courtlistener.com/opinion/110147/morland-v-sprecher/
23,Messenger v. Anderson,1912-06-07,https://www.courtlistener.com/opinion/97670/messenger-v-anderson/
24,Walker . v. Commonwealth of Pennsylvania. 1,1888-05-14,https://www.courtlistener.com/opinion/92296/walker-v-commonwealth-of-pennsylvania-1/
25,Hunter v. Erickson,1969-01-20,https://www.courtlistener.com/opinion/107825/hunter-v-erickson/
26,Texas & Pacific R. Co. v. Hill,1915-04-12,https://www.courtlistener.com/opinion/98432/texas-pacific-r-co-v-hill/
27,Murray v. Joe Gerrick & Co.,1934-02-05,https://www.courtlistener.com/opinion/102207/murray-v-joe-gerrick-co/
28,Illinois v. Lidster,2004-01-13,https://www.courtlistener.com/opinion/131154/illinois-v-lidster/
29,Beaubien v. Beaubien,1860-03-26,https://www.courtlistener.com/opinion/87326/beaubien-v-beaubien/
30,Clark v. United States,1868-04-18,https://www.courtlistener.com/opinion/87953/clark-v-united-states/
31,United States v. Ballard,1872-04-18,https://www.courtlistener.com/opinion/88553/united-states-v-ballard/
32,Baltzer v. North Carolina,1896-03-02,https://www.courtlistener.com/opinion/2620981/baltzer-v-north-carolina/
33,"Astra USA, Inc. v. Santa Clara County",2011-03-29,https://www.courtlistener.com/opinion/213504/astra-usa-inc-v-santa-clara-county/
34,Williams v. Vreeland,1919-06-02,https://www.courtlistener.com/opinion/99425/williams-v-vreeland/
35,Ma-King Products Co. v. Blair,1926-06-01,https://www.courtlistener.com/opinion/100903/ma-king-products-co-v-blair/
36,Union Pacific R. Co. v. McDonald,1894-03-05,https://www.courtlistener.com/opinion/93831/union-pacific-r-co-v-mcdonald/
