,top_words,top_words_from_mean,top_words_from_diff,most_relev_op
0,reinhard,court,reinhard,93257
1,3616a,state,trial,93257
2,women,compani,court,93257
3,enamel,land,3616a,93257
4,sulli,v,petition,93257
5,ortega,case,petit,93257
6,land,petition,sulli,93257
7,subscrib,trial,enamel,93257
8,penri,plaintiff,land,93257
9,esaa,defend,women,93257
10,elect,unit,disabl,93257
11,vote,judgment,ortega,93257
12,vessel,upon,protest,93257
13,miranda,petit,compani,93257
14,telephon,sct,subscrib,93257
15,robinson,reinhard,penri,93257
16,elkin,juri,vote,93257
17,plea,right,juri,93257
18,disabl,led2d,telephon,93257
19,juri,said,esaa,93257
20,706d1b,us,collector,93257
21,court,made,homestead,93257
22,145b,district,ordin,93257
23,ordin,act,select,93257
24,swamp,error,plaintiff,93257
25,homestead,appeal,led2d,93257
26,habea,grant,robinson,93257
27,memorandum,respond,elkin,93257
28,select,§,706d1b,93257
29,eject,circuit,miranda,93257
30,trial,order,elect,93257
31,insur,motion,grant,93257
32,veteran,disabl,certiorari,93257
33,duti,claim,145b,93257
34,confiscatori,3616a,motion,93257
35,barrel,vote,vacat,93257
36,au,women,swamp,93257
37,indiana,enamel,mandamu,93257
38,remov,protest,eject,93257
39,hogan,sulli,memorandum,93257
40,port,evid,judgment,93257
41,nobl,question,claimant,93257
42,secretari,ortega,au,93257
43,perman,duti,confiscatori,93257
44,overflow,subscrib,princ,93257
45,incontest,ordin,respond,93257
46,cox,collector,veteran,93257
47,illinoi,judg,stay,93257
48,guidelin,action,guidelin,93257
49,polici,caus,barrel,93257
50,judgment,elect,secretari,93257
51,protest,statut,hogan,93257
52,texa,certiorari,duti,93257
53,claimant,see,cox,93257
54,princ,would,excess,93257
55,69405,telephon,nobl,93257
56,said,parti,incontest,93257
57,merchandis,secretari,verdict,93257
58,township,fact,overflow,93257
59,job,penri,69405,93257
60,ant,new,ant,93257
61,respond,claimant,illinoi,93257
62,inelig,writ,venir,93257
63,gonzal,section,inelig,93257
64,collector,law,1964,93257
65,citizen,tax,judg,93257
66,petition,may,perman,93257
67,unit,feder,circuit,93257
68,ree,select,gonzal,93257
69,indemn,proceed,crimin,93257
70,stay,one,student,93257
71,memoranda,paid,total,93257
72,cargo,issu,ree,93257
73,compani,opinion,master,93257
74,plaintiff,u,job,93257
75,pencil,file,plea,93257
76,school,homestead,pencil,93257
77,schooner,esaa,indiana,93257
78,kansa,justic,memoranda,93257
79,railroad,suit,implement,93257
80,jenner,crimin,jenner,93257
81,suit,titl,merchandis,93257
82,total,verdict,remov,93257
83,ink,time,pray,93257
84,medicalvoc,vacat,medicalvoc,93257
85,3011,mandamu,wit,93257
86,1960,wit,group,93257
87,jane,payment,ink,93257
88,state,record,3011,93257
89,error,remov,habea,93257
90,student,citi,count,93257
91,venir,robinson,indemn,93257
92,count,illinoi,defend,93257
93,doherti,citizen,port,93257
94,hew,2,white,93257
95,baltimor,decid,jane,93257
96,implement,amount,doherti,93257
97,alvarado,vessel,1960,93257
98,233,suprem,township,93257
99,packag,railroad,hew,93257
100,petit,decre,pauperi,93257
101,faircrosssect,decis,faircrosssect,93257
102,camara,miranda,paid,93257
103,tax,plea,alvarado,93257
104,paid,insur,§4241,93257
105,§4241,1,rohan,93257
106,rohan,mr,camara,93257
107,courthous,elkin,crimproc,93257
108,kernochan,eject,schooner,93257
109,recollect,day,kernochan,93257
110,action,hear,right,93257
111,led2d,master,courthous,93257
112,payment,convict,233,93257
113,miami,706d1b,fedrul,93257
114,freight,ant,remand,93257
115,speech,memorandum,forma,93257
116,389393,excess,recollect,93257
117,vezey,rule,10th,93257
118,rate,requir,389393,93257
119,evid,make,hear,93257
120,stockhold,whether,citizen,93257
121,sail,f2d,vezey,93257
122,frd,shall,iowa,93257
123,schweiker,145b,miami,93257
124,good,stay,back,93257
125,doughti,follow,1891,93257
126,defend,swamp,contest,93257
127,§,refus,1913,93257
128,exempt,remand,pend,93257
129,act,habea,frd,93257
130,demurr,counsel,schweiker,93257
131,parti,p,repres,93257
132,peac,return,doughti,93257
133,dilut,provid,afterward,93257
134,gonzales’,port,district,93257
135,injunctionbond,rate,mandat,93257
136,rankin,count,gonzales’,93257
137,liquid,assign,error,93257
138,new,part,demonstr,93257
139,crimproc,also,injunctionbond,93257
140,truste,polici,dilut,93257
141,possess,repres,convict,93257
142,citi,veteran,404,93257
143,2934,congress,made,93257
144,declar,3,interior,93257
145,1852,led,refus,93257
146,bank,guidelin,caus,93257
147,misc,present,cargo,93257
148,reinstat,confiscatori,baltimor,93257
149,rio,pray,2934,93257
150,nonresid,cox,packag,93257
151,schreinervunit,total,segreg,93257
152,715294,white,1982,93257
153,discrimin,barrel,schreinervunit,93257
154,street,found,715294,93257
155,stenni,appear,stenni,93257
156,lynaugh,report,store,93257
157,u,princ,rankin,93257
158,export,amend,lynaugh,93257
159,cincinnati,recov,appeal,93257
160,1850,march,lamson,93257
161,lamson,c,return,93257
162,extract,au,inappropriate—,93257
163,404,perman,kansa,93257
164,coffe,indiana,misc,93257
165,pauperi,1964,sew,93257
166,fowler,possess,coffe,93257
167,sew,enter,paragon,93257
168,deced,two,3006ad6,93257
169,treasur,hogan,frankfurt,93257
170,crimin,provis,lulac,93257
171,1864,second,insur,93257
172,master,applic,sandwel,93257
173,feder,execut,louisvil,93257
174,work,merchandis,cheer,93257
175,inappropriate—,servic,sail,93257
176,1964,set,3006ag,93257
177,incompet,death,baton,93257
178,demonstr,could,writ,93257
179,contest,nobl,decid,93257
180,campbel,group,fowler,93257
181,paragon,sentenc,rio,93257
182,speci,texa,assign,93257
183,3006ad6,revers,order,93257
184,lulac,overflow,schreiner,93257
185,p,incontest,evid,93257
186,cheer,student,3006ac,93257
187,sandwel,appli,1852,93257
188,war,good,topp,93257
189,forma,june,intervent,93257
190,stove,determin,roug,93257
191,3006ag,township,sharon,93257
192,group,must,extract,93257
193,verdict,first,stove,93257
194,check,collect,estim,93257
195,3006ac,job,testifi,93257
196,schreiner,pend,reinstat,93257
197,1867,venir,vessel,93257
198,iowa,iowa,sct,93257
199,repres,sup,1850,93257
200,interior,alleg,f2d,93257
201,fedrul,supra,cincinnati,93257
202,sharon,cargo,underrepresent,93257
203,titl,dissent,speci,93257
