,top_words,top_words_from_mean,top_words_from_diff,most_relev_op
0,enemi,enemi,enemi,86878
1,alien,state,alien,86878
2,cornel,alien,cornel,86878
3,scrip,cornel,scrip,86878
4,bank,compani,meec,86878
5,meec,scrip,bank,86878
6,tax,bank,compani,86878
7,landscrip,meec,landscrip,86878
8,whiski,act,whiski,86878
9,univers,court,univers,86878
10,bernstadt,tax,bernstadt,86878
11,ib,landscrip,ib,86878
12,compani,whiski,state,86878
13,ohio,univers,ohio,86878
14,state,bernstadt,tax,86878
15,shipment,ib,act,86878
16,kentucki,ohio,shipment,86878
17,liquor,contract,kentucki,86878
18,land,law,charter,86878
19,packag,land,liquor,86878
20,charter,said,packag,86878
21,carrier,sale,sale,86878
22,act,shipment,contract,86878
23,contract,kentucki,laurel,86878
24,commerc,charter,cent,86878
25,dividend,v,carrier,86878
26,laurel,liquor,dividend,86878
27,resid,packag,commerc,86878
28,v,rep,adam,86878
29,adam,commerc,newland,86878
30,interst,carrier,rep,86878
31,newland,cent,cincinnati,86878
32,consigne,shall,profit,86878
33,taxat,trust,consigne,86878
34,fund,upon,fund,86878
35,sale,dividend,trust,86878
36,acr,interst,resid,86878
37,war,profit,comptrol,86878
38,comptrol,fund,interst,86878
39,profit,laurel,taxat,86878
40,court,resid,express,86878
41,trust,adam,acr,86878
42,1845,cincinnati,1845,86878
43,rep,newland,war,86878
44,express,express,land,86878
45,agent,may,proclam,86878
46,proclam,consigne,said,86878
47,locat,taxat,agent,86878
48,cincinnati,agent,vinou,86878
49,vinou,right,warehouseman,86878
50,deliveri,acr,fisk,86878
51,warehouseman,war,locat,86878
52,petition,power,law,86878
53,shall,congress,deliveri,86878
54,1836,comptrol,1836,86878
55,circul,properti,malt,86878
56,1851,section,circul,86878
57,fisk,per,1851,86878
58,upon,1845,joe,86878
59,malt,case,colleg,86878
60,joe,locat,per,86878
61,cent,constitut,mcgraw,86878
62,bridg,mr,shall,86878
63,colleg,proclam,institut,86878
64,mcgraw,deliveri,legislatur,86878
65,said,bill,surrog,86878
66,presid,vinou,spiritu,86878
67,surrog,made,east,86878
68,levi,legislatur,bridg,86878
69,spiritu,warehouseman,montagu,86878
70,law,time,presid,86878
71,good,gener,transact,86878
72,indict,petition,eighteen,86878
73,power,institut,incorpor,86878
74,east,fisk,50,86878
75,price,unit,ceas,86878
76,montagu,1836,59858865,86878
77,trade,circul,power,86878
78,incorpor,1851,levi,86878
79,properti,busi,congress,86878
80,legislatur,presid,life,86878
81,transact,colleg,english,86878
82,section,malt,trade,86878
83,per,counti,kumezo,86878
84,agreement,§,abat,86878
85,purchas,joe,65th,86878
86,constitut,author,pass,86878
87,bill,receiv,assembl,86878
88,50,part,1907,86878
89,english,transact,4842,86878
90,busi,would,good,86878
91,congress,bridg,section,86878
92,insur,good,colonna,86878
93,exempt,paid,kawato,86878
94,action,east,indict,86878
95,59858865,pass,sec,86878
96,abat,mcgraw,busi,86878
97,case,pay,price,86878
98,corpor,agreement,endow,86878
99,incom,amount,uscaappendix,86878
100,§,surrog,agreement,86878
101,proce,action,6968333,86878
102,construct,levi,2557b,86878
103,kumezo,spiritu,piqua,86878
104,counti,one,gallon,86878
105,institut,50,saturday,86878
106,65th,statut,japan,86878
107,ceas,life,charleston,86878
108,gener,indict,commonli,86878
109,eighteen,incorpor,sell,86878
110,life,rule,bill,86878
111,countri,price,paid,86878
112,4842,purchas,jenni,86878
113,truste,govern,1866,86878
114,colonna,montagu,constitut,86878
115,testimoni,trade,hundr,86878
116,impos,eighteen,pay,86878
117,endow,error,receiv,86878
118,kawato,ceas,gener,86878
119,uscaappendix,fact,invest,86878
120,surrend,money,proce,86878
121,gallon,corpor,landoffic,86878
122,1866,stock,exempt,86878
123,l,construct,may,86878
124,commonli,question,surrend,86878
125,organ,order,rugul,86878
126,juri,report,knowledg,86878
127,executor,held,mr,86878
128,pass,subject,countri,86878
129,right,sell,intox,86878
130,saturday,english,higher,86878
131,japan,public,counti,86878
132,assembl,insur,1881,86878
133,6968333,appli,ezra,86878
134,piqua,person,1831,86878
135,2557b,exempt,arriv,86878
136,invest,assembl,five,86878
137,money,grant,maitland,86878
138,march,sec,million,86878
139,landoffic,59858865,relax,86878
140,nation,1,small,86878
141,jenni,appeal,peopl,86878
142,charleston,abat,properti,86878
143,1881,hundr,morey,86878
144,intox,1907,auditor,86878
145,small,judgment,purchas,86878
146,govern,countri,report,86878
147,knowledg,make,right,86878
148,auditor,et,fix,86878
149,mr,incom,133135,86878
150,may,proce,executor,86878
151,higher,might,net,86878
152,capit,purpos,1942,86878
153,stock,regul,kb,86878
154,rugul,within,ralli,86878
155,usca,kumezo,time,86878
156,sup,impos,german,86878
157,deliv,deliv,131133,86878
158,part,invest,hamper,86878
159,1831,find,170,86878
160,deriv,therefor,coke,86878
161,pet,65th,intercours,86878
162,net,10,less,86878
163,1942,proceed,graydon,86878
164,pay,knowledg,60th,86878
165,wit,fix,fiftyon,86878
166,seq,opinion,part,86878
167,arriv,common,boardman,86878
168,york,legisl,dispensari,86878
169,amount,provid,amount,86878
170,ezra,4842,quantiti,86878
171,warehous,peopl,money,86878
172,georg,truste,donat,86878
173,would,decis,twentyfifth,86878
174,immigr,less,3177,86878
175,relax,1866,hereinbefor,86878
176,impair,day,trabu,86878
177,thirti,five,et,86878
178,note,colonna,warehous,86878
179,maitland,testimoni,littleton,86878
180,rate,capit,nonresid,86878
181,committe,thereof,thirti,86878
182,german,prohibit,vandercook,86878
183,intercours,endow,mention,86878
184,ct,kawato,1904,86878
185,unit,valu,seq,86878
186,morey,uscaappendix,stafford,86878
187,thereof,surrend,capit,86878
188,coke,citizen,immigr,86878
189,five,gallon,errvcommonwealth,86878
190,donat,l,construct,86878
191,1904,york,111,86878
192,peopl,commonli,hagu,86878
193,133135,organ,heyman,86878
194,citizen,charleston,organ,86878
195,kb,juri,deriv,86878
196,guilti,executor,chap,86878
197,ralli,protect,stock,86878
198,valu,saturday,pet,86878
199,subject,4,incom,86878
200,1907,rate,undiminish,86878
201,131133,issu,upon,86878
202,twentyfifth,japan,destin,86878
203,report,nation,subsec,86878
204,60th,6968333,born,86878
205,graydon,piqua,thenceforward,86878
206,destin,2557b,prohibit,86878
207,nonresid,februari,piff,86878
208,fiftyon,hold,impos,86878
209,england,railroad,common,86878
210,dispensari,polici,sixtieth,86878
211,made,mention,pollock,86878
212,boardman,march,wilson,86878
213,hundr,arriv,februari,86878
214,receiv,landoffic,12th,86878
215,sue,suprem,appli,86878
216,bar,net,sympath,86878
217,author,interest,thereof,86878
218,merchandis,jenni,behalf,86878
219,paid,higher,insur,86878
220,al,1881,impair,86878
221,trabu,provis,england,86878
222,proceed,intox,interpret,86878
223,3177,plaintiff,humanity6,86878
224,order,interpret,conclusive12,86878
225,year,legal,isvest,86878
226,littleton,new,shores—a,86878
227,promis,small,schaffeniu,86878
228,sell,ed,ivth,86878
229,mandamu,entitl,huberich,86878
230,usc,chap,side4,86878
231,ed,sold,129b,86878
232,stafford,principl,unenforceable9,86878
233,vandercook,auditor,deliv,86878
234,sec,year,georg,86878
235,commission,justic,realiz,86878
236,treasuri,exist,charl,86878
237,sold,2,ny,86878
238,errvcommonwealth,quantiti,testimoni,86878
239,public,27,prepaid,86878
240,hagu,million,1843,86878
241,purpos,rugul,279—282,86878
242,ny,usca,guerrier,86878
243,realiz,sup,freudenberg,86878
244,fact,parti,birgeforb,86878
245,new,without,twentyfirst,86878
246,u,reason,23h,86878
247,heyman,limit,knoop,86878
248,common,sever,10,86878
249,statut,1831,relinquish,86878
250,grand,claim,send,86878
251,time,deriv,promis,86878
252,send,pet,author,86878
