,names,dates,url
0,Central Nat. Bank v. United States,1890-12-08,https://www.courtlistener.com/opinion/92886/central-nat-bank-v-united-states/
1,Cain v. Kentucky,1970-03-30,https://www.courtlistener.com/opinion/108104/cain-v-kentucky/
2,Padilla v. Kentucky,2010-03-31,https://www.courtlistener.com/opinion/1723/padilla-v-kentucky/
3,Inman v. South Carolina R. Co.,1889-01-14,https://www.courtlistener.com/opinion/92393/inman-v-south-carolina-r-co/
4,Koon v. Insurance Co.,1881-11-14,https://www.courtlistener.com/opinion/90429/koon-v-insurance-co/
5,Aaron v. SEC,1980-06-02,https://www.courtlistener.com/opinion/110272/aaron-v-sec/
6,Rochester Tel. Corp. v. United States,1939-04-17,https://www.courtlistener.com/opinion/103198/rochester-tel-corp-v-united-states/
7,United States v. Daugherty,1926-01-04,https://www.courtlistener.com/opinion/100756/united-states-v-daugherty/
8,Western Union Tel. Co. v. Call Pub. Co.,1901-04-15,https://www.courtlistener.com/opinion/95450/western-union-tel-co-v-call-pub-co/
9,"Schreiber v. Burlington Northern, Inc.",1985-06-04,https://www.courtlistener.com/opinion/111462/schreiber-v-burlington-northern-inc/
10,Ayrshire Collieries Corp. v. United States,1947-04-28,https://www.courtlistener.com/opinion/104421/ayrshire-collieries-corp-v-united-states/
11,Ex Parte Buder,1926-03-01,https://www.courtlistener.com/opinion/1974855/ex-parte-buder/
12,Orton v. Smith,1856-02-28,https://www.courtlistener.com/opinion/87008/orton-v-smith/
13,"NLRB v. Burnup & Sims, Inc.",1964-11-09,https://www.courtlistener.com/opinion/106928/nlrb-v-burnup-sims-inc/
14,Sweeney v. Erving,1913-04-07,https://www.courtlistener.com/opinion/97846/sweeney-v-erving/
15,Central Stock Yards Co. v. Louisville & Nashville R. Co.,1904-02-23,https://www.courtlistener.com/opinion/96013/central-stock-yards-co-v-louisville-nashville-r-co/
16,Curcio v. United States,1957-06-10,https://www.courtlistener.com/opinion/105528/curcio-v-united-states/
17,Burnet v. Leininger,1932-03-14,https://www.courtlistener.com/opinion/101870/burnet-v-leininger/
18,United States v. Florida,1960-05-31,https://www.courtlistener.com/opinion/106060/united-states-v-florida/
19,Southern SS Co. v. NLRB,1942-04-06,https://www.courtlistener.com/opinion/103653/southern-ss-co-v-nlrb/
20,"Watt v. Western Nuclear, Inc.",1983-06-06,https://www.courtlistener.com/opinion/110951/watt-v-western-nuclear-inc/
21,Arthur v. Goddard,1878-04-22,https://www.courtlistener.com/opinion/89687/arthur-v-goddard/
22,Oklahoma Tax Comm'n v. Citizen Band of Potawatomi Tribe of Okla.,1991-02-26,https://www.courtlistener.com/opinion/112537/oklahoma-tax-commn-v-citizen-band-of-potawatomi-tribe-of-okla/
23,Louisville & Nashville R. Co. v. Scott,1911-01-03,https://www.courtlistener.com/opinion/97346/louisville-nashville-r-co-v-scott/
24,Wyandotte Transp. Co. v. United States,1967-12-04,https://www.courtlistener.com/opinion/107547/wyandotte-transp-co-v-united-states/
25,East Tennessee v. & GR Co. v. Grayson,1886-11-29,https://www.courtlistener.com/opinion/91748/east-tennessee-v-gr-co-v-grayson/
26,TENNESSEE &C. R'D CO. v. Southern Tel. Co.,1888-04-09,https://www.courtlistener.com/opinion/92219/tennessee-c-rd-co-v-southern-tel-co/
27,District of Columbia v. Greater Washington Bd. of Trade,1992-12-14,https://www.courtlistener.com/opinion/112799/district-of-columbia-v-greater-washington-bd-of-trade/
