,names,dates,url
0,National Accident Soc. v. Spiro,1896-11-30,https://www.courtlistener.com/opinion/94540/national-accident-soc-v-spiro/
1,Arkansas Smelting Co. v. Belden Co.,1888-05-14,https://www.courtlistener.com/opinion/92262/arkansas-smelting-co-v-belden-co/
2,Thomas v. Arn,1986-01-27,https://www.courtlistener.com/opinion/111545/thomas-v-arn/
3,Montana R. Co. v. Warren,1890-12-08,https://www.courtlistener.com/opinion/92885/montana-r-co-v-warren/
4,Northern Pac. Co. v. Smith,1898-05-31,https://www.courtlistener.com/opinion/94913/northern-pac-co-v-smith/
5,Dr. Miles Medical Co. v. John D. Park & Sons Co.,1911-04-10,https://www.courtlistener.com/opinion/97398/dr-miles-medical-co-v-john-d-park-sons-co/
6,Davis v. Wakelee,1895-03-04,https://www.courtlistener.com/opinion/94133/davis-v-wakelee/
7,Coleman v. Thompson,1991-09-13,https://www.courtlistener.com/opinion/112640/coleman-v-thompson/
8,West v. Chesapeake & Potomac Telephone Co. of Baltimore,1935-06-03,https://www.courtlistener.com/opinion/102481/west-v-chesapeake-potomac-telephone-co-of-baltimore/
9,Schollenberger v. Pennsylvania,1898-05-23,https://www.courtlistener.com/opinion/94894/schollenberger-v-pennsylvania/
10,Gibson v. Florida Legislative Investigation Comm.,1963-03-25,https://www.courtlistener.com/opinion/106559/gibson-v-florida-legislative-investigation-comm/
11,Lion Bonding & Surety Co. v. Karatz,1923-05-21,https://www.courtlistener.com/opinion/100250/lion-bonding-surety-co-v-karatz/
12,Columbian Ins. Co. v. Catlett,1827-03-18,https://www.courtlistener.com/opinion/85532/columbian-ins-co-v-catlett/
13,Smith v. Sperling,1957-06-10,https://www.courtlistener.com/opinion/105526/smith-v-sperling/
14,Ronkendorff v. Taylor's Lessee,1830-03-22,https://www.courtlistener.com/opinion/85706/ronkendorff-v-taylors-lessee/
15,Hunter v. Erickson,1969-01-20,https://www.courtlistener.com/opinion/107825/hunter-v-erickson/
16,United States v. Grand River Dam Authority,1960-06-13,https://www.courtlistener.com/opinion/106068/united-states-v-grand-river-dam-authority/
17,"Pierre Choteau, Senior, in Error v. Marguerite, a Woman of Colour",1838-03-18,https://www.courtlistener.com/opinion/86060/pierre-choteau-senior-in-error-v-marguerite-a-woman-of-colour/
18,Stoneridge Inv. Partners v. Scientific-Atl.,2008-01-15,https://www.courtlistener.com/opinion/145837/stoneridge-inv-partners-v-scientific-atl/
19,"Knott v. St. Louis, KC & CR Co.",1913-06-16,https://www.courtlistener.com/opinion/97969/knott-v-st-louis-kc-cr-co/
20,Davis v. Department of Labor and Industries of Wash.,1942-12-21,https://www.courtlistener.com/opinion/103733/davis-v-department-of-labor-and-industries-of-wash/
21,"Porterfield v. Webb, Attorney General of California",1923-11-12,https://www.courtlistener.com/opinion/100288/porterfield-v-webb-attorney-general-of-california/
22,Coleman v. Johnson,2012-05-29,https://www.courtlistener.com/opinion/801110/coleman-v-johnson/
23,Coppedge v. United States,1962-04-30,https://www.courtlistener.com/opinion/106383/coppedge-v-united-states/
24,Grosholz v. Newman,1874-11-18,https://www.courtlistener.com/opinion/89031/grosholz-v-newman/
25,Merritt v. United States,1925-03-02,https://www.courtlistener.com/opinion/100593/merritt-v-united-states/
26,United States v. Keehler,1870-02-14,https://www.courtlistener.com/opinion/88139/united-states-v-keehler/
27,Oklahoma v. Texas,1921-04-11,https://www.courtlistener.com/opinion/99781/oklahoma-v-texas/
28,International Primate Protection League v. Administrators of Tulane Ed. Fund,1991-05-20,https://www.courtlistener.com/opinion/112586/international-primate-protection-league-v-administrators-of-tulane-ed/
29,Mitchell v. Donovan,1970-06-15,https://www.courtlistener.com/opinion/108169/mitchell-v-donovan/
30,First Natl. Bank v. Louisiana Comm.,1924-04-07,https://www.courtlistener.com/opinion/100376/first-natl-bank-v-louisiana-comm/
31,Crown Simpson Pulp Co. v. Costle,1980-03-17,https://www.courtlistener.com/opinion/110219/crown-simpson-pulp-co-v-costle/
32,"Long Island Care at Home, Ltd. v. Coke",2007-06-11,https://www.courtlistener.com/opinion/145717/long-island-care-at-home-ltd-v-coke/
33,Cities Service Oil Co. v. Dunlap,1939-12-04,https://www.courtlistener.com/opinion/103247/cities-service-oil-co-v-dunlap/
34,United States v. Hailey,1886-05-10,https://www.courtlistener.com/opinion/91692/united-states-v-hailey/
35,Dada v. Mukasey,2008-06-16,https://www.courtlistener.com/opinion/145792/dada-v-mukasey/
36,Arlington Central School Dist. Bd. of Ed. v. Murphy,2006-06-26,https://www.courtlistener.com/opinion/145629/arlington-central-school-dist-bd-of-ed-v-murphy/
