,top_words,top_words_from_mean,top_words_from_diff,most_relev_op
0,state,court,court,104977
1,feet,state,contract,104977
2,law,v,prison,104977
3,punish,case,habea,104977
4,contract,act,error,104977
5,§,us,insur,104977
6,court,law,n,104977
7,e,unit,feet,104977
8,sentenc,sct,e,104977
9,n,upon,rate,104977
10,w,would,applic,104977
11,power,may,review,104977
12,remov,right,treati,104977
13,juri,§,agreement,104977
14,tax,said,retroact,104977
15,offic,see,convict,104977
16,candid,one,price,104977
17,ft,made,california,104977
18,presid,claim,judgment,104977
19,parti,defend,polic,104977
20,u,question,evid,104977
21,bill,requir,justic,104977
22,constitut,constitut,deed,104977
23,territori,district,w,104977
24,death,statut,juvenil,104977
25,ch,1,award,104977
26,bank,judgment,attorney,104977
27,school,compani,admiralti,104977
28,commiss,u,stop,104977
29,v,rule,petit,104977
30,district,time,crime,104977
31,unit,shall,page,104977
32,corpor,opinion,bankruptci,104977
33,slave,feder,reason,104977
34,water,use,determin,104977
35,qualif,appeal,firm,104977
36,parent,power,georgia,104977
37,feder,order,rule,104977
38,credit,author,punish,104977
39,act,congress,possess,104977
40,judgment,govern,west,104977
41,sunday,co,q,104977
42,govern,fact,carrier,104977
43,abort,properti,file,104977
44,patent,person,river,104977
45,work,whether,mr,104977
46,case,plaintiff,corpu,104977
47,right,gener,train,104977
48,contribut,reason,interpret,104977
49,fox,also,find,104977
50,sct,part,search,104977
51,amend,2,loss,104977
52,insur,evid,crimin,104977
53,public,new,—,104977
54,us,led,u,104977
55,appoint,land,challeng,104977
56,citizen,provid,custodi,104977
57,vote,action,damag,104977
58,price,must,marriag,104977
59,oblig,petition,iowa,104977
60,copyright,parti,counsel,104977
61,elect,decis,motor,104977
62,limit,issu,ford,104977
63,commerc,make,parol,104977
64,metal,justic,writ,104977
65,guidelin,could,cabl,104977
66,congress,interest,admiss,104977
67,polit,amend,l,104977
68,marriag,within,respond,104977
69,bridg,section,debtor,104977
70,capit,tax,ad,104977
71,prison,purpos,execut,104977
72,penalti,mr,incom,104977
73,deed,without,remov,104977
74,said,first,recov,104977
75,fee,contract,106,104977
76,circuit,jurisdict,debt,104977
77,trial,public,exclusionari,104977
78,execut,3,antitrust,104977
79,religi,led2d,furnish,104977
80,cabl,held,firearm,104977
81,desgrang,present,choctaw,104977
82,use,proceed,bar,104977
83,thenc,effect,principl,104977
84,upon,provis,p,104977
85,clark,offic,du,104977
86,educ,grant,infring,104977
87,union,respond,request,104977
88,senat,c,pont,104977
89,access,subject,engin,104977
90,juvenil,determin,murder,104977
91,river,limit,oklahoma,104977
92,judg,trial,territori,104977
93,land,suit,boundari,104977
94,game,id,patent,104977
95,fact,year,bid,104977
96,stat,applic,convey,104977
