,top_words,top_words_from_mean,top_words_from_diff,most_relev_op
0,state,state,state,87419
1,power,court,law,87419
2,law,v,commerc,87419
3,commerc,case,power,87419
4,congress,act,act,87419
5,regul,law,congress,87419
6,x,unit,unit,87419
7,may,us,regul,87419
8,tax,upon,statut,87419
9,§,may,vessel,87419
10,constitut,sct,u,87419
11,case,would,foreign,87419
12,upon,right,shall,87419
13,passeng,§,within,87419
14,compani,said,provis,87419
15,right,one,line,87419
16,w,see,good,87419
17,court,made,person,87419
18,ft,claim,subject,87419
19,foreign,statut,section,87419
20,import,power,upon,87419
21,v,requir,land,87419
22,telegraph,defend,may,87419
23,sct,question,tax,87419
24,new,congress,duti,87419
25,unit,shall,secur,87419
26,person,u,york,87419
27,act,compani,passeng,87419
28,shall,constitut,port,87419
29,n,1,treati,87419
30,abort,rule,right,87419
31,insur,district,x,87419
32,govern,time,countri,87419
33,fund,person,§,87419
34,subject,author,import,87419
35,york,opinion,price,87419
36,librari,judgment,exercis,87419
37,us,feder,place,87419
38,exempt,use,injuri,87419
39,duti,land,interst,87419
40,price,order,provid,87419
41,vote,govern,ship,87419
42,one,co,board,87419
43,candid,appeal,mississippi,87419
44,vessel,plaintiff,conflict,87419
45,exercis,whether,rule,87419
46,district,provid,tribe,87419
47,within,new,jurisdict,87419
48,retir,action,immun,87419
49,voter,gener,action,87419
50,grant,fact,impos,87419
51,gener,within,nation,87419
52,neutral,also,ga,87419
53,sentenc,2,consent,87419
54,feder,properti,cargo,87419
55,would,tax,militari,87419
56,liquor,section,requir,87419
57,said,part,compani,87419
58,search,led,carrier,87419
59,gold,must,ft,87419
60,exclus,parti,one,87419
61,railroad,reason,owner,87419
62,parti,decis,claus,87419
63,author,evid,therefor,87419
64,militari,could,exempt,87419
65,land,interest,telegraph,87419
66,claim,provis,transport,87419
67,conflict,make,civil,87419
68,port,purpos,new,87419
69,market,without,revis,87419
70,ordin,issu,common,87419
71,e,jurisdict,polic,87419
72,polit,petition,without,87419
73,line,justic,claim,87419
74,good,first,protect,87419
75,opinion,subject,co,87419
76,bank,amend,air,87419
77,board,3,purpos,87419
78,jurisdict,held,natur,87419
79,must,present,two,87419
80,juror,public,4,87419
81,tribe,mr,dollar,87419
82,prohibit,regul,burden,87419
83,treati,contract,case,87419
84,machin,grant,oil,87419
85,statut,effect,trade,87419
86,valu,offic,object,87419
87,immun,c,taken,87419
88,icc,proceed,gold,87419
89,justic,led2d,equal,87419
90,rate,respond,vote,87419
91,review,limit,prohibit,87419
92,ch,two,“the,87419
93,titl,year,american,87419
94,elect,term,remain,87419
95,led,4,arizona,87419
96,question,caus,liabil,87419
97,alien,commerc,mean,87419
98,guidelin,appli,author,87419
99,financ,id,competit,87419
100,arizona,determin,citizen,87419
101,mississippi,circuit,elect,87419
102,thenc,therefor,inc,87419
103,militia,trial,term,87419
104,nation,5,come,87419
105,legislatur,suit,time,87419
106,u,error,rate,87419
107,petit,titl,certif,87419
108,secur,protect,w,87419
109,juri,follow,river,87419
110,impos,mean,twa,87419
111,led2d,applic,secretari,87419
112,indian,respect,michigan,87419
113,bill,l,pay,87419
114,car,board,librari,87419
115,water,place,necessari,87419
116,contract,citi,territori,87419
117,mean,commiss,titl,87419
118,mr,except,present,87419
119,decre,bill,louisiana,87419
120,trust,might,valu,87419
121,louisiana,charg,activ,87419
122,provid,file,exclus,87419
123,patent,n,name,87419
124,bankruptci,record,1,87419
125,church,secur,insur,87419
126,referendum,even,earn,87419
127,section,duti,alien,87419
128,degre,decid,liabl,87419
129,pauper,consid,sever,87419
130,assess,nation,plaintiff,87419
131,minut,6,member,87419
132,speech,establish,thenc,87419
133,arbitr,ed,boundari,87419
134,union,supra,day,87419
135,everi,differ,taxat,87419
136,pay,receiv,manufactur,87419
137,ship,juri,expens,87419
138,countri,given,read,87419
139,object,thu,valv,87419
140,civil,amount,consolid,87419
141,cheroke,j,england,87419
142,come,hold,includ,87419
143,feet,take,entri,87419
144,amish,show,master,87419
145,consigne,corpor,social,87419
146,wast,alleg,cite,87419
147,spain,violat,languag,87419
148,prosecut,found,wheat,87419
149,valv,day,everi,87419
150,p,howev,carri,87419
151,c,line,contain,87419
152,tribal,includ,put,87419
153,trial,7,locat,87419
154,amend,good,done,87419
155,made,direct,consigne,87419
156,ga,sale,control,87419
157,agreement,claus,king,87419
158,properti,york,agreement,87419
159,revis,legisl,chariti,87419
160,toolco,railroad,label,87419
161,south,employ,articl,87419
162,counsel,matter,arriv,87419
163,master,exercis,acquisit,87419
164,busi,object,antitrust,87419
165,prison,view,meet,87419
166,survey,10,cost,87419
167,year,decre,anoth,87419
168,legisl,find,1983,87419
169,requir,necessari,degre,87419
170,class,point,state’,87419
171,chariti,give,citi,87419
172,protest,servic,legislatur,87419
173,articl,refer,affect,87419
174,debtor,8,depart,87419
175,evid,bank,pauper,87419
