,names,dates,url
0,Richardson v. Harmon,1911-11-20,https://www.courtlistener.com/opinion/97470/richardson-v-harmon/
1,United States Ex Rel. Knauff v. Shaughnessy,1950-02-06,https://www.courtlistener.com/opinion/104751/united-states-ex-rel-knauff-v-shaughnessy/
2,Mutual Life Ins. Co. of NY v. Johnson,1934-12-03,https://www.courtlistener.com/opinion/102345/mutual-life-ins-co-of-ny-v-johnson/
3,Albrecht v. United States,1947-02-03,https://www.courtlistener.com/opinion/104365/albrecht-v-united-states/
4,Douglas Oil Co. of Cal. v. Petrol Stops Northwest,1979-04-18,https://www.courtlistener.com/opinion/110060/douglas-oil-co-of-cal-v-petrol-stops-northwest/
5,Tyler v. Hand,1849-01-18,https://www.courtlistener.com/opinion/86481/tyler-v-hand/
6,Albin v. Cowing Pressure Relieving Joint Co.,1942-12-07,https://www.courtlistener.com/opinion/103726/albin-v-cowing-pressure-relieving-joint-co/
7,New Orleans v. Benjamin,1894-05-14,https://www.courtlistener.com/opinion/93907/new-orleans-v-benjamin/
8,United States v. Southern Ute Tribe,1971-04-26,https://www.courtlistener.com/opinion/108327/united-states-v-southern-ute-tribe/
9,Lathan v. New York,1964-06-22,https://www.courtlistener.com/opinion/106899/lathan-v-new-york/
10,Hemingway v. Stansell,1883-01-18,https://www.courtlistener.com/opinion/90686/hemingway-v-stansell/
11,Paving Co. v. Mulford,1879-12-15,https://www.courtlistener.com/opinion/90027/paving-co-v-mulford/
12,Standard Oil Co. of NJ v. United States,1925-02-02,https://www.courtlistener.com/opinion/100561/standard-oil-co-of-nj-v-united-states/
13,IM Amusement Corp. v. Ohio,1968-01-15,https://www.courtlistener.com/opinion/1382222/im-amusement-corp-v-ohio/
14,Montana Nat. Bank of Billings v. Yellowstone County,1928-04-09,https://www.courtlistener.com/opinion/101263/montana-nat-bank-of-billings-v-yellowstone-county/
15,New York & Maryland Line R. Co. v. Winans,1854-12-18,https://www.courtlistener.com/opinion/86901/new-york-maryland-line-r-co-v-winans/
16,Young v. Duvall,1883-12-17,https://www.courtlistener.com/opinion/90966/young-v-duvall/
17,"Alberto Armstrong, as Liquidator of the Firm of Boysen & Company, Appt. v. Eduardo Fernandez, Juan Bautista Pacheco, and Genara Jusino",1908-02-24,https://www.courtlistener.com/opinion/96778/alberto-armstrong-as-liquidator-of-the-firm-of-boysen-company-appt-v/
18,United States v. Jimenez Recio,2003-01-21,https://www.courtlistener.com/opinion/122255/united-states-v-jimenez-recio/
19,Wells v. United States,1943-03-01,https://www.courtlistener.com/opinion/103785/wells-v-united-states/
