,names,dates,url
0,MacLeod v. United States,1913-06-10,https://www.courtlistener.com/opinion/97932/macleod-v-united-states/
1,Hump Hairpin Mfg. Co. v. Emmerson,1922-04-10,https://www.courtlistener.com/opinion/99952/hump-hairpin-mfg-co-v-emmerson/
2,Klein v. Russell,1874-03-18,https://www.courtlistener.com/opinion/88885/klein-v-russell/
3,Andrews v. Eastern Ore. Land Co.,1906-11-12,https://www.courtlistener.com/opinion/96509/andrews-v-eastern-ore-land-co/
4,McDonald v. Massachusetts,1901-02-25,https://www.courtlistener.com/opinion/95415/mcdonald-v-massachusetts/
5,Sage v. Central Rr Co. of Iowa,1876-12-18,https://www.courtlistener.com/opinion/89395/sage-v-central-rr-co-of-iowa/
6,Public Lands Council v. Babbitt,2000-05-15,https://www.courtlistener.com/opinion/118366/public-lands-council-v-babbitt/
7,"United States v. Playboy Entertainment Group, Inc.",2000-05-22,https://www.courtlistener.com/opinion/118369/united-states-v-playboy-entertainment-group-inc/
8,Hernandez v. Veterans' Administration,1974-03-04,https://www.courtlistener.com/opinion/108981/hernandez-v-veterans-administration/
9,Aguilar v. Texas,1964-06-15,https://www.courtlistener.com/opinion/106865/aguilar-v-texas/
10,Hillside Dairy Inc. v. Lyons,2003-06-09,https://www.courtlistener.com/opinion/130144/hillside-dairy-inc-v-lyons/
11,Thomas Deye Owings and Others v. Andrew Kincannon,1833-02-18,https://www.courtlistener.com/opinion/85834/thomas-deye-owings-and-others-v-andrew-kincannon/
12,Jones v. Habersham,1883-03-18,https://www.courtlistener.com/opinion/90756/jones-v-habersham/
13,The Caledonia,1895-03-11,https://www.courtlistener.com/opinion/94142/the-caledonia/
14,Fink v. United States,1898-05-23,https://www.courtlistener.com/opinion/94881/fink-v-united-states/
15,Cope v. Vallette Dry Dock Co.,1887-01-10,https://www.courtlistener.com/opinion/91802/cope-v-vallette-dry-dock-co/
16,Toombs v. Citizens Bank of Waynesboro,1930-06-02,https://www.courtlistener.com/opinion/101600/toombs-v-citizens-bank-of-waynesboro/
17,Clifton v. United States,1846-01-20,https://www.courtlistener.com/opinion/86367/clifton-v-united-states/
18,Durand v. Martin,1887-02-07,https://www.courtlistener.com/opinion/91859/durand-v-martin/
19,United States v. Rio Grande Dam & Irrigation Co.,1899-05-22,https://www.courtlistener.com/opinion/95093/united-states-v-rio-grande-dam-irrigation-co/
20,ARMSTRONG v. the Treasurer of Athens County,1842-03-12,https://www.courtlistener.com/opinion/86213/armstrong-v-the-treasurer-of-athens-county/
21,Maese v. Herman,1902-01-06,https://www.courtlistener.com/opinion/95562/maese-v-herman/
22,United States v. Nichols,1902-06-02,https://www.courtlistener.com/opinion/95692/united-states-v-nichols/
23,Kountze v. Omaha Hotel Co.,1883-05-18,https://www.courtlistener.com/opinion/90772/kountze-v-omaha-hotel-co/
24,Hahn v. United States,1883-04-18,https://www.courtlistener.com/opinion/90773/hahn-v-united-states/
