,top_words,top_words_from_mean,top_words_from_diff,most_relev_op
0,shawhan,court,arbitr,95314
1,corsica,state,commiss,95314
2,arbitr,v,petition,95314
3,vetterlein,case,act,95314
4,metsker,act,liquor,95314
5,wass,unit,sct,95314
6,bail,compani,car,95314
7,kaupp,law,indian,95314
8,cna,upon,order,95314
9,milk,sct,§,95314
10,copyright,defend,price,95314
11,stave,us,see,95314
12,meter,plaintiff,compani,95314
13,mazzei,said,carrier,95314
14,pdf,§,transport,95314
15,boom,land,commerc,95314
16,graham,tax,us,95314
17,pilkey,u,wife,95314
18,fior,may,search,95314
19,zeolit,right,program,95314
20,marihuana,petition,supra,95314
21,carpet,judgment,corpor,95314
22,fourch,claim,state,95314
23,braid,properti,violat,95314
24,warten,would,articl,95314
25,wbec,made,usca,95314
26,schlorb,appeal,rate,95314
27,cadet,district,death,95314
28,jamesson,statut,sentenc,95314
29,gairdner,l,religi,95314
30,sewer,error,unit,95314
31,export,shall,union,95314
32,valv,co,export,95314
33,bodkin,contract,bankrupt,95314
34,indian,order,arrest,95314
35,seymour,one,chicago,95314
36,haselton,question,husband,95314
37,harburi,feder,obscen,95314
38,brainard,section,appelle,95314
39,asarco,ct,incom,95314
40,sheppard,mr,benefit,95314
41,asm,jurisdict,count,95314
42,collar,ed,convict,95314
43,rappal,constitut,inc,95314
44,tovar,1,park,95314
45,longworth,time,depart,95314
46,fellerman,see,ga,95314
47,dwolf,congress,dealer,95314
48,lober,decre,murder,95314
49,depreci,led2d,illinoi,95314
50,woodman,rule,tribal,95314
51,hesper,new,tribe,95314
52,holker,govern,ada,95314
53,whitsett,power,mail,95314
54,fpc,action,appel,95314
55,passport,person,offens,95314
56,lasat,circuit,guilti,95314
57,masonit,corpor,liabil,95314
58,nowak,requir,steel,95314
59,blade,evid,secretari,95314
60,sloo,commiss,grand,95314
61,horsepow,suit,competit,95314
62,tunnel,author,associ,95314
63,tobey,railroad,maritim,95314
64,stackhous,parti,concern,95314
65,trademark,bank,led2d,95314
66,flatboat,use,sale,95314
67,davison,respond,sherman,95314
68,woodworth,fact,feder,95314
69,frellsen,offic,navi,95314
70,brake,juri,testimoni,95314
71,banjo,led,pearc,95314
72,panhandl,bill,michigan,95314
73,gift,interest,store,95314
74,dower,opinion,elect,95314
75,pierna,issu,licens,95314
76,ryland,gener,york,95314
77,balloch,bond,immun,95314
78,blodget,trial,polici,95314
79,perniciaro,within,gypsum,95314
80,miner,proceed,brief,95314
81,worthen,amend,respond,95314
82,ubarri,sup,patient,95314
83,royer,decis,clayton,95314
84,lund,2,f2d,95314
85,devereux,part,product,95314
86,sabin,provid,select,95314
87,biven,c,id,95314
88,1367d,sale,unreason,95314
89,assistantsurgeon,public,curiam,95314
90,lankford,patent,wisconsin,95314
91,patent,appel,publish,95314
92,kesner,grant,certiorari,95314
93,winstanley,citi,loan,95314
94,surowitz,caus,rail,95314
95,elector,whether,§5,95314
96,amtrak,titl,preclus,95314
97,slave,reason,cuba,95314
98,bead,file,iowa,95314
99,mccoull,justic,retail,95314
100,milnor,counti,claus,95314
101,bartl,writ,1907,95314
102,wharf,provis,homestead,95314
103,car,suprem,item,95314
104,tolan,must,ant,95314
105,schardt,record,unseaworthi,95314
106,13c,make,negro,95314
107,hospit,could,loss,95314
108,jacobu,also,appoint,95314
109,buchanan,purpos,app,95314
110,gypsum,without,usuri,95314
111,chickasaw,year,1930,95314
112,interplead,amount,administr,95314
113,moyer,3,competitor,95314
114,ioe,petit,life,95314
115,lodger,held,may,95314
116,mcaffe,rep,hudson,95314
117,guam,present,produc,95314
118,derail,first,bruton,95314
119,avocado,commerc,tobacco,95314
120,eha,term,proviso,95314
121,belser,board,rehabilit,95314
122,stitt,charg,rent,95314
123,furnac,receiv,period,95314
124,surgeon,motion,smith,95314
125,hunter,busi,intox,95314
126,bircher,applic,local,95314
127,munich,servic,preclear,95314
128,portag,limit,expir,95314
129,liquor,rate,oil,95314
130,mckimmi,effect,report,95314
131,reakirt,york,map,95314
132,udel,payment,knox,95314
133,extradit,stat,rice,95314
134,butter,except,profit,95314
135,yarnal,subject,pictur,95314
136,catv,alleg,cadet,95314
137,paint,regul,washington,95314
138,vandenburgh,employ,robinsonpatman,95314
139,pilot,day,1967,95314
140,hawaii,judg,motion,95314
141,waller,paid,j,95314
142,burney,determin,usc,95314
143,venu,note,mitig,95314
144,fec,dismiss,forfeitur,95314
145,§924c,decid,interior,95314
146,forest,4,plaster,95314
147,intemper,pay,waiver,95314
148,boag,two,stipul,95314
149,heyward,per,dissent,95314
150,gold,insur,conductor,95314
151,koa,violat,net,95314
152,reinsur,execut,town,95314
153,roller,stock,reloc,95314
154,religi,damag,three,95314
155,african,purchas,activ,95314
156,pulido,id,curti,95314
157,letterspat,appear,texa,95314
158,tarver,find,file,95314
159,bolcoff,interst,ticket,95314
160,obscen,therefor,crimin,95314
161,latta,duti,distribut,95314
162,bridg,follow,disabl,95314
163,gage,5,arkansa,95314
164,hurr,carrier,milk,95314
165,villag,estat,crime,95314
166,school,appli,monro,95314
167,coal,employe,navig,95314
168,tourtelott,due,record,95314
169,afla,money,insur,95314
170,leve,valu,wit,95314
171,partnership,ground,withdraw,95314
172,isserman,possess,deduct,95314
173,stidham,construct,motor,95314
174,tourvil,commission,zone,95314
175,conemaugh,n,indemn,95314
176,crst,supra,embezzl,95314
177,leather,r,communist,95314
178,wearri,affirm,sing,95314
179,radovich,counsel,incorpor,95314
180,recogniz,f2d,architect,95314
181,croghan,direct,oklahoma,95314
182,hoggatt,show,imprison,95314
183,bottl,mortgag,provis,95314
184,messag,oper,bushel,95314
185,merger,nation,slave,95314
186,volvo,deed,assigne,95314
187,porto,review,wine,95314
188,jacquemart,allow,88,95314
189,plea,j,landlord,95314
190,parol,matter,assault,95314
191,spisak,indian,secondari,95314
192,prize,found,1899,95314
193,rayon,secur,rental,95314
194,vin,line,foreign,95314
195,cozzen,might,conduct,95314
196,cragin,respect,project,95314
197,lotteri,brought,presid,95314
198,acid,6,gain,95314
199,gac,agreement,howev,95314
200,comingor,vessel,gold,95314
201,mcdermot,given,habea,95314
202,bulb,citizen,tri,95314
203,wool,sentenc,49,95314
204,thane,set,restraint,95314
205,scull,secretari,compound,95314
206,tiernan,taken,hepburn,95314
207,beaconsfield,place,391,95314
208,1904,polici,privaci,95314
209,muster,attorney,beneficiari,95314
210,canal,process,363,95314
211,powder,take,venu,95314
