,names,dates,url
0,Kearney v. Case,1871-11-13,https://www.courtlistener.com/opinion/88390/kearney-v-case/
1,Babbitt v. Dutcher,1910-02-21,https://www.courtlistener.com/opinion/97155/babbitt-v-dutcher/
2,Arkansas Smelting Co. v. Belden Co.,1888-05-14,https://www.courtlistener.com/opinion/92262/arkansas-smelting-co-v-belden-co/
3,Carpenter v. Strange,1891-05-25,https://www.courtlistener.com/opinion/93131/carpenter-v-strange/
4,Smith v. Sperling,1957-06-10,https://www.courtlistener.com/opinion/105526/smith-v-sperling/
5,Pennsylvania Water & Power Co. v. FPC,1952-05-26,https://www.courtlistener.com/opinion/105009/pennsylvania-water-power-co-v-fpc/
6,"Washington, Alexandria & Georgetown Steam Packet Co. v. Sickles",1851-01-28,https://www.courtlistener.com/opinion/86616/washington-alexandria-georgetown-steam-packet-co-v-sickles/
7,Public Service Commission of Maryland v. Chesapeake and Potomac Telephone Company of Maryland,1986-05-27,https://www.courtlistener.com/opinion/111676/public-service-commission-of-maryland-v-chesapeake-and-potomac-telephone/
8,Gregg v. Tesson,1862-01-27,https://www.courtlistener.com/opinion/87451/gregg-v-tesson/
9,Capital Bank v. Cadiz Bank,1899-01-03,https://www.courtlistener.com/opinion/94970/capital-bank-v-cadiz-bank/
10,Powers v. United States,1912-02-19,https://www.courtlistener.com/opinion/97552/powers-v-united-states/
11,Dismuke v. United States,1936-02-03,https://www.courtlistener.com/opinion/102592/dismuke-v-united-states/
12,De La Mettrie v. De Gasquet James,1927-01-03,https://www.courtlistener.com/opinion/100975/de-la-mettrie-v-de-gasquet-james/
13,Hamburg American SS Co. v. Grube,1905-02-20,https://www.courtlistener.com/opinion/96207/hamburg-american-ss-co-v-grube/
