,names,dates,url
0,Hipp v. Babin,1857-02-17,https://www.courtlistener.com/opinion/87090/hipp-v-babin/
1,NLRB v. Raytheon Co.,1970-05-18,https://www.courtlistener.com/opinion/108147/nlrb-v-raytheon-co/
2,ICC v. Parker,1945-06-18,https://www.courtlistener.com/opinion/1116679/icc-v-parker/
3,Great Northern Life Ins. Co. v. Read,1944-04-24,https://www.courtlistener.com/opinion/103973/great-northern-life-ins-co-v-read/
4,"Planned Parenthood Assn. of Kansas City, Mo., Inc. v. Ashcroft",1983-06-15,https://www.courtlistener.com/opinion/110969/planned-parenthood-assn-of-kansas-city-mo-inc-v-ashcroft/
5,Village of Euclid v. Ambler Realty Co.,1926-11-22,https://www.courtlistener.com/opinion/100934/village-of-euclid-v-ambler-realty-co/
6,EC Term of Years Trust v. United States,2007-04-30,https://www.courtlistener.com/opinion/145736/ec-term-of-years-trust-v-united-states/
7,Walden v. Skinner,1880-03-29,https://www.courtlistener.com/opinion/90168/walden-v-skinner/
8,The Haytian Republic,1894-05-26,https://www.courtlistener.com/opinion/1087846/the-haytian-republic/
9,The Nonesuch,1870-03-14,https://www.courtlistener.com/opinion/88184/the-nonesuch/
10,Smith v. Ayer,1880-03-29,https://www.courtlistener.com/opinion/90130/smith-v-ayer/
11,Moe v. Confederated Salish and Kootenai Tribes of Flathead Reservation,1976-04-27,https://www.courtlistener.com/opinion/109436/moe-v-confederated-salish-and-kootenai-tribes-of-flathead-reservation/
12,"Retail Clerks v. Lion Dry Goods, Inc.",1962-02-26,https://www.courtlistener.com/opinion/106346/retail-clerks-v-lion-dry-goods-inc/
13,United States v. Brewer,1891-03-23,https://www.courtlistener.com/opinion/93013/united-states-v-brewer/
14,Hopkins v. Walker,1917-06-11,https://www.courtlistener.com/opinion/98989/hopkins-v-walker/
15,United States Ex Rel. Jaegeler v. Carusi,1952-01-28,https://www.courtlistener.com/opinion/104960/united-states-ex-rel-jaegeler-v-carusi/
16,Southern R. Co. v. Youngblood,1932-05-16,https://www.courtlistener.com/opinion/101928/southern-r-co-v-youngblood/
17,"Meritor Savings Bank, FSB v. Vinson",1986-06-19,https://www.courtlistener.com/opinion/111712/meritor-savings-bank-fsb-v-vinson/
18,TH Symington Co. v. National Malleable Casting Co.,1919-06-09,https://www.courtlistener.com/opinion/99437/th-symington-co-v-national-malleable-casting-co/
19,"Zabriskie v. Cleveland, C. & CR Co.",1860-03-26,https://www.courtlistener.com/opinion/87344/zabriskie-v-cleveland-c-cr-co/
