,names,dates,url
0,Alabama v. King & Boozer,1941-11-10,https://www.courtlistener.com/opinion/103545/alabama-v-king-boozer/
1,Curry v. United States,1941-11-10,https://www.courtlistener.com/opinion/103546/curry-v-united-states/
2,Pullman Co. v. Kansas Ex Rel. Coleman,1910-01-31,https://www.courtlistener.com/opinion/97151/pullman-co-v-kansas-ex-rel-coleman/
3,Watson v. State Comptroller of NY,1920-11-15,https://www.courtlistener.com/opinion/99649/watson-v-state-comptroller-of-ny/
4,Greenough v. Tax Assessors of Newport,1947-06-09,https://www.courtlistener.com/opinion/104437/greenough-v-tax-assessors-of-newport/
5,Rainier Brewing Co. v. Great Northern Pacific SS Co.,1922-05-15,https://www.courtlistener.com/opinion/2620885/rainier-brewing-co-v-great-northern-pacific-ss-co/
6,Farmers and Mechanics Sav. Bank of Minneapolis v. Minnesota,1914-02-24,https://www.courtlistener.com/opinion/98109/farmers-and-mechanics-sav-bank-of-minneapolis-v-minnesota/
7,DE Foote & Co. v. Stanley,1914-02-24,https://www.courtlistener.com/opinion/98107/de-foote-co-v-stanley/
8,Western Union Tel. Co. v. State Ex Rel. Coleman,1910-01-17,https://www.courtlistener.com/opinion/97150/western-union-tel-co-v-state-ex-rel-coleman/
9,Public Util. Comm'n of Cal. v. United States,1958-04-14,https://www.courtlistener.com/opinion/105631/public-util-commn-of-cal-v-united-states/
10,Detroit v. Murray Corp. of America,1958-04-07,https://www.courtlistener.com/opinion/105630/detroit-v-murray-corp-of-america/
11,Atkinson v. State Tax Comm'n of Ore.,1938-01-31,https://www.courtlistener.com/opinion/102948/atkinson-v-state-tax-commn-of-ore/
12,Storaasli v. Minnesota,1931-03-23,https://www.courtlistener.com/opinion/101703/storaasli-v-minnesota/
13,HANS REES'SONS v. No. Carolina,1931-04-13,https://www.courtlistener.com/opinion/101709/hans-reessons-v-no-carolina/
14,MeadWestvaco Corp. v. Illinois Department of Revenue,2008-04-15,https://www.courtlistener.com/opinion/145818/meadwestvaco-corp-v-illinois-department-of-revenue/
15,Cornell v. Coyne,1904-02-23,https://www.courtlistener.com/opinion/1087660/cornell-v-coyne/
16,Railroad Co. v. Fuller,1873-12-18,https://www.courtlistener.com/opinion/88769/railroad-co-v-fuller/
17,Rossi v. Pennsylvania,1915-06-01,https://www.courtlistener.com/opinion/98490/rossi-v-pennsylvania/
18,Michigan Central R. Co. v. Powers,1906-04-02,https://www.courtlistener.com/opinion/96439/michigan-central-r-co-v-powers/
19,Street v. Lincoln Safe Deposit Co.,1920-11-08,https://www.courtlistener.com/opinion/99645/street-v-lincoln-safe-deposit-co/
20,Western Union Telegraph Co. v. Pendleton,1887-05-27,https://www.courtlistener.com/opinion/91986/western-union-telegraph-co-v-pendleton/
21,Seven Cases of Eckman's Alternative v. United States,1916-01-10,https://www.courtlistener.com/opinion/98608/seven-cases-of-eckmans-alternative-v-united-states/
22,"Ferry v. Spokane, P. & SR Co.",1922-04-10,https://www.courtlistener.com/opinion/99955/ferry-v-spokane-p-sr-co/
23,Offutt Housing Co. v. Sarpy County,1956-05-28,https://www.courtlistener.com/opinion/105401/offutt-housing-co-v-sarpy-county/
24,Carter v. Virginia,1944-01-31,https://www.courtlistener.com/opinion/103931/carter-v-virginia/
25,Ratterman v. Western Union Telegraph Co.,1888-05-14,https://www.courtlistener.com/opinion/92269/ratterman-v-western-union-telegraph-co/
26,Home Savings Bank v. Des Moines,1907-04-22,https://www.courtlistener.com/opinion/96662/home-savings-bank-v-des-moines/
27,Clyde Mallory Lines v. Alabama Ex Rel. State Docks Comm'n,1935-12-09,https://www.courtlistener.com/opinion/102512/clyde-mallory-lines-v-alabama-ex-rel-state-docks-commn/
28,"Bank of California, NA v. Richardson",1919-01-27,https://www.courtlistener.com/opinion/99284/bank-of-california-na-v-richardson/
29,Diamond National Corp. v. State Equalization Bd.,1976-05-24,https://www.courtlistener.com/opinion/109426/diamond-national-corp-v-state-equalization-bd/
30,American Mfg. Co. v. St. Louis,1919-06-09,https://www.courtlistener.com/opinion/99442/american-mfg-co-v-st-louis/
31,General Motors Corp. v. District of Columbia,1965-04-27,https://www.courtlistener.com/opinion/107035/general-motors-corp-v-district-of-columbia/
32,Stoutenburgh v. Hennick,1889-01-14,https://www.courtlistener.com/opinion/92394/stoutenburgh-v-hennick/
33,Society for Sav. in Cleveland v. Bowers,1955-05-16,https://www.courtlistener.com/opinion/105304/society-for-sav-in-cleveland-v-bowers/
34,Pekao Trading Corp. v. George M. Bragalini,1960-12-05,https://www.courtlistener.com/opinion/106141/pekao-trading-corp-v-george-m-bragalini/
35,Penna. R. Co. v. PU Comm'n.,1936-04-27,https://www.courtlistener.com/opinion/102655/penna-r-co-v-pu-commn/
36,Hartford Accident & Indemnity Co. v. Illinois Ex Rel. McLaughlin,1936-04-27,https://www.courtlistener.com/opinion/102652/hartford-accident-indemnity-co-v-illinois-ex-rel-mclaughlin/
37,Wheeling Steel Corp. v. Fox,1936-05-18,https://www.courtlistener.com/opinion/102658/wheeling-steel-corp-v-fox/
38,Southern R. Co. v. Watts,1923-01-02,https://www.courtlistener.com/opinion/100094/southern-r-co-v-watts/
39,Johnson v. Haydel,1928-10-15,https://www.courtlistener.com/opinion/101329/johnson-v-haydel/
40,Foster-Fountain Packing Co. v. Haydel,1928-10-15,https://www.courtlistener.com/opinion/101328/foster-fountain-packing-co-v-haydel/
41,National Life Ins. Co. v. United States,1928-06-04,https://www.courtlistener.com/opinion/101322/national-life-ins-co-v-united-states/
42,Collins v. New Hampshire,1898-05-23,https://www.courtlistener.com/opinion/94895/collins-v-new-hampshire/
43,Schollenberger v. Pennsylvania,1898-05-23,https://www.courtlistener.com/opinion/94894/schollenberger-v-pennsylvania/
44,Schuylkill Trust Co. v. Pennsylvania,1935-11-11,https://www.courtlistener.com/opinion/102498/schuylkill-trust-co-v-pennsylvania/
