,top_words,top_words_from_mean,top_words_from_diff,most_relev_op
0,flaglor,deed,deed,87645
1,dippold,court,wife,87645
2,nailor,properti,convey,87645
3,goff,wife,husband,87645
4,turpin,convey,estat,87645
5,reeder,husband,properti,87645
6,bilsland,estat,titl,87645
7,shappirio,said,lot,87645
8,randel,land,said,87645
9,forsyth,upon,complain,87645
10,probat,case,creditor,87645
11,godey,v,bill,87645
12,ellicott,titl,purchas,87645
13,orphan,decre,decre,87645
14,neblett,bill,mortgag,87645
15,mine,defend,orphan,87645
16,townsend,made,execut,87645
17,campbel,plaintiff,possess,87645
18,handi,claim,premis,87645
19,lifter,complain,trust,87645
20,graeff,purchas,fraud,87645
21,mandevil,creditor,equiti,87645
22,silva,mortgag,land,87645
23,chanceri,execut,chanceri,87645
24,scrugg,lot,settlement,87645
25,clapp,parti,legaci,87645
26,hancock,possess,probat,87645
27,doyl,state,fraudul,87645
28,cotton,law,parti,87645
29,lea,evid,mine,87645
30,codicil,trust,made,87645
31,quarri,mr,real,87645
32,stickney,sale,deceas,87645
33,cca,equiti,debt,87645
34,mclaughlin,one,heir,87645
35,minifi,juri,william,87645
36,legaci,time,evid,87645
37,husband,may,doyl,87645
38,riddl,premis,miller,87645
39,robison,judgment,sale,87645
40,dull,fraud,acr,87645
41,deed,orphan,testat,87645
42,coupler,contract,money,87645
43,bid,appel,claim,87645
44,intox,debt,nailor,87645
45,dividend,record,flaglor,87645
46,yerington,except,grantor,87645
47,boat,money,account,87645
48,duffner,act,dippold,87645
49,eleonora,right,except,87645
50,hershfield,settlement,upon,87645
51,ore,fact,juri,87645
52,groundrent,interest,goff,87645
53,auction,person,appel,87645
54,trial,would,bilsland,87645
55,schley,trial,ness,87645
56,grayham,alleg,sum,87645
57,tallmadg,chanceri,turpin,87645
58,gallatin,mine,lien,87645
59,lode,account,chancellor,87645
60,pin,district,executor,87645
61,cattl,real,handi,87645
62,ralston,probat,answer,87645
63,wallack,paid,testimoni,87645
64,adjourn,fraudul,record,87645
65,gerson,order,reeder,87645
66,bridget,part,item,87645
67,elgar,error,name,87645
68,ruggl,william,marriag,87645
69,court,sum,son,87645
70,morsel,legaci,transact,87645
71,davi,2,columbia,87645
72,deceas,1,assigne,87645
73,madison,answer,advers,87645
74,mclean,issu,john,87645
75,shermanhardenberg,secur,alleg,87645
76,sherman,note,paid,87645
77,goldberg,deceas,shappirio,87645
78,miller,heir,time,87645
79,day,file,defend,87645
80,friez,question,verdict,87645
81,vattier,suit,townsend,87645
82,testat,taken,campbel,87645
83,sheehi,name,neblett,87645
84,delain,lien,randel,87645
85,altub,testimoni,children,87645
86,homestead,acr,secur,87645
87,boyd,amount,godey,87645
88,wife,valu,survey,87645
89,lanagan,make,wit,87645
90,travel,set,taken,87645
91,premis,circuit,truste,87645
92,brown,certif,silva,87645
93,metcalf,truste,voluntari,87645
94,bank,wit,sold,87645
95,mortgag,miller,forsyth,87645
96,lien,day,certif,87645
97,land,territori,clapp,87645
98,shaft,rep,tract,87645
99,ward,patent,feet,87645
100,convey,year,mr,87645
101,said,proceed,ellicott,87645
102,camac,verdict,eq,87645
103,locat,shall,father,87645
104,clara,must,marri,87645
105,fabel,appeal,gallatin,87645
106,lot,given,knowledg,87645
107,mckillican,testat,scrugg,87645
108,dolsen,receiv,bid,87645
109,vigelvhopp,john,mandevil,87645
110,session,appear,equit,87645
111,charlott,term,note,87645
112,executor,notic,lifter,87645
113,marriag,consider,hershfield,87645
114,ness,could,lea,87645
115,richold,transact,territori,87645
116,garrison,sold,graeff,87645
117,survey,payment,asid,87645
118,chancellor,survey,mari,87645
119,bond,caus,die,87645
120,rhode,object,set,87645
121,attend,appelle,robison,87645
122,eckington,opinion,riddl,87645
123,sick,bond,cattl,87645
124,bill,executor,hancock,87645
125,certif,doyl,wheaton,87645
126,dillon,grantor,stickney,87645
127,rutter,also,plaintiff,87645
128,patent,columbia,examin,87645
129,assigne,death,codicil,87645
130,complain,assigne,feign,87645
131,creditor,statut,legate,87645
132,trust,counti,represent,87645
133,cassimer,date,gift,87645
134,wallac,c,quarri,87645
135,sale,direct,davi,87645
136,orr,use,eleonora,87645
137,earn,w,tallmadg,87645
138,verdict,suffici,duffner,87645
139,ladi,respond,minifi,87645
140,son,new,mclean,87645
141,hooper,show,consider,87645
142,martin,3,lode,87645
143,kenaday,examin,mclaughlin,87645
144,potsdam,nailor,intox,87645
145,estat,first,dower,87645
146,corrobor,children,auction,87645
147,mile,tract,dull,87645
148,bulger,circumst,homestead,87645
149,stock,flaglor,ch,87645
150,possess,thereof,van,87645
151,claim,item,defraud,87645
152,tioga,suprem,one,87645
153,kirbi,action,appelle,87645
154,slaughter,follow,grante,87645
155,deputi,two,ore,87645
156,phipp,son,yerington,87645
157,kugler,instruct,suffici,87645
158,item,advers,valu,87645
159,properti,dippold,prove,87645
160,car,rule,subsequ,87645
161,prison,whether,given,87645
162,plantat,compani,death,87645
163,pemberton,held,notic,87645
164,commonlaw,prove,brockett,87645
165,veazi,grant,interest,87645
166,covcommonwealth,bank,aver,87645
167,indebt,knowledg,improv,87645
168,allstatt,might,thereof,87645
169,redman,purpos,griffith,87645
170,advers,legal,schley,87645
171,arizona,subsequ,gerson,87645
172,olmst,gener,dollar,87645
173,bliss,without,locat,87645
174,settlement,feet,coupler,87645
175,diem,equit,groundrent,87645
176,shoemak,chancellor,widow,87645
177,brockett,marriag,w,87645
178,dunda,proof,cca,87645
