,top_words,top_words_from_mean,top_words_from_diff,most_relev_op
0,baal,court,led2d,104135
1,stumpf,state,sct,104135
2,lagrand,v,us,104135
3,ree,sct,petition,104135
4,lesag,us,v,104135
5,bail,led2d,convict,104135
6,kaupp,case,constitut,104135
7,ashcraft,petition,sentenc,104135
8,penri,§,state,104135
9,mazzei,unit,crimin,104135
10,juvenil,constitut,see,104135
11,copyright,law,amend,104135
12,deport,see,trial,104135
13,partin,feder,feder,104135
14,maloney,trial,juri,104135
15,anastaplo,act,§,104135
16,church,amend,search,104135
17,flag,would,habea,104135
18,fior,juri,court,104135
19,vaccin,right,school,104135
20,polygraph,may,prison,104135
21,marihuana,district,offens,104135
22,milk,convict,polic,104135
23,induct,appeal,crime,104135
24,pardon,sentenc,violat,104135
25,miranda,u,id,104135
26,communist,respond,punish,104135
27,sipc,crimin,respond,104135
28,castilleja,statut,indict,104135
29,gvr,requir,protect,104135
30,kindler,defend,procedur,104135
31,theater,govern,arrest,104135
32,methadon,rule,dissent,104135
33,staula,evid,supra,104135
34,reck,upon,accus,104135
35,chessman,person,corpu,104135
36,loyd,question,requir,104135
37,chafin,one,speech,104135
38,spratt,congress,murder,104135
39,demo,power,judg,104135
40,tea,violat,challeng,104135
41,bund,id,process,104135
42,abe,public,juror,104135
43,coss,led,fourteenth,104135
44,lozada,offic,standard,104135
45,beeper,judgment,guilti,104135
46,harburi,reason,confess,104135
47,beamer,decis,religi,104135
48,film,judg,f2d,104135
49,burlingam,order,prosecut,104135
50,sheppard,protect,would,104135
51,darbel,justic,vote,104135
52,aldrich,whether,conduct,104135
53,libretti,opinion,polit,104135
54,satterli,offens,usc,104135
55,daisart,habea,grand,104135
56,yca,search,review,104135
57,tovar,claim,inform,104135
58,dna,supra,contempt,104135
59,subclaus,indict,elect,104135
60,snepp,issu,hear,104135
61,hamer,1,govern,104135
62,zeno,school,immun,104135
63,picket,author,imprison,104135
64,eeoc,crime,district,104135
65,braxton,new,educ,104135
66,passport,prison,ant,104135
67,mottram,process,legisl,104135
68,obscen,polic,reason,104135
69,vmi,shall,public,104135
70,dunston,appel,discrimin,104135
71,nowak,use,peopl,104135
72,muniz,proceed,offici,104135
73,amtrak,provid,1983,104135
74,maisenberg,gener,claus,104135
75,alvarado,mr,wit,104135
76,accardi,suprem,commit,104135
77,opium,fact,concur,104135
78,vossler,f2d,california,104135
79,bouldin,procedur,program,104135
80,overmy,punish,prohibit,104135
81,pilot,action,member,104135
82,cochran,time,prosecutor,104135
83,trademark,also,even,104135
84,school,must,racial,104135
85,ryland,review,evid,104135
86,siegert,dissent,race,104135
87,brigad,jurisdict,appeal,104135
88,amish,first,unconstitut,104135
89,raisin,charg,judici,104135
90,perniciaro,regul,warrant,104135
91,lard,determin,justic,104135
92,conspiraci,l,jeopardi,104135
93,royer,petit,testifi,104135
94,lsc,board,person,104135
95,biven,ed,obscen,104135
96,1367d,made,counsel,104135
97,lankford,legisl,negro,104135
98,intercept,counsel,liberti,104135
99,elector,section,deni,104135
100,iolta,without,rule,104135
101,magistr,usc,certiorari,104135
102,schiro,present,whether,104135
103,nsa,arrest,candid,104135
104,usoc,said,investig,104135
105,oath,2,eg,104135
106,tolan,could,conclud,104135
107,mcorp,n,fourth,104135
108,unemploy,applic,decis,104135
109,culomb,interest,system,104135
110,robinson,claus,freedom,104135
