,names,dates,url
0,New Jersey v. Anderson,1906-12-10,https://www.courtlistener.com/opinion/96546/new-jersey-v-anderson/
1,Barkley v. Levee Commissioners,1876-12-18,https://www.courtlistener.com/opinion/89372/barkley-v-levee-commissioners/
2,Broughton v. Pensacola,1876-12-18,https://www.courtlistener.com/opinion/89373/broughton-v-pensacola/
3,Western Union Telegraph Co. v. Pennsylvania,1961-12-04,https://www.courtlistener.com/opinion/106303/western-union-telegraph-co-v-pennsylvania/
4,Reitz v. Mealey,1941-11-10,https://www.courtlistener.com/opinion/103548/reitz-v-mealey/
5,Unio Pac. R. Co. v. United States,1941-10-13,https://www.courtlistener.com/opinion/103541/unio-pac-r-co-v-united-states/
6,United States v. AS Kreider Co.,1941-05-26,https://www.courtlistener.com/opinion/103540/united-states-v-as-kreider-co/
7,Alabama v. King & Boozer,1941-11-10,https://www.courtlistener.com/opinion/103545/alabama-v-king-boozer/
8,Oklahoma Ex Rel. Phillips v. Guy F. Atkinson Co.,1941-06-02,https://www.courtlistener.com/opinion/103544/oklahoma-ex-rel-phillips-v-guy-f-atkinson-co/
9,Curry v. United States,1941-11-10,https://www.courtlistener.com/opinion/103546/curry-v-united-states/
10,Rogers v. Ritter,1871-11-20,https://www.courtlistener.com/opinion/88395/rogers-v-ritter/
11,Villa v. Rodriguez,1871-11-13,https://www.courtlistener.com/opinion/88396/villa-v-rodriguez/
12,Atlantic Coast Line R. Co. v. Mazursky,1910-02-21,https://www.courtlistener.com/opinion/97158/atlantic-coast-line-r-co-v-mazursky/
13,Helvering v. Falk,1934-01-15,https://www.courtlistener.com/opinion/102193/helvering-v-falk/
14,Conley v. Ballinger,1910-01-31,https://www.courtlistener.com/opinion/97153/conley-v-ballinger/
15,Pullman Co. v. Kansas Ex Rel. Coleman,1910-01-31,https://www.courtlistener.com/opinion/97151/pullman-co-v-kansas-ex-rel-coleman/
16,Williams v. Union Central Life Ins. Co.,1934-01-15,https://www.courtlistener.com/opinion/102192/williams-v-union-central-life-ins-co/
17,King v. West Virginia,1910-01-31,https://www.courtlistener.com/opinion/97154/king-v-west-virginia/
18,Alaska Packers Assn. v. Pillsbury,1937-04-26,https://www.courtlistener.com/opinion/102813/alaska-packers-assn-v-pillsbury/
19,Houston v. Southwestern Bell Telephone Co.,1922-05-29,https://www.courtlistener.com/opinion/100015/houston-v-southwestern-bell-telephone-co/
20,Fidelity & Deposit Co. of Md. v. United States,1922-05-29,https://www.courtlistener.com/opinion/100012/fidelity-deposit-co-of-md-v-united-states/
21,Fidelity Title & Trust Co. v. United States,1922-05-29,https://www.courtlistener.com/opinion/100013/fidelity-title-trust-co-v-united-states/
22,Gt. No. Ry. v. Merchants Elev. Co.,1922-05-29,https://www.courtlistener.com/opinion/100011/gt-no-ry-v-merchants-elev-co/
23,Schaefer v. Werling,1903-02-23,https://www.courtlistener.com/opinion/95799/schaefer-v-werling/
24,United States v. Lynah,1903-02-23,https://www.courtlistener.com/opinion/95793/united-states-v-lynah/
25,United States v. Rickert,1903-02-23,https://www.courtlistener.com/opinion/95792/united-states-v-rickert/
26,Watson v. State Comptroller of NY,1920-11-15,https://www.courtlistener.com/opinion/99649/watson-v-state-comptroller-of-ny/
27,United States Ex Rel. Johnson v. Payne,1920-06-01,https://www.courtlistener.com/opinion/99603/united-states-ex-rel-johnson-v-payne/
28,Glover v. United States,1896-11-30,https://www.courtlistener.com/opinion/94543/glover-v-united-states/
29,Carothers v. Mayer,1896-11-30,https://www.courtlistener.com/opinion/94547/carothers-v-mayer/
30,Gonzales v. French,1896-11-30,https://www.courtlistener.com/opinion/94549/gonzales-v-french/
31,Central Railroad & Banking Co. v. Wright,1896-11-30,https://www.courtlistener.com/opinion/94548/central-railroad-banking-co-v-wright/
32,Williams v. Johnson,1915-12-20,https://www.courtlistener.com/opinion/98593/williams-v-johnson/
