,top_words,top_words_from_mean,top_words_from_diff,most_relev_op
0,milah,court,shawne,105175
1,plier,state,cheroke,105175
2,shawne,v,cotton,105175
3,town,compani,rico,105175
4,censu,case,milah,105175
5,issuer,act,commerc,105175
6,bale,law,plier,105175
7,beatriz,unit,porto,105175
8,urea,defend,bale,105175
9,lade,plaintiff,issuer,105175
10,cheroke,upon,beatriz,105175
11,bond,said,censu,105175
12,ferryboat,may,inspect,105175
13,porto,§,urea,105175
14,quinto,us,louisiana,105175
15,acid,sct,ferryboat,105175
16,16b,land,lade,105175
17,contempt,shawne,merger,105175
18,merger,commerc,gin,105175
19,butter,right,retard,105175
20,cotton,made,quinto,105175
21,rowel,petition,16b,105175
22,billiard,bond,signatur,105175
23,glover,properti,butter,105175
24,loan,l,acid,105175
25,loss,co,rowel,105175
26,penri,error,stock,105175
27,net,railroad,billiard,105175
28,inspect,u,liquid,105175
29,retard,judgment,glover,105175
30,parker,cheroke,penri,105175
31,theater,shall,town,105175
32,exemplif,new,compani,105175
33,rico,govern,indian,105175
34,fruehauf,tax,deduct,105175
35,penncentr,rule,exemplif,105175
36,lessor,stock,busi,105175
37,jawlev,busi,theater,105175
38,oleomargarin,cotton,fruehauf,105175
39,armor,patent,net,105175
40,draft,evid,penncentr,105175
41,car,would,jawlev,105175
42,gin,one,lessor,105175
43,stock,led,sentenc,105175
44,tax,congress,bond,105175
45,trent,mr,armor,105175
46,tug,order,parker,105175
47,stockhold,parti,oleomargarin,105175
48,land,rico,trent,105175
49,labor,louisiana,prison,105175
50,consigne,1,tribe,105175
51,sentenc,statut,sign,105175
52,indian,ct,mcgillin,105175
53,collis,claim,ginner,105175
54,puerto,corpor,el,105175
55,mcgillin,contract,hitch,105175
56,ginner,fact,contempt,105175
57,hitch,indian,safeti,105175
58,delicti,constitut,owner,105175
59,life,ed,loss,105175
60,pilotag,sentenc,delicti,105175
61,bill,respond,accid,105175
62,noninfring,within,stockhold,105175
63,warrantless,district,noninfring,105175
64,state,power,cessio,105175
65,cessio,rep,pilotag,105175
66,mental,decre,consigne,105175
67,navig,circuit,tug,105175
68,film,action,puerto,105175
69,reserv,sup,loan,105175
70,icc,issu,health,105175
71,machin,stat,168000,105175
72,cross,owner,code,105175
73,168000,regul,garcia,105175
74,tonnag,milah,fox,105175
75,garcia,appeal,warrantless,105175
76,rule,question,draft,105175
77,philadelphia,bank,203a2,105175
78,203a2,feder,pilot,105175
79,undercount,author,undercount,105175
80,alo,offic,reserv,105175
81,firearm,nation,alo,105175
82,beck,jurisdict,ladder,105175
83,said,porto,1912,105175
84,insur,amount,tonnag,105175
85,accid,2,sociedad,105175
86,sociedad,could,produc,105175
87,court,bill,plate,105175
88,signatur,bale,nation,105175
89,railway,payment,collis,105175
90,option,inspect,corpu,105175
91,bank,held,film,105175
92,liquid,plier,beck,105175
93,handlev,sale,handlev,105175
94,cattl,decis,mend,105175
95,mend,grant,mental,105175
96,1885,proceed,firearm,105175
97,pack,person,viacom,105175
98,1912,reason,transact,105175
99,water,time,maytin,105175
100,plate,section,icc,105175
101,testamentari,requir,chap,105175
102,allot,use,bonorum,105175
103,viacom,public,testamentari,105175
104,lamp,day,track,105175
105,commiss,town,machin,105175
106,maytin,loss,lamp,105175
107,deduct,deduct,group,105175
108,pictur,without,wisconsin,105175
109,presumpt,part,chewey,105175
110,enlist,lade,packag,105175
111,l,prison,life,105175
112,commerc,violat,1934,105175
113,bonorum,provid,libel,105175
114,prison,interest,accept,105175
115,1875,paid,stat,105175
116,mine,censu,patent,105175
117,man,york,booth,105175
118,chewey,issuer,cattl,105175
119,libel,whether,chicago,105175
120,premium,opinion,option,105175
121,louisiana,purpos,cross,105175
122,chicago,make,e—l,105175
123,el,code,pack,105175
124,decre,board,regul,105175
125,secretari,commiss,evennumb,105175
126,divest,reserv,divest,105175
127,ranch,charg,carryov,105175
128,ordin,beatriz,cush,105175
129,mitig,present,man,105175
130,tribe,carrier,ranch,105175
131,california,effect,affidavit,105175
132,copi,3,philadelphia,105175
133,inmat,urea,railway,105175
134,judgment,suit,enlist,105175
135,evennumb,caus,deliveri,105175
136,e—l,amend,highway,105175
137,inclus,railway,1885,105175
138,carryov,sign,handcuf,105175
139,creditor,gener,reo,105175
140,prejudic,provis,presumpt,105175
141,patent,articl,pictur,105175
142,privat,sum,accuraci,105175
143,cush,stockhold,finnel,105175
144,ticket,oper,transfer,105175
145,vessel,liquid,greensboro,105175
146,unit,judg,passeng,105175
147,handcuf,place,prohibit,105175
148,gift,merger,hall,105175
149,daughter,net,barlow,105175
150,reo,writ,allot,105175
151,greensboro,secretari,copi,105175
152,claimant,find,sixti,105175
153,picket,juri,conduct,105175
154,finnel,secur,articl,105175
155,barlow,duti,ownership,105175
156,defend,11,bellevil,105175
157,georgia,5,kumbl,105175
158,disabl,origin,11,105175
159,bellevil,tribe,seymour,105175
160,sign,interst,acquisit,105175
161,10000,agent,gate,105175
162,murder,signatur,sec,105175
163,origin,ferryboat,railroad,105175
164,steamer,trial,central,105175
165,slave,two,inclus,105175
166,american,c,1911,105175
167,fox,car,patente,105175
168,strickland,transfer,capit,105175
169,warden,4,mitig,105175
170,street,produc,ammunit,105175
171,kumbl,per,corros,105175
172,owner,retard,credit,105175
173,comput,gin,directori,105175
174,seventh,accept,fruehaufseymour,105175
175,ed,see,premium,105175
176,deliveri,loan,strickland,105175
177,order,transact,farm,105175
178,parti,receiv,imprison,105175
179,profit,must,juli,105175
180,adjust,alleg,launder,105175
181,search,6,car,105175
182,accept,prohibit,consignor,105175
183,grant,therefor,quarri,105175
184,employe,quinto,tribal,105175
185,corpu,employe,cut,105175
186,carrier,liabil,eighth,105175
187,evid,limit,owen,105175
188,review,also,inmat,105175
189,credit,collect,gift,105175
190,habea,deliv,guest,105175
191,corpor,conduct,tag,105175
192,seymour,except,basil,105175
193,public,acid,signer,105175
194,busi,term,comput,105175
195,corros,affirm,hondo,105175
196,guest,butter,open,105175
197,ammunit,16b,bethlehem,105175
198,quarri,attorney,slave,105175
199,railroad,result,lamoil,105175
200,compani,r,maintain,105175
201,drawe,libel,drawe,105175
202,pilot,justic,seventh,105175
203,launder,supra,25000000,105175
204,tribal,refus,191150,105175
205,contract,contempt,read,105175
206,fruehaufseymour,counsel,sum,105175
207,guid,labor,daughter,105175
208,1942,money,agent,105175
209,convict,life,govern,105175
210,read,protect,warden,105175
211,tag,citi,freedmen,105175
212,collect,good,tabl,105175
213,gate,rowel,hotel,105175
214,sixti,lessor,led,105175
215,sanction,practic,ticket,105175
216,river,7,portwarden,105175
217,increas,titl,bankhead,105175
218,signer,corpu,enid,105175
219,bankruptci,refer,10000,105175
220,telephon,accid,violat,105175
221,interst,n,sheer,105175
222,duti,determin,revenu,105175
223,coupon,billiard,theatr,105175
224,new,vessel,carrier,105175
225,hotel,applic,watergaug,105175
226,wisconsin,safeti,rep,105175
227,render,10,1910,105175
228,basil,revenu,guid,105175
229,theatr,transport,delia,105175
230,v,capit,collect,105175
231,owen,glover,vibrat,105175
232,regul,account,piec,105175
233,jersey,render,1875,105175
234,hondo,taken,replac,105175
235,packag,year,navig,105175
236,parcel,penri,lockhart,105175
237,neglig,enforc,cook,105175
238,treasur,parker,payment,105175
239,circuit,employ,picket,105175
240,attorney,impos,disabl,105175
241,lamoil,review,bessett,105175
242,freedmen,chicago,financi,105175
243,track,condit,holder,105175
244,oper,juli,enrol,105175
245,piec,insur,void,105175
246,room,motion,new,105175
247,25000000,first,illinoi,105175
248,book,health,punish,105175
249,day,illinoi,rigsbi,105175
250,191150,object,hope,105175
251,pound,valid,rain,105175
252,sale,found,voluntari,105175
253,hall,theater,5151,105175
254,sec,servic,landslid,105175
255,1911,exemplif,secretari,105175
256,articl,direct,imit,105175
257,sheer,chap,dunman,105175
258,york,certif,origin,105175
259,produc,credit,paper,105175
260,ladder,name,ort,105175
261,booth,15,prevent,105175
262,valid,possess,manuel,105175
263,board,usca,pesbas,105175
264,tabl,purchas,orlean,105175
265,tobacco,subject,arbridg,105175
266,committe,draft,yznaga,105175
267,juli,track,vallevharrison,105175
268,bankhead,judici,chromat,105175
269,replac,privat,supremaci,105175
270,enid,date,biddl,105175
271,sect,fruehauf,dickson,105175
272,portwarden,penncentr,book,105175
273,privileg,death,inspector,105175
274,eighth,brought,cash,105175
275,lockhart,water,telephon,105175
276,health,jawlev,privat,105175
277,hope,show,refus,105175
278,govern,8,biswel,105175
279,watergaug,oleomargarin,rule,105175
280,account,affidavit,god,105175
281,lot,record,steamer,105175
