,top_words,top_words_from_mean,top_words_from_diff,most_relev_op
0,flaglor,court,transport,97009
1,overdraft,state,earn,97009
2,czaplicki,v,port,97009
3,leetch,act,flaglor,97009
4,toolco,case,compens,97009
5,sip,unit,tax,97009
6,x,tax,rate,97009
7,blockad,compani,overdraft,97009
8,bank,upon,consigne,97009
9,schooner,said,czaplicki,97009
10,icc,law,leetch,97009
11,rodney,§,perjuri,97009
12,ga,plaintiff,amount,97009
13,marstel,statut,alaska,97009
14,acquitt,petition,mandamu,97009
15,waialua,u,indict,97009
16,allot,contract,jeopardi,97009
17,opelika,made,toolco,97009
18,acri,shall,sip,97009
19,vendo,us,gross,97009
20,sprint,l,x,97009
21,vara,govern,indors,97009
22,kerper,may,rodney,97009
23,widow,appeal,incom,97009
24,philbrick,sct,marstel,97009
25,mallion,railroad,waialua,97009
26,writ,bond,bond,97009
27,invoic,defend,goat,97009
28,setoff,would,blockad,97009
29,counti,judgment,opelika,97009
30,communist,amount,charg,97009
31,red,respond,injuri,97009
32,hair,co,acri,97009
33,alaska,properti,vendo,97009
34,ft,ct,kerper,97009
35,indors,mr,sprint,97009
36,perjuri,section,mallion,97009
37,twa,claim,vara,97009
38,copyright,one,philbrick,97009
39,adamson,rate,icc,97009
40,disc,land,govern,97009
41,treati,evid,acquitt,97009
42,goat,circuit,mile,97009
43,consigne,district,ft,97009
44,mortgag,commiss,california,97009
45,maroney,ed,assess,97009
46,toll,sup,offens,97009
47,extradit,question,overpay,97009
48,intox,error,setoff,97009
49,wiley,writ,schooner,97009
50,port,fact,vessel,97009
51,summon,juri,twa,97009
52,premium,charg,statut,97009
53,steamer,right,red,97009
54,headlight,parti,adamson,97009
55,871165,issu,disc,97009
56,vacat,order,allot,97009
57,polygraph,year,intox,97009
58,mandamu,author,cross,97009
59,mile,transport,hair,97009
60,bankruptci,1,respond,97009
61,hour,counti,railroad,97009
62,court,power,maroney,97009
63,warger,compens,year,97009
64,lien,requir,treati,97009
65,citi,offic,carrier,97009
66,stolen,vessel,draft,97009
67,improv,receiv,871165,97009
68,wool,opinion,wiley,97009
69,iub,person,invoic,97009
70,cross,within,fire,97009
71,epa,time,headlight,97009
72,overpay,provis,doubl,97009
73,cooperag,action,warger,97009
74,prieta,use,polygraph,97009
75,abduct,provid,gun,97009
76,tax,led,widow,97009
77,leagu,rule,commission,97009
78,suborn,indict,iub,97009
79,contract,interest,writ,97009
80,§302,rep,neglig,97009
81,wagon,bank,prieta,97009
82,herd,trial,communist,97009
83,incom,stat,cooperag,97009
84,magrud,commission,hour,97009
85,362a7,board,extradit,97009
86,rd,justic,petition,97009
87,10b—5,port,abduct,97009
88,gun,whether,§302,97009
89,earn,assess,1862,97009
90,indict,jurisdict,suborn,97009
91,road,new,stolen,97009
92,wynnjohnson,incom,bta,97009
93,8146,commerc,publish,97009
94,jeopardi,carrier,362a7,97009
95,insur,bill,ga,97009
96,california,constitut,10b—5,97009
97,meig,gener,rd,97009
98,enlist,appel,wagon,97009
99,taxcollector,regul,receiv,97009
100,pacif,decis,testifi,97009
101,neglig,file,enlist,97009
102,bond,citi,pacif,97009
103,station,corpor,unit,97009
104,environment,reason,herd,97009
105,juror,paid,compani,97009
106,agreement,congress,wynnjohnson,97009
107,dividend,proceed,consular,97009
108,commiss,part,magrud,97009
109,fidel,feder,8146,97009
110,terwillig,earn,epa,97009
111,norri,secur,cca,97009
112,certif,term,errvjam,97009
113,network,injuri,wool,97009
114,japan,pay,meig,97009
115,mulhal,2,toll,97009
116,bta,without,steamer,97009
117,vessel,make,taxcollector,97009
118,fire,present,commiss,97009
119,606b,purpos,tariff,97009
120,trust,must,terwillig,97009
121,sitio,c,defici,97009
122,kownslar,effect,boe,97009
123,juan,public,return,97009
124,trinz,duti,mulhal,97009
125,salen,california,concess,97009
126,share,busi,act,97009
127,2273,estat,606b,97009
128,compens,servic,fidel,97009
129,boe,offens,juan,97009
130,452203,suit,kownslar,97009
131,oravitz,therefor,leagu,97009
132,soutter,account,contract,97009
133,highway,damag,network,97009
134,juri,p,petitionersvunit,97009
135,children,see,loan,97009
136,holt,certif,disburs,97009
137,concess,could,environment,97009
138,stewart,interst,certif,97009
139,debt,first,trinz,97009
140,comb,payment,salen,97009
141,renew,grant,coloni,97009
142,alpaca,record,2273,97009
143,custom,due,452203,97009
144,montana,3,account,97009
145,broadcast,mandamu,highway,97009
146,comptrol,given,sitio,97009
147,hillsid,return,oravitz,97009
148,boiler,mortgag,comb,97009
149,minnesota,appear,vacat,97009
150,servic,good,premium,97009
151,state,money,norri,97009
152,estat,treati,dollar,97009
153,agua,sum,chamber,97009
154,plan,determin,copyright,97009
155,railroad,debt,stat,97009
156,coloni,also,japan,97009
157,arpent,territori,trade,97009
158,king,insur,counti,97009
159,carrier,day,summon,97009
160,land,note,soutter,97009
161,obscen,judg,pipe,97009
162,wood,motion,boiler,97009
163,bankvomaha,caus,wood,97009
164,entry——,bankruptci,1913,97009
165,shoup,taken,alpaca,97009
166,retir,per,lien,97009
167,maryland,held,bankruptci,97009
168,price,f2d,guilti,97009
169,1904,agreement,bind,97009
170,said,neglig,hillsid,97009
171,territori,sale,station,97009
172,consul,lien,comptrol,97009
173,defici,subject,incompet,97009
174,1853,place,secur,97009
175,26b1,work,veteran,97009
176,mccarranferguson,violat,agua,97009
177,ice,employ,oklahoma,97009
178,jane,alleg,entry——,97009
179,incompet,owner,bankvomaha,97009
180,oklahoma,construct,shoup,97009
181,traffic,decre,indebted,97009
182,petition,take,conspiraci,97009
183,clarif,petit,taxabl,97009
184,petitionersvunit,suprem,rex,97009
185,tariff,statement,dividend,97009
186,stockslag,gross,1895,97009
