CLid,indegree,l_pagerank,age
1087620,0,-8.23664717597,2
1087659,1,-7.62146153688,23
1087736,0,-8.23664717597,31
1087764,1,-6.33952719109,16
1087976,0,-8.23664717597,40
1101065,0,-8.23664717597,42
1101108,0,-8.23664717597,42
1101120,1,-6.33952719109,42
1101123,1,-7.17321939942,42
1101126,0,-8.23664717597,42
1101162,1,-7.43423322479,42
1101164,0,-8.23664717597,42
1119427,1,-6.33952719109,50
1119486,1,-6.33952719109,50
1143192,1,-6.60054101645,50
1158864,0,-8.23664717597,4
1299599,0,-8.23664717597,68
1299604,0,-8.23664717597,64
1299616,0,-8.23664717597,67
1299622,0,-8.23664717597,64
1299628,0,-8.23664717597,68
1299643,0,-8.23664717597,68
1300133,0,-8.23664717597,64
1300139,0,-8.23664717597,62
1300161,1,-6.33952719109,67
1300165,0,-8.23664717597,67
1303430,1,-6.33952719109,67
1303451,0,-8.23664717597,65
1303460,1,-6.33952719109,66
1303466,0,-8.23664717597,65
1303472,0,-8.23664717597,69
1303477,0,-8.23664717597,65
1303496,1,-6.33952719109,68
1303501,0,-8.23664717597,67
1303508,0,-8.23664717597,70
1303513,0,-8.23664717597,69
1303519,0,-8.23664717597,75
1303525,0,-8.23664717597,65
1303532,0,-8.23664717597,65
1303537,0,-8.23664717597,67
1303592,0,-8.23664717597,68
1303599,0,-8.23664717597,65
1303605,0,-8.23664717597,64
1303625,0,-8.23664717597,63
1303682,0,-8.23664717597,69
1303689,0,-8.23664717597,65
1303693,0,-8.23664717597,63
1303706,0,-8.23664717597,70
1303711,0,-8.23664717597,78
1303716,0,-8.23664717597,67
1303722,0,-8.23664717597,67
1303728,0,-8.23664717597,70
1304342,0,-8.23664717597,78
1304346,0,-8.23664717597,68
1304349,1,-6.33952719109,68
1306761,1,-6.33952719109,67
1318977,2,-7.25288680215,13
1327335,0,-8.23664717597,24
1327338,0,-8.23664717597,24
1370564,1,-8.04396283214,10
1383887,1,-6.33952719109,14
1390946,1,-7.43423322478,46
1394575,0,-8.23664717597,46
1394601,0,-8.23664717597,46
1394610,1,-6.33952719109,46
1611707,1,-6.33952719109,28
1614072,1,-6.33952719109,28
1615134,1,-6.33952719109,28
1619945,0,-8.23664717597,28
1655414,2,-7.51272833674,44
1688164,0,-8.23664717597,6
1691871,0,-8.23664717597,36
1765367,1,-6.33952719109,9
1765468,1,-6.33952719109,9
1783525,1,-6.33952719109,9
2011405,1,-6.33952719109,15
2012204,1,-6.33952719109,15
2012233,1,-6.33952719109,15
2095284,0,-8.23664717597,64
2096950,0,-8.23664717597,64
2098227,0,-8.23664717597,64
2158753,0,-8.23664717597,62
2160646,0,-8.23664717597,66
2213364,0,-8.23664717597,61
2215103,0,-8.23664717597,64
2216108,0,-8.23664717597,65
2217721,0,-8.23664717597,62
2218550,0,-8.23664717597,64
2219105,0,-8.23664717597,64
2219671,0,-8.23664717597,62
2220154,0,-8.23664717597,64
2220732,0,-8.23664717597,64
2223136,0,-8.23664717597,61
2224213,0,-8.23664717597,64
2224796,0,-8.23664717597,62
2225264,0,-8.23664717597,61
2225895,0,-8.23664717597,63
2228460,0,-8.23664717597,62
2229179,0,-8.23664717597,65
2229888,0,-8.23664717597,63
2230740,0,-8.23664717597,65
2232416,0,-8.23664717597,61
2273280,0,-8.23664717597,64
2346358,0,-8.23664717597,63
2347065,0,-8.23664717597,64
2351149,0,-8.23664717597,64
2381610,0,-8.23664717597,74
2381613,0,-8.23664717597,71
2381617,0,-8.23664717597,72
2381620,0,-8.23664717597,76
2381633,0,-8.23664717597,78
2381641,0,-8.23664717597,73
2381644,0,-8.23664717597,72
