CLid,indegree,l_pagerank,age
1087659,0,-7.71144589215,3
1087736,0,-7.71144589215,11
1087976,0,-7.71144589215,20
1101065,0,-7.71144589215,22
1101108,0,-7.71144589215,22
1101120,1,-5.81432590727,22
1101123,1,-6.6480181156,22
1101126,0,-7.71144589215,22
1101162,1,-6.90903194097,22
1101164,0,-7.71144589215,22
1119427,1,-5.81432590727,30
1119486,1,-5.81432590727,30
1143192,1,-6.07533973264,30
1299599,0,-7.71144589215,48
1299604,0,-7.71144589215,44
1299616,0,-7.71144589215,47
1299622,0,-7.71144589215,44
1299628,0,-7.71144589215,48
1299643,0,-7.71144589215,48
1300133,0,-7.71144589215,44
1300139,0,-7.71144589215,42
1300161,1,-5.81432590727,47
1300165,0,-7.71144589215,47
1303430,1,-5.81432590727,47
1303451,0,-7.71144589215,45
1303460,1,-5.81432590727,46
1303466,0,-7.71144589215,45
1303472,0,-7.71144589215,49
1303477,0,-7.71144589215,45
1303496,1,-5.81432590727,48
1303501,0,-7.71144589215,47
1303508,0,-7.71144589215,50
1303513,0,-7.71144589215,49
1303519,0,-7.71144589215,55
1303525,0,-7.71144589215,45
1303532,0,-7.71144589215,45
1303537,0,-7.71144589215,47
1303592,0,-7.71144589215,48
1303599,0,-7.71144589215,45
1303605,0,-7.71144589215,44
1303625,0,-7.71144589215,43
1303682,0,-7.71144589215,49
1303689,0,-7.71144589215,45
1303693,0,-7.71144589215,43
1303706,0,-7.71144589215,50
1303711,0,-7.71144589215,58
1303716,0,-7.71144589215,47
1303722,0,-7.71144589215,47
1303728,0,-7.71144589215,50
1304342,0,-7.71144589215,58
1304346,0,-7.71144589215,48
1304349,1,-5.81432590727,48
1306761,1,-5.81432590727,47
1327335,0,-7.71144589215,4
1327338,0,-7.71144589215,4
1390946,1,-6.90903194097,26
1394575,0,-7.71144589215,26
1394601,0,-7.71144589215,26
1394610,1,-5.81432590727,26
1611707,1,-5.81432590727,8
1614072,1,-5.81432590727,8
1615134,1,-5.81432590727,8
1619945,0,-7.71144589215,8
1655414,2,-6.98752705293,24
1691871,0,-7.71144589215,16
2095284,0,-7.71144589215,44
2096950,0,-7.71144589215,44
2098227,0,-7.71144589215,44
2158753,0,-7.71144589215,42
2160646,0,-7.71144589215,46
2213364,0,-7.71144589215,41
2215103,0,-7.71144589215,44
2216108,0,-7.71144589215,45
2217721,0,-7.71144589215,42
2218550,0,-7.71144589215,44
2219105,0,-7.71144589215,44
2219671,0,-7.71144589215,42
2220154,0,-7.71144589215,44
2220732,0,-7.71144589215,44
2223136,0,-7.71144589215,41
2224213,0,-7.71144589215,44
2224796,0,-7.71144589215,42
2225264,0,-7.71144589215,41
2225895,0,-7.71144589215,43
2228460,0,-7.71144589215,42
2229179,0,-7.71144589215,45
2229888,0,-7.71144589215,43
2230740,0,-7.71144589215,45
2232416,0,-7.71144589215,41
2273280,0,-7.71144589215,44
2346358,0,-7.71144589215,43
2347065,0,-7.71144589215,44
2351149,0,-7.71144589215,44
2381610,0,-7.71144589215,54
2381613,0,-7.71144589215,51
2381617,0,-7.71144589215,52
2381620,0,-7.71144589215,56
2381633,0,-7.71144589215,58
2381641,0,-7.71144589215,53
2381644,0,-7.71144589215,52
2381647,1,-5.81432590727,72
2381650,0,-7.71144589215,52
2381653,0,-7.71144589215,52
2381656,0,-7.71144589215,52
2381659,0,-7.71144589215,51
2381663,0,-7.71144589215,51
2381666,0,-7.71144589215,55
