CLid,indegree,l_pagerank,age
100000,1,-10.6412834483,18
100001,0,-10.7315303261,18
100002,2,-10.6464563757,18
100003,1,-10.6093272148,18
100004,4,-10.4374017178,18
100005,2,-10.5621995743,18
100006,4,-10.1106259363,18
100007,12,-9.7849043498,18
100008,0,-10.7315303261,18
100009,12,-9.86190312165,18
100010,11,-10.0188479382,18
100011,19,-9.50638855621,18
100012,1,-10.6987445026,18
100013,4,-10.2164600694,18
100014,4,-10.3856375445,18
100015,8,-10.0274459398,18
100016,2,-10.4374031621,18
100017,0,-10.7315303261,18
100018,22,-8.96045777076,18
100019,0,-10.7315303261,18
100020,14,-9.47871901684,18
100021,3,-10.4773799418,18
100022,8,-9.97016779224,18
100023,11,-9.95184145679,18
100024,2,-10.6183344372,18
100025,13,-9.73968742501,18
100026,1,-10.6797683916,18
100027,0,-10.7315303261,18
100028,4,-10.1891597646,18
100029,1,-10.3773585124,18
100030,5,-10.366511262,18
100031,1,-10.7142855581,18
100032,4,-10.1234589653,18
100033,2,-10.5861210255,18
100034,3,-10.6490622986,18
100035,5,-10.4026327779,18
100036,3,-10.4855394605,18
100037,6,-10.4141517827,18
100038,3,-10.174369904,18
100039,13,-10.1431890116,18
100040,10,-10.0600095956,18
100041,0,-10.7315303261,18
100042,7,-10.2538246423,18
100043,1,-10.4789620337,18
100044,5,-10.3306215416,18
100045,1,-10.6125537476,18
100046,2,-10.5476112276,18
100047,0,-10.7315303261,18
100048,0,-10.7315303261,18
100049,1,-10.6570977314,18
100050,0,-10.7315303261,18
100051,2,-10.1974359415,18
100052,6,-10.4063797506,18
100053,11,-10.1627961445,18
100054,8,-10.191401293,18
100055,13,-9.38422811214,18
100056,1,-10.6883646398,18
100057,0,-10.7315303261,18
100058,1,-10.6470261733,18
100059,9,-9.63849184652,18
100060,1,-10.6851002283,18
100061,17,-9.81110610649,18
100062,5,-10.2290256699,18
100063,21,-9.69564478805,18
100064,15,-9.65291998643,18
100065,3,-10.5174911265,18
100066,5,-10.2101498603,18
100067,0,-10.7315303261,18
100068,3,-10.2530356666,18
100069,0,-10.7315303261,18
100070,3,-10.3117220798,18
100071,5,-9.91604194186,18
100072,14,-9.73811233046,18
100073,3,-9.95219448268,18
100074,3,-10.100178925,18
100075,6,-10.0997616017,18
100076,10,-10.2369522651,18
100077,6,-10.2480828191,18
100078,7,-10.297112977,18
100079,12,-10.1567940693,18
100080,0,-10.7315303261,18
100081,7,-10.1195503242,17
100082,1,-10.6388795348,17
100083,10,-10.0928278874,17
100084,4,-9.49559920969,17
100085,0,-10.7315303261,17
100086,5,-10.4280955471,17
100087,2,-10.650336766,17
100088,8,-9.64339971307,17
100089,2,-10.4236000929,17
100090,3,-10.4717423585,17
100091,5,-9.73523892377,17
100092,2,-10.1729039953,17
100093,9,-10.064010382,17
100094,15,-10.0655747619,17
100095,0,-10.7315303261,17
100096,11,-9.75626794408,17
100097,1,-10.6499503391,17
100098,0,-10.7315303261,17
100099,4,-10.5586830349,17
100100,3,-10.2693050234,17
100101,2,-10.6778962809,17
100102,1,-10.6748352608,17
100103,10,-8.95279293294,17
100104,0,-10.7315303261,17
100105,11,-9.86172718416,17
100106,1,-10.6499503391,17
100107,0,-10.7315303261,17
100108,1,-10.69428113,17
100109,0,-10.7315303261,17
100110,1,-10.4820694665,18
100111,0,-10.7315303261,18
100112,0,-10.7315303261,18
100113,0,-10.7315303261,18
100115,1,-10.6414184443,17
100116,0,-10.7315303261,17
100117,0,-10.7315303261,17
100118,2,-10.4469563408,17
100119,5,-10.1565287615,17
100120,3,-10.4360418726,17
100121,8,-9.91769250515,17
100122,11,-10.0391750277,17
100123,8,-10.0588366184,17
100124,3,-10.3323030922,17
100125,5,-10.3750275231,17
100126,1,-10.6504366647,17
100127,3,-10.3459242207,17
100128,1,-10.6901998895,17
100129,1,-10.6015751253,17
100130,4,-10.4883224046,17
100131,11,-9.67751054106,17
100132,7,-10.349409729,17
100133,4,-10.4401908158,17
100134,2,-10.5917722637,17
100135,3,-10.2522748549,17
100136,40,-8.85581758914,17
100137,4,-10.0042850811,17
100138,6,-9.79017890379,17
100139,2,-10.5880897122,17
100140,6,-10.0911448541,17
100141,0,-10.7315303261,17
100142,6,-10.2496965521,17
100143,5,-10.4119483535,17
100144,6,-10.4098527755,17
100145,2,-10.6523940649,17
100146,1,-10.69685968,17
100147,20,-9.03328741401,17
100148,1,-10.5510859824,17
100149,22,-9.13880550444,17
100150,1,-10.7040215607,17
100151,1,-10.3773585124,17
100152,0,-10.7315303261,17
100153,0,-10.7315303261,17
100154,0,-10.7315303261,17
100155,1,-10.6145881586,17
100156,6,-9.49124307102,17
100157,1,-10.6797683916,17
100158,6,-9.53485610651,17
100159,0,-10.7315303261,17
100160,0,-10.7315303261,17
100161,10,-10.3357310622,17
100162,8,-10.2652195173,17
100163,2,-10.3279283129,17
100164,5,-9.95818297938,17
100165,2,-10.5287903263,17
100166,1,-10.6288626739,17
100167,4,-10.5058010036,17
100168,21,-9.53080684681,17
100169,1,-10.3923830991,17
100170,0,-10.7315303261,17
100171,0,-10.7315303261,17
100172,1,-10.5828265803,17
100173,5,-9.88610464611,17
100174,0,-10.7315303261,17
100175,9,-9.96379581816,17
100176,5,-10.2406784756,17
100177,0,-10.7315303261,17
100178,14,-9.7860505996,17
100179,10,-9.73848696919,17
100180,11,-9.73137524367,17
100181,27,-9.59656492553,17
100182,0,-10.7315303261,17
100183,1,-10.6570977314,17
100184,1,-10.3773585124,17
100185,5,-9.76834556097,17
100186,8,-9.705883973,17
100187,0,-10.7315303261,17
100188,16,-9.81662933085,17
100189,14,-9.77784356258,17
100190,4,-10.0198767594,17
100192,0,-10.7315303261,17
100193,1,-10.3773585124,17
100194,0,-10.7315303261,17
100195,6,-9.95424863834,17
100196,2,-10.6203956075,17
100197,15,-9.99057891439,17
100198,1,-10.6398331321,17
100199,5,-10.1614042261,17
100200,5,-10.0811602163,17
100201,1,-10.6357774423,17
100202,3,-10.5816314778,17
100203,2,-10.5904461208,17
100204,2,-10.562472071,17
100205,2,-10.5021484707,17
100206,1,-10.6978285252,17
100207,22,-9.81651580794,17
100208,8,-10.0224856829,17
100209,2,-10.5933874057,17
100210,0,-10.7315303261,17
100211,3,-10.3056815936,17
100212,4,-10.2933329101,17
100213,1,-10.5941640509,17
100214,5,-10.3831874041,17
100215,5,-10.1255759591,17
100217,0,-10.7315303261,17
100218,3,-10.3067733638,17
100219,1,-10.6192011412,17
100220,21,-9.66145834771,17
100221,10,-9.88243821851,17
100222,12,-9.83765370214,17
100223,5,-9.99229303211,17
100224,6,-10.1570034314,17
100225,3,-10.4767055922,17
100226,6,-9.93521195341,17
100227,0,-10.7315303261,17
100228,1,-10.6305544088,17
100229,2,-10.4099061934,17
100230,2,-10.4180285434,17
100231,3,-10.6172632421,17
100232,10,-9.7524027011,17
100233,17,-9.77034102221,17
100234,3,-10.3093184646,17
100235,9,-10.1590840193,17
100236,3,-10.2389229827,17
100237,11,-9.94823341596,17
100239,6,-10.2042943097,17
100240,26,-9.41570575566,17
100241,2,-10.5199728295,17
100242,1,-10.5388459823,17
100243,3,-10.3277249674,17
100244,2,-10.5111054671,17
100245,22,-9.8062265979,17
100246,16,-9.7750601843,17
100247,8,-10.4299812656,17
100249,11,-10.0118378733,17
100250,3,-10.3032622857,17
100251,0,-10.7315303261,17
100252,6,-10.4691474413,17
100253,7,-9.95942069617,17
100254,29,-9.53261598841,17
100256,7,-10.1061142186,17
100257,8,-10.263760834,16
100258,1,-10.6797683916,16
100259,5,-9.18182426344,17
100260,0,-10.7315303261,17
100262,4,-10.2467691781,17
100263,7,-10.116562228,17
100264,16,-9.64986341489,17
100265,3,-10.3209204167,17
100266,1,-10.6573480908,17
100267,0,-10.7315303261,17
100268,1,-10.4820694665,17
100269,1,-10.5652854418,17
100270,5,-10.092028371,17
100271,2,-10.6931977746,17
100272,0,-10.7315303261,17
100273,0,-10.7315303261,17
100274,1,-10.6666849808,17
100275,20,-9.57827541286,17
100276,3,-10.2383478591,17
100277,2,-10.6050032199,17
100278,2,-10.6489598598,17
100279,10,-9.85376523236,17
100280,12,-9.81482622365,17
100281,1,-10.7014021921,17
100282,1,-10.6440433243,17
100283,7,-9.73724153384,17
100284,11,-9.04563951113,17
100285,2,-10.0665540225,17
100286,1,-10.3773585124,17
100287,35,-9.2557191399,17
100288,3,-10.490607043,17
100289,3,-10.2915184862,17
100290,6,-9.89002477583,17
100291,0,-10.7315303261,17
100292,3,-10.4589966778,17
100293,8,-10.0433080749,17
100294,3,-10.6074850037,17
100295,19,-9.45243095995,17
100296,6,-10.3746101153,17
100297,4,-10.4105241213,17
100298,0,-10.7315303261,17
100299,12,-9.5767871315,17
100300,0,-10.7315303261,17
100301,1,-10.6470261733,17
100302,1,-10.7004265995,17
100303,1,-10.6511087588,17
100304,8,-10.2536284187,17
100305,2,-10.658983469,17
100306,1,-10.7016333097,17
100307,2,-10.4755752478,17
100308,2,-10.6557135649,16
100309,0,-10.7315303261,16
100310,7,-9.4618284447,16
100311,2,-10.5601917468,16
100312,2,-10.4808964453,16
100313,3,-9.98826929903,16
100314,8,-9.80347784678,16
100315,20,-9.57557858821,16
100316,3,-10.1472166265,16
100317,6,-9.63047898095,16
100318,1,-10.6748352608,16
100319,3,-10.3976516034,16
100320,0,-10.7315303261,16
100321,17,-9.61387690848,16
100322,11,-9.69813968549,16
100323,3,-10.1640933778,16
100324,3,-10.4871898326,16
100325,1,-10.655247875,16
100326,0,-10.7315303261,16
100327,1,-10.7060988882,16
100328,3,-10.4653143563,16
100329,0,-10.7315303261,16
100330,5,-10.0695001859,16
100331,0,-10.7315303261,16
100332,4,-9.99686765879,17
100333,1,-10.406120794,16
100334,1,-10.7042223845,16
100335,0,-10.7315303261,16
100336,3,-10.3082598994,16
100337,7,-10.2683033326,16
100338,1,-10.663279219,17
100339,5,-10.4286653287,16
100340,2,-10.6264779053,16
100341,1,-10.6980955501,16
100342,5,-10.4524280006,16
100343,10,-10.2250549677,16
100344,5,-9.54851876617,16
100345,2,-10.6566780052,16
100346,7,-9.60963979307,16
100347,2,-10.5831158781,16
100348,12,-10.0507303118,16
100349,0,-10.7315303261,16
100350,3,-10.4820080193,16
100351,1,-10.4774844575,16
100352,13,-9.92344049865,16
100353,3,-10.4028396723,16
100354,1,-10.677055505,16
100355,4,-10.2805198922,16
100356,26,-9.57410044794,16
100357,2,-10.598173774,16
100358,9,-10.2888104762,16
100359,6,-10.4595212298,16
100360,5,-10.0956594359,16
100361,1,-10.6604256163,16
100362,7,-10.3566369078,16
100363,0,-10.7315303261,16
100364,10,-9.46020168929,16
100365,1,-10.5388459823,16
100366,10,-9.9991412678,16
100367,2,-10.6480386922,16
100368,0,-10.7315303261,16
100370,38,-9.03976191791,16
100371,8,-9.91326095222,16
100372,2,-10.5958621177,16
100373,21,-9.57887534804,16
100374,15,-10.0115765746,16
100375,10,-10.2366660602,16
100376,1,-10.7013817825,16
100377,1,-10.6664683493,16
100378,1,-10.6901896326,16
100379,1,-10.6412834483,16
100380,15,-9.51593279016,16
100381,1,-10.6783238491,16
100382,0,-10.7315303261,16
100383,0,-10.7315303261,16
100384,5,-10.5748829798,16
100385,37,-9.00062297153,16
100386,1,-10.7112904251,16
100387,3,-10.5200652808,16
100388,2,-10.4904962448,16
100389,10,-9.89430380114,16
100390,0,-10.7315303261,16
100391,4,-10.0030692855,16
100392,3,-10.0248349861,16
100393,4,-10.5652810805,16
100394,7,-9.87371634727,16
100395,10,-9.78620212593,16
100396,7,-10.0869625516,16
100397,8,-10.1820661519,16
100398,1,-10.6570977314,16
100399,4,-10.2167161463,16
100400,2,-10.4544953922,16
100401,8,-10.1134977053,16
100402,0,-10.7315303261,16
100403,9,-10.4140072206,16
100404,4,-10.2078652439,16
100405,3,-10.1717703659,16
100406,0,-10.7315303261,16
100407,1,-10.6735663389,16
100408,6,-10.4455080534,16
100409,3,-10.3786939684,16
100410,13,-9.81050163989,16
100411,0,-10.7315303261,16
100412,3,-10.627275064,16
100413,3,-10.4530849557,16
100414,4,-10.3930533822,16
100415,9,-10.2644665301,16
100416,2,-10.5111054671,16
100417,1,-10.5845545956,16
100418,5,-9.90483838148,16
100419,0,-10.7315303261,16
100420,1,-10.6993883145,16
100421,7,-10.1921839034,16
100422,2,-10.2293205921,16
100423,13,-9.62481645569,16
100424,11,-9.39101960594,16
100425,0,-10.7315303261,16
100426,3,-10.4406138906,16
100427,3,-10.1329090265,16
100428,3,-10.1346694982,16
100429,11,-9.74522160998,16
100430,1,-10.682740162,16
100431,1,-10.5795474,16
100432,1,-10.6570977314,16
100433,6,-10.1282109282,16
100434,0,-10.7315303261,16
100435,3,-10.3358034788,16
100436,1,-10.6667536922,16
100437,1,-10.116344687,16
100438,0,-10.7315303261,16
100439,2,-10.4388764552,16
100440,28,-9.32254845614,16
100441,0,-10.7315303261,16
100442,8,-10.1301472431,16
100443,3,-10.2438429273,16
100444,1,-10.4400888658,16
100445,3,-10.134851742,16
100446,7,-10.3102204502,16
100447,1,-10.5745265773,16
100448,0,-10.7315303261,16
100449,6,-10.1571576724,16
100450,2,-10.3456167652,16
100451,2,-10.5265504874,16
100452,1,-10.5388459823,16
100453,3,-10.2498557668,16
100454,2,-10.1531611813,16
100455,3,-10.571787925,16
100456,4,-10.443959632,16
100457,15,-9.87559980294,16
100458,0,-10.7315303261,16
100459,4,-10.234727696,16
100460,0,-10.7315303261,16
100461,8,-9.91614483896,16
100462,1,-10.7022910078,16
100463,1,-10.6305544088,16
100464,2,-10.6021481546,16
100465,0,-10.7315303261,16
100466,0,-10.7315303261,16
100467,5,-10.3068342871,16
100468,1,-10.632034436,16
100469,7,-10.2295226856,16
100470,1,-10.6321627831,16
100471,1,-10.6173434927,16
100472,6,-10.3702822031,16
100473,1,-10.7218113318,16
100474,1,-10.7148513972,16
100475,8,-10.2177754732,16
100476,20,-9.89799908257,16
100477,1,-10.116344687,16
100478,1,-10.6993883145,16
100479,14,-9.52863309639,16
100480,1,-10.6918518423,16
100481,2,-10.3350448162,16
100482,3,-10.5631637514,16
100483,0,-10.7315303261,16
100484,9,-10.1763083171,16
100485,2,-10.5477650163,16
100486,0,-10.7315303261,16
100487,4,-9.45139276323,16
100488,2,-10.1634825019,16
100489,0,-10.7315303261,16
100490,2,-10.5202613825,16
100491,2,-10.3809066011,16
100492,0,-10.7315303261,16
100493,0,-10.7315303261,16
100494,0,-10.7315303261,16
100495,1,-10.6883254642,16
100496,1,-10.672322429,16
100497,1,-10.116344687,16
100498,0,-10.7315303261,16
100499,3,-10.4937753548,16
100500,3,-10.3519313556,16
100501,5,-10.2821072287,16
100502,0,-10.7315303261,16
100503,1,-10.6412834483,16
100504,11,-9.20468375019,16
100505,4,-10.3526434765,16
100506,6,-10.3331208844,16
100507,13,-9.67242541458,16
100508,0,-10.7315303261,16
100509,3,-10.5929633001,16
100510,15,-9.69921331937,16
100511,0,-10.7315303261,16
