CLid,indegree,l_pagerank,age
1299599,0,-5.84136813761,8
1299604,0,-5.84136813761,4
1299616,0,-5.84136813761,7
1299622,0,-5.84136813761,4
1299628,0,-5.84136813761,8
1299643,0,-5.84136813761,8
1300133,0,-5.84136813761,4
1300139,0,-5.84136813761,2
1300161,1,-3.94424815273,7
1300165,0,-5.84136813761,7
1303430,1,-3.94424815273,7
1303451,0,-5.84136813761,5
1303460,1,-3.94424815273,6
1303466,0,-5.84136813761,5
1303472,0,-5.84136813761,9
1303477,0,-5.84136813761,5
1303496,1,-3.94424815273,8
1303501,0,-5.84136813761,7
1303508,0,-5.84136813761,10
1303513,0,-5.84136813761,9
1303519,0,-5.84136813761,15
1303525,0,-5.84136813761,5
1303532,0,-5.84136813761,5
1303537,0,-5.84136813761,7
1303592,0,-5.84136813761,8
1303599,0,-5.84136813761,5
1303605,0,-5.84136813761,4
1303625,0,-5.84136813761,3
1303682,0,-5.84136813761,9
1303689,0,-5.84136813761,5
1303693,0,-5.84136813761,3
1303706,0,-5.84136813761,10
1303711,0,-5.84136813761,18
1303716,0,-5.84136813761,7
1303722,0,-5.84136813761,7
1303728,0,-5.84136813761,10
1304342,0,-5.84136813761,18
1304346,0,-5.84136813761,8
1304349,1,-3.94424815273,8
1306761,1,-3.94424815273,7
2095284,0,-5.84136813761,4
2096950,0,-5.84136813761,4
2098227,0,-5.84136813761,4
2158753,0,-5.84136813761,2
2160646,0,-5.84136813761,6
2213364,0,-5.84136813761,1
2215103,0,-5.84136813761,4
2216108,0,-5.84136813761,5
2217721,0,-5.84136813761,2
2218550,0,-5.84136813761,4
2219105,0,-5.84136813761,4
2219671,0,-5.84136813761,2
2220154,0,-5.84136813761,4
2220732,0,-5.84136813761,4
2223136,0,-5.84136813761,1
2224213,0,-5.84136813761,4
2224796,0,-5.84136813761,2
2225264,0,-5.84136813761,1
2225895,0,-5.84136813761,3
2228460,0,-5.84136813761,2
2229179,0,-5.84136813761,5
2229888,0,-5.84136813761,3
2230740,0,-5.84136813761,5
2232416,0,-5.84136813761,1
2273280,0,-5.84136813761,4
2346358,0,-5.84136813761,3
2347065,0,-5.84136813761,4
2351149,0,-5.84136813761,4
2381610,0,-5.84136813761,14
2381613,0,-5.84136813761,11
2381617,0,-5.84136813761,12
2381620,0,-5.84136813761,16
2381633,0,-5.84136813761,18
2381641,0,-5.84136813761,13
2381644,0,-5.84136813761,12
2381647,1,-3.94424815273,32
2381650,0,-5.84136813761,12
2381653,0,-5.84136813761,12
2381656,0,-5.84136813761,12
2381659,0,-5.84136813761,11
2381663,0,-5.84136813761,11
2381666,0,-5.84136813761,15
2381670,0,-5.84136813761,12
2381683,0,-5.84136813761,12
2381708,0,-5.84136813761,14
2381711,0,-5.84136813761,13
2381714,0,-5.84136813761,18
2381715,0,-5.84136813761,12
2381718,0,-5.84136813761,18
2381723,0,-5.84136813761,15
2381728,1,-3.94424815273,32
2381730,0,-5.84136813761,15
2381736,0,-5.84136813761,11
2381741,0,-5.84136813761,12
2381743,0,-5.84136813761,16
2381750,0,-5.84136813761,12
2381753,0,-5.84136813761,27
2381756,0,-5.84136813761,13
2381757,0,-5.84136813761,15
2381760,0,-5.84136813761,12
2381762,0,-5.84136813761,19
2381764,0,-5.84136813761,16
2381770,0,-5.84136813761,11
2381772,0,-5.84136813761,11
2381775,0,-5.84136813761,12
2381777,0,-5.84136813761,15
2381780,0,-5.84136813761,12
2381785,0,-5.84136813761,24
2381788,0,-5.84136813761,36
2381791,0,-5.84136813761,12
2381794,0,-5.84136813761,20
2381795,0,-5.84136813761,14
2381800,0,-5.84136813761,12
2381802,0,-5.84136813761,12
2381805,0,-5.84136813761,15
2381807,0,-5.84136813761,22
2381810,0,-5.84136813761,11
2381816,0,-5.84136813761,15
2381817,0,-5.84136813761,22
2381820,0,-5.84136813761,12
2620818,0,-5.84136813761,9
2620824,0,-5.84136813761,0
2620825,0,-5.84136813761,0
2620826,0,-5.84136813761,6
2620828,0,-5.84136813761,0
2620829,0,-5.84136813761,0
2620831,0,-5.84136813761,3
2620833,0,-5.84136813761,8
2620834,0,-5.84136813761,0
2620835,0,-5.84136813761,7
2620840,0,-5.84136813761,7
2620842,1,-3.94424815273,7
2620843,0,-5.84136813761,0
2620844,0,-5.84136813761,5
2620845,0,-5.84136813761,0
2620847,0,-5.84136813761,0
2620848,0,-5.84136813761,1
2620852,0,-5.84136813761,0
2620854,0,-5.84136813761,0
2620857,0,-5.84136813761,4
2620859,0,-5.84136813761,8
2620861,1,-3.94424815273,6
2620863,0,-5.84136813761,0
2620864,0,-5.84136813761,4
2620868,0,-5.84136813761,0
2620869,0,-5.84136813761,9
810012,0,-5.84136813761,40
84581,0,-5.84136813761,46
84582,0,-5.84136813761,41
84583,0,-5.84136813761,40
84585,0,-5.84136813761,37
84586,1,-5.22618249852,36
84587,0,-5.84136813761,36
84589,0,-5.84136813761,32
84590,0,-5.84136813761,27
84591,0,-5.84136813761,27
84593,0,-5.84136813761,22
84595,1,-5.22618249852,20
84596,0,-5.84136813761,20
84597,0,-5.84136813761,19
84598,1,-5.22618249852,18
84599,0,-5.84136813761,17
84600,0,-5.84136813761,17
84601,0,-5.84136813761,19
84602,0,-5.84136813761,16
84604,0,-5.84136813761,16
84605,0,-5.84136813761,16
84606,0,-5.84136813761,15
84607,0,-5.84136813761,15
84608,0,-5.84136813761,15
84609,0,-5.84136813761,15
84610,0,-5.84136813761,14
84611,0,-5.84136813761,14
84612,0,-5.84136813761,14
84613,0,-5.84136813761,14
84614,0,-5.84136813761,13
84615,0,-5.84136813761,13
84618,0,-5.84136813761,12
84619,0,-5.84136813761,12
84620,1,-5.22618249852,12
84621,0,-5.84136813761,12
84623,0,-5.84136813761,12
84624,0,-5.84136813761,12
84625,0,-5.84136813761,11
84626,0,-5.84136813761,11
84627,0,-5.84136813761,11
84628,0,-5.84136813761,11
84629,0,-5.84136813761,11
84630,0,-5.84136813761,19
84631,0,-5.84136813761,19
84632,0,-5.84136813761,18
84633,0,-5.84136813761,12
84635,0,-5.84136813761,10
84636,0,-5.84136813761,10
84637,0,-5.84136813761,10
84638,0,-5.84136813761,10
84639,0,-5.84136813761,10
84640,0,-5.84136813761,10
84641,0,-5.84136813761,10
84643,0,-5.84136813761,34
84644,0,-5.84136813761,19
