CLid,indegree,l_pagerank,age
1087619,2,-9.97957713392,27
1087620,1,-10.0185700675,62
1087658,0,-10.4115980407,5
1087659,4,-9.30083405196,83
1087660,9,-9.66640697222,16
1087661,7,-9.46026708149,16
1087662,1,-10.2588352862,16
1087690,1,-8.51447805584,25
1087704,4,-9.94260635865,21
1087705,6,-9.80459850334,21
1087706,0,-10.4115980407,21
1087707,3,-10.2123725797,21
1087730,1,-10.296994658,21
1087731,4,-9.27300444259,40
1087732,7,-9.1589749811,40
1087733,3,-9.4184001285,40
1087734,6,-9.78572582781,40
1087736,0,-10.4115980407,91
1087738,14,-8.43826540094,49
1087739,2,-9.83345192079,43
1087740,4,-8.46452828672,43
1087741,2,-9.41050648481,23
1087742,2,-9.96594653378,23
1087744,3,-10.0954797893,23
1087745,1,-10.0784535942,23
1087746,1,-10.0197002724,23
1087762,2,-10.1492627754,14
1087763,0,-10.4115980407,1
1087764,1,-8.51447805584,76
1087767,16,-9.25048725879,22
1087768,46,-8.24886672692,22
1087769,1,-10.2791088577,22
1087770,1,-7.92193630858,51
1087772,0,-10.4115980407,0
1087773,2,-10.2175663247,32
1087836,3,-9.64112524714,38
1087837,1,-10.0830571309,37
1087838,0,-10.4115980407,37
1087839,12,-8.7851062514,37
1087840,6,-9.50375965859,28
1087841,1,-10.3110857085,13
1087842,4,-10.0311120568,13
1087843,1,-10.3106221234,26
1087844,0,-10.4115980407,26
1087845,0,-10.4115980407,26
1087846,1,-10.3396093537,26
1087865,0,-10.4115980407,13
1087866,1,-10.2617567967,26
1087867,4,-9.89163932263,26
1087868,1,-9.85459364519,17
1087871,0,-10.4115980407,2
1087873,1,-10.2821399735,2
1087874,0,-10.4115980407,2
1087875,0,-10.4115980407,2
1087876,0,-10.4115980407,2
1087877,0,-10.4115980407,2
1087911,0,-10.4115980407,11
1087912,0,-10.4115980407,11
1087913,0,-10.4115980407,3
1087914,0,-10.4115980407,4
1087915,0,-10.4115980407,3
1087916,5,-9.89468937052,4
1087970,1,-8.51447805584,30
1087973,5,-9.86729566414,9
1087974,0,-10.4115980407,9
1087976,0,-10.4115980407,100
1087985,0,-10.4115980407,6
1087986,2,-10.2766787228,7
1088050,2,-10.0089145756,17
1088052,0,-10.4115980407,17
1093774,1,-8.51447805584,30
1094496,1,-10.2252684625,6
1094516,2,-10.1511587047,6
1100482,0,-10.4115980407,24
1100531,0,-10.4115980407,23
1100582,4,-9.18630673747,24
1100676,2,-10.0725086893,24
1100681,0,-10.4115980407,23
1100694,1,-9.51665675687,24
1100709,1,-10.1727061324,24
1100718,1,-9.85821280253,24
1100755,4,-9.7961984682,24
1100802,1,-10.1127718515,23
1100810,1,-10.3112657534,24
1100812,3,-10.0804015384,24
1101065,0,-10.4115980407,102
1101108,0,-10.4115980407,102
1101120,1,-8.51447805584,102
1101123,1,-9.34817026417,102
1101126,0,-10.4115980407,102
1101162,1,-9.60918408954,102
1101164,0,-10.4115980407,102
1101268,1,-10.3846763832,1
1115043,2,-9.24203144459,5
1115307,0,-10.4115980407,5
1115420,0,-10.4115980407,5
1119427,1,-8.51447805584,110
1119486,1,-8.51447805584,110
1143192,1,-8.77549188121,110
1146313,0,-10.4115980407,27
1146799,2,-9.91149215225,27
1158864,0,-10.4115980407,64
1203184,1,-10.3137952565,39
1205319,2,-9.83434085218,39
1206937,6,-9.20824509487,25
1208060,1,-10.2252684625,18
1208088,1,-9.79641240163,18
1211305,1,-8.51447805584,31
1213431,1,-9.34817026417,30
1213453,1,-10.1727061324,30
1215783,1,-8.51447805584,30
1215808,4,-9.71237391527,30
1215914,1,-10.1991319099,30
1216059,3,-9.76774536763,29
1232426,1,-9.63573311467,19
1241702,2,-9.73028448772,19
1242226,4,-9.06630879069,19
1246952,3,-7.38517972587,41
1270516,1,-10.194048528,33
1279722,1,-10.3402970997,14
1279939,5,-9.82684334783,14
1281030,0,-10.4115980407,27
1286196,1,-8.51447805584,10
1286951,0,-10.4115980407,10
1286993,1,-8.51447805584,10
1288178,1,-9.73431534214,20
1289184,1,-10.1568166374,16
1289431,0,-10.4115980407,16
1292673,11,-9.48870461434,9
1293085,3,-9.87208032677,9
1299599,0,-10.4115980407,128
1299604,0,-10.4115980407,124
1299616,0,-10.4115980407,127
1299622,0,-10.4115980407,124
1299628,0,-10.4115980407,128
1299643,0,-10.4115980407,128
1300133,0,-10.4115980407,124
1300139,0,-10.4115980407,122
1300161,1,-8.51447805584,127
1300165,0,-10.4115980407,127
1303430,1,-8.51447805584,127
1303451,0,-10.4115980407,125
1303460,1,-8.51447805584,126
1303466,0,-10.4115980407,125
1303472,0,-10.4115980407,129
1303477,0,-10.4115980407,125
1303496,1,-8.51447805584,128
1303501,0,-10.4115980407,127
1303508,0,-10.4115980407,130
1303513,0,-10.4115980407,129
1303519,0,-10.4115980407,135
1303525,0,-10.4115980407,125
1303532,0,-10.4115980407,125
1303537,0,-10.4115980407,127
1303592,0,-10.4115980407,128
1303599,0,-10.4115980407,125
1303605,0,-10.4115980407,124
1303625,0,-10.4115980407,123
1303682,0,-10.4115980407,129
1303689,0,-10.4115980407,125
1303693,0,-10.4115980407,123
1303706,0,-10.4115980407,130
1303711,0,-10.4115980407,138
1303716,0,-10.4115980407,127
1303722,0,-10.4115980407,127
1303728,0,-10.4115980407,130
1304342,0,-10.4115980407,138
1304346,0,-10.4115980407,128
1304349,1,-8.51447805584,128
1306761,1,-8.51447805584,127
1318977,2,-9.40098930007,73
1319968,1,-9.79641240163,22
1320090,1,-10.2588352862,22
1320738,0,-10.4115980407,58
1322284,1,-10.1727061324,8
1327335,0,-10.4115980407,84
1327338,0,-10.4115980407,84
1370564,7,-9.46593441926,70
1379538,3,-9.67263002462,48
1383887,1,-8.51447805584,74
1390946,1,-9.60918408953,106
1394575,0,-10.4115980407,106
1394601,0,-10.4115980407,106
1394610,1,-8.51447805584,106
1394820,2,-9.7295933717,43
1395207,2,-8.45096017685,33
1395425,0,-10.4115980407,33
1434110,5,-9.76528878666,55
1434315,5,-9.96405283663,30
1434357,1,-10.1699751208,30
1435307,1,-10.2979744001,11
1435431,0,-10.4115980407,10
1435508,0,-10.4115980407,10
1435689,1,-10.057426227,11
1436323,1,-10.1103940257,17
1436643,11,-9.56966026036,17
1443328,2,-10.0477981455,33
1443494,1,-10.0963761492,33
1446230,1,-10.2252684625,23
1446332,6,-9.76148116221,23
1446374,1,-8.51447805584,23
1446533,6,-9.92517677331,23
1446580,1,-7.56225753329,23
1446893,2,-10.183682924,23
1447601,4,-10.0222526831,14
1447610,2,-10.0606157153,14
1447613,1,-10.0784535942,14
1447641,4,-9.81148196688,14
1451107,0,-10.4115980407,20
1468823,1,-8.51447805584,38
1475106,0,-10.4115980407,38
1475741,3,-9.58198398102,38
1487387,1,-9.60918408953,44
1489884,0,-10.4115980407,44
1498429,6,-9.57565703864,37
1508752,0,-10.4115980407,0
1508871,1,-10.322766827,0
1508927,0,-10.4115980407,0
1509274,0,-10.4115980407,0
1521208,1,-9.60918408954,6
1521291,0,-10.4115980407,6
1521478,1,-10.0338302126,6
1522352,1,-10.2588352862,15
1525367,0,-10.4115980407,3
1525533,1,-10.0197002724,3
1525749,0,-10.4115980407,3
1528394,18,-7.17944402018,53
1577306,1,-10.3402341075,53
1611707,1,-8.51447805584,88
1614072,1,-8.51447805584,88
1615134,1,-8.51447805584,88
