CLid,indegree,l_pagerank,age
100000,1,-10.4988896939,8
100001,0,-10.5891365717,8
100002,2,-10.5236324072,8
100003,1,-10.4882335652,8
100004,2,-10.4358473863,8
100005,1,-10.5212286589,8
100006,2,-10.3755419989,8
100007,8,-9.909907912,8
100008,0,-10.5891365717,8
100009,7,-10.0458913967,8
100010,5,-10.0477233497,8
100011,10,-9.90100802011,8
100012,0,-10.5891365717,8
100013,3,-10.1504874533,8
100014,3,-10.2890768689,8
100015,3,-10.3355845638,8
100016,2,-10.3298417681,8
100017,0,-10.5891365717,8
100018,12,-9.12133368873,8
100019,0,-10.5891365717,8
100020,3,-9.89450925501,8
100021,2,-10.4659856285,8
100022,6,-10.0490295248,8
100023,4,-10.2096358678,8
100024,2,-10.5356709338,8
100025,7,-9.90987020566,8
100026,1,-10.5373746372,8
100027,0,-10.5891365717,8
100028,1,-10.5525308614,8
100029,0,-10.5891365717,8
100030,2,-10.4627473992,8
100031,0,-10.5891365717,8
100032,4,-10.0093628905,8
100033,2,-10.4691337793,8
100034,0,-10.5891365717,8
100035,2,-10.497447192,8
100036,2,-10.4571502786,8
100037,2,-10.4918262291,8
100038,3,-10.0320068668,8
100039,5,-10.2991638315,8
100040,5,-10.1446431431,8
100041,0,-10.5891365717,8
100042,3,-10.3003946396,8
100043,1,-10.3877744352,8
100044,2,-10.4505575575,8
100045,1,-10.474533189,8
100046,2,-10.4240930539,8
100047,0,-10.5891365717,8
100048,0,-10.5891365717,8
100049,0,-10.5891365717,8
100050,0,-10.5891365717,8
100051,2,-10.0561140942,8
100052,1,-10.5373746372,8
100053,9,-10.1599447764,8
100054,6,-10.16636391,8
100055,7,-9.69334786724,8
100056,0,-10.5891365717,8
100057,0,-10.5891365717,8
100058,1,-10.5388808408,8
100059,7,-9.89808564697,8
100060,1,-10.5637051338,8
100061,7,-10.2772860467,8
100062,3,-10.4515565978,8
100063,10,-9.83774965496,8
100064,8,-9.9818650309,8
100065,2,-10.4171323588,8
100066,3,-10.1887219827,8
100067,0,-10.5891365717,8
100068,3,-10.1132020565,8
100069,0,-10.5891365717,8
100070,2,-10.2407453342,8
100071,2,-10.2007271855,8
100072,9,-9.76648361823,8
100073,3,-9.86865105985,8
100074,3,-9.97108415598,8
