CLid,indegree,l_pagerank,age
1087619,2,-9.62830982645,7
1087620,1,-9.65427869357,42
1087659,4,-8.88770908974,63
1087690,1,-7.99540515549,5
1087704,3,-9.57279951537,1
1087705,0,-9.89252514037,1
1087706,0,-9.89252514037,1
1087707,0,-9.89252514037,1
1087730,1,-9.77792175763,1
1087731,4,-8.91941240098,20
1087732,5,-8.97602467182,20
1087733,2,-9.05471431915,20
1087734,4,-9.45216635202,20
1087736,0,-9.89252514037,71
1087738,12,-8.13309418019,29
1087739,2,-9.37448075808,23
1087740,4,-8.0115817417,23
1087741,2,-8.97740926668,3
1087742,1,-9.67369847291,3
1087744,1,-9.67369847291,3
1087745,1,-9.55938069384,3
1087746,1,-9.50062737208,3
1087764,1,-7.99540515549,56
1087767,6,-9.41748634571,2
1087768,13,-9.34924472354,2
1087769,0,-9.89252514037,2
1087770,1,-7.71781956808,31
1087773,0,-9.89252514037,12
1087836,3,-9.25998171951,18
1087837,1,-9.66455662725,17
1087838,0,-9.89252514037,17
1087839,6,-8.97744827416,17
1087840,2,-9.29728395493,8
1087843,0,-9.89252514037,6
1087844,0,-9.89252514037,6
1087845,0,-9.89252514037,6
1087846,1,-9.83358260474,6
1087866,1,-9.74268389637,6
1087867,4,-9.66168074684,6
1087970,1,-7.99540515549,10
1087976,0,-9.89252514037,80
1093774,1,-7.99540515549,10
1100482,0,-9.89252514037,4
1100531,0,-9.89252514037,3
1100582,3,-8.78279003181,4
1100676,1,-9.78146381361,4
1100681,0,-9.89252514037,3
1100694,1,-9.0642961879,4
1100709,1,-9.65363323209,4
1100718,1,-9.33913990219,4
1100755,2,-9.51415586881,4
1100802,1,-9.59369895119,3
1100810,1,-9.7921928531,4
1100812,1,-9.65363323209,4
1101065,0,-9.89252514037,82
1101108,0,-9.89252514037,82
1101120,1,-7.99540515549,82
1101123,1,-8.82909736382,82
1101126,0,-9.89252514037,82
1101162,1,-9.09011118919,82
1101164,0,-9.89252514037,82
1119427,1,-7.99540515549,90
1119486,1,-7.99540515549,90
1143192,1,-8.25641898086,90
1146313,0,-9.89252514037,7
1146799,1,-9.65688386934,7
1158864,0,-9.89252514037,44
1203184,1,-9.79795953127,19
1205319,2,-9.31526795184,19
1206937,1,-9.55938069384,5
1211305,1,-7.99540515549,11
1213431,1,-8.82909736382,10
1213453,1,-9.65363323209,10
1215783,1,-7.99540515549,10
1215808,4,-9.20380452596,10
1215914,1,-9.68010138118,10
1216059,3,-9.35400283474,9
1246952,2,-7.16740280529,21
1270516,1,-9.69304755735,13
1281030,0,-9.89252514037,7
1288178,1,-9.21524244179,0
1299599,0,-9.89252514037,108
1299604,0,-9.89252514037,104
1299616,0,-9.89252514037,107
1299622,0,-9.89252514037,104
1299628,0,-9.89252514037,108
1299643,0,-9.89252514037,108
1300133,0,-9.89252514037,104
1300139,0,-9.89252514037,102
1300161,1,-7.99540515549,107
1300165,0,-9.89252514037,107
1303430,1,-7.99540515549,107
1303451,0,-9.89252514037,105
1303460,1,-7.99540515549,106
1303466,0,-9.89252514037,105
1303472,0,-9.89252514037,109
1303477,0,-9.89252514037,105
1303496,1,-7.99540515549,108
1303501,0,-9.89252514037,107
1303508,0,-9.89252514037,110
1303513,0,-9.89252514037,109
1303519,0,-9.89252514037,115
1303525,0,-9.89252514037,105
1303532,0,-9.89252514037,105
1303537,0,-9.89252514037,107
1303592,0,-9.89252514037,108
1303599,0,-9.89252514037,105
1303605,0,-9.89252514037,104
1303625,0,-9.89252514037,103
1303682,0,-9.89252514037,109
1303689,0,-9.89252514037,105
1303693,0,-9.89252514037,103
1303706,0,-9.89252514037,110
1303711,0,-9.89252514037,118
1303716,0,-9.89252514037,107
1303722,0,-9.89252514037,107
1303728,0,-9.89252514037,110
1304342,0,-9.89252514037,118
1304346,0,-9.89252514037,108
1304349,1,-7.99540515549,108
1306761,1,-7.99540515549,107
1318977,2,-8.88699387635,53
1319968,1,-9.27733950128,2
1320090,1,-9.73976238582,2
1320738,0,-9.89252514037,38
1327335,0,-9.89252514037,64
1327338,0,-9.89252514037,64
1370564,5,-9.16114167931,50
1379538,3,-9.55510395679,28
1383887,1,-7.99540515549,54
1390946,1,-9.09011118919,86
1394575,0,-9.89252514037,86
1394601,0,-9.89252514037,86
1394610,1,-7.99540515549,86
1394820,2,-9.22429056062,23
1395207,1,-7.99540515549,13
1395425,0,-9.89252514037,13
1434110,2,-9.68884389436,35
1434315,4,-9.47194289796,10
1434357,1,-9.76535718283,10
1443328,2,-9.58055108844,13
1443494,1,-9.58240004414,13
1446230,1,-9.70619556218,3
1446332,2,-9.74656891857,3
1446374,1,-7.99540515549,3
1446533,2,-9.81553230585,3
1446580,1,-7.86514028302,3
1446893,1,-9.74268389637,3
1451107,0,-9.89252514037,0
1468823,1,-7.99540515549,18
1475106,0,-9.89252514037,18
1475741,3,-9.14318684779,18
1487387,1,-9.09011118919,24
1489884,0,-9.89252514037,24
1498429,4,-9.38714922052,17
1528394,11,-7.04689845629,33
1577306,1,-9.84041705766,33
1611707,1,-7.99540515549,68
1614072,1,-7.99540515549,68
1615134,1,-7.99540515549,68
1619945,0,-9.89252514037,68
1655414,2,-9.16860630115,84
1688164,1,-9.81749497452,46
1691871,0,-9.89252514037,76
1694361,2,-7.95719726853,4
1694451,1,-9.33913990219,4
1694652,1,-9.77856348642,4
1694681,1,-9.7801959554,4
1694809,1,-9.65363323209,4
1695921,1,-7.99540515549,16
1744840,1,-9.69304755735,16
1744847,0,-9.89252514037,16
1744922,5,-9.12413294409,16
1745828,1,-9.55938069384,3
1746687,3,-9.32077930601,3
1752243,1,-9.66052841252,1
1752435,1,-9.69984079654,2
1753220,1,-9.55938069384,1
1753571,1,-9.19482214328,1
1765367,1,-7.99540515549,49
1765468,1,-7.99540515549,49
1783525,1,-7.99540515549,49
1793945,2,-8.98645720648,17
1794340,1,-9.83071142335,17
1852339,1,-9.64306428074,17
1852696,2,-8.70493794503,17
1853063,4,-8.68631586916,29
1959986,1,-9.09011118919,16
1960524,3,-8.26718165835,16
1960785,2,-9.15695948308,16
2009288,3,-9.49349092259,8
2009395,5,-9.4304832621,7
2009825,1,-9.75549382494,7
2010319,1,-7.99540515549,7
2011405,1,-7.83882294674,55
2012204,3,-7.81356714493,55
2012233,1,-7.99540515549,55
2095284,0,-9.89252514037,104
2096950,0,-9.89252514037,104
2098227,0,-9.89252514037,104
2158753,0,-9.89252514037,102
2160646,0,-9.89252514037,106
2213364,0,-9.89252514037,101
2215103,0,-9.89252514037,104
2216108,0,-9.89252514037,105
2217721,0,-9.89252514037,102
2218550,0,-9.89252514037,104
2219105,0,-9.89252514037,104
2219671,0,-9.89252514037,102
2220154,0,-9.89252514037,104
2220732,0,-9.89252514037,104
2223136,0,-9.89252514037,101
2224213,0,-9.89252514037,104
2224796,0,-9.89252514037,102
2225264,0,-9.89252514037,101
2225895,0,-9.89252514037,103
2228460,0,-9.89252514037,102
2229179,0,-9.89252514037,105
2229888,0,-9.89252514037,103
2230740,0,-9.89252514037,105
2232416,0,-9.89252514037,101
2273280,0,-9.89252514037,104
2346358,0,-9.89252514037,103
2347065,0,-9.89252514037,104
2351149,0,-9.89252514037,104
2351246,0,-9.89252514037,17
2351778,1,-9.51475731225,16
2351808,3,-9.15570172688,16
2359388,7,-9.12224584972,24
2381329,1,-9.5971713735,12
2381512,1,-7.99540515549,12
2381610,0,-9.89252514037,114
2381613,0,-9.89252514037,111
2381617,0,-9.89252514037,112
2381620,0,-9.89252514037,116
2381633,0,-9.89252514037,118
2381641,0,-9.89252514037,113
2381644,0,-9.89252514037,112
2381647,1,-7.99540515549,132
2381650,0,-9.89252514037,112
2381653,0,-9.89252514037,112
2381656,0,-9.89252514037,112
2381659,0,-9.89252514037,111
2381663,0,-9.89252514037,111
2381666,0,-9.89252514037,115
2381670,0,-9.89252514037,112
2381683,0,-9.89252514037,112
2381708,0,-9.89252514037,114
2381711,0,-9.89252514037,113
2381714,0,-9.89252514037,118
2381715,0,-9.89252514037,112
2381718,0,-9.89252514037,118
2381723,0,-9.89252514037,115
2381728,1,-7.99540515549,132
2381730,0,-9.89252514037,115
2381736,0,-9.89252514037,111
2381741,0,-9.89252514037,112
2381743,0,-9.89252514037,116
2381750,0,-9.89252514037,112
2381753,0,-9.89252514037,127
2381756,0,-9.89252514037,113
2381757,0,-9.89252514037,115
2381760,0,-9.89252514037,112
2381762,0,-9.89252514037,119
2381764,0,-9.89252514037,116
2381770,0,-9.89252514037,111
2381772,0,-9.89252514037,111
2381775,0,-9.89252514037,112
2381777,0,-9.89252514037,115
2381780,0,-9.89252514037,112
2381785,0,-9.89252514037,124
2381788,0,-9.89252514037,136
2381791,0,-9.89252514037,112
2381794,0,-9.89252514037,120
2381795,0,-9.89252514037,114
2381800,0,-9.89252514037,112
2381802,0,-9.89252514037,112
2381805,0,-9.89252514037,115
2381807,0,-9.89252514037,122
2381810,0,-9.89252514037,111
2381816,0,-9.89252514037,115
2381817,0,-9.89252514037,122
2381820,0,-9.89252514037,112
2388869,1,-9.7801959554,0
2389766,1,-9.76871230944,0
2390042,1,-9.67700388295,0
2402452,3,-9.71378443424,7
2402836,1,-9.8212241994,7
2409992,6,-8.51730455575,14
2419163,1,-7.99540515549,92
2421309,2,-9.58837818915,15
2421380,5,-9.05430310548,15
2421404,16,-7.78688921283,15
2425305,3,-9.6103166594,15
2425321,0,-9.89252514037,15
