CLid,indegree,l_pagerank,age
1303508,0,-4.91069217657,0
1303519,0,-4.91069217657,5
1303706,0,-4.91069217657,0
1303711,0,-4.91069217657,8
1303728,0,-4.91069217657,0
1304342,0,-4.91069217657,8
2381610,0,-4.91069217657,4
2381613,0,-4.91069217657,1
2381617,0,-4.91069217657,2
2381620,0,-4.91069217657,6
2381633,0,-4.91069217657,8
2381641,0,-4.91069217657,3
2381644,0,-4.91069217657,2
2381647,1,-3.01357219168,22
2381650,0,-4.91069217657,2
2381653,0,-4.91069217657,2
2381656,0,-4.91069217657,2
2381659,0,-4.91069217657,1
2381663,0,-4.91069217657,1
2381666,0,-4.91069217657,5
2381670,0,-4.91069217657,2
2381683,0,-4.91069217657,2
2381708,0,-4.91069217657,4
2381711,0,-4.91069217657,3
2381714,0,-4.91069217657,8
2381715,0,-4.91069217657,2
2381718,0,-4.91069217657,8
2381723,0,-4.91069217657,5
2381728,1,-3.01357219168,22
2381730,0,-4.91069217657,5
2381736,0,-4.91069217657,1
2381741,0,-4.91069217657,2
2381743,0,-4.91069217657,6
2381750,0,-4.91069217657,2
2381753,0,-4.91069217657,17
2381756,0,-4.91069217657,3
2381757,0,-4.91069217657,5
2381760,0,-4.91069217657,2
2381762,0,-4.91069217657,9
2381764,0,-4.91069217657,6
2381770,0,-4.91069217657,1
2381772,0,-4.91069217657,1
2381775,0,-4.91069217657,2
2381777,0,-4.91069217657,5
2381780,0,-4.91069217657,2
2381785,0,-4.91069217657,14
2381788,0,-4.91069217657,26
2381791,0,-4.91069217657,2
2381794,0,-4.91069217657,10
2381795,0,-4.91069217657,4
2381800,0,-4.91069217657,2
2381802,0,-4.91069217657,2
2381805,0,-4.91069217657,5
2381807,0,-4.91069217657,12
2381810,0,-4.91069217657,1
2381816,0,-4.91069217657,5
2381817,0,-4.91069217657,12
2381820,0,-4.91069217657,2
810012,0,-4.91069217657,30
84581,0,-4.91069217657,36
84582,0,-4.91069217657,31
84583,0,-4.91069217657,30
84585,0,-4.91069217657,27
84586,1,-4.29550653748,26
84587,0,-4.91069217657,26
84589,0,-4.91069217657,22
84590,0,-4.91069217657,17
84591,0,-4.91069217657,17
84593,0,-4.91069217657,12
84595,1,-4.29550653748,10
84596,0,-4.91069217657,10
84597,0,-4.91069217657,9
84598,1,-4.29550653748,8
84599,0,-4.91069217657,7
84600,0,-4.91069217657,7
84601,0,-4.91069217657,9
84602,0,-4.91069217657,6
84604,0,-4.91069217657,6
84605,0,-4.91069217657,6
84606,0,-4.91069217657,5
84607,0,-4.91069217657,5
84608,0,-4.91069217657,5
84609,0,-4.91069217657,5
84610,0,-4.91069217657,4
84611,0,-4.91069217657,4
84612,0,-4.91069217657,4
84613,0,-4.91069217657,4
84614,0,-4.91069217657,3
84615,0,-4.91069217657,3
84618,0,-4.91069217657,2
84619,0,-4.91069217657,2
84620,1,-4.29550653748,2
84621,0,-4.91069217657,2
84623,0,-4.91069217657,2
84624,0,-4.91069217657,2
84625,0,-4.91069217657,1
84626,0,-4.91069217657,1
84627,0,-4.91069217657,1
84628,0,-4.91069217657,1
84629,0,-4.91069217657,1
84630,0,-4.91069217657,9
84631,0,-4.91069217657,9
84632,0,-4.91069217657,8
84633,0,-4.91069217657,2
84635,0,-4.91069217657,0
84636,0,-4.91069217657,0
84637,0,-4.91069217657,0
84638,0,-4.91069217657,0
84639,0,-4.91069217657,0
84640,0,-4.91069217657,0
84641,0,-4.91069217657,0
84643,0,-4.91069217657,24
84644,0,-4.91069217657,9
84645,0,-4.91069217657,9
84646,0,-4.91069217657,5
84647,0,-4.91069217657,4
84648,0,-4.91069217657,3
84649,0,-4.91069217657,2
84650,0,-4.91069217657,1
84651,0,-4.91069217657,0
84677,0,-4.91069217657,0
