CLid,indegree,l_pagerank,age
1087976,0,-7.14897055635,0
1101065,0,-7.14897055635,2
1101108,0,-7.14897055635,2
1101120,1,-5.25185057147,2
1101123,1,-6.0855427798,2
1101126,0,-7.14897055635,2
1101162,1,-6.34655660517,2
1101164,0,-7.14897055635,2
1119427,1,-5.25185057147,10
1119486,1,-5.25185057147,10
1143192,1,-5.51286439684,10
1299599,0,-7.14897055635,28
1299604,0,-7.14897055635,24
1299616,0,-7.14897055635,27
1299622,0,-7.14897055635,24
1299628,0,-7.14897055635,28
1299643,0,-7.14897055635,28
1300133,0,-7.14897055635,24
1300139,0,-7.14897055635,22
1300161,1,-5.25185057147,27
1300165,0,-7.14897055635,27
1303430,1,-5.25185057147,27
1303451,0,-7.14897055635,25
1303460,1,-5.25185057147,26
1303466,0,-7.14897055635,25
1303472,0,-7.14897055635,29
1303477,0,-7.14897055635,25
1303496,1,-5.25185057147,28
1303501,0,-7.14897055635,27
1303508,0,-7.14897055635,30
1303513,0,-7.14897055635,29
1303519,0,-7.14897055635,35
1303525,0,-7.14897055635,25
1303532,0,-7.14897055635,25
1303537,0,-7.14897055635,27
1303592,0,-7.14897055635,28
1303599,0,-7.14897055635,25
1303605,0,-7.14897055635,24
1303625,0,-7.14897055635,23
1303682,0,-7.14897055635,29
1303689,0,-7.14897055635,25
1303693,0,-7.14897055635,23
1303706,0,-7.14897055635,30
1303711,0,-7.14897055635,38
1303716,0,-7.14897055635,27
1303722,0,-7.14897055635,27
1303728,0,-7.14897055635,30
1304342,0,-7.14897055635,38
1304346,0,-7.14897055635,28
1304349,1,-5.25185057147,28
1306761,1,-5.25185057147,27
1390946,1,-6.34655660517,6
1394575,0,-7.14897055635,6
1394601,0,-7.14897055635,6
1394610,1,-5.25185057147,6
1655414,1,-6.53378491727,4
2095284,0,-7.14897055635,24
2096950,0,-7.14897055635,24
2098227,0,-7.14897055635,24
2158753,0,-7.14897055635,22
2160646,0,-7.14897055635,26
2213364,0,-7.14897055635,21
2215103,0,-7.14897055635,24
2216108,0,-7.14897055635,25
2217721,0,-7.14897055635,22
2218550,0,-7.14897055635,24
2219105,0,-7.14897055635,24
2219671,0,-7.14897055635,22
2220154,0,-7.14897055635,24
2220732,0,-7.14897055635,24
2223136,0,-7.14897055635,21
2224213,0,-7.14897055635,24
2224796,0,-7.14897055635,22
2225264,0,-7.14897055635,21
2225895,0,-7.14897055635,23
2228460,0,-7.14897055635,22
2229179,0,-7.14897055635,25
2229888,0,-7.14897055635,23
2230740,0,-7.14897055635,25
2232416,0,-7.14897055635,21
2273280,0,-7.14897055635,24
2346358,0,-7.14897055635,23
2347065,0,-7.14897055635,24
2351149,0,-7.14897055635,24
2381610,0,-7.14897055635,34
2381613,0,-7.14897055635,31
2381617,0,-7.14897055635,32
2381620,0,-7.14897055635,36
2381633,0,-7.14897055635,38
2381641,0,-7.14897055635,33
2381644,0,-7.14897055635,32
2381647,1,-5.25185057147,52
2381650,0,-7.14897055635,32
2381653,0,-7.14897055635,32
2381656,0,-7.14897055635,32
2381659,0,-7.14897055635,31
2381663,0,-7.14897055635,31
2381666,0,-7.14897055635,35
2381670,0,-7.14897055635,32
2381683,0,-7.14897055635,32
2381708,0,-7.14897055635,34
2381711,0,-7.14897055635,33
2381714,0,-7.14897055635,38
2381715,0,-7.14897055635,32
2381718,0,-7.14897055635,38
2381723,0,-7.14897055635,35
2381728,1,-5.25185057147,52
2381730,0,-7.14897055635,35
2381736,0,-7.14897055635,31
2381741,0,-7.14897055635,32
2381743,0,-7.14897055635,36
2381750,0,-7.14897055635,32
2381753,0,-7.14897055635,47
2381756,0,-7.14897055635,33
2381757,0,-7.14897055635,35
2381760,0,-7.14897055635,32
2381762,0,-7.14897055635,39
2381764,0,-7.14897055635,36
2381770,0,-7.14897055635,31
2381772,0,-7.14897055635,31
2381775,0,-7.14897055635,32
2381777,0,-7.14897055635,35
2381780,0,-7.14897055635,32
2381785,0,-7.14897055635,44
2381788,0,-7.14897055635,56
2381791,0,-7.14897055635,32
2381794,0,-7.14897055635,40
2381795,0,-7.14897055635,34
2381800,0,-7.14897055635,32
