CLid,indegree,l_pagerank,age
100000,1,-10.8449784359,38
100001,1,-10.6503998149,38
100002,4,-10.7945968356,38
100003,9,-10.4556926525,38
100004,4,-10.5428103935,38
100005,6,-10.4420882069,38
100006,5,-9.88330329326,38
100007,20,-9.61100037233,38
100008,0,-10.9381952464,38
100009,16,-9.73846303817,38
100010,37,-9.33928157806,38
100011,29,-9.01954724396,38
100012,1,-10.8953780937,38
100013,4,-10.3876024363,38
100014,4,-10.5887355581,38
100015,9,-9.95051206584,38
100016,2,-10.632244301,38
100017,0,-10.9381952464,38
100018,31,-8.60795682201,38
100019,0,-10.9381952464,38
100020,16,-9.55253547699,38
100021,3,-10.6143006583,38
100022,8,-9.95745942762,38
100023,19,-9.52398325356,38
100024,3,-10.7149427193,38
100025,15,-9.78120743451,38
100026,3,-10.5229967032,38
100027,0,-10.9381952464,38
100028,7,-10.0848489658,38
100029,1,-10.5029016853,38
100030,5,-10.3870508978,38
100031,1,-10.8993186827,38
100032,4,-10.302959191,38
100033,2,-10.7461873645,38
100034,12,-10.3840242052,38
100035,5,-10.4837428598,38
100036,4,-10.659723287,38
100037,8,-10.1631657477,38
100038,3,-10.3809704296,38
100039,18,-10.1527940211,38
100040,14,-10.08802259,38
100041,0,-10.9381952464,38
100042,15,-10.0484630078,38
100043,1,-10.6517820829,38
100044,8,-10.2793248324,38
100045,1,-10.8117465328,38
100046,2,-10.7469919429,38
100047,0,-10.9381952464,38
100048,1,-10.7712610255,38
100049,1,-10.8589334749,38
100050,1,-10.8071280988,38
100051,2,-10.4032408551,38
100052,10,-10.1846969954,38
100053,13,-10.128301058,38
100054,9,-10.2186290801,38
100055,15,-9.33128651202,38
100056,1,-10.845922033,38
100057,0,-10.9381952464,38
100058,1,-10.8093692561,38
100059,11,-9.61378137387,38
100060,1,-10.878592077,38
100061,28,-9.49565091626,38
100062,5,-10.3351295447,38
100063,29,-9.47158324399,38
100064,21,-9.17598261519,38
100065,3,-10.712161425,38
100066,5,-10.3783039603,38
100067,1,-10.8180211323,38
100068,4,-10.3972231493,38
100069,0,-10.9381952464,38
100070,6,-10.3980637131,38
100071,7,-9.86356880471,38
100072,17,-9.77563071381,38
100073,4,-9.82598331639,38
100074,5,-10.1897735051,38
100075,8,-10.0957687769,38
100076,15,-10.2457002243,38
100077,16,-9.97899811145,38
100078,8,-10.3451118315,38
100079,15,-10.1415308172,38
100080,0,-10.9381952464,38
100081,8,-10.0598006079,37
100082,1,-10.829933726,37
100083,14,-10.1286674134,37
100084,6,-9.46803462479,37
100085,1,-10.9140212709,37
100086,6,-10.3834258968,37
100087,2,-10.8338703424,37
100088,12,-9.5938459113,37
100089,5,-10.4574272133,37
100090,3,-10.6140780871,37
100091,6,-9.69531569842,37
100092,2,-10.2338686794,37
100093,10,-10.175699828,37
100094,20,-10.1280848188,37
100095,0,-10.9381952464,37
100096,15,-9.67253116521,37
100097,1,-10.8566152594,37
100098,0,-10.9381952464,37
100099,8,-10.5205229877,37
100100,5,-10.3389821564,37
100101,2,-10.8806528328,37
100102,1,-10.8748766938,37
100103,14,-9.0508088127,37
100104,0,-10.9381952464,37
100105,14,-9.84081198175,37
100106,1,-10.8566152594,37
100107,0,-10.9381952464,37
100108,1,-10.8991578746,37
100109,0,-10.9381952464,37
100110,2,-10.598487509,38
100111,0,-10.9381952464,38
100112,0,-10.9381952464,38
100113,0,-10.9381952464,38
100115,1,-10.8341260724,37
100116,0,-10.9381952464,37
100117,0,-10.9381952464,37
100118,2,-10.6535532316,37
100119,7,-10.2712325547,37
100120,3,-10.6086565433,37
100121,14,-9.44327661603,37
100122,38,-9.03632109533,37
100123,13,-9.99631436814,37
100124,4,-10.3368744957,37
100125,5,-10.525884048,37
100126,2,-10.8166505534,37
100127,4,-10.4267302584,37
100128,4,-10.7604215064,37
100129,1,-10.7863972655,37
100130,4,-10.6901033729,37
100131,12,-9.83711638018,37
100132,9,-10.3681666872,37
100133,4,-10.5850248606,37
100134,3,-10.667735469,37
100135,3,-10.4227301448,37
100136,58,-8.51788511776,37
100137,4,-9.99414826837,37
100138,9,-9.85021623713,37
100139,5,-10.6769721345,37
100140,6,-10.2468667412,37
100141,0,-10.9381952464,37
100142,12,-9.74433408415,37
100143,5,-10.5831218226,37
100144,6,-10.5611967414,37
100145,3,-10.8245800118,37
100146,1,-10.8697968437,37
100147,24,-8.96747965416,37
100148,1,-10.702784758,37
100149,32,-9.00689380922,37
100150,2,-10.7470381645,37
100151,1,-10.5840234327,37
100152,0,-10.9381952464,37
100153,1,-10.9071293198,37
100154,1,-10.6887343868,37
100155,1,-10.8042584338,37
100156,7,-9.68293838839,37
100157,1,-10.8864333119,37
100158,6,-9.64080306221,37
100159,0,-10.9381952464,37
100160,3,-10.9010423012,37
100161,13,-10.2278868979,37
100162,9,-9.98850905665,37
100163,2,-10.4957902441,37
100164,18,-9.49076066008,37
100165,2,-10.6890983555,37
100166,1,-10.7987939526,37
100167,8,-10.5426703896,37
100168,28,-9.44221095231,37
100169,1,-10.5990480194,37
100170,0,-10.9381952464,37
100171,0,-10.9381952464,37
100172,1,-10.7867984448,37
100173,8,-9.7828443134,37
100174,0,-10.9381952464,37
100175,12,-9.99565094902,37
100176,6,-10.3573177379,37
100177,2,-10.1902266309,37
100178,19,-9.73976327327,37
100179,15,-9.73847363033,37
100180,12,-9.767608803,37
100181,36,-9.41950242324,37
100182,2,-10.7606053511,37
100183,5,-10.6262729124,37
100184,1,-10.5840234327,37
100185,5,-9.93831654567,37
100186,8,-9.73189301435,37
100187,0,-10.9381952464,37
100188,23,-9.54678978608,37
100189,17,-9.64212969593,37
100190,5,-9.99464895552,37
100192,0,-10.9381952464,37
100193,1,-10.5840234327,37
100194,0,-10.9381952464,37
100195,11,-9.96194274782,37
100196,2,-10.8262041343,37
100197,18,-10.0111933061,37
100198,1,-10.7918214401,37
100199,11,-10.0024283528,37
100200,6,-10.0808697488,37
100201,1,-10.8365152483,37
100202,4,-10.6924503076,37
100203,6,-10.4809808806,37
100204,6,-10.5151330024,37
100205,3,-10.5438828351,37
100206,1,-10.8862777663,37
100207,30,-9.5229878532,37
100208,9,-10.0489429617,37
100209,2,-10.7936202811,37
100210,0,-10.9381952464,37
100211,3,-10.4859448705,37
100212,5,-10.3516388752,37
100213,1,-10.8008289712,37
100214,6,-10.3616872274,37
100215,6,-10.2051171178,37
100217,0,-10.9381952464,37
