CLid,indegree,l_pagerank,age
1087620,0,-8.92376894599,22
1087659,1,-8.3085833069,43
1087731,1,-8.54600111787,0
1087732,1,-8.44129016378,0
1087733,0,-8.92376894599,0
1087734,0,-8.92376894599,0
1087736,0,-8.92376894599,51
1087738,1,-8.3085833069,9
1087739,0,-8.92376894599,3
1087740,1,-8.3085833069,3
1087764,1,-7.02664896111,36
1087770,1,-7.02664896111,11
1087976,0,-8.92376894599,60
1101065,0,-8.92376894599,62
1101108,0,-8.92376894599,62
1101120,1,-7.02664896111,62
1101123,1,-7.86034116944,62
1101126,0,-8.92376894599,62
1101162,1,-8.1213549948,62
1101164,0,-8.92376894599,62
1119427,1,-7.02664896111,70
1119486,1,-7.02664896111,70
1143192,1,-7.28766278647,70
1158864,0,-8.92376894599,24
1246952,1,-7.02664896111,1
1299599,0,-8.92376894599,88
1299604,0,-8.92376894599,84
1299616,0,-8.92376894599,87
1299622,0,-8.92376894599,84
1299628,0,-8.92376894599,88
1299643,0,-8.92376894599,88
1300133,0,-8.92376894599,84
1300139,0,-8.92376894599,82
1300161,1,-7.02664896111,87
1300165,0,-8.92376894599,87
1303430,1,-7.02664896111,87
1303451,0,-8.92376894599,85
1303460,1,-7.02664896111,86
1303466,0,-8.92376894599,85
1303472,0,-8.92376894599,89
1303477,0,-8.92376894599,85
1303496,1,-7.02664896111,88
1303501,0,-8.92376894599,87
1303508,0,-8.92376894599,90
1303513,0,-8.92376894599,89
1303519,0,-8.92376894599,95
1303525,0,-8.92376894599,85
1303532,0,-8.92376894599,85
1303537,0,-8.92376894599,87
1303592,0,-8.92376894599,88
1303599,0,-8.92376894599,85
1303605,0,-8.92376894599,84
1303625,0,-8.92376894599,83
1303682,0,-8.92376894599,89
1303689,0,-8.92376894599,85
1303693,0,-8.92376894599,83
1303706,0,-8.92376894599,90
1303711,0,-8.92376894599,98
1303716,0,-8.92376894599,87
1303722,0,-8.92376894599,87
1303728,0,-8.92376894599,90
1304342,0,-8.92376894599,98
1304346,0,-8.92376894599,88
1304349,1,-7.02664896111,88
1306761,1,-7.02664896111,87
1318977,2,-7.94000857217,33
1320738,0,-8.92376894599,18
1327335,0,-8.92376894599,44
1327338,0,-8.92376894599,44
1370564,1,-8.73108460216,30
1379538,0,-8.92376894599,8
1383887,1,-7.02664896111,34
1390946,1,-8.1213549948,66
1394575,0,-8.92376894599,66
1394601,0,-8.92376894599,66
1394610,1,-7.02664896111,66
1394820,0,-8.92376894599,3
1434110,0,-8.92376894599,15
1487387,1,-8.1213549948,4
1489884,0,-8.92376894599,4
1528394,2,-6.96307615709,13
1577306,0,-8.92376894599,13
1611707,1,-7.02664896111,48
1614072,1,-7.02664896111,48
1615134,1,-7.02664896111,48
1619945,0,-8.92376894599,48
1655414,2,-8.19985010676,64
1688164,0,-8.92376894599,26
1691871,0,-8.92376894599,56
1765367,1,-7.02664896111,29
1765468,1,-7.02664896111,29
1783525,1,-7.02664896111,29
1853063,1,-8.1213549948,9
2011405,1,-7.02664896111,35
2012204,1,-7.02664896111,35
2012233,1,-7.02664896111,35
2095284,0,-8.92376894599,84
2096950,0,-8.92376894599,84
2098227,0,-8.92376894599,84
2158753,0,-8.92376894599,82
2160646,0,-8.92376894599,86
2213364,0,-8.92376894599,81
2215103,0,-8.92376894599,84
2216108,0,-8.92376894599,85
2217721,0,-8.92376894599,82
2218550,0,-8.92376894599,84
2219105,0,-8.92376894599,84
2219671,0,-8.92376894599,82
2220154,0,-8.92376894599,84
2220732,0,-8.92376894599,84
2223136,0,-8.92376894599,81
2224213,0,-8.92376894599,84
2224796,0,-8.92376894599,82
2225264,0,-8.92376894599,81
2225895,0,-8.92376894599,83
2228460,0,-8.92376894599,82
2229179,0,-8.92376894599,85
2229888,0,-8.92376894599,83
2230740,0,-8.92376894599,85
2232416,0,-8.92376894599,81
2273280,0,-8.92376894599,84
2346358,0,-8.92376894599,83
2347065,0,-8.92376894599,84
2351149,0,-8.92376894599,84
2359388,0,-8.92376894599,4
2381610,0,-8.92376894599,94
2381613,0,-8.92376894599,91
2381617,0,-8.92376894599,92
2381620,0,-8.92376894599,96
