CLid,indegree,l_pagerank,age
100000,1,-11.289601471,78
100001,1,-11.0948674365,78
100002,7,-10.9954378799,78
100003,14,-10.4574940974,78
100004,4,-10.7979843414,78
100005,9,-10.3871991733,78
100006,5,-10.1390943271,78
100007,21,-9.76823133984,78
100008,0,-11.3843403369,78
100009,21,-9.83754713476,78
100010,52,-9.14677361196,78
100011,33,-9.12431604358,78
100012,1,-11.3346833934,78
100013,4,-10.8207164965,78
100014,4,-10.9807200517,78
100015,9,-10.1258376528,78
100016,2,-11.05945916,78
100017,0,-11.3843403369,78
100018,38,-8.48607301784,78
100019,0,-11.3843403369,78
100020,25,-9.57320408137,78
100021,3,-10.943525379,78
100022,10,-9.75696369786,78
100023,24,-8.78539856099,78
100024,3,-10.8663251389,78
100025,21,-9.91607244983,78
100026,3,-10.9227670015,78
100027,1,-11.3431018983,78
100028,9,-10.3225638205,78
100029,1,-10.9436836739,78
100030,5,-10.6405899871,78
100031,1,-11.3125488405,78
100032,4,-10.7295305917,78
100033,2,-11.0286181897,78
100034,27,-9.90818697047,78
100035,5,-10.7896086475,78
100036,4,-11.0228235452,78
100037,13,-10.024888668,78
100038,3,-10.82382061,78
100039,18,-10.3283759057,78
100040,18,-10.3158707282,78
100041,0,-11.3843403369,78
100042,16,-10.1466770728,78
100043,1,-11.033153634,78
100044,8,-10.3273484594,78
100045,1,-11.2504272498,78
100046,2,-11.1800827419,78
100047,0,-11.3843403369,78
100048,1,-11.1491172175,78
100049,1,-11.3001493856,78
100050,1,-11.0098589779,78
100051,4,-10.7859453226,78
100052,25,-9.76637711305,78
100053,14,-10.4286792258,78
100054,9,-10.3558382635,78
100055,21,-9.30023774254,78
100056,1,-11.1563344386,78
100057,0,-11.3843403369,78
100058,2,-11.1859279328,78
100059,11,-9.68686589634,78
100060,1,-11.3079363701,78
100061,47,-9.29931685521,78
100062,6,-10.6102662173,78
100063,32,-9.55265657061,78
100064,26,-9.14351285566,78
100065,3,-11.1295079884,78
100066,5,-10.732692784,78
100067,3,-11.197817123,78
100068,5,-10.8146156756,78
100069,0,-11.3843403369,78
100070,11,-10.5122517948,78
