,top_words,top_words_from_mean,top_words_from_diff,most_relev_op
0,skillern,court,plaintiff,85330
1,lick,state,insur,85330
2,stave,v,led2d,85330
3,adsit,case,mine,85330
4,haselton,act,vein,85330
5,asarco,compani,defend,85330
6,kintz,plaintiff,commiss,85330
7,stamp,defend,corpor,85330
8,codicil,sct,miranda,85330
9,banjo,upon,bail,85330
10,volum,us,stamp,85330
11,zane,said,compani,85330
12,gac,law,citi,85330
13,grossreceipt,unit,union,85330
14,wmatc,right,shipper,85330
15,argentina,petition,skillern,85330
16,mcguffi,claim,contempt,85330
17,arndt,may,order,85330
18,hume,appeal,adsit,85330
19,janney,§,lick,85330
20,moloney,led2d,speech,85330
21,hazelwood,would,arbitr,85330
22,staley,order,nonindian,85330
23,monument,judgment,stave,85330
24,mosti,properti,haselton,85330
25,tea,district,lode,85330
26,harvest,made,coal,85330
27,cadet,corpor,lee,85330
28,lode,u,kintz,85330
29,canal,co,asarco,85330
30,birdsel,land,sct,85330
31,barceloux,one,banjo,85330
32,vein,constitut,evict,85330
33,dunlap,error,south,85330
34,whiskey,commiss,slave,85330
35,thread,tax,lade,85330
36,palermo,question,zane,85330
37,hmo,shall,habea,85330
38,hud,jurisdict,carolina,85330
39,town,mr,claimant,85330
40,miranda,contract,premium,85330
41,photograph,bill,lien,85330
42,barrett,citi,porter,85330
43,indian,section,codicil,85330
44,lotteri,evid,discoveri,85330
45,slave,bond,janney,85330
46,lee,new,washington,85330
47,nuclear,l,subpoena,85330
48,ortega,railroad,volum,85330
49,arbitr,use,wmatc,85330
50,subpoena,action,grossreceipt,85330
51,tie,within,gac,85330
52,bank,feder,depreci,85330
53,diamond,juri,lotteri,85330
54,ungar,circuit,rate,85330
55,street,person,alexandria,85330
56,rate,decre,mcguffi,85330
57,nonindian,writ,harri,85330
58,hart,grant,argentina,85330
59,sale,time,whiskey,85330
60,intermediari,insur,moloney,85330
61,board,interest,writ,85330
62,dollar,1,hazelwood,85330
63,deed,issu,petition,85330
64,school,power,arndt,85330
65,depreci,author,polici,85330
66,anheuserbusch,counti,staley,85330
67,oteiza,suit,mosti,85330
68,bail,statut,bill,85330
69,registr,proceed,school,85330
70,ore,see,york,85330
71,carusi,fact,birdsel,85330
72,coal,caus,hume,85330
73,union,requir,merchant,85330
74,spool,sale,asset,85330
75,tobacco,ct,barceloux,85330
76,vs,trial,reinstat,85330
77,yonker,rule,moot,85330
78,pha,parti,employe,85330
79,buckley,opinion,tea,85330
80,beever,gener,dunlap,85330
81,reopen,ed,chanceri,85330
82,insur,decis,monument,85330
83,remmer,amend,counti,85330
84,parol,part,palermo,85330
85,longitud,board,richmond,85330
86,ham,provid,hmo,85330
87,irrig,whether,nuclear,85330
88,fcc,record,hostett,85330
89,editori,public,machin,85330
90,evict,govern,endors,85330
91,household,sup,harvest,85330
92,kinney,led,bond,85330
93,usuri,congress,ungar,85330
94,indentur,servic,cadet,85330
95,contempt,2,plant,85330
96,stall,rate,grant,85330
97,grate,york,thread,85330
98,chute,c,labor,85330
99,yocum,bank,organ,85330
100,lenk,also,hud,85330
101,randal,respond,virginia,85330
102,hostett,suprem,constitut,85330
103,partit,reason,nixon,85330
104,copyright,could,louisvil,85330
105,deplet,make,ortega,85330
106,confess,alleg,tariff,85330
107,tariff,employ,label,85330
108,supplier,amount,plate,85330
109,garnish,charg,chester,85330
110,tax,first,barrett,85330
111,waterway,payment,chute,85330
112,plug,purpos,oteiza,85330
113,colorado,judg,racial,85330
114,inspect,employe,examin,85330
115,profit,busi,anheuserbusch,85330
116,drennen,appel,diamond,85330
117,merchant,dismiss,pha,85330
118,surveyor,titl,dollar,85330
119,“feloni,must,intermediari,85330
120,director,justic,hart,85330
121,alvtran,damag,servic,85330
122,landown,file,beever,85330
123,citi,receiv,intrast,85330
124,debentur,offic,spool,85330
125,food,union,carusi,85330
126,juri,petit,editori,85330
127,court,without,remmer,85330
128,million,held,point,85330
129,timber,provis,yonker,85330
130,mine,paid,hire,85330
131,dakota,patent,indentur,85330
132,counti,present,grate,85330
133,montanil,3,street,85330
134,calexico,motion,cross,85330
135,richmond,polici,fcc,85330
136,706g,commerc,85,85330
137,bond,interst,yocum,85330
