,top_words,top_words_from_mean,top_words_from_diff,most_relev_op
0,durrant,court,durrant,96148
1,vald,state,vald,96148
2,schooner,v,schooner,96148
3,hugh,compani,daimler,96148
4,daimler,durrant,hugh,96148
5,blank,case,blank,96148
6,dedic,vald,dedic,96148
7,steamer,schooner,lynn,96148
8,lynn,upon,steamer,96148
9,omaha,hugh,omaha,96148
10,melendi,daimler,melendi,96148
11,indian,blank,bean,96148
12,intercept,evid,intercept,96148
13,bank,judgment,cafa,96148
14,bean,u,altagracia,96148
15,cafa,dedic,refere,96148
16,allot,steamer,allot,96148
17,altagracia,appeal,corner,96148
18,stock,lynn,shackl,96148
19,corner,plaintiff,evid,96148
20,refere,omaha,indian,96148
21,shackl,error,freer,96148
22,deed,melendi,messag,96148
23,messag,corpor,rice,96148
24,freer,said,messman,96148
25,rice,stock,stock,96148
26,messman,bank,overdraw,96148
27,court,indian,garrow,96148
28,overdraw,defend,castello,96148
29,public,intercept,rko,96148
30,garrow,bean,“plaintiffs”,96148
31,rko,may,divulg,96148
32,castello,use,unnam,96148
33,“plaintiffs”,cafa,compani,96148
34,divulg,refere,callaghan,96148
35,unnam,allot,symm,96148
36,collis,order,court,96148
37,callaghan,altagracia,mbusa,96148
38,symm,unit,daimler’,96148
39,arrest,public,nardon,96148
40,railroad,action,deed,96148
41,mbusa,deed,collis,96148
42,daimler’,corner,testimoni,96148
43,nardon,writ,metropolitan,96148
44,insur,right,corpor,96148
45,iowa,parti,fig,96148
46,indiana,land,judgment,96148
47,allotte,would,trust,96148
48,fig,law,allotte,96148
49,domest,question,reserv,96148
50,metropolitan,juri,casualti,96148
51,vessel,district,bank,96148
52,compani,act,3700,96148
53,casualti,testimoni,ear,96148
54,mason,trust,domest,96148
55,ear,us,theater,96148
56,3700,shackl,mason,96148
57,except,except,contact,96148
58,foreign,claim,appeal,96148
59,theater,messag,indiana,96148
60,die,jurisdict,arrest,96148
61,transcript,suprem,transcript,96148
62,land,made,iowa,96148
63,sct,freer,foreign,96148
64,appeal,sct,clark,96148
65,imprison,rice,sender,96148
66,plaintiff,messman,optron,96148
67,contact,reserv,use,96148
68,mass,led,ashcom,96148
69,sender,overdraw,alr,96148
70,jurisdict,requir,metal,96148
71,optron,insur,curv,96148
72,curv,fact,benefit,96148
73,metal,railroad,public,96148
74,ashcom,garrow,2014,96148
75,reserv,rko,except,96148
76,writ,benefit,burn,96148
77,assess,castello,street,96148
78,desert,l,desert,96148
79,pictur,“plaintiffs”,novemb,96148
80,action,suit,die,96148
81,v,foreign,“mass,96148
82,led,divulg,pictur,96148
83,corpor,unnam,imprison,96148
84,alr,shall,u,96148
85,novemb,execut,writ,96148
86,columbia,one,superior,96148
87,truste,collis,mass,96148
88,“mass,part,§1332d11bi,96148
89,error,petition,machineri,96148
90,judgment,arrest,tap,96148
91,use,callaghan,mbusa’,96148
92,u,symm,error,96148
93,enlist,could,buckland,96148
94,tap,truste,truste,96148
95,605,daimler’,simeon,96148
96,machineri,mbusa,enlist,96148
97,§1332d11bi,rule,1897,96148
98,mbusa’,file,insur,96148
99,us,govern,605,96148
100,leas,nardon,whiski,96148
101,whiski,sale,denman,96148
102,simeon,record,hallowel,96148
103,eject,bill,cafa’,96148
104,denman,street,lcd,96148
105,legisl,iowa,guptil,96148
106,award,provis,henri,96148
107,hallowel,metropolitan,proprietor,96148
108,proprietor,caus,beckwith,96148
109,howard,circuit,california,96148
110,1897,person,howard,96148
111,cafa’,indiana,bent,96148
112,bankrupt,trial,bauman,96148
113,commun,time,action”,96148
114,bodi,mr,sanchez,96148
115,juri,gener,order,96148
116,l,allotte,suprem,96148
117,lcd,transcript,presum,96148
118,guptil,fig,shape,96148
119,form,show,execut,96148
120,california,novemb,cane,96148
121,forum,secur,eject,96148
122,beckwith,co,action,96148
123,bent,domest,upon,96148
124,suprem,clark,jewel,96148
125,settlement,california,columbia,96148
126,shape,casualti,lessor,96148
127,fee,must,11th,96148
128,action”,vessel,plaintiffs’,96148
129,bauman,whether,melendyvric,96148
130,sanchez,petit,forum,96148
131,superior,justic,juri,96148
132,buckland,patent,relax,96148
133,porto,instruct,provostmarsh,96148
134,clark,mason,porto,96148
135,secur,alr,instruct,96148
136,street,reason,——————,96148
137,evid,opinion,form,96148
138,cane,section,commun,96148
139,petit,congress,widen,96148
140,burn,ear,consent,96148
141,vote,3700,settlement,96148
142,henri,sup,“100,96148
143,sell,contact,goodyear,96148
144,damag,decre,ag,96148
145,trust,differ,dgment,96148
146,possess,form,sotomayor,96148
147,11th,also,award,96148
148,case,purchas,parti,96148
149,grante,die,productiondistribut,96148
150,differ,imprison,deckebach,96148
151,right,theater,“plaintiff”,96148
152,fire,owner,10th,96148
153,instruct,properti,bodi,96148
154,arm,enter,thill,96148
155,state,object,soil,96148
156,10th,proceed,round,96148
157,melendyvric,superior,starker,96148
158,71,appli,company’,96148
159,plant,feder,radiokeithorpheum,96148
160,provostmarsh,term,au,96148
161,widen,metal,respondents’,96148
162,verdict,mass,274,96148
163,274,ct,show,96148
164,claim,refer,secur,96148
165,said,find,sharp,96148
166,highway,held,tion,96148
