,top_words,top_words_from_mean,top_words_from_diff,most_relev_op
0,cashman,court,land,85893
1,dna,state,bank,85893
2,brake,land,titl,85893
3,onion,v,acr,85893
4,dividend,act,auditor,85893
5,park,unit,grant,85893
6,domicil,case,territori,85893
7,lauri,law,deposit,85893
8,bank,said,cashman,85893
9,santillan,bank,order,85893
10,isb,plaintiff,dna,85893
11,land,upon,onion,85893
12,shark,titl,brake,85893
13,insan,right,unit,85893
14,coop,order,accus,85893
15,engin,u,lauri,85893
16,treati,district,santillan,85893
17,drill,§,survey,85893
18,disbar,compani,drill,85893
19,veteran,defend,isb,85893
20,depositari,grant,court,85893
21,pearc,claim,miranda,85893
22,roach,govern,shark,85893
23,hhm,shall,govern,85893
24,deport,made,domicil,85893
25,washboard,may,polit,85893
26,cinnamon,would,coop,85893
27,porto,congress,park,85893
28,vrain,us,dividend,85893
29,vote,judgment,depositari,85893
30,newdow,sct,governor,85893
31,munn,offic,disbar,85893
32,patient,tax,tract,85893
33,sacramento,error,hhm,85893
34,territori,l,continent,85893
35,cane,time,roach,85893
36,sentenc,territori,insan,85893
37,nurs,respond,washboard,85893
38,wisbi,record,florida,85893
39,cheroke,one,cinnamon,85893
40,acr,counti,pearc,85893
41,sgt,mr,treati,85893
42,rum,evid,usag,85893
43,miranda,petition,acquisit,85893
44,hall,jurisdict,vrain,85893
45,municip,question,said,85893
46,accus,circuit,engin,85893
47,timekeep,petit,claimant,85893
48,nobi,issu,newdow,85893
49,waialua,trial,munn,85893
50,nmcca,person,veteran,85893
51,corrug,contract,sacramento,85893
52,oklahoma,deposit,escheat,85893
53,leve,properti,acquir,85893
54,agricultur,fact,columbia,85893
55,inherit,decre,cane,85893
56,escheat,appeal,wisbi,85893
57,stephen,rule,municip,85893
58,compromis,judg,hall,85893
59,metropoli,acr,sugar,85893
60,va,author,nurs,85893
61,union,feder,patient,85893
62,citizen,proceed,record,85893
63,polit,charg,sgt,85893
64,diebold,citi,rum,85893
65,sugar,see,kentucki,85893
66,groov,board,voter,85893
67,payrol,opinion,act,85893
68,check,requir,timekeep,85893
69,coram,parti,descript,85893
70,price,suit,porto,85893
71,deposit,1,waialua,85893
72,franc,gener,nmcca,85893
73,titl,within,district,85893
74,hardeman,survey,corrug,85893
75,caaf,public,nobi,85893
76,bhca,first,compromis,85893
77,405b,constitut,deport,85893
78,harri,auditor,stephen,85893
79,stock,caus,harri,85893
80,osborn,section,superior,85893
81,court,could,plaintiff,85893
82,1983,power,judg,85893
83,train,ed,counti,85893
84,mccullough,claimant,council,85893
85,threefourth,provid,cheroke,85893
86,usag,present,entri,85893
87,§,day,copping,85893
88,entri,term,inherit,85893
89,voter,commission,diebold,85893
90,fleme,stock,white,85893
91,state,treati,metropoli,85893
92,obscen,c,plead,85893
93,ship,co,caaf,85893
94,commonwealth,provis,payrol,85893
95,slave,citizen,2009,85893
96,byrd,new,petit,85893
97,council,accus,asset,85893
98,incom,rep,bhca,85893
99,vindict,part,hardeman,85893
100,citi,statut,mandamu,85893
101,consent,find,confirm,85893
102,descript,2,groov,85893
103,texa,without,agricultur,85893
104,101a5,must,heir,85893
105,acquisit,make,405b,85893
106,survey,also,leve,85893
107,bond,stat,right,85893
108,24—301d,remov,coram,85893
109,1962c,juri,home,85893
110,whitcomb,polit,commonwealth,85893
111,florida,tract,osborn,85893
112,1801,led2d,probat,85893
113,commit,subject,oklahoma,85893
114,ga,florida,offic,85893
115,continent,decis,fleme,85893
116,aguilera,convey,congress,85893
117,counti,reason,mccullough,85893
118,covarrubia,writ,remov,85893
119,virginia,whether,1801,85893
120,contract,use,threefourth,85893
121,governor,action,byrd,85893
122,homestead,entri,vote,85893
123,indict,return,va,85893
124,agreement,sup,convey,85893
125,arthur,ct,101a5,85893
126,captur,applic,1983,85893
127,mental,governor,senat,85893
128,board,oper,24—301d,85893
129,compani,indian,vindict,85893
130,405a,appear,adam,85893
131,medicaid,notic,activ,85893
132,pledg,acquir,1962c,85893
