,top_words,top_words_from_mean,top_words_from_diff,most_relev_op
0,millner,court,patent,107263
1,arbitr,state,entri,107263
2,ringo,v,land,107263
3,19853,case,millner,107263
4,robbin,land,right,107263
5,fetzer,right,insur,107263
6,confeder,act,ringo,107263
7,thurber,u,offic,107263
8,crump,law,19853,107263
9,robberi,unit,fetzer,107263
10,iren,upon,thurber,107263
11,vessel,compani,robbin,107263
12,enrol,patent,vessel,107263
13,puerto,§,crump,107263
14,milk,sct,confeder,107263
15,religi,ct,iren,107263
16,yancey,plaintiff,ct,107263
17,bernhisel,us,executor,107263
18,bracebar,said,court,107263
19,insur,co,enrol,107263
20,recznik,petition,arbitr,107263
21,casino,claim,gambl,107263
22,train,l,respond,107263
23,land,may,robberi,107263
24,rico,offic,bill,107263
25,sewer,defend,yancey,107263
26,lien,ed,puerto,107263
27,lade,decre,bernhisel,107263
28,chilicoth,bill,bracebar,107263
29,river,respond,ohio,107263
30,fleischer,shall,rico,107263
31,shank,appeal,recznik,107263
32,planograph,made,oil,107263
33,byrn,sup,casino,107263
34,compani,one,chilicoth,107263
35,search,would,u,107263
36,carrier,entri,voyag,107263
37,counti,insur,byrn,107263
38,yarbrough,person,milk,107263
39,passeng,properti,fleischer,107263
40,voyag,section,tract,107263
41,tablet,titl,planograph,107263
42,admiralti,statut,shank,107263
43,bond,question,combin,107263
44,trust,vessel,sup,107263
45,envelop,congress,sewer,107263
46,entri,juri,infring,107263
47,citi,feder,titl,107263
48,commiss,counti,yarbrough,107263
49,endors,time,agent,107263
50,miner,public,decre,107263
51,patent,suit,tablet,107263
52,robbins’,jurisdict,channel,107263
53,klitgaard,proceed,ed,107263
54,panel,use,religi,107263
55,1969,circuit,francisco,107263
56,court,citi,discretionari,107263
57,robertson,district,robbins’,107263
58,oil,mr,envelop,107263
59,milwauki,rep,klitgaard,107263
60,fraliey,judgment,train,107263
61,school,1,mail,107263
62,nashvil,contract,co,107263
63,liquor,fact,search,107263
64,commerc,power,counti,107263
65,ebert,action,liquor,107263
66,louisvil,author,san,107263
67,surfac,bond,miner,107263
68,gambl,suprem,fraliey,107263
69,mail,constitut,milwauki,107263
70,preemption,decis,deni,107263
71,texa,issu,ebert,107263
72,barieau,order,loss,107263
73,debtor,grant,barieau,107263
74,flood,appel,robertson,107263
75,ander,govern,easement,107263
76,larceni,evid,postal,107263
77,wade,2,boundari,107263
78,telfair,petit,supervisor,107263
79,testatrix,led2d,waterspierc,107263
80,southern,file,weed,107263
81,piscataqua,error,appoint,107263
82,greenvil,opinion,lade,107263
83,weed,c,ander,107263
84,lode,sale,telfair,107263
85,samuel,part,ry,107263
86,leas,applic,nashvil,107263
87,decre,led,piscataqua,107263
88,towsley,new,rep,107263
89,wilson,within,endors,107263
90,115011d,requir,panel,107263
91,compound,millner,interior,107263
92,usca,make,salt,107263
93,appoint,rule,greenvil,107263
94,guess,caus,115011d,107263
95,ohio,damag,belief,107263
96,wit,writ,public,107263
97,gosport,corpor,fals,107263
98,waterspierc,ohio,towsley,107263
99,executor,interest,gosport,107263
100,discretionari,counsel,surfac,107263
101,mclaren,reason,peterson,107263
102,rem,agent,testatrix,107263
103,kieffer,deni,marshal,107263
104,petition,receiv,kieffer,107263
105,remov,matter,compound,107263
106,injunct,provid,mclaren,107263
107,unpat,gener,counsel,107263
108,supervisor,dismiss,main,107263
109,vii,alleg,larceni,107263
110,accret,trial,road,107263
111,maritim,see,person,107263
112,right,day,flood,107263
113,creol,possess,guess,107263
114,rae,3,deposit,107263
115,plaintiff,justic,louisvil,107263
116,florida,bank,creol,107263
117,schooner,parti,open,107263
118,board,present,matter,107263
119,depred,executor,wade,107263
120,burk,amend,1969,107263
121,auditor,notic,depred,107263
122,hawaiian,without,john,107263
123,marijuana,railroad,unpat,107263
124,vote,arbitr,rae,107263
125,street,provis,petition,107263
126,1904,owner,fold,107263
127,kansa,whether,45°,107263
128,45°,oil,equit,107263
129,receiv,review,seawal,107263
130,613,also,king,107263
131,seawal,enter,charl,107263
132,peterson,carrier,613,107263
133,francisco,st,preemption,107263
134,sail,trust,maume,107263
135,boundari,subject,appellantsvfreeman,107263
136,claimant,except,accret,107263
137,civil,violat,applic,107263
138,stock,road,damag,107263
139,garriti,therefor,marijuana,107263
140,havana,appoint,burk,107263
141,maume,could,garriti,107263
142,libel,polici,l,107263
143,michigan,hear,hawaiian,107263
144,grove,must,samuel,107263
145,§,two,citi,107263
146,appellantsvfreeman,record,seeley,107263
147,note,purpos,juri,107263
148,seeley,tract,represent,107263
149,titl,loss,dolma,107263
150,belief,board,covoconnor,107263
151,bay,ringo,intox,107263
152,san,purchas,notic,107263
153,indict,river,hoehl,107263
154,bill,enforc,stoney,107263
155,track,charg,passeng,107263
156,represent,r,carolen,107263
157,ga,take,debtor,107263
158,advertis,taken,theolog,107263
159,restitut,find,bay,107263
160,hoehl,exercis,mackey,107263
161,covoconnor,year,certiorari,107263
162,dolma,confeder,elect,107263
163,wrench,regul,petit,107263
164,carolen,held,havana,107263
165,channel,ground,sail,107263
166,vs,place,turtl,107263
167,marriag,claimant,wrench,107263
168,interst,19853,bed,107263
169,fleme,f2d,spevack,107263
170,bailey,duti,grove,107263
171,elect,line,lode,107263
172,product,usca,hear,107263
173,counsel,busi,river,107263
174,respond,robbin,usca,107263
175,fold,remov,claimant,107263
176,spevack,john,heir,107263
177,beam,fetzer,wilson,107263
178,turtl,appelle,35005,107263
179,august,employ,bailey,107263
180,mackey,search,locat,107263
181,cooper,supra,alvvirginia,107263
182,3115,estat,vs,107263
183,theolog,first,72—111,107263
184,arrest,stock,dice,107263
185,sale,decid,trust,107263
186,biven,train,beam,107263
187,main,brought,schooner,107263
188,35005,commiss,rem,107263
189,alvvirginia,motion,fleme,107263
