,top_words,top_words_from_mean,top_words_from_diff,most_relev_op
0,universalrundl,commiss,commiss,105622
1,commiss,universalrundl,universalrundl,105622
2,truckload,moog,moog,105622
3,agridec,respond,truckload,105622
4,station,truckload,agridec,105622
5,suspens,agridec,industri,105622
6,niehoff,order,respond,105622
7,402e,industri,desist,105622
8,308b,court,station,105622
9,livestock,desist,competitor,105622
10,moog,station,order,105622
11,desist,competitor,suspens,105622
12,pickard,suspens,niehoff,105622
13,secretari,niehoff,402e,105622
14,decept,violat,308b,105622
15,312a,402e,livestock,105622
16,industri,308b,ceaseanddesist,105622
17,discount,livestock,312a,105622
18,conceal,ceaseanddesist,violat,105622
19,respond,312a,decept,105622
20,ceaseanddesist,trade,pickard,105622
21,competitor,decept,trade,105622
22,order,pickard,ftc,105622
23,abey,agenc,agenc,105622
24,stockhold,secretari,discount,105622
25,77,feder,ceas,105622
26,trade,ftc,conceal,105622
27,renew,review,secretari,105622
28,sanction,appeal,review,105622
29,stockyard,discount,woko,105622
30,licens,ceas,abey,105622
31,plumb,act,price,105622
32,court,administr,administr,105622
33,registr,conceal,fals,105622
34,stay,price,sanction,105622
35,ceas,§,renew,105622
36,violat,fals,stockyard,105622
37,woko,woko,plumb,105622
38,radio,abey,77,105622
39,agenc,stockhold,stockhold,105622
40,judici,sanction,1958,105622
41,fixtur,77,caprici,105622
42,flagrant,usc,feder,105622
43,administr,renew,registr,105622
44,firm,sct,stay,105622
45,caprici,case,competit,105622
46,commun,stockyard,licens,105622
47,110,licens,usc,105622
48,petition,plumb,radio,105622
49,ftc,1958,355,105622
50,1958,f2d,fixtur,105622
51,shortweight,whether,flagrant,105622
52,f2d,registr,discret,105622
53,underweigh,caprici,appeal,105622
54,price,competit,discretionari,105622
55,stock,stay,f2d,105622
56,applic,may,arbitrari,105622
57,usc,judici,judici,105622
58,appeal,discret,110,105622
59,drastic,355,78,105622
60,fals,fact,clayton,105622
61,act,radio,firm,105622
62,sprowl,us,hear,105622
63,review,hear,illeg,105622
64,custom,fixtur,discrimin,105622
65,feder,petition,shortweight,105622
66,weigh,flagrant,regulatori,105622
67,47,applic,commun,105622
68,unwarr,arbitrari,postpon,105622
69,agricultur,discretionari,whether,105622
70,whether,discrimin,underweigh,105622
71,kintner,78,compet,105622
72,arbitrari,led2d,scope,105622
73,anticompetit,practic,peculiarli,105622
74,fact,firm,practic,105622
75,neglig,110,overturn,105622
76,competit,illeg,drastic,105622
77,warn,would,sprowl,105622
78,industrywid,commun,abus,105622
79,petitionervfeder,clayton,applic,105622
80,usca,compet,robinsonpatman,105622
81,packer,decis,unwarr,105622
82,454,law,kintner,105622
83,discretionari,within,weigh,105622
84,columbia,regulatori,usca,105622
85,petit,determin,§,105622
86,postpon,usca,anticompetit,105622
87,led2d,shortweight,ancillari,105622
88,servic,postpon,fact,105622
89,intent,scope,agricultur,105622
90,78,judgment,financi,105622
91,v,co,custom,105622
92,sct,underweigh,petitionervfeder,105622
93,careless,stock,industrywid,105622
94,hear,abus,penalti,105622
95,case,found,inc,105622
96,seventh,polici,packer,105622
97,compet,penalti,entrust,105622
98,judgment,peculiarli,47,105622
99,impos,inc,warn,105622
100,353,overturn,1946,105622
101,clayton,evid,454,105622
102,355,enforc,achiev,105622
103,robinsonpatman,drastic,seventh,105622
104,§,sprowl,1526,105622
105,discrimin,inform,investig,105622
106,inform,custom,recommend,105622
107,consignor,remedi,careless,105622
108,offer,refus,inform,105622
109,refus,find,329,105622
110,prohibit,v,determin,105622
111,correct,appear,enforc,105622
112,within,weigh,polici,105622
113,request,47,qualiti,105622
114,investig,unwarr,sell,105622
115,wil,robinsonpatman,remedi,105622
116,furnish,oper,consignor,105622
117,malcolm,agricultur,411,105622
118,affirm,financi,found,105622
119,treatment,prohibit,353,105622
120,purchas,kintner,earl,105622
121,offic,sell,shape,105622
122,us,grant,refus,105622
123,law,investig,prohibit,105622
124,may,deni,stock,105622
125,vacat,ancillari,dealt,105622
126,falsiti,anticompetit,malcolm,105622
127,enforc,neglig,wil,105622
128,1526,intent,led2d,105622
129,jan,revers,neglig,105622
130,penalti,remand,columbia,105622
131,examin,warn,decis,105622
132,1284,direct,substanti,105622
133,remedi,stat,§§,105622
134,question,1946,remand,105622
135,determin,seventh,falsiti,105622
136,direct,affirm,1284,105622
137,found,industrywid,similar,105622
138,keep,petitionervfeder,within,105622
139,e,impos,examin,105622
140,sec,substanti,allegedli,105622
141,commissionvwoko,congress,mrharri,105622
