,top_words,top_words_from_mean,top_words_from_diff,most_relev_op
0,vein,vein,vein,91999
1,lode,lode,lode,91999
2,tunnel,surfac,surfac,91999
3,clymer,line,locat,91999
4,mammoth,locat,line,91999
5,eureka,mine,mine,91999
6,mine,apex,apex,91999
7,fissur,dip,dip,91999
8,line,claim,ledg,91999
9,nonconsolid,ledg,downward,91999
10,surfac,downward,tunnel,91999
11,ami,tunnel,ore,91999
12,limb,ore,vertic,91999
13,pioneer,vertic,claim,91999
14,richmond,feet,feet,91999
15,locat,patent,fissur,91999
16,ore,side,side,91999
17,adelaid,fissur,end,91999
18,blanton,end,miner,91999
19,kennedi,right,patent,91999
20,apex,miner,discoveri,91999
21,dip,discoveri,plane,91999
22,downward,compani,extralater,91999
23,bonanza,boundari,clymer,91999
24,possess,plane,top,91999
25,discoveri,extralater,boundari,91999
26,champion,clymer,mammoth,91999
27,ledg,top,eureka,91999
28,limeston,possess,min,91999
29,silveropoli,mammoth,northerli,91999
30,tenant,said,limeston,91999
31,argonaut,court,2322,91999
32,nuget,eureka,cours,91999
33,advers,plaintiff,right,91999
34,fault,cours,possess,91999
35,crescent,min,depth,91999
36,miner,northerli,rock,91999
37,land,within,strike,91999
38,rock,extend,extend,91999
39,lynch,land,ami,91999
40,flagstaff,limeston,champion,91999
41,2336,error,angl,91999
42,extralater,2322,nonconsolid,91999
43,northerli,defend,cross,91999
44,compani,rock,southerli,91999
45,titl,strike,limb,91999
46,zone,depth,richmond,91999
47,claim,cross,pioneer,91999
48,side,ami,shaft,91999
49,vertic,titl,intersect,91999
50,patent,champion,diagram,91999
51,lot,angl,outsid,91999
52,said,outsid,adelaid,91999
53,quartzit,richmond,blanton,91999
54,fg,nonconsolid,flagstaff,91999
55,intersect,southerli,parallel,91999
56,titu,limb,perpendicular,91999
57,margaret,shaft,lie,91999
58,loui,may,kennedi,91999
59,subsurfac,pioneer,advers,91999
60,junctur,intersect,quartz,91999
61,coten,diagram,bonanza,91999
62,silva,owner,within,91999
63,end,upon,silver,91999
64,southerli,lie,1872,91999
65,strike,point,insid,91999
66,feet,adelaid,tenant,91999
67,2322,parallel,mill,91999
68,mill,blanton,along,91999
69,defend,flagstaff,silveropoli,91999
70,smuggler,advers,argonaut,91999
71,mineralbear,perpendicular,nuget,91999
72,top,work,beneath,91999
73,min,kennedi,bodi,91999
74,parallel,follow,deposit,91999
75,diagram,deposit,point,91999
76,st,1872,length,91999
77,deposit,mill,crescent,91999
78,boundari,co,owner,91999
79,shaft,tenant,run,91999
80,fraction,ground,westerli,91999
81,edg,along,fault,91999
82,onward,silver,mineralbear,91999
83,error,bodi,discov,91999
84,assay,insid,lynch,91999
85,instruct,quartz,2336,91999
86,contradip,bonanza,south,91999
87,lime,case,northwesterli,91999
88,petition,run,distanc,91999
89,common,v,easterli,91999
90,tonopah,made,outcrop,91999
