,names,dates,url
0,The Grace Girdler,1869-02-18,https://www.courtlistener.com/opinion/87998/the-grace-girdler/
1,The Carlos F. Roses,1900-03-14,https://www.courtlistener.com/opinion/95278/the-carlos-f-roses/
2,The Jenny,1867-05-13,https://www.courtlistener.com/opinion/87822/the-jenny/
3,The Circassian,1865-01-30,https://www.courtlistener.com/opinion/87636/the-circassian/
4,The Bermuda,1866-03-12,https://www.courtlistener.com/opinion/87732/the-bermuda/
5,The Hart,1866-03-26,https://www.courtlistener.com/opinion/87733/the-hart/
6,The Panama,1900-03-05,https://www.courtlistener.com/opinion/95200/the-panama/
7,The Adula,1900-02-26,https://www.courtlistener.com/opinion/95188/the-adula/
8,Raymond v. Tyson,1855-01-18,https://www.courtlistener.com/opinion/86905/raymond-v-tyson/
9,"The"" Florida""",1880-03-18,https://www.courtlistener.com/opinion/90089/the-florida/
10,The Manila Prize Cases,1903-02-23,https://www.courtlistener.com/opinion/95781/the-manila-prize-cases/
11,Missouri Pacific R. Co. v. McFadden,1894-05-26,https://www.courtlistener.com/opinion/93936/missouri-pacific-r-co-v-mcfadden/
12,The Sir William Peel,1867-05-16,https://www.courtlistener.com/opinion/87850/the-sir-william-peel/
13,"Schooner Freeman, &C. v. Buckingham",1856-01-29,https://www.courtlistener.com/opinion/86995/schooner-freeman-c-v-buckingham/
14,Porter v. United States,1883-01-15,https://www.courtlistener.com/opinion/90723/porter-v-united-states/
15,The Commercen,1816-03-22,https://www.courtlistener.com/opinion/85161/the-commercen/
16,The Pedro,1899-12-11,https://www.courtlistener.com/opinion/95129/the-pedro/
17,Friedlander v. Texas & Pacific R. Co.,1889-04-15,https://www.courtlistener.com/opinion/92485/friedlander-v-texas-pacific-r-co/
18,Pollard v. Vinton,1882-03-20,https://www.courtlistener.com/opinion/90539/pollard-v-vinton/
19,The Benito Estenger,1900-03-05,https://www.courtlistener.com/opinion/95203/the-benito-estenger/
20,United States v. Acme Process Equipment Co.,1967-01-16,https://www.courtlistener.com/opinion/107302/united-states-v-acme-process-equipment-co/
21,The Mangrove Prize Money,1903-02-23,https://www.courtlistener.com/opinion/95816/the-mangrove-prize-money/
22,The Lady Franklin,1869-12-13,https://www.courtlistener.com/opinion/88091/the-lady-franklin/
23,Jecker v. Montgomery,1852-03-18,https://www.courtlistener.com/opinion/86760/jecker-v-montgomery/
24,Gracie v. Palmer,1823-03-14,https://www.courtlistener.com/opinion/85405/gracie-v-palmer/
25,The Josephine,1866-01-15,https://www.courtlistener.com/opinion/87685/the-josephine/
26,The Battle,1868-04-18,https://www.courtlistener.com/opinion/87946/the-battle/
27,The Iron-Clad Atlanta,1866-04-18,https://www.courtlistener.com/opinion/87723/the-iron-clad-atlanta/
28,Gleason v. Seaboard Air Line R. Co.,1929-01-02,https://www.courtlistener.com/opinion/101368/gleason-v-seaboard-air-line-r-co/
29,The Hampton,1867-05-18,https://www.courtlistener.com/opinion/87838/the-hampton/
30,The Pizarro,1817-03-18,https://www.courtlistener.com/opinion/85192/the-pizarro/
31,Kennett v. Chambers,1852-12-29,https://www.courtlistener.com/opinion/86769/kennett-v-chambers/
32,The Buena Ventura,1899-12-11,https://www.courtlistener.com/opinion/95131/the-buena-ventura/
33,Benton v. Woolsey,1838-02-13,https://www.courtlistener.com/opinion/86027/benton-v-woolsey/
34,Nagle v. Loi Hoa,1927-10-24,https://www.courtlistener.com/opinion/101198/nagle-v-loi-hoa/
35,The Siren,1871-12-18,https://www.courtlistener.com/opinion/88475/the-siren/
36,The Dashing Wave,1867-05-18,https://www.courtlistener.com/opinion/87818/the-dashing-wave/
37,Dewey v. United States,1900-05-28,https://www.courtlistener.com/opinion/95320/dewey-v-united-states/
38,The Cheshire,1866-03-18,https://www.courtlistener.com/opinion/87700/the-cheshire/
39,"St. Louis, IM & SR Co. v. Knight",1887-05-23,https://www.courtlistener.com/opinion/91962/st-louis-im-sr-co-v-knight/
40,The Sally Magee,1866-03-12,https://www.courtlistener.com/opinion/87728/the-sally-magee/
41,The Gray Jacket,1867-05-18,https://www.courtlistener.com/opinion/87836/the-gray-jacket/
42,The Newfoundland,1900-01-15,https://www.courtlistener.com/opinion/95168/the-newfoundland/
43,Phillips v. Payne,1876-04-17,https://www.courtlistener.com/opinion/89254/phillips-v-payne/
44,"Jecker, Torre, & Co. v. Montgomery",1856-01-17,https://www.courtlistener.com/opinion/86985/jecker-torre-co-v-montgomery/
45,United States v. Steever,1885-03-16,https://www.courtlistener.com/opinion/91336/united-states-v-steever/
46,The Olinde Rodrigues,1899-05-15,https://www.courtlistener.com/opinion/95079/the-olinde-rodrigues/
47,The Ariadne,1817-02-14,https://www.courtlistener.com/opinion/85184/the-ariadne/
48,The Peterhoff,1867-04-15,https://www.courtlistener.com/opinion/87809/the-peterhoff/
49,The St. Joze Indiano,1816-03-18,https://www.courtlistener.com/opinion/85150/the-st-joze-indiano/
50,The Harrison,1816-03-18,https://www.courtlistener.com/opinion/85158/the-harrison/
51,The Flying Scud,1867-12-30,https://www.courtlistener.com/opinion/87916/the-flying-scud/
