,names,dates,url
0,"O'Gorman & Young, Inc. v. Hartford Fire Ins. Co.",1931-01-05,https://www.courtlistener.com/opinion/101636/ogorman-young-inc-v-hartford-fire-ins-co/
1,"Radio Station Wow, Inc. v. Johnson",1945-09-20,https://www.courtlistener.com/opinion/104183/radio-station-wow-inc-v-johnson/
2,Postal Telegraph Cable Co. v. Baltimore,1895-01-28,https://www.courtlistener.com/opinion/94088/postal-telegraph-cable-co-v-baltimore/
3,Ex Parte Boyer,1884-01-07,https://www.courtlistener.com/opinion/90972/ex-parte-boyer/
4,Atascadero State Hospital v. Scanlon,1985-08-28,https://www.courtlistener.com/opinion/111503/atascadero-state-hospital-v-scanlon/
5,Oliphant v. Suquamish Tribe,1978-03-06,https://www.courtlistener.com/opinion/109812/oliphant-v-suquamish-tribe/
6,Randolph v. Donaldson,1815-02-21,https://www.courtlistener.com/opinion/85098/randolph-v-donaldson/
7,Ohio v. Johnson,1984-08-02,https://www.courtlistener.com/opinion/111207/ohio-v-johnson/
8,Lopez v. United States,1963-05-27,https://www.courtlistener.com/opinion/106622/lopez-v-united-states/
9,"United Air Lines, Inc. v. Mahin",1973-03-05,https://www.courtlistener.com/opinion/108737/united-air-lines-inc-v-mahin/
10,Draper v. Davis,1882-01-18,https://www.courtlistener.com/opinion/90465/draper-v-davis/
11,Arnold v. Hatch,1900-04-09,https://www.courtlistener.com/opinion/95237/arnold-v-hatch/
12,United States v. Locke,2000-03-22,https://www.courtlistener.com/opinion/118346/united-states-v-locke/
13,Purity Extract & Tonic Co. v. Lynch,1912-12-02,https://www.courtlistener.com/opinion/97707/purity-extract-tonic-co-v-lynch/
14,United States v. Chase Nat. Bank,1920-04-19,https://www.courtlistener.com/opinion/99568/united-states-v-chase-nat-bank/
15,Lampasas v. Bell,1901-02-25,https://www.courtlistener.com/opinion/95412/lampasas-v-bell/
16,United States v. White,1944-06-12,https://www.courtlistener.com/opinion/104016/united-states-v-white/
17,Boykin v. Alabama,1969-06-02,https://www.courtlistener.com/opinion/107951/boykin-v-alabama/
18,Gaston County v. United States,1969-06-02,https://www.courtlistener.com/opinion/107954/gaston-county-v-united-states/
