,names,dates,url
0,United States v. Behrman,1922-03-27,https://www.courtlistener.com/opinion/99951/united-states-v-behrman/
1,Trainor v. Hernandez,1977-05-31,https://www.courtlistener.com/opinion/109668/trainor-v-hernandez/
2,The Delaware,1872-01-29,https://www.courtlistener.com/opinion/88568/the-delaware/
3,Cappaert v. United States,1976-06-07,https://www.courtlistener.com/opinion/109465/cappaert-v-united-states/
4,California v. Carney,1985-05-13,https://www.courtlistener.com/opinion/111423/california-v-carney/
5,O'Callahan v. Parker,1969-06-02,https://www.courtlistener.com/opinion/107953/ocallahan-v-parker/
6,Calderon v. Coleman,1998-12-14,https://www.courtlistener.com/opinion/1639091/calderon-v-coleman/
7,Heikkinen v. United States,1958-01-06,https://www.courtlistener.com/opinion/105601/heikkinen-v-united-states/
8,Lum v. Robertson,1867-12-23,https://www.courtlistener.com/opinion/87919/lum-v-robertson/
9,Fletcher v. Weir,1982-03-23,https://www.courtlistener.com/opinion/110668/fletcher-v-weir/
10,"US Ind./Fed. Sheet Metal, Inc. v. Director, OWCP",1982-03-23,https://www.courtlistener.com/opinion/110669/us-indfed-sheet-metal-inc-v-director-owcp/
11,Smith and Others v. Edrington,1814-02-23,https://www.courtlistener.com/opinion/85054/smith-and-others-v-edrington/
12,Mendenhall v. Hall,1890-04-07,https://www.courtlistener.com/opinion/92756/mendenhall-v-hall/
13,Little v. Bowers,1890-04-07,https://www.courtlistener.com/opinion/92755/little-v-bowers/
14,Whittemore v. Amoskeag Nat. Bank,1890-04-07,https://www.courtlistener.com/opinion/92752/whittemore-v-amoskeag-nat-bank/
15,Brown v. Lake Superior Iron Co.,1890-04-07,https://www.courtlistener.com/opinion/92753/brown-v-lake-superior-iron-co/
16,Cichos v. Indiana,1966-11-14,https://www.courtlistener.com/opinion/107293/cichos-v-indiana/
17,Bank of Marin v. England,1966-12-05,https://www.courtlistener.com/opinion/107299/bank-of-marin-v-england/
18,Home Ins. Co. v. New York,1890-04-07,https://www.courtlistener.com/opinion/92758/home-ins-co-v-new-york/
19,California Ex Rel. State Lands Comm'n v. United States,1982-09-09,https://www.courtlistener.com/opinion/110744/california-ex-rel-state-lands-commn-v-united-states/
20,Mireles v. Waco,1991-10-21,https://www.courtlistener.com/opinion/112655/mireles-v-waco/
21,United States v. State of Louisiana,1971-12-20,https://www.courtlistener.com/opinion/108423/united-states-v-state-of-louisiana/
22,United States v. Gibson,1834-03-15,https://www.courtlistener.com/opinion/85903/united-states-v-gibson/
23,Golden State Transit Corp. v. Los Angeles,1986-04-01,https://www.courtlistener.com/opinion/111621/golden-state-transit-corp-v-los-angeles/
24,FHE Oil Co. v. Helvering,1939-11-06,https://www.courtlistener.com/opinion/103239/fhe-oil-co-v-helvering/
25,"Hamilton v. Vicksburg, S. & PR Co.",1886-12-06,https://www.courtlistener.com/opinion/91752/hamilton-v-vicksburg-s-pr-co/
26,"Fair Assessment in Real Estate Assn., Inc. v. McNary",1981-12-01,https://www.courtlistener.com/opinion/110581/fair-assessment-in-real-estate-assn-inc-v-mcnary/
27,Panama Mail SS Co. v. Vargas,1930-06-02,https://www.courtlistener.com/opinion/101603/panama-mail-ss-co-v-vargas/
28,The Bank of the United States v. Elizabeth Lee,1839-02-11,https://www.courtlistener.com/opinion/86078/the-bank-of-the-united-states-v-elizabeth-lee/
29,Carter v. Kubler,1943-12-06,https://www.courtlistener.com/opinion/103883/carter-v-kubler/
30,Insurance Company v. McCain,1878-01-28,https://www.courtlistener.com/opinion/89672/insurance-company-v-mccain/
31,Lottery Case,1903-02-23,https://www.courtlistener.com/opinion/2421240/lottery-case/
32,North Pacific SS Co. v. Soley,1921-12-05,https://www.courtlistener.com/opinion/99875/north-pacific-ss-co-v-soley/
33,Arizona Governing Comm. for Tax Deferred Annuity and Deferred Compensation Plans v. Norris,1983-07-06,https://www.courtlistener.com/opinion/111021/arizona-governing-comm-for-tax-deferred-annuity-and-deferred-compensation/
34,Michigan v. Long,1983-07-06,https://www.courtlistener.com/opinion/111020/michigan-v-long/
35,United States v. Keatley,1907-02-25,https://www.courtlistener.com/opinion/96606/united-states-v-keatley/
36,Lake County v. Rollins,1889-05-13,https://www.courtlistener.com/opinion/92510/lake-county-v-rollins/
37,Mitchell v. Budd,1956-05-14,https://www.courtlistener.com/opinion/105366/mitchell-v-budd/
38,Bender v. Williamsport Area School Dist.,1986-05-19,https://www.courtlistener.com/opinion/111617/bender-v-williamsport-area-school-dist/
39,Covington v. Comstock,1840-02-19,https://www.courtlistener.com/opinion/86119/covington-v-comstock/
40,McGourkey v. Toledo & Ohio Central R. Co.,1892-12-19,https://www.courtlistener.com/opinion/93458/mcgourkey-v-toledo-ohio-central-r-co/
41,Schmidt v. Bank of Commerce,1914-05-25,https://www.courtlistener.com/opinion/98203/schmidt-v-bank-of-commerce/
42,Filhiol v. Torney,1904-05-16,https://www.courtlistener.com/opinion/96096/filhiol-v-torney/
43,"Leiter Minerals, Inc. v. United States",1957-01-14,https://www.courtlistener.com/opinion/105439/leiter-minerals-inc-v-united-states/
