,names,dates,url
0,United States v. Spector,1952-05-12,https://www.courtlistener.com/opinion/104996/united-states-v-spector/
1,Farrar v. Hobby,1992-12-14,https://www.courtlistener.com/opinion/112798/farrar-v-hobby/
2,Ambler v. Choteau,1883-01-22,https://www.courtlistener.com/opinion/90793/ambler-v-choteau/
3,Kappos v. Hyatt,2012-04-18,https://www.courtlistener.com/opinion/2959738/kappos-v-hyatt/
4,Steelworkers v. United States,1959-12-07,https://www.courtlistener.com/opinion/105958/steelworkers-v-united-states/
5,Gates v. Goodloe,1880-03-18,https://www.courtlistener.com/opinion/90173/gates-v-goodloe/
6,Gandy v. Main Belting Co.,1892-03-07,https://www.courtlistener.com/opinion/93287/gandy-v-main-belting-co/
7,Wheeler v. Sedgwick,1876-11-20,https://www.courtlistener.com/opinion/89426/wheeler-v-sedgwick/
8,Robertson v. Rosenthal,1889-12-16,https://www.courtlistener.com/opinion/92618/robertson-v-rosenthal/
9,Sprout v. South Bend,1928-05-14,https://www.courtlistener.com/opinion/101295/sprout-v-south-bend/
10,Bennett v. Butterworth,1852-03-18,https://www.courtlistener.com/opinion/86701/bennett-v-butterworth/
11,Creek Nation v. United States,1962-06-04,https://www.courtlistener.com/opinion/1878791/creek-nation-v-united-states/
12,Fuqua v. Mississippi,1963-04-15,https://www.courtlistener.com/opinion/1087855/fuqua-v-mississippi/
13,Peters v. Bowman,1878-12-18,https://www.courtlistener.com/opinion/89845/peters-v-bowman/
14,Rio Grande Irrigation & Colonization Co. v. Gildersleeve,1899-05-22,https://www.courtlistener.com/opinion/95087/rio-grande-irrigation-colonization-co-v-gildersleeve/
15,Doe v. Chao,2004-02-24,https://www.courtlistener.com/opinion/131163/doe-v-chao/
16,Stevenson v. Fain,1904-11-07,https://www.courtlistener.com/opinion/96133/stevenson-v-fain/
17,Owens v. Union Pacific R. Co.,1943-06-14,https://www.courtlistener.com/opinion/103873/owens-v-union-pacific-r-co/
18,ICC v. Goodrich Transit Co.,1912-04-01,https://www.courtlistener.com/opinion/97601/icc-v-goodrich-transit-co/
19,Abbott v. United States,2010-11-15,https://www.courtlistener.com/opinion/179213/abbott-v-united-states/
20,"Alessi v. Raybestos-Manhattan, Inc.",1981-05-18,https://www.courtlistener.com/opinion/110477/alessi-v-raybestos-manhattan-inc/
21,Bakery Drivers v. Wagshal,1948-03-15,https://www.courtlistener.com/opinion/104527/bakery-drivers-v-wagshal/
22,"John D. Wade v. Howard Yeager, Warden",1968-10-14,https://www.courtlistener.com/opinion/107769/john-d-wade-v-howard-yeager-warden/
23,Carroll v. Dorsey,1857-12-30,https://www.courtlistener.com/opinion/87145/carroll-v-dorsey/
24,Riverside Oil Co. v. Hitchcock,1903-05-18,https://www.courtlistener.com/opinion/95903/riverside-oil-co-v-hitchcock/
25,Farmers' & Merchants' Ins. Co. v. Dobney,1903-04-06,https://www.courtlistener.com/opinion/95852/farmers-merchants-ins-co-v-dobney/
26,Staples v. United States,1994-05-23,https://www.courtlistener.com/opinion/1087954/staples-v-united-states/
27,FPC v. Louisiana Power & Light Co.,1972-06-07,https://www.courtlistener.com/opinion/108552/fpc-v-louisiana-power-light-co/
28,Carleson v. Remillard,1972-06-07,https://www.courtlistener.com/opinion/108550/carleson-v-remillard/
29,Maddox v. United States,1872-12-16,https://www.courtlistener.com/opinion/88583/maddox-v-united-states/
30,United States v. Miranda,1842-02-15,https://www.courtlistener.com/opinion/86201/united-states-v-miranda/
31,United States v. Atlantic Mut. Ins. Co.,1952-04-21,https://www.courtlistener.com/opinion/105000/united-states-v-atlantic-mut-ins-co/
32,Connor v. Coleman,1976-05-19,https://www.courtlistener.com/opinion/109447/connor-v-coleman/
33,Ellis v. ICC,1915-05-10,https://www.courtlistener.com/opinion/98455/ellis-v-icc/
34,Liteky v. United States,1994-03-07,https://www.courtlistener.com/opinion/112935/liteky-v-united-states/
35,Consaul v. Cummings,1911-12-18,https://www.courtlistener.com/opinion/97495/consaul-v-cummings/
36,Hoboken v. Pennsylvania R. Co.,1888-02-20,https://www.courtlistener.com/opinion/92164/hoboken-v-pennsylvania-r-co/
37,Putnam v. Commissioner,1956-12-03,https://www.courtlistener.com/opinion/105427/putnam-v-commissioner/
38,"United States v. Frankfort Distilleries, Inc.",1945-03-05,https://www.courtlistener.com/opinion/104098/united-states-v-frankfort-distilleries-inc/
39,United States v. Wilson,1897-11-29,https://www.courtlistener.com/opinion/94762/united-states-v-wilson/
40,Harper County Comm'rs v. Rose,1891-04-27,https://www.courtlistener.com/opinion/93065/harper-county-commrs-v-rose/
41,Wilson v. Riddle,1887-12-12,https://www.courtlistener.com/opinion/92073/wilson-v-riddle/
42,First Nat. Bank of Chicago v. United States,1931-04-13,https://www.courtlistener.com/opinion/101712/first-nat-bank-of-chicago-v-united-states/
43,Sinclair v. District of Columbia,1904-01-04,https://www.courtlistener.com/opinion/95972/sinclair-v-district-of-columbia/
44,McLaughlin v. Richland Shoe Co.,1988-05-16,https://www.courtlistener.com/opinion/112072/mclaughlin-v-richland-shoe-co/
45,Long v. Ansell,1934-11-05,https://www.courtlistener.com/opinion/102310/long-v-ansell/
