,top_words,top_words_from_mean,top_words_from_diff,most_relev_op
0,wool,court,juri,106170
1,tsc,state,habea,106170
2,burner,v,sentenc,106170
3,bendey,case,instruct,106170
4,aldrich,act,employ,106170
5,alvarado,law,vessel,106170
6,lansburgh,upon,compens,106170
7,flour,compani,petition,106170
8,juvenil,sct,rubber,106170
9,siegert,unit,degre,106170
10,dresser,defend,servic,106170
11,overdahl,plaintiff,tennesse,106170
12,serda,us,law,106170
13,rubber,tax,rank,106170
14,tva,§,corpu,106170
15,tonsellito,u,carrier,106170
16,sculptor,said,letter,106170
17,lode,land,petit,106170
18,trest,right,line,106170
19,tanker,may,safeti,106170
20,stave,claim,murder,106170
21,clamorgan,petition,use,106170
22,deme,made,deced,106170
23,massi,properti,train,106170
24,mena,would,counti,106170
25,contempt,judgment,claim,106170
26,township,one,guilti,106170
27,parson,error,death,106170
28,disbar,district,new,106170
29,laidley,shall,inland,106170
30,bridg,co,maritim,106170
31,blockad,contract,municip,106170
32,ga,question,kentucki,106170
33,kragjorgensen,appeal,rapp,106170
34,arbitr,statut,employe,106170
35,rag,juri,iron,106170
36,florin,l,vote,106170
37,bellevil,mr,orphan,106170
38,bank,order,tug,106170
39,clinker,constitut,amend,106170
40,signatori,new,worker,106170
41,322a3,feder,renegoti,106170
42,car,section,merger,106170
43,bottl,power,track,106170
44,conductor,ct,lieuten,106170
45,tulley,use,township,106170
46,hardin,evid,qualifi,106170
47,hemp,1,wage,106170
48,meatfood,railroad,tort,106170
49,emblen,person,elect,106170
50,train,requir,mo,106170
51,shrimp,time,wool,106170
52,carney,jurisdict,contractor,106170
53,1956h,led2d,appoint,106170
54,forfeitur,decre,injuri,106170
55,slave,rule,prioriti,106170
56,vartela,fact,caldwel,106170
57,oleomargarin,see,tanker,106170
58,mcmaster,author,port,106170
59,trademark,offic,flour,106170
60,semaphor,congress,instal,106170
61,courtnay,corpor,malic,106170
62,condict,trial,saucier,106170
63,brevet,bill,privileg,106170
64,disinfect,amend,labor,106170
65,broadcast,commiss,bendey,106170
66,retard,led,jersey,106170
67,sentenc,opinion,presumpt,106170
68,saucier,ed,punish,106170
69,postal,circuit,procedur,106170
70,militari,parti,tsc,106170
71,bo,counti,aldrich,106170
72,kentucki,gener,share,106170
73,advertis,issu,ordin,106170
74,mcdevitt,2,duti,106170
75,huff,respond,excess,106170
76,apprais,action,branch,106170
77,bast,bond,1892,106170
78,sarivola,part,holder,106170
79,copyright,proceed,quarter,106170
80,coal,sup,imprison,106170
81,vald,reason,payabl,106170
82,kalchinian,petit,wharf,106170
83,weaver,within,remov,106170
84,renegoti,c,reason,106170
85,wager,citi,lackawanna,106170
86,carrier,interest,societi,106170
87,wrapper,govern,road,106170
88,pack,whether,member,106170
89,nonsuch,bank,florin,106170
90,peerless,justic,evid,106170
91,thor,suit,lansburgh,106170
92,eeoc,patent,siegert,106170
93,christi,servic,default,106170
94,allison,provid,1925,106170
95,doniphan,must,crew,106170
96,gift,employ,standard,106170
97,sr,caus,liabil,106170
98,retir,vessel,verdict,106170
99,explet,decis,1893,106170
100,firepot,suprem,lien,106170
101,walworth,present,pack,106170
102,mortgag,charg,person,106170
103,obscen,without,blank,106170
104,rank,grant,trademark,106170
105,hendrix,could,perman,106170
106,fca,provis,overdahl,106170
107,hust,make,serda,106170
108,23—105,titl,§,106170
109,highwasse,public,day,106170
110,lotteri,amount,pennsylvania,106170
111,ferri,purpos,door,106170
112,philippin,3,charg,106170
113,inland,file,tonsellito,106170
114,consignor,appel,ballot,106170
115,intoxilyz,year,owner,106170
116,eszterha,rep,lavend,106170
117,1447c,board,teeth,106170
118,dorr,receiv,oleomargarin,106170
119,regrad,term,arm,106170
120,indors,also,manufactur,106170
121,arm,payment,indors,106170
122,lien,day,parson,106170
123,tupper,first,contribut,106170
124,argersing,regul,taxpay,106170
125,beer,subject,car,106170
126,sign,writ,trest,106170
127,tobacco,record,sculptor,106170
128,pneumat,alleg,tva,106170
129,lanham,held,marriag,106170
130,night,duti,thenc,106170
131,lenfesti,sale,schedul,106170
132,lubben,stock,chang,106170
133,stock,sentenc,dresser,106170
134,probat,determin,burner,106170
135,lavend,employe,mena,106170
136,lackawanna,pay,captur,106170
137,feild,carrier,retard,106170
138,canon,york,offic,106170
139,shoe,effect,ordnanc,106170
140,baltimor,two,shoe,106170
141,ireland,limit,georgia,106170
142,guardian,line,alvarado,106170
143,marriag,judg,highway,106170
144,bylaw,r,exhaust,106170
145,cotton,stat,clamorgan,106170
146,sen,paid,kragjorgensen,106170
147,ino,except,3466,106170
148,highway,possess,defect,106170
149,merger,4,convict,106170
150,tax,find,confess,106170
151,corpor,due,enjoy,106170
152,mistrial,busi,truck,106170
153,vein,follow,challeng,106170
154,thenc,per,3d,106170
155,door,commerc,stock,106170
156,creditor,applic,one,106170
157,canal,instruct,postal,106170
158,immigr,show,wharfag,106170
159,hetchhetchi,commission,fela,106170
160,subcontractor,id,treasur,106170
161,suder,counsel,twentyfirst,106170
162,fdca,therefor,disbar,106170
163,iron,direct,meatfood,106170
164,dargan,damag,322a3,106170
165,reapprais,compens,commiss,106170
166,belliger,execut,patente,106170
167,thimbleskein,decid,deme,106170
168,pipebox,motion,stave,106170
169,decre,deed,crimin,106170
170,patent,respect,trial,106170
171,kokomo,purchas,belliger,106170
172,tug,construct,1956h,106170
173,needl,valu,tulley,106170
174,cheek,5,credit,106170
175,negro,owner,doniphan,106170
176,assess,ground,vartela,106170
177,bastard,appli,clinker,106170
178,death,estat,laidley,106170
179,clevi,violat,rock,106170
180,hemphil,money,rag,106170
181,georgetown,appear,courtnay,106170
182,weed,found,warrant,106170
183,poy,note,panatlant,106170
184,frisbe,affirm,shipown,106170
185,vessel,secur,emblen,106170
186,thorn,death,cashier,106170
187,count,n,consolid,106170
188,moncur,might,weed,106170
189,pluma,convict,1958,106170
190,pledg,oper,christi,106170
191,board,given,ship,106170
192,1958,crimin,color,106170
193,news,6,oregon,106170
194,cantrel,labor,massi,106170
195,captur,object,sign,106170
196,remov,consid,lee,106170
197,inventori,place,semaphor,106170
198,oregon,assess,condict,106170
199,wage,liabil,deliveri,106170
200,land,citizen,requir,106170
201,rapp,work,hemp,106170
202,street,give,wabash,106170
203,navi,review,thorn,106170
204,women,protect,mcmaster,106170
205,machin,matter,bast,106170
206,kalinski,dismiss,repres,106170
207,baruso,legisl,immun,106170
208,hanrick,j,redempt,106170
209,stove,secretari,articl,106170
210,samuel,process,sarivola,106170
211,postmast,differ,subsect,106170
212,comanch,brought,disinfect,106170
213,samesex,take,nomine,106170
214,scow,allow,kalchinian,106170
215,homan,condit,brandon,106170
216,deed,taken,waterman,106170
217,437h,7,bellevil,106170
218,callaway,origin,signatori,106170
219,prickett,remov,crime,106170
220,liverpool,interst,applianc,106170
221,bruton,answer,foreign,106170
222,fleet,supra,carney,106170
223,incom,creditor,workmen,106170
224,3701,mortgag,nonsuch,106170
225,confess,notic,danvil,106170
226,immun,articl,fisheri,106170
227,mcpherson,complain,mcdevitt,106170
228,bankrupt,establish,brevet,106170
229,ancillari,good,9b,106170
230,allocatur,mean,wrapper,106170
231,danvil,relat,martial,106170
232,murder,f2d,steam,106170
233,candid,habea,baltimor,106170
234,wmata,car,constitut,106170
235,indian,certif,mileag,106170
236,prescript,assign,voter,106170
237,indict,usc,extra,106170
238,mine,st,thor,106170
239,881847,road,highwasse,106170
240,faa,declar,hour,106170
241,court,lien,shrimp,106170
242,dunbar,railway,devic,106170
243,verdict,date,2015,106170
244,harper,set,vend,106170
245,alien,injuri,conductor,106170
246,nonsign,enter,bo,106170
247,prison,verdict,regiment,106170
248,bond,deni,regrad,106170
249,young,point,kane,106170
250,energi,entitl,1882,106170
251,depred,refer,extradit,106170
252,9b,nation,feild,106170
253,witherspoon,trust,23—105,106170
254,eschelman,appoint,huff,106170
255,monfort,truste,fisk,106170
256,inspector,p,bearer,106170
257,porter,thu,onefourth,106170
258,homework,revers,vald,106170
259,wharfag,account,explet,106170
260,postmastergener,pass,eszterha,106170
261,fulminant,hold,intoxilyz,106170
262,band,cent,hess,106170
263,societi,10,railroad,106170
264,warrant,member,firepot,106170
265,wyom,attorney,letterspat,106170
266,extradit,8,peerless,106170
267,java,recov,hemphil,106170
268,town,sum,sct,106170
269,admiralti,exercis,contempt,106170
270,mata’,name,hanrick,106170
271,wynn,result,weaver,106170
272,salisburi,word,hendrix,106170
273,entrap,agreement,canon,106170
274,counti,deliv,offens,106170
275,brotherhood,ship,town,106170
276,conscienti,claus,retir,106170
277,nebraska,9,v,106170
278,robberi,necessari,lenfesti,106170
279,psychotherapist,even,destin,106170
280,saginaw,march,due,106170
281,lamborn,rate,lubben,106170
282,commiss,legal,railway,106170
283,soulard,consider,show,106170
284,indig,exist,callaway,106170
285,premium,procedur,draw,106170
286,hamm,circumst,consignor,106170
287,larrinaga,12,eighteenth,106170
288,bouchillon,elect,1447c,106170
289,parish,enforc,demis,106170
290,panatlant,second,indiana,106170
291,vote,final,384,106170
292,treati,cost,walker,106170
293,caldwel,administr,social,106170
294,lodg,territori,richard,106170
295,dow,argument,scow,106170
296,fisheri,appelle,deed,106170
297,gulden,report,hetchhetchi,106170
298,handbil,letter,pneumat,106170
299,flanigan,howev,kokomo,106170
300,mill,fund,primari,106170
301,survey,hear,tupper,106170
302,invent,view,mcgowan,106170
303,atroci,page,addit,106170
304,bu,privileg,juror,106170
305,blank,debt,ireland,106170
306,class,insur,cheek,106170
307,grass,share,power,106170
308,alvargaret,union,cent,106170
309,zivotofski,impos,find,106170
310,taxpay,refus,postmastergener,106170
311,brandon,polici,sr,106170
312,mccune,offens,brakemen,106170
313,wharf,permit,brakeman,106170
314,contractor,water,argersing,106170
315,regiment,testimoni,147,106170
316,navig,11,1881,106170
317,philips,benefit,suder,106170
318,802205,well,walworth,106170
319,lieuten,certain,ino,106170
320,privileg,plea,bottl,106170
321,estat,control,defend,106170
322,road,judici,fca,106170
323,spous,suffici,hardin,106170
324,gao,ordin,eaton,106170
325,bearer,remand,thimbleskein,106170
326,erisa,fee,pipebox,106170
327,fela,say,fifth,106170
328,trial,anoth,intest,106170
329,maritim,conclus,clevi,106170
330,phillip,return,matur,106170
331,compani,repres,dargan,106170
332,ticknor,foreign,grade,106170
333,feder,common,frisbe,106170
334,babcock,practic,mullaney,106170
335,ryburn,claimant,wynn,106170
336,intersci,agent,bastard,106170
337,bellanca,valid,11e,106170
338,punish,principl,juvenil,106170
339,timber,natur,innoc,106170
340,assistantcommissari,manufactur,dorr,106170
341,servant,involv,poy,106170
342,repeal,intent,allocatur,106170
343,pipelin,indict,baruso,106170
344,bueno,ohio,pluma,106170
345,7005,equiti,75,106170
346,graindoor,usca,kalinski,106170
347,communist,accord,facil,106170
348,plan,chang,r,106170
349,3692,convey,moncur,106170
350,appellantvdepart,transport,mob,106170
351,§1447d,argu,case,106170
352,redistrict,render,lode,106170
353,mullaney,equal,hogan,106170
354,leaflet,import,stapl,106170
355,berth,legislatur,valley,106170
356,ordin,express,postmast,106170
357,book,13,hust,106170
358,dubuclet,complaint,prickett,106170
359,prioriti,standard,sampl,106170
