,top_words,top_words_from_mean,top_words_from_diff,most_relev_op
0,dispensari,court,bank,90667
1,gumaer,state,tax,90667
2,juvenil,v,indict,90667
3,ch,case,conspiraci,90667
4,wesenberg,act,receiv,90667
5,menard,upon,upon,90667
6,airco,unit,jeopardi,90667
7,helium,compani,comptrol,90667
8,nicholson,tax,ct,90667
9,postmast,law,l,90667
10,drug,land,w,90667
11,burlingam,plaintiff,cylind,90667
12,nail,defend,sugar,90667
13,hamer,said,vessel,90667
14,ft,u,insur,90667
15,othello,sct,valu,90667
16,mastin,us,nicholson,90667
17,cylind,may,loan,90667
18,waterman,right,kansa,90667
19,conspiraci,§,estat,90667
20,mesta,l,governor,90667
21,oat,properti,pacif,90667
22,mcorp,bank,ed,90667
23,basebal,made,vicksburg,90667
24,homan,error,assess,90667
25,mauro,would,bankruptci,90667
26,brazel,ct,bankrupt,90667
27,corcorran,district,sup,90667
28,hanburi,judgment,land,90667
29,scaffold,claim,inventori,90667
30,stevedor,appeal,depositor,90667
31,ice,petition,ch,90667
32,censu,statut,charg,90667
33,sugar,contract,wood,90667
34,countyseat,shall,probat,90667
35,jeopardi,co,burn,90667
36,ncaa,ed,side,90667
37,atla,question,tree,90667
38,cadet,one,employ,90667
39,bennitz,mr,1911,90667
40,flota,decre,money,90667
41,nantahala,order,certif,90667
42,tax,jurisdict,amount,90667
43,dunlap,power,voyag,90667
44,spring,sup,share,90667
45,market,parti,track,90667
46,coven,constitut,leas,90667
47,peper,action,gumaer,90667
48,batchelor,1,thaw,90667
49,probat,time,connecticut,90667
50,wast,govern,axl,90667
51,mileham,bill,deposit,90667
52,thatch,circuit,wesenberg,90667
53,versu,section,rent,90667
54,piston,evid,stipul,90667
55,sutton,congress,dispensari,90667
56,callan,suit,airco,90667
57,leasehold,offic,helium,90667
58,wagnon,author,candid,90667
59,cement,feder,mauro,90667
60,brucker,person,theatr,90667
61,goodbe,requir,oat,90667
62,virginia,trial,sum,90667
63,wygant,new,appear,90667
64,sibley,fact,steamship,90667
65,willi,bond,master,90667
66,arpent,juri,miner,90667
67,engin,rule,southwestern,90667
68,pont,commiss,burlingam,90667
69,ransom,use,hamer,90667
70,daughter,proceed,remov,90667
71,annuiti,opinion,basebal,90667
72,stutzman,interest,libel,90667
73,vicksburg,railroad,bag,90667
74,milk,respond,countyseat,90667
75,indian,led2d,censu,90667
76,mcvey,citi,othello,90667
77,antitrust,within,menard,90667
78,bag,gener,marshal,90667
79,detain,receiv,settlement,90667
80,insur,2,mastin,90667
81,costa,led,versu,90667
82,saint,c,account,90667
83,mixedblood,rep,proce,90667
84,confess,suprem,mesta,90667
85,overlimit,amount,scaffold,90667
86,kansa,titl,mcorp,90667
87,bank,issu,sutton,90667
88,kerotest,grant,homan,90667
89,gift,decis,messeng,90667
90,landgrant,appel,hanburi,90667
91,assigne,see,eeoc,90667
92,hutchin,caus,disput,90667
93,beeper,record,loui,90667
94,clearwat,public,licens,90667
95,car,corpor,rental,90667
96,hooker,provis,decre,90667
97,c,part,detain,90667
98,roller,charg,brazel,90667
99,ga,make,corcorran,90667
100,padgett,provid,wygant,90667
101,island,justic,lot,90667
102,twr,without,debt,90667
103,bankruptci,sale,cultiv,90667
104,subscript,petit,alleg,90667
105,barg,amend,flota,90667
106,oyster,present,mileag,90667
107,handi,purpos,bennitz,90667
108,lee,whether,north,90667
109,militari,vessel,pavement,90667
