,top_words,top_words_from_mean,top_words_from_diff,most_relev_op
0,pump,court,school,95407
1,swinney,state,liquor,95407
2,lard,v,pump,95407
3,knab,case,search,95407
4,seligman,upon,decre,95407
5,arbitr,unit,fund,95407
6,indian,act,secretari,95407
7,seminol,law,jurisdict,95407
8,milk,compani,appelle,95407
9,tax,defend,leas,95407
10,wmatc,sct,board,95407
11,pine,plaintiff,lot,95407
12,bank,§,harriet,95407
13,intercept,us,libel,95407
14,liquor,right,parti,95407
15,school,said,seligman,95407
16,stanbrough,district,bill,95407
17,paper,appeal,deposit,95407
18,oyster,l,suit,95407
19,commissarygener,land,district,95407
20,patent,u,voucher,95407
21,willey,may,swinney,95407
22,kra,jurisdict,l,95407
23,bakehous,made,merchandis,95407
24,landgrant,shall,appeal,95407
25,silk,decre,elect,95407
26,cobra,co,lard,95407
27,flynn,claim,knab,95407
28,poultney,error,educ,95407
29,mspb,properti,indian,95407
30,ferri,order,certif,95407
31,carrier,tax,complain,95407
32,randolph,would,intox,95407
33,search,mr,dredg,95407
34,trademark,statut,pine,95407
35,philbrick,parti,wmatc,95407
36,bridg,ct,intercept,95407
37,readjust,suit,paper,95407
38,514,1,sale,95407
39,linton,contract,bakehous,95407
40,candi,one,seminol,95407
41,14b,judgment,john,95407
42,counti,power,stanbrough,95407
43,bieber,bill,voyag,95407
44,distil,ed,commissarygener,95407
45,ogdensburg,circuit,oyster,95407
46,harriet,author,order,95407
47,wetmor,congress,right,95407
48,habit,question,desegreg,95407
49,mendezona,sup,bridg,95407
50,car,section,claimant,95407
51,custodian,bank,controversi,95407
52,kessler,new,willey,95407
53,849495,board,kra,95407
54,stribl,rule,wilson,95407
55,fest,led2d,oklahoma,95407
56,weed,petition,linton,95407
57,collector,bond,cobra,95407
58,algernon,constitut,comptrol,95407
59,leas,sale,poultney,95407
60,anchor,action,bark,95407
61,cdc,fact,mspb,95407
62,indors,patent,account,95407
63,parkersburg,person,flynn,95407
64,telegraph,grant,truste,95407
65,ga,part,lake,95407
66,pachinaki,titl,approv,95407
67,mclea,appel,philbrick,95407
68,insur,use,husband,95407
69,scholarship,govern,scholarship,95407
70,dredg,evid,habit,95407
71,division,2,randolph,95407
72,treati,requir,storag,95407
73,clarkson,led,landgrant,95407
74,home,time,line,95407
75,pace,opinion,distil,95407
76,fellowship,c,mandamu,95407
77,eaja,proceed,clarkson,95407
78,consolid,respond,releas,95407
79,illegitim,public,damag,95407
80,1971c,school,induct,95407
81,feibelman,writ,bieber,95407
82,tempi,provid,ogdensburg,95407
83,dearhart,issu,mendezona,95407
84,deed,caus,widow,95407
85,mortgag,rep,letter,95407
86,suitcas,railroad,fee,95407
87,pueblo,file,849495,95407
88,voir,justic,cargo,95407
89,libel,commiss,fest,95407
90,associ,3,executor,95407
91,lecompt,record,1,95407
92,elect,feder,spous,95407
93,petitionersvjess,amend,vail,95407
94,lazaru,present,circul,95407
95,teller,interest,algernon,95407
96,lot,provis,cdc,95407
97,letter,amount,candi,95407
98,water,see,14b,95407
99,wire,counti,stribl,95407
100,winchest,offic,clerk,95407
101,remov,gener,syndic,95407
102,miner,decis,pachinaki,95407
103,watchmen,without,st,95407
104,emblen,within,mclea,95407
105,flour,suprem,injunct,95407
106,merchant,receiv,shall,95407
107,marit,secretari,1969,95407
108,ontario,purpos,mr,95407
109,discharg,juri,curat,95407
110,class,reason,aforesaid,95407
111,prison,could,wetmor,95407
112,garnish,year,514,95407
113,bignal,citi,citizen,95407
114,guardian,must,weed,95407
115,czechoslovakia,damag,kessler,95407
116,dickinson,term,parkersburg,95407
117,intox,appelle,appel,95407
118,speedi,corpor,1971c,95407
119,dire,execut,dearhart,95407
120,student,york,tempi,95407
121,baitfish,except,enlist,95407
122,depositor,also,license,95407
123,tornado,vessel,fellowship,95407
124,cargo,whether,division,95407
125,comptrol,money,money,95407
126,executor,commerc,feibelman,95407
127,husband,stat,pace,95407
128,landman,payment,milk,95407
129,driveway,complain,iowa,95407
130,complain,petit,377,95407
131,timrob,subject,union,95407
132,compani,paid,committe,95407
133,mail,first,petitionersvjess,95407
134,ode,applic,readjust,95407
135,52f,held,author,95407
136,induct,fund,lecompt,95407
137,1113a,valu,baggag,95407
138,juror,two,suitcas,95407
139,pomeroy,make,grant,95407
140,tenant,indian,document,95407
141,carmen,line,circuit,95407
142,bankrupt,dismiss,anchor,95407
143,depositari,r,interior,95407
144,presservunit,regul,watchmen,95407
145,distilleri,servic,silk,95407
146,robbin,n,merchant,95407
147,knowl,citizen,assembl,95407
148,bankruptci,certif,materi,95407
149,756909,deed,bignal,95407
150,state,alleg,execut,95407
151,communist,per,eaja,95407
152,firearm,charg,student,95407
153,territori,4,draft,95407
154,desegreg,5,emblen,95407
155,coverag,duti,sup,95407
156,commiss,purchas,petersburg,95407
157,sandi,st,lazaru,95407
158,land,trial,custodian,95407
159,alien,employ,children,95407
160,court,insur,eslava,95407
161,codlin,account,czechoslovakia,95407
162,jefferson,effect,whiski,95407
163,employ,determin,polit,95407
164,account,employe,produc,95407
165,whiski,agreement,baitfish,95407
166,hickori,therefor,fed,95407
167,8387,appear,ballot,95407
168,union,pay,marit,95407
169,printer,limit,sim,95407
170,wife,truste,landman,95407
171,fund,union,tornado,95407
172,musica,brought,timrob,95407
173,louisiana,secur,wife,95407
174,count,construct,1113a,95407
175,damag,decid,ode,95407
176,poll,estat,big,95407
177,salari,busi,proposit,95407
178,fosdick,judg,1901,95407
179,print,ground,presservunit,95407
180,labor,show,52f,95407
181,barker,direct,ontario,95407
182,run,search,build,95407
183,jonquil,allow,unpat,95407
184,granteda,follow,driveway,95407
185,proof,carrier,756909,95407
186,geissal,6,carmen,95407
187,handler,affirm,success,95407
188,baggag,good,teller,95407
189,badenhop,day,print,95407
190,invoic,motion,hour,95407
191,pearlash,leas,robbin,95407
192,cooksey,taken,copyright,95407
193,coiron,differ,wyli,95407
194,hog,name,w,95407
195,inmat,territori,boundari,95407
196,petersburg,interst,speedi,95407
197,garland,matter,main,95407
198,work,water,patent,95407
199,survey,found,deed,95407
200,fork,claimant,thenc,95407
201,carriag,might,codlin,95407
202,inspect,object,journal,95407
203,gould,find,chadwick,95407
204,deposit,review,8387,95407
205,apparatu,march,run,95407
206,hour,declar,titl,95407
207,oil,labor,musica,95407
208,motion,nation,discharg,95407
209,report,usc,dickinson,95407
210,explos,elect,abat,95407
211,decre,protect,power,95407
212,iowa,w,interven,95407
213,lien,liquor,printer,95407
214,7605b,cost,voir,95407
215,stock,j,name,95407
216,telephon,legisl,jonquil,95407
217,covert,death,granteda,95407
218,pinu,enter,colfax,95407
219,879a,work,goodman,95407
220,renner,deni,geissal,95407
221,sale,wit,badenhop,95407
222,voyag,7,pomeroy,95407
223,indentur,lot,hickori,95407
224,vessel,appli,knowl,95407
225,merchandis,john,pearlash,95407
226,avuls,origin,cooksey,95407
227,allentown,libel,wind,95407
228,brotherhood,deposit,winchest,95407
229,enlist,bankruptci,covert,95407
230,citi,set,stephenson,95407
231,gasmachin,violat,subdivis,95407
232,doyl,deliv,coiron,95407
