,top_words,top_words_from_mean,top_words_from_diff,most_relev_op
0,postal,court,tax,86878
1,sugar,state,stock,86878
2,harper,v,arkansa,86878
3,enemi,tax,state,86878
4,survey,case,liquor,86878
5,franz,plaintiff,capit,86878
6,steamer,sct,interst,86878
7,oven,act,plaintiff,86878
8,sunday,defend,commerc,86878
9,citizenship,compani,cent,86878
10,tax,us,busi,86878
11,liquor,stock,motor,86878
12,bankruptci,law,postmast,86878
13,auditor,§,sct,86878
14,indian,upon,bank,86878
15,compens,unit,postal,86878
16,dividend,said,coal,86878
17,alien,u,harper,86878
18,deplet,statut,led,86878
19,oneida,district,fee,86878
20,sweeney,petition,dividend,86878
21,longshoreman,bank,regul,86878
22,sentenc,judgment,amend,86878
23,cement,may,sugar,86878
24,irrig,led,franz,86878
25,carrier,would,servic,86878
26,schooner,amend,assess,86878
27,bakingchamb,commerc,oven,86878
28,burdett,appeal,lessor,86878
29,bank,contract,sunday,86878
30,flight,juri,vehicl,86878
31,pe,busi,prosecutor,86878
32,petti,interst,enemi,86878
33,sovereign,error,citizenship,86878
34,track,1,auditor,86878
35,ebia,action,paid,86878
36,immun,one,memphi,86878
37,wheat,co,burdett,86878
38,fee,properti,oneida,86878
39,florida,made,sweeney,86878
40,postmast,servic,share,86878
41,hannauer,feder,carrier,86878
42,state,regul,longshoreman,86878
43,stock,shall,statut,86878
44,lessor,suit,tennesse,86878
45,contract,constitut,juri,86878
46,plea,arkansa,deplet,86878
47,pub,rule,steamer,86878
48,commiss,capit,life,86878
49,coal,see,defend,86878
50,insur,amount,§,86878
51,mandamu,trial,bakingchamb,86878
52,highway,jurisdict,nation,86878
53,montaug,cent,announc,86878
54,prosecutor,power,plea,86878
55,hamer,appel,cement,86878
56,plaintiff,use,us,86878
57,trademark,liquor,amount,86878
58,busi,right,war,86878
59,cornero,paid,pe,86878
60,kansa,mr,highway,86878
61,merchandis,order,indian,86878
62,warehous,requir,flight,86878
63,train,decis,ebia,86878
64,firm,assess,transport,86878
65,transfer,opinion,petti,86878
66,replevin,bill,inhabit,86878
67,28—311,claim,par,86878
68,2931,question,kansa,86878
69,parmele,section,privat,86878
70,stuart,reason,hannauer,86878
71,dobb,time,mandamu,86878
72,3011,congress,tribe,86878
73,lancast,ct,irrig,86878
74,illinoi,nation,insur,86878
75,1291,fact,dwell,86878
76,school,carrier,compens,86878
77,restaur,bond,collector,86878
78,arkansa,offic,montaug,86878
79,sophi,fee,tenn,86878
80,upton,led2d,district,86878
81,flue,gener,wheat,86878
82,partner,insur,pub,86878
83,duti,payment,hamer,86878
84,stern,evid,cornero,86878
85,bond,person,petition,86878
86,quash,author,schooner,86878
87,cookson,issu,alien,86878
88,collin,without,merchandis,86878
89,refineri,per,pilot,86878
90,counti,indian,28—311,86878
91,entri,circuit,leas,86878
92,teach,2,appel,86878
93,exclusionari,corpor,sovereign,86878
94,defend,proceed,1921,86878
95,death,duti,entri,86878
96,preston,coal,2931,86878
97,afroyim,justic,parmele,86878
98,schaffer,whether,passeng,86878
99,buss,damag,collin,86878
100,docket,sup,dobb,86878
101,transport,transport,merit,86878
102,mchenri,motor,replevin,86878
103,announc,present,3011,86878
104,assess,note,restaur,86878
105,juri,commiss,director,86878
106,servic,money,per,86878
107,merit,new,controversi,86878
108,771773,citizen,increas,86878
109,money,share,sophi,86878
110,vehicl,year,stuart,86878
111,air,plea,lancast,86878
112,telephon,c,south,86878
113,compani,compens,flue,86878
114,refin,within,upton,86878
115,market,pay,cookson,86878
116,fosberg,effect,usc,86878
117,color,part,1291,86878
118,interst,rate,citizen,86878
119,pilot,l,offer,86878
120,privat,railroad,v,86878
121,u,parti,permit,86878
122,bellei,provid,1983,86878
123,trial,postmast,afroyim,86878
124,petition,sale,stern,86878
125,agent,day,survey,86878
126,capit,sentenc,refineri,86878
127,appellantvalbert,find,schaffer,86878
128,barefield,provis,sentenc,86878
129,rail,attorney,trademark,86878
130,territori,respond,naill,86878
131,georgia,dividend,warehous,86878
132,brisco,interest,buss,86878
133,strickland,usc,trade,86878
134,bkg,purpos,771773,86878
135,error,judg,mchenri,86878
136,subscript,privat,duti,86878
137,dwell,land,action,86878
138,inhabit,held,usca,86878
139,econom,also,fourth,86878
140,damag,could,fosberg,86878
141,ib,id,trial,86878
142,1921,4,payment,86878
143,controversi,life,advantag,86878
144,judgment,war,recoveri,86878
145,tribe,public,immun,86878
146,packag,subject,fourteenth,86878
147,ridgewood,5,exclusionari,86878
148,unannounc,3,bellei,86878
149,suit,oper,preston,86878
150,director,postal,6155,86878
151,kansasvburleson,must,econom,86878
152,1983,file,road,86878
153,search,alleg,intox,86878
154,said,take,teach,86878
155,naill,rep,barefield,86878
156,record,except,appellantvalbert,86878
157,mine,suprem,woodruff,86878
158,baton,appear,commonlaw,86878
159,war,ed,attorney,86878
160,action,appli,est,86878
161,sign,caus,farm,86878
162,pennsylvania,citizenship,1,86878
163,memphi,supra,penalti,86878
164,casualti,7,brisco,86878
165,attorney,entri,taxat,86878
166,court,appelle,stamp,86878
167,platform,sugar,bkg,86878
168,stamp,report,judgment,86878
169,ramo,road,quash,86878
170,camden,permit,court’,86878
171,return,march,1888,86878
172,judgement,harper,damag,86878
173,roug,usca,page,86878
174,march,counti,54,86878
175,california,make,money,86878
176,est,record,ridgewood,86878
177,quota,impos,cl,86878
