,top_words,top_words_from_mean,top_words_from_diff,most_relev_op
0,reinsur,court,ferri,100240
1,adsit,state,right,100240
2,cellophan,v,patent,100240
3,vaccin,case,bridg,100240
4,shell,act,endorsor,100240
5,pounc,law,union,100240
6,beardsley,upon,veteran,100240
7,lard,unit,employe,100240
8,foremen,sct,hewitt,100240
9,endorsor,defend,led2d,100240
10,oath,us,bank,100240
11,seligman,plaintiff,discrimin,100240
12,inaccess,§,circul,100240
13,echol,right,carrier,100240
14,raut,compani,public,100240
15,silesian,may,child,100240
16,straight,land,nation,100240
17,hoeppen,u,press,100240
18,mittimu,tax,seizur,100240
19,circul,properti,copyright,100240
20,ponzi,said,manufactur,100240
21,burma,made,duti,100240
22,fee,district,n,100240
23,milk,would,plow,100240
24,tax,shall,8a3,100240
25,freeland,statut,condemn,100240
26,speeder,l,foremen,100240
27,wmatc,appeal,nlrb,100240
28,drawspan,one,sweden,100240
29,indian,feder,judg,100240
30,porto,question,blood,100240
31,phosphat,claim,chain,100240
32,plow,judgment,reinsur,100240
33,hume,led2d,citizen,100240
34,benneck,order,adsit,100240
35,wharf,bank,elect,100240
36,sindram,power,wharf,100240
37,kittson,error,cellophan,100240
38,dawley,co,agenc,100240
39,golf,contract,rehear,100240
40,schuler,see,mandamu,100240
41,lore,petition,line,100240
42,dartigau,author,grant,100240
43,interdict,patent,bargain,100240
44,blood,mr,pounc,100240
45,bank,jurisdict,vaccin,100240
46,malinski,person,petit,100240
47,trademark,constitut,board,100240
48,troy,congress,jail,100240
49,sentenc,ct,lard,100240
50,mayger,section,russel,100240
51,dupasseur,ed,seligman,100240
52,newsrack,fact,inaccess,100240
53,armijo,time,feder,100240
54,lantri,public,beardsley,100240
55,cobra,circuit,raut,100240
56,rout,govern,silesian,100240
57,site,requir,trade,100240
58,collector,1,print,100240
59,southard,issu,echol,100240
60,partner,action,hoeppen,100240
61,deplet,rule,protect,100240
62,colvard,parti,§,100240
63,mspb,grant,toll,100240
64,ferri,decre,oath,100240
65,carrier,respond,clarkson,100240
66,press,opinion,burma,100240
67,confess,railroad,polici,100240
68,shepherd,within,ponzi,100240
69,bloom,bill,mittimu,100240
70,plan,juri,bankrupt,100240
71,mkim,evid,speeder,100240
72,seitz,new,wmatc,100240
73,bridg,trial,drawspan,100240
74,blockad,board,see,100240
75,readjust,titl,maker,100240
76,whitford,sup,contempt,100240
77,mcelrath,suit,freeland,100240
78,§30a,provid,barker,100240
79,writ,amend,wholesal,100240
80,intermediari,petit,straight,100240
81,8a3,commiss,tire,100240
82,watson,use,shell,100240
83,student,gener,fish,100240
84,14b,writ,student,100240
85,jeter,without,benneck,100240
86,patent,corpor,invent,100240
87,interview,offic,rate,100240
88,voter,decis,rope,100240
