,km_10,km_100
101180,8,9
110916,8,69
101209,8,59
110917,4,15
104188,4,78
104189,4,52
104180,8,59
104181,4,98
85202,5,55
85203,4,59
104184,9,36
104185,4,16
85206,5,41
104187,5,1
1324287,8,58
101978,4,15
101979,5,1
101972,5,78
101973,7,28
101970,0,69
101971,9,34
101976,4,45
101977,8,13
101974,4,14
101975,5,96
105279,0,43
105278,7,94
105271,5,1
105270,7,58
105273,4,13
105272,4,13
105275,8,9
105274,4,59
105277,4,81
105276,5,81
1087964,4,49
1087965,4,14
1087960,8,98
1087961,5,67
1087962,3,41
1087963,4,16
88184,4,14
88185,5,94
86799,8,9
86798,9,34
86797,5,45
86796,4,49
86795,4,20
86794,8,27
86793,6,66
86792,8,16
86791,5,61
86790,7,64
85208,4,81
86571,4,15
2481368,4,83
106616,0,43
106614,4,29
106615,4,38
106612,4,38
106613,8,58
106610,4,16
106611,4,38
106618,4,38
106619,0,84
102726,9,69
102727,4,38
102724,4,73
102725,4,83
102722,5,13
102723,7,31
102720,4,38
102721,8,14
102728,5,13
102729,7,31
108544,4,38
108545,5,61
89646,0,84
89647,9,30
108540,9,30
89641,4,15
108542,4,73
108543,5,79
108548,5,38
108549,4,38
100325,5,41
100326,4,16
110919,0,85
1215783,8,9
109635,4,98
88596,4,3
87543,4,14
109636,4,98
87545,8,59
109630,4,45
109633,4,29
87546,4,58
87549,5,58
87548,4,16
109639,4,13
109638,6,88
88599,4,3
88598,4,38
86021,4,16
86020,4,81
86023,8,58
86022,4,59
86025,4,13
86024,7,28
86027,4,20
86026,5,45
86029,5,45
86028,0,84
100614,4,38
100615,5,41
100616,8,59
100617,5,96
100610,4,14
100611,5,52
100612,4,73
100613,4,38
84931,4,38
84930,9,57
84933,4,73
84932,0,43
84935,0,43
100619,7,58
84937,8,46
84936,4,83
90512,4,81
90513,0,43
90510,4,49
90511,8,59
90516,7,3
90517,7,58
90515,9,34
90518,8,34
90519,4,58
101565,0,5
101564,9,34
101567,9,34
101566,4,11
101561,4,31
101560,4,14
101563,4,38
101562,4,78
101569,5,55
101568,9,34
96828,8,9
96829,8,90
96820,8,59
96821,5,45
96822,5,38
96823,5,55
96824,7,3
96825,7,13
96826,7,35
96827,8,9
98346,8,59
1639091,8,99
2620942,8,90
92938,4,45
2620946,8,46
2620947,5,55
110076,8,59
97881,9,19
97880,4,45
97883,8,76
97882,7,64
97885,4,63
97884,4,13
97887,5,67
97886,5,1
97889,8,4
97888,8,59
95032,8,9
95033,8,9
95030,5,1
95031,4,83
95036,8,58
95037,8,41
95034,5,45
95035,4,15
95038,4,15
95039,8,9
92936,8,45
92937,4,20
92935,4,20
93041,8,59
104303,4,20
104300,4,16
93042,4,49
104306,4,38
93044,4,81
96031,4,78
96030,5,67
104807,4,15
104806,5,1
104809,5,45
117919,8,9
117918,5,13
104808,8,9
117913,9,34
117912,9,34
117911,8,79
117910,4,61
117917,5,45
117916,5,67
117915,8,59
117914,5,61
91653,4,4
110039,8,83
110038,8,13
110031,7,28
110030,4,31
110033,4,49
110032,5,13
110035,8,46
110034,4,15
110037,8,46
110036,8,4
106916,8,68
98309,0,75
98308,8,59
98307,4,27
98306,5,1
98305,4,14
98304,8,99
98303,5,55
98302,5,55
98301,5,41
98300,8,59
1520907,9,34
2809765,4,49
2809764,4,49
2809763,8,13
2809762,5,67
105077,4,13
105076,5,41
105075,4,81
105074,4,52
105073,4,58
105072,4,14
105071,5,1
105070,8,52
105079,4,38
105078,5,45
97308,8,98
97309,5,38
97302,4,38
97303,5,13
97300,4,16
97301,4,36
97306,8,59
97307,5,46
97304,8,99
97305,8,58
107500,5,14
107502,8,45
107509,5,50
92683,4,20
87846,5,55
1447330,4,4
98879,4,73
94144,4,15
94147,4,63
94146,4,20
94141,4,13
94140,4,38
94143,4,73
94142,5,1
98871,9,34
98870,4,20
98873,5,45
98872,4,38
94149,5,13
98874,5,96
98877,8,59
98876,9,34
90655,8,83
90654,4,73
90657,8,59
90656,8,46
90651,5,38
90650,7,94
90653,5,41
90652,4,16
90659,4,16
90658,8,83
108709,4,14
104858,5,58
104859,4,61
104856,4,15
104857,8,1
104854,5,41
104855,4,49
104852,4,81
104853,4,15
104850,4,11
104851,4,58
87842,4,14
91014,4,20
91015,5,38
91016,4,78
91017,8,58
91010,4,58
91011,3,39
106751,8,59
91013,9,19
91018,9,16
91019,8,58
106759,5,41
106758,4,29
95645,4,73
95644,4,41
107084,0,85
105818,0,73
107086,8,9
107087,4,49
107080,4,14
107081,8,9
107082,5,39
107083,4,20
105811,7,7
105810,4,11
105813,4,49
105812,4,13
107089,9,19
145930,4,83
95649,4,14
85818,8,9
95648,9,34
92099,9,34
100369,4,13
100364,8,90
92094,4,45
92097,0,84
92096,0,75
92091,5,67
100361,0,75
100362,5,55
92092,4,29
145688,4,29
145689,8,59
110958,4,29
110959,4,20
110952,4,98
145681,9,57
110950,4,16
145683,3,79
145684,4,29
110957,7,94
110954,4,38
145687,4,29
813020,4,29
86968,4,29
86969,4,29
86960,8,58
86961,0,75
86962,4,31
86963,4,31
86964,8,58
86965,9,19
86966,0,75
86967,8,9
98466,8,1
98467,8,9
98464,4,15
98465,0,68
98462,0,68
98463,0,43
98460,7,28
98461,5,1
98468,8,69
98469,4,13
100940,5,8
100941,4,11
100942,4,45
100943,4,61
100944,8,45
100945,0,14
100946,8,59
100947,8,9
100948,5,96
100949,5,41
101019,0,75
93329,5,1
104068,4,49
104067,4,49
101014,9,19
104065,7,29
104064,7,28
104063,0,14
101010,5,41
93322,4,16
93323,5,45
2522121,4,59
2522123,5,45
85439,0,85
85438,6,66
85433,0,68
85432,4,49
85431,0,75
85430,4,31
85437,7,3
85436,4,20
85435,5,1
85434,9,46
87361,5,1
87360,8,83
87363,4,58
87362,7,94
87365,4,20
87364,8,9
87367,5,58
87366,8,98
87369,4,13
87368,1,52
96453,9,30
2764117,5,96
2764118,4,49
89921,4,63
89920,9,34
89923,5,16
89922,4,83
107542,5,38
89924,4,73
89927,5,38
89926,8,9
86188,4,49
86189,7,14
86186,8,13
86187,3,56
86184,9,34
86185,4,45
86182,8,99
86183,4,73
86180,8,13
86181,6,31
2620685,8,9
85983,8,89
85982,8,9
85987,4,29
88962,8,5
88963,4,98
88960,5,67
88961,0,85
88966,5,1
88967,4,29
88964,8,59
88965,8,59
88968,8,63
88969,4,49
89389,4,31
89388,8,46
89385,8,58
89384,4,31
89387,4,29
89386,8,75
89381,4,38
89380,0,75
89383,4,15
89382,0,84
103574,4,14
103575,0,78
103576,4,13
103577,5,36
103570,4,14
103571,4,59
103572,4,45
103573,4,78
103578,4,16
1975541,5,1
92517,8,83
107053,4,29
107052,5,46
107051,4,83
107050,8,90
88386,8,9
88387,5,1
88384,8,59
88385,5,1
88382,4,29
88383,8,1
88380,8,1
88381,4,41
88388,6,31
88389,4,31
215412,4,31
88038,4,31
88039,4,31
88034,8,9
88035,4,29
88036,4,20
88037,8,4
88030,8,46
88031,8,9
88032,9,19
88033,9,19
100005,4,45
100004,5,1
100007,4,29
100006,5,55
100001,5,29
100000,8,59
100003,4,29
100002,8,9
100009,8,9
100008,4,71
95789,4,29
95780,0,41
95781,5,38
95782,0,69
95783,4,15
95784,5,1
95787,4,16
90497,4,14
90496,4,14
90495,8,41
90494,8,46
90493,2,4
90492,0,14
90491,7,64
90490,5,1
90499,4,16
90498,4,49
820749,4,29
820748,4,49
820745,4,49
820744,8,38
104021,5,96
104025,4,11
94552,4,16
94553,5,45
94550,8,52
94551,0,14
94556,5,1
94557,9,34
94554,5,45
94555,4,20
94558,4,14
94559,4,61
97928,9,19
97929,4,38
97922,7,64
97923,5,41
97920,4,81
97921,4,66
97926,4,38
97927,4,11
97924,8,9
97925,4,98
1993216,4,78
95208,8,13
92259,7,63
92258,8,98
92257,9,34
92256,8,59
92255,8,9
92254,4,98
92253,0,68
92252,4,31
92251,4,98
92250,4,29
111559,5,41
111558,5,96
111551,5,67
1119486,4,29
111553,5,67
111552,5,45
111555,4,15
111554,4,29
111557,8,9
111556,4,58
108739,7,1
104269,4,31
104268,8,9
93128,4,81
93129,4,71
93126,4,61
104264,4,49
93124,7,74
93125,4,78
104261,5,13
104260,8,9
104263,8,37
104262,5,1
98118,4,81
98119,4,29
98116,4,73
98117,8,14
98114,4,73
98115,4,78
98112,4,73
98113,4,14
98110,7,64
98111,9,19
110209,0,84
102951,7,28
102950,6,31
102953,4,31
102952,4,38
102955,8,83
102954,9,30
102957,7,28
102956,9,36
102959,4,49
102958,4,45
105606,7,31
105607,5,67
105601,8,99
105602,8,58
105603,5,59
105608,8,52
105609,4,31
102375,5,67
89213,4,15
102377,4,15
102376,5,96
102371,5,96
102370,5,67
102373,8,90
89212,4,14
102379,0,68
102378,8,58
96452,8,9
96455,4,73
89216,8,98
89215,4,98
89214,4,98
112208,5,45
112209,0,75
112200,5,38
112201,4,11
112202,8,9
112203,4,16
112204,5,55
112205,4,13
112206,5,1
112207,9,13
108113,4,63
108112,4,16
108111,4,31
108110,4,11
108117,4,16
108115,8,90
108114,4,15
108735,4,81
108119,8,45
108118,8,83
91199,4,29
91198,4,29
109868,4,29
109869,4,11
91191,4,45
91190,4,45
91193,5,58
91192,5,67
91195,4,11
109861,5,45
91197,8,52
91196,4,14
88591,8,69
103772,6,12
103773,4,49
91225,9,12
103771,0,68
103776,9,19
103777,9,19
103774,9,83
91220,4,98
103778,0,84
103779,4,15
91229,8,9
91228,8,59
111961,4,14
111962,8,90
111963,4,61
111964,8,63
111965,9,45
111966,4,29
111967,4,15
111968,4,49
111969,5,67
145769,4,36
145768,4,52
145767,7,90
145766,4,20
145765,4,38
145764,4,98
145763,7,64
145762,5,1
145761,6,52
145760,4,61
101738,4,14
101739,5,41
101734,8,46
101735,8,46
101736,4,98
101737,8,46
101730,4,38
101731,7,29
101732,4,58
101733,4,31
109240,4,83
109241,4,15
109242,5,41
109243,4,16
87916,4,31
87917,5,41
109246,8,78
109247,4,11
109248,4,20
109249,4,14
87918,5,41
87919,8,99
110668,8,99
110669,8,99
85054,8,99
92756,8,99
92757,8,99
92754,8,99
92755,8,99
92752,8,99
92753,8,99
107293,8,99
92751,8,90
107299,8,99
92758,8,99
92759,9,19
101190,0,75
101191,8,83
101192,0,85
101193,5,58
101194,4,20
101195,5,96
101196,4,27
101197,8,9
101198,8,46
85052,4,11
118419,8,70
93399,4,31
110667,4,49
93398,4,29
101064,4,58
101065,4,58
101066,4,59
101067,0,9
101060,8,83
101061,4,20
93393,4,14
101063,8,59
85668,4,36
85669,8,83
85662,8,79
85663,8,59
85660,5,96
85661,8,71
85666,4,3
85667,8,58
85664,4,16
85665,8,4
91586,4,83
103672,4,83
103671,7,28
103670,7,31
103677,5,45
103676,4,15
91580,4,15
91581,4,15
87288,4,15
87289,7,31
87282,0,85
87283,4,36
87280,0,85
87281,4,38
87286,5,45
87287,4,11
87284,8,9
87285,4,33
1087670,7,46
87130,4,11
87131,4,59
87132,4,98
87133,8,59
87134,4,41
87135,4,15
87136,4,13
87137,4,81
87138,4,15
87139,9,19
3207859,4,73
108874,4,29
89955,8,83
89956,0,14
89957,5,45
89950,4,31
89951,4,59
89952,8,79
89953,5,55
89958,4,16
89959,8,9
86663,8,9
86662,4,73
86661,4,33
86660,4,81
86667,4,81
86666,4,15
86665,4,29
86664,8,59
86669,4,29
86668,8,59
89482,8,9
89483,8,9
89480,4,45
89481,4,73
89486,4,58
89487,4,15
89484,7,28
89485,8,9
89488,0,84
89489,0,84
89226,8,9
89227,8,83
89224,8,99
89225,4,29
89222,0,84
89223,7,28
96422,7,28
89221,7,28
96428,4,78
96429,9,34
89228,8,1
89229,5,13
94372,9,34
94373,4,13
94370,0,85
94371,0,85
94376,8,9
94377,5,1
94374,8,99
94375,4,20
94378,4,29
94379,8,59
90862,8,90
90863,4,13
90860,4,29
90861,4,38
90866,8,4
90867,9,90
90864,9,90
90865,4,20
90868,8,46
90869,7,94
92582,5,13
106496,4,14
118372,4,41
118373,4,59
118370,0,43
118371,8,41
118376,5,56
118377,7,28
118374,8,79
118375,8,9
118378,5,1
118379,7,28
95910,0,85
99551,5,67
90287,4,90
90284,5,58
90285,4,81
90282,4,14
90283,8,90
90280,5,96
90281,0,85
99559,4,36
99558,4,61
90288,4,94
90289,4,13
95429,7,31
95428,0,84
95425,4,38
95424,8,9
95427,8,78
95426,4,14
95421,5,45
95420,7,16
95423,8,9
95422,5,45
1370564,4,98
97489,4,29
97488,4,83
97485,0,9
97484,4,83
97487,8,9
97486,5,16
97481,4,16
97480,5,62
97483,4,29
97482,4,81
90138,8,59
90139,5,38
90134,0,75
90135,8,59
90136,5,90
90137,5,38
90130,4,14
90131,4,38
90132,8,59
90133,5,13
88750,4,16
96998,4,63
96999,4,49
96994,0,43
96995,8,46
96996,4,31
96997,5,55
96990,7,16
96991,5,55
96992,0,69
96993,0,5
91421,0,84
91420,0,84
91423,8,84
91422,0,14
91425,5,67
91424,8,79
91427,8,79
91426,0,74
91429,8,74
91428,4,16
100328,5,68
145645,5,13
110914,5,41
145647,0,84
1088033,4,38
110509,4,20
110508,7,94
110505,4,98
110507,7,28
110506,8,9
100320,4,49
92050,4,31
100322,5,46
100323,4,31
88585,4,15
145648,4,38
92054,8,90
92190,5,14
92191,4,61
92192,8,4
92193,5,45
92194,0,43
92057,5,55
92196,4,16
92197,8,1
92198,5,55
92199,4,36
1088038,4,15
98639,4,83
2463522,4,16
98637,4,15
98636,3,56
98635,5,14
98634,4,15
98633,5,55
98632,4,36
98631,4,16
98630,0,14
107904,4,81
107901,4,14
107900,4,14
107903,5,61
107902,4,31
98093,4,14
98092,5,55
98091,4,29
98090,7,16
98097,7,7
98096,7,28
98095,4,73
98094,4,88
98099,4,73
98098,5,13
99948,4,58
99949,7,28
99946,8,59
99947,0,85
99944,3,72
99945,8,17
99942,4,38
99943,8,0
99940,7,41
99941,4,78
104766,4,73
104767,4,31
104760,4,59
104761,4,29
104762,9,58
104763,5,45
104768,0,43
104769,4,73
105415,7,90
105414,4,29
105417,4,73
105416,4,16
105411,7,94
105410,4,31
105413,4,31
105412,4,31
105419,4,31
105418,5,67
106699,4,59
1334585,8,58
106697,4,94
106694,4,29
106693,5,1
106690,8,46
106691,4,14
112019,5,96
112018,5,9
112011,4,13
112010,4,61
112013,7,90
112012,8,59
112015,7,29
112014,8,9
112017,8,59
112016,5,79
800567,5,1
800569,5,1
800568,5,14
96716,8,59
107129,7,28
107128,4,15
107127,8,36
107126,8,13
107125,4,36
107124,4,59
107123,8,77
107122,4,29
107121,4,29
107120,4,29
88519,4,31
88518,5,1
88517,5,1
88516,5,1
88515,4,16
88514,5,46
88513,6,66
88512,8,79
88511,4,74
88510,5,29
108094,4,14
108095,0,85
108092,4,49
108093,8,59
108090,5,67
108091,8,70
108099,5,67
100698,4,45
100699,8,9
100694,5,1
100695,0,75
100696,4,59
100697,4,83
100690,0,84
100691,4,81
100693,8,59
108320,4,14
108321,5,45
108322,5,58
108323,4,13
108324,0,84
108325,8,52
108326,5,45
108327,8,68
108329,4,49
86278,0,84
86279,5,41
86270,3,62
86271,5,41
86272,5,41
86273,5,41
86274,5,41
86275,9,36
86276,0,36
86277,9,36
87897,5,1
87896,4,15
87895,5,96
87894,5,41
87893,7,28
87892,8,83
87891,8,46
87890,4,59
103929,8,46
103928,7,64
87899,5,1
87898,4,41
118480,4,61
86858,8,59
86859,4,14
93220,4,29
86854,7,28
86855,7,16
86856,4,73
86857,4,98
86850,8,70
86851,8,99
86852,4,14
86853,4,16
93222,4,31
118484,4,31
118485,5,55
93227,5,46
93226,8,9
93229,4,15
118489,5,1
205203,7,28
205202,8,46
92630,4,15
1236205,4,11
1739,4,15
1738,4,49
1731,7,28
1730,5,16
1733,8,59
1732,5,41
1735,8,99
1734,9,57
1737,4,15
1736,8,70
90750,4,15
90751,4,31
90752,4,29
90753,4,49
90754,5,67
102244,8,77
87075,4,13
87074,4,59
87077,4,29
87076,4,29
87071,4,13
102247,7,64
94929,5,13
94928,7,64
94927,8,90
94926,8,90
94925,7,35
90757,4,49
87079,5,59
87078,4,20
94921,4,29
94920,4,20
90758,4,20
102248,7,36
118512,4,78
118513,4,78
118510,8,59
118511,4,78
118514,5,67
105265,8,9
110747,0,85
110746,5,13
110745,0,43
110744,8,99
110743,4,73
110742,4,73
110741,5,16
110740,4,73
118150,4,61
110749,8,9
110748,4,41
96389,5,41
96388,4,20
118151,4,63
96381,8,63
96380,4,14
96383,9,19
96382,5,1
96385,4,13
96384,4,78
96387,4,38
96386,7,29
88896,5,61
88897,4,14
88894,7,28
88895,4,98
88892,4,73
88893,5,30
88890,8,59
88891,8,59
118155,0,85
88898,8,9
88899,4,14
104953,0,85
104952,0,85
112512,4,71
112513,4,36
104957,9,19
112515,7,28
97382,5,45
97383,5,45
97380,4,49
97381,5,45
97386,8,90
112516,4,61
97384,4,59
97385,4,14
97388,0,84
112517,5,13
2395350,4,16
145909,5,96
96657,4,58
96656,4,81
96655,4,83
96654,4,73
96653,4,61
96652,8,9
96651,4,29
96650,4,29
96659,4,45
96658,4,29
97526,0,75
97527,8,59
97524,4,31
97525,4,14
97522,8,90
97523,4,73
97520,4,81
97521,8,59
97528,0,43
97529,7,28
102528,4,63
102529,8,99
102524,5,27
102525,0,84
102526,4,81
102527,4,41
102520,0,75
102521,5,41
102522,5,45
102523,4,73
623241,4,88
623240,4,49
623242,4,15
99298,4,83
99299,4,15
99292,4,14
99293,4,83
99290,4,29
99296,8,9
99297,5,1
99294,4,11
99295,8,59
99740,5,1
90450,5,67
99742,7,33
99743,8,9
99744,8,58
99745,5,96
2641235,5,68
99747,4,14
1991818,5,16
99749,5,67
95678,0,85
95679,8,50
95674,8,69
95675,8,0
95676,5,45
95677,8,69
95670,5,45
95672,4,29
95673,8,59
112657,9,34
112656,4,36
112655,8,99
112654,9,34
112659,5,45
112658,8,9
109439,8,9
109438,4,88
109433,4,38
109432,8,59
109431,4,31
109430,4,29
109437,4,16
109436,4,78
109435,4,20
109434,4,81
104313,4,58
105890,0,75
105893,5,16
105892,5,45
105897,8,88
105896,0,85
105899,8,9
105898,4,16
107008,4,15
107009,8,46
92549,4,14
92548,4,88
92547,0,14
92546,4,16
107006,7,28
107007,4,29
92543,9,19
92542,4,14
92541,8,46
92540,8,59
88224,4,16
104315,9,19
88227,5,1
1447613,4,31
1447610,7,28
104317,8,79
111892,8,90
95397,4,38
99668,4,59
95396,8,9
104316,4,29
95399,3,39
92166,8,9
93638,4,29
93639,4,74
93636,4,38
93637,7,14
93634,4,49
93635,4,13
93632,5,41
93633,7,16
93630,5,38
93631,4,16
92527,8,9
109883,4,31
104453,4,83
142876,1,24
142877,4,14
142874,4,98
142875,8,46
142878,4,13
142879,0,68
104450,4,20
104451,5,45
105334,4,81
105335,4,16
105336,4,29
105337,4,29
105330,7,59
105331,5,67
105332,4,81
105333,8,81
105338,4,73
105339,8,36
105709,4,13
105708,4,29
86132,5,41
86458,5,96
86459,4,38
86450,4,20
86451,8,46
86452,8,59
86453,9,30
86454,8,9
86455,4,29
86456,5,83
86457,5,1
2481285,5,81
110534,7,28
106157,4,38
106156,9,34
106151,4,38
106150,8,78
106153,0,5
110535,4,81
106159,4,59
106158,5,96
102645,8,59
102644,7,28
102647,4,58
102646,7,28
102641,5,62
102640,4,73
102643,4,29
102642,4,31
102649,8,59
102648,0,43
108423,8,99
108422,5,61
108421,4,15
108420,4,3
108427,4,29
108426,8,9
108425,8,59
108424,5,96
108429,5,16
108428,4,29
3214780,4,73
97679,5,45
89079,5,55
89078,4,29
89077,9,45
89076,4,81
89075,8,39
89074,4,16
89073,5,96
89072,4,29
89071,8,46
89070,4,29
85909,0,75
85908,8,58
85903,8,99
85902,0,71
85901,5,96
85900,4,61
85907,4,16
85906,4,16
85905,4,29
85904,4,76
3187496,8,9
87462,8,59
87463,5,1
109772,4,15
109773,8,59
109774,8,46
109775,8,99
87464,8,59
109777,4,29
109778,4,16
87468,9,34
87469,4,83
103686,8,59
103687,4,16
103684,8,34
103685,4,41
103682,9,83
103683,5,55
103680,7,64
103681,5,45
103688,8,59
103689,0,43
88308,4,29
88309,3,56
88306,8,17
88307,8,0
88304,3,0
88305,8,0
88302,4,45
88303,3,72
88300,8,45
88301,4,16
3189783,5,45
100089,8,59
100088,4,98
111095,4,15
100084,8,59
100087,4,49
100086,5,96
100081,8,59
86330,4,15
86333,4,29
86332,4,29
90419,4,61
90418,8,74
90417,4,31
90416,5,96
90415,4,61
90414,4,73
90413,4,49
90412,4,90
90411,5,96
90410,4,49
101680,4,15
101681,7,28
101682,5,45
101683,4,11
101684,4,49
101685,4,81
101686,4,67
101687,4,14
101688,7,64
101689,8,9
218133,4,14
218132,5,96
101358,4,81
101359,6,31
101352,4,13
101353,4,13
101350,4,74
101351,9,19
101356,5,55
101357,9,34
101354,4,15
101355,8,59
85178,5,16
85179,0,85
85172,7,7
85173,8,59
85170,5,38
85171,4,61
85176,4,11
85177,4,69
85174,4,15
85175,0,74
134730,4,63
134731,5,55
134732,4,38
134733,8,9
134734,4,38
134735,0,14
134736,0,43
134737,8,9
134738,8,9
134739,9,90
98085,4,14
98083,8,9
94881,8,9
94882,4,61
94883,5,96
94884,5,67
94885,5,1
94886,0,85
94887,5,1
94888,4,81
94889,8,14
2811847,8,58
2811846,4,13
2811845,4,20
2421012,4,15
2811849,8,83
2811848,8,45
111627,7,28
111626,4,29
111625,9,19
111624,7,20
111623,8,59
111622,7,64
111621,8,99
111620,4,29
111629,4,16
111628,4,45
95829,9,30
95828,8,59
92839,8,59
92838,8,9
92833,4,61
92832,8,9
92831,8,52
92830,5,13
92837,5,1
92836,8,77
92835,4,14
92834,5,38
89536,5,45
89537,4,29
89534,7,28
89535,4,59
89532,7,94
89533,5,55
89530,0,68
89531,4,13
89538,3,56
89539,0,74
110288,8,69
110289,6,31
802772,4,16
802770,4,83
802771,4,31
105132,7,28
105133,8,59
105130,7,15
105131,4,59
105136,8,90
105134,8,99
105135,8,9
93870,4,49
93871,8,46
93872,4,20
93873,8,59
93874,4,36
93875,4,11
93876,8,71
93877,4,81
93878,4,29
93879,5,1
105688,5,1
105689,5,1
105684,9,19
105685,9,19
105686,8,59
105687,9,19
105681,5,13
105682,8,99
105683,8,9
94066,4,31
94067,4,31
94064,4,73
94065,8,9
94062,8,46
94063,4,81
94060,4,14
94061,4,38
94068,4,16
94069,4,20
102483,8,9
90997,4,36
90994,4,20
90995,4,90
90992,5,9
90993,4,15
90990,8,59
90991,4,59
102489,5,1
102488,4,29
90998,8,46
90999,4,45
108621,8,52
108620,8,9
108623,0,43
108622,5,55
108625,9,34
108624,0,85
108626,7,28
108629,8,94
118286,7,64
118287,7,64
118284,7,64
118285,4,29
118282,8,63
118280,4,16
118281,4,27
118288,8,98
118289,8,98
108199,7,28
108198,4,29
108193,9,19
108192,4,61
108191,4,59
108190,4,29
108197,5,55
108196,8,59
108195,7,94
108194,5,59
91111,8,59
91110,5,45
91113,9,19
91112,4,29
91115,7,28
91114,4,38
91117,8,27
91116,4,71
91119,4,45
91118,8,9
99465,8,9
99464,4,13
99467,0,36
99466,8,9
99461,8,59
99460,5,55
99463,8,9
99469,4,36
99468,4,20
89341,8,79
89340,4,14
96585,8,9
96584,5,46
96583,4,16
105422,9,19
89344,9,98
112399,8,59
106568,5,67
106569,5,41
109578,4,83
109579,5,41
109576,8,4
109577,8,59
106566,8,56
106567,5,1
106560,4,73
106561,4,83
106562,8,59
106563,4,29
103530,7,29
88695,4,29
88696,4,78
105428,8,9
103533,8,59
112393,8,59
103534,5,1
103535,9,19
103536,5,67
88693,8,38
105914,9,19
105915,4,11
105916,8,9
105917,4,45
105911,5,67
105912,8,9
105913,5,41
105918,4,59
105919,7,3
106425,5,96
106424,4,16
91803,8,9
91802,4,16
91800,9,34
91807,4,45
91806,8,59
91805,8,59
91804,4,16
106421,8,59
91809,5,61
91808,5,41
106423,0,83
106422,8,99
100249,4,14
100248,4,73
107219,5,41
107218,4,73
100243,8,58
100242,4,59
100241,4,81
100240,7,28
100247,4,14
100246,4,13
100245,5,20
100244,0,43
117849,3,41
117848,4,14
117841,4,14
117840,5,96
117843,8,83
117842,5,67
117845,8,58
117844,8,9
117847,8,1
117846,4,45
1211305,4,13
98783,4,90
98782,4,81
98781,0,85
98780,7,28
98789,8,1
98788,8,90
95079,4,31
93409,4,16
93408,9,83
93401,4,20
93400,8,79
93403,7,15
101113,4,90
93405,5,45
93404,8,46
93407,4,36
93406,4,15
98259,4,49
98258,5,73
85209,4,38
98251,7,28
98250,4,38
98253,5,45
98252,5,1
98255,8,56
98254,8,14
98257,4,16
98256,8,46
85374,4,29
85375,8,59
3211503,9,57
85377,8,9
85370,8,59
85371,8,1
85372,8,99
85373,5,41
85378,5,13
85379,9,19
85200,4,13
85201,4,13
87202,4,16
87203,4,29
87200,4,9
87201,8,59
87206,8,52
87207,7,59
87204,5,67
87205,4,20
85204,8,59
87208,9,41
87209,8,59
85205,9,57
104186,8,99
85207,8,59
799995,4,31
799994,6,31
799993,5,62
799992,8,58
799991,4,59
799990,8,59
101806,4,29
101807,4,16
101804,4,63
101805,4,63
101802,8,9
101803,4,73
101800,8,90
101801,5,56
101808,4,15
101809,5,79
1087899,8,59
86559,8,59
86558,4,81
86555,8,13
86554,0,85
86557,8,59
86556,4,14
86551,4,14
86550,7,36
1087896,4,16
86552,8,90
2621058,8,90
2621051,8,46
2621050,9,19
2621053,8,49
2621056,8,83
118270,4,15
103189,8,52
103188,0,85
103181,4,59
103180,4,14
103183,9,98
103182,9,34
103185,8,13
103184,4,29
103187,5,96
103186,4,29
87787,0,43
87786,4,16
103231,4,31
103230,8,59
103237,4,73
103236,8,59
103235,5,41
103234,4,59
103239,8,99
103238,5,1
87789,5,1
87788,5,38
91757,8,59
91754,8,9
88179,8,9
88178,4,79
84847,8,79
84846,4,15
84841,9,27
84840,9,69
84843,4,16
84842,7,16
88171,8,59
97776,8,1
97775,4,81
97774,8,14
84849,5,67
88174,8,59
88177,8,59
88176,5,96
100760,4,31
100761,5,45
100762,4,14
100763,4,81
100764,8,59
100765,4,81
100766,5,41
100767,9,57
100768,8,1
100769,8,99
90329,8,99
99499,4,29
91752,8,99
92639,8,59
92638,8,14
91751,4,81
90321,5,45
99491,8,59
99492,8,59
99493,8,90
90325,8,59
99495,5,1
92631,8,59
90327,4,16
100141,8,59
90326,4,29
92633,5,96
92632,8,70
92635,7,3
92634,8,59
100146,4,36
90208,8,61
90209,4,81
90206,8,59
90207,4,83
90204,7,3
90205,8,75
90202,4,16
90203,8,52
90200,5,45
90201,9,34
96914,8,59
96915,4,29
96916,4,13
96917,8,79
96910,9,19
96911,9,19
96912,4,31
96913,4,31
96918,4,38
96919,4,20
94459,8,5
94458,8,83
94457,4,63
94456,4,31
94455,8,9
94454,8,9
94453,4,81
94452,8,33
94451,8,98
94450,0,43
109688,4,81
109689,4,31
88500,6,31
88501,4,31
88502,7,29
88503,8,8
88504,7,94
88505,5,8
111188,5,96
111189,8,59
88507,5,1
111186,5,1
111187,5,1
111184,8,59
111185,3,41
92118,5,62
92119,8,97
902769,8,59
95328,4,38
95329,8,83
92110,8,9
92111,8,59
92112,4,31
95325,8,55
92114,5,16
95323,9,19
95320,8,59
92117,5,13
110581,8,99
110580,8,99
110583,8,46
110582,8,46
110585,5,45
110584,4,16
110587,4,73
110586,5,30
110589,8,14
110588,4,20
214467,5,13
93249,7,94
93248,4,49
93243,8,4
