,mod,wt,km_10,km_100,km_1000,gmm_10,gmm_100,gmm_1000,hc_10,hc_100,hc_1000
0,0.465097751507,0.504445233426,0.000396743831757,-3.78886635613e-05,2.26442474939e-05,0.000294572155876,8.92461841005e-05,-0.00010331872288,3.36681130488e-05,0.00028060785358,-0.000106095027357
