,km_10,km_100,km_1000,gmm_10,gmm_100,gmm_1000,hc_10,hc_100,hc_1000
97439,2,29,100,4,98,634,1,23,388
97434,4,29,107,1,65,562,1,93,101
97435,5,11,697,3,44,633,1,28,801
97436,4,14,571,7,27,434,1,99,199
97437,4,83,237,7,76,355,1,0,166
97430,4,27,658,2,24,885,1,32,128
97432,4,12,162,6,98,444,1,1,70
97433,4,12,162,6,7,459,1,21,810
90789,4,83,89,7,76,308,1,0,962
90788,4,63,581,8,5,394,1,1,320
90783,9,25,222,2,77,171,1,23,388
90782,4,78,194,0,81,192,1,31,784
90781,4,83,89,7,76,308,1,0,962
90780,4,12,212,8,20,128,1,40,119
90787,4,2,517,8,47,912,1,38,273
90786,4,12,212,6,54,336,1,21,143
90785,4,43,348,2,88,109,1,32,203
90784,4,68,422,6,54,252,1,1,235
95498,4,12,162,6,98,241,1,1,896
148798,4,49,72,2,77,268,1,53,202
95494,5,85,354,3,98,925,1,28,237
95495,7,49,254,2,88,155,1,14,8
95496,5,49,225,2,69,716,1,14,8
148796,5,44,737,2,87,235,2,27,863
95490,4,85,483,6,98,499,1,16,44
95491,4,12,162,6,7,74,1,21,42
95492,4,1,159,7,79,124,1,1,552
95493,4,1,504,7,79,444,1,32,128
99698,4,1,504,5,79,750,1,13,370
99699,4,12,260,0,79,515,1,45,3
99696,4,12,147,7,79,941,1,1,462
99697,4,1,147,7,79,444,1,1,552
99694,4,1,174,6,79,941,1,1,552
99695,4,76,147,7,79,941,1,1,552
99692,4,1,147,7,79,444,1,13,370
99693,4,12,147,7,79,941,1,32,128
99690,4,12,147,7,79,941,1,1,552
99691,4,76,830,6,40,703,1,31,14
95148,4,68,971,6,82,461,1,21,42
95149,4,43,348,2,98,375,1,53,193
95142,4,12,9,6,98,313,1,1,238
95143,9,10,596,6,66,839,1,1,731
95140,4,85,899,6,44,628,1,1,40
95146,4,2,212,8,39,336,1,1,589
95147,9,25,659,2,24,213,1,41,179
95144,4,59,370,0,23,331,1,14,786
95145,9,7,324,2,23,31,1,14,8
112561,4,68,971,6,98,461,1,32,917
112560,7,39,777,8,16,359,1,39,638
112563,4,12,391,2,77,838,1,84,323
112562,9,25,362,8,6,459,1,42,85
112565,4,85,9,6,82,499,1,1,98
112564,4,84,325,3,98,607,1,1,238
112567,5,85,354,7,98,499,1,1,640
112566,4,85,163,1,66,794,1,53,193
112569,4,1,504,7,11,124,1,47,658
112568,4,1,147,7,79,941,1,47,658
93465,4,1,710,1,79,750,1,13,174
93464,4,12,544,6,54,440,1,21,143
92550,4,1,147,7,79,444,1,32,128
111209,4,1,147,7,79,444,1,32,128
111208,4,81,332,2,82,997,1,80,508
1268548,9,49,515,7,77,839,1,32,220
111201,9,6,878,6,64,928,1,1,472
111200,9,76,470,7,79,255,1,1,297
111203,7,52,285,8,46,217,1,76,77
111202,4,12,806,2,47,358,1,76,77
111205,9,10,291,2,64,297,1,14,171
111204,4,85,354,6,98,459,1,1,297
111207,4,43,348,2,98,375,1,75,783
111206,7,52,254,3,88,155,1,14,8
91490,4,53,894,8,78,568,1,23,388
91491,9,51,363,3,98,840,1,14,436
91492,4,12,50,6,98,313,1,1,297
91493,9,99,202,2,98,81,1,9,322
91494,4,27,905,2,24,585,1,23,242
91495,4,43,446,2,64,645,1,41,490
91496,5,11,36,7,9,943,1,0,566
91497,4,63,417,6,54,336,1,21,143
91498,9,76,362,8,78,761,1,42,85
91499,4,27,334,2,24,505,1,53,125
103728,4,89,856,6,24,988,1,9,894
1288178,4,19,127,5,53,414,1,1,247
103725,4,12,99,6,40,858,1,31,726
103724,4,12,162,6,7,74,1,1,235
103727,4,53,918,8,43,422,1,40,243
103726,4,72,51,7,36,257,1,59,852
103721,4,1,243,7,11,389,1,41,183
103720,4,84,704,6,54,21,1,21,845
91272,4,80,387,7,11,539,1,9,386
103722,4,10,743,3,81,331,1,37,756
110556,4,1,147,7,79,941,1,56,130
110557,4,43,348,2,82,375,1,1,70
110554,4,0,636,1,66,260,1,1,446
110555,7,39,254,8,10,57,1,11,914
110552,4,78,279,3,81,60,1,12,402
110553,9,73,286,2,19,491,1,1,33
110550,4,27,456,2,24,7,1,8,418
110551,4,10,30,2,64,991,1,0,61
110558,4,1,174,7,79,313,1,1,640
110559,4,84,729,6,77,528,1,32,465
1236300,4,43,817,2,24,366,1,21,7
98648,4,84,841,6,98,117,1,1,98
98649,4,1,504,7,79,124,1,1,552
98646,4,1,147,7,79,941,1,1,552
98647,4,1,147,7,79,444,1,32,128
98644,7,52,778,2,88,57,1,39,404
98645,4,12,212,6,7,128,1,41,194
98642,4,43,348,2,24,375,1,41,490
98643,9,10,853,6,88,891,1,1,40
98640,4,12,761,5,82,151,1,8,720
98641,4,95,446,2,64,645,1,2,619
99999,4,73,151,3,81,80,1,16,544
99998,9,19,768,3,53,882,1,23,242
99991,7,91,148,9,10,18,1,39,795
99990,9,22,409,2,77,655,1,28,801
99993,4,1,174,7,79,313,1,41,302
99992,4,89,558,6,98,236,1,32,465
99995,4,76,50,6,79,313,1,1,297
99994,4,12,212,6,7,128,1,33,108
99997,5,11,36,9,87,319,1,14,8
99996,4,27,71,1,24,458,1,31,227
89729,4,12,472,2,64,535,1,84,323
89728,4,59,370,8,77,138,1,53,193
104715,4,90,84,1,96,189,1,1,494
104714,4,21,126,8,92,689,1,32,128
104717,4,84,841,7,11,823,1,41,302
101940,4,12,933,6,7,522,1,47,658
101947,4,0,346,6,40,260,1,82,692
104710,4,0,402,6,40,794,1,1,40
101945,0,17,29,0,55,889,1,45,430
104712,4,85,483,6,77,499,1,53,32
101949,9,49,409,2,69,655,1,28,149
101948,9,6,361,6,98,311,1,16,44
104719,9,6,694,1,70,872,1,90,129
89721,7,49,225,2,88,155,1,16,372
112719,4,76,806,2,64,358,1,23,200
85879,4,10,853,2,98,270,1,1,247
85878,9,7,487,3,98,87,1,14,436
2220154,4,89,321,6,54,318,1,53,947
103118,4,68,902,7,98,461,1,32,917
84698,4,76,973,1,3,802,1,22,83
85870,4,19,266,8,53,409,1,84,323
84690,4,83,865,7,76,355,1,0,166
84691,4,12,369,6,98,149,1,21,480
84692,9,25,222,2,77,171,1,23,614
84693,4,68,422,6,54,561,1,32,917
84694,4,84,971,6,32,642,1,33,216
84695,4,10,602,6,77,476,1,1,731
84696,4,27,334,2,24,505,1,32,900
84697,0,17,208,0,15,915,1,45,154
1508871,9,49,783,2,88,244,1,14,66
106629,4,12,369,6,98,149,1,1,297
106628,4,12,613,2,77,838,1,28,95
106627,4,1,504,7,79,124,1,32,203
106626,5,11,966,6,60,927,1,1,320
106625,9,49,72,2,77,655,1,14,171
106624,4,12,50,6,82,470,1,23,388
106623,4,76,212,6,54,128,1,32,917
106622,9,85,483,6,98,459,1,23,849
106621,5,85,966,7,91,566,1,53,857
106620,4,49,758,6,88,551,1,53,568
102719,4,43,348,6,24,375,1,32,917
102718,4,12,198,6,79,459,1,41,179
102717,9,73,594,6,44,148,1,14,753
102716,4,76,50,7,79,444,1,47,658
102715,4,12,933,6,54,336,1,33,108
102714,4,1,504,7,79,124,1,32,203
102713,4,12,174,6,79,941,1,32,128
102712,4,49,758,2,77,838,1,28,237
102711,4,27,240,2,24,505,1,47,135
102710,4,1,147,7,79,941,1,1,552
112046,7,52,233,8,16,595,1,39,244
112047,4,1,504,7,79,941,1,1,552
112044,0,67,992,0,15,781,1,45,938
112045,4,67,992,0,15,728,1,45,154
112042,4,84,182,6,98,334,1,53,32
112043,4,76,853,6,98,255,1,8,418
89619,4,76,871,6,79,900,1,17,808
89618,0,67,208,0,55,781,1,45,154
89617,1,18,435,7,65,492,1,23,849
89616,4,12,856,6,98,988,1,9,286
89615,9,51,329,2,73,412,1,28,801
89614,4,1,147,7,79,444,1,1,552
89613,4,12,147,7,79,941,1,11,365
89612,4,1,147,7,79,941,1,1,247
112048,4,12,147,7,79,941,1,1,552
89610,5,11,224,1,66,633,1,17,819
1116679,9,27,334,2,24,505,1,75,783
85686,4,76,391,2,77,227,1,9,448
85687,4,76,871,6,77,54,1,1,731
103398,4,12,131,7,79,216,1,9,739
103399,4,49,472,2,64,535,1,84,695
103394,4,84,586,6,7,563,1,21,143
103395,4,85,983,6,70,494,1,31,14
103397,9,25,725,6,98,459,1,1,297
103390,9,7,210,2,93,768,1,84,983
103391,4,90,289,9,61,329,1,8,274
103392,4,1,325,7,11,607,1,59,43
103393,4,49,520,6,29,268,1,28,60
87578,4,36,114,8,77,950,1,46,439
87579,7,39,533,8,10,489,1,39,99
109668,4,78,279,3,81,60,1,12,402
109669,4,76,871,3,33,900,1,19,113
88568,4,78,279,0,42,60,1,12,888
88569,9,7,196,6,98,464,1,1,297
87570,9,7,210,2,98,768,1,84,212
87571,4,48,462,3,50,436,1,28,95
87572,4,12,830,6,40,858,1,1,446
87573,9,99,363,2,98,81,1,28,332
109666,9,7,324,6,98,342,1,53,202
88563,5,11,966,6,24,944,1,28,95
88560,4,95,587,2,64,778,1,1,320
88561,4,12,830,6,40,362,1,1,446
103970,4,43,212,6,24,336,1,32,917
103971,4,49,910,2,3,421,1,31,227
103972,0,67,208,0,15,39,1,45,938
103973,9,25,903,1,72,565,1,9,739
103974,4,1,420,7,79,874,1,47,21
103975,4,84,182,6,24,334,1,33,434
103976,4,67,260,0,55,728,1,21,321
103977,9,10,853,6,98,464,1,21,7
103978,4,49,72,2,88,144,1,12,257
103979,7,52,234,7,11,141,1,85,776
84900,5,35,128,2,6,674,1,28,309
84901,4,35,779,2,24,887,1,21,810
84902,4,12,536,7,79,832,1,1,462
84903,4,49,508,2,98,227,1,53,202
84904,4,95,167,2,64,35,1,8,418
84905,4,50,394,2,24,456,1,84,323
84906,4,83,865,7,76,355,1,0,166
84907,4,68,422,6,98,252,1,75,745
84908,4,49,243,6,98,560,1,14,171
84909,4,68,971,3,98,117,1,47,437
1854815,4,89,321,2,64,234,1,53,461
86229,5,35,128,2,64,674,1,28,95
86228,4,85,717,1,88,848,1,6,1
86223,9,76,871,6,98,54,1,1,235
86222,4,12,520,6,40,268,1,1,70
86221,4,12,673,6,40,498,1,1,40
86220,4,10,476,6,54,526,1,1,731
86227,4,1,174,6,79,823,1,41,194
86226,5,85,966,2,64,459,1,1,297
86225,4,12,817,2,24,366,1,1,684
86224,4,84,729,6,98,528,1,21,810
101538,4,12,476,6,98,313,1,1,320
101539,4,95,587,2,64,778,1,10,838
101532,4,84,729,7,79,528,1,32,917
101533,5,11,934,6,98,445,1,1,731
101530,4,12,856,2,24,988,1,9,29
101531,4,85,405,2,64,681,1,0,61
101536,0,17,115,0,15,256,1,45,430
101537,9,25,515,2,64,109,1,10,838
101534,4,10,337,6,98,270,1,41,194
101535,4,12,856,6,39,988,1,76,77
2381512,4,35,779,2,64,535,1,84,950
2620997,4,1,174,7,11,389,1,1,640
2620996,4,5,159,5,79,444,1,1,552
2620993,4,76,147,7,50,941,1,1,297
2620992,4,59,319,8,29,732,1,40,51
2620991,4,75,826,0,60,429,1,15,505
97337,4,27,456,1,24,7,1,31,726
97336,4,12,147,6,79,941,1,1,247
97335,4,10,492,3,44,703,1,72,463
97334,7,47,559,2,48,73,1,26,232
97333,4,12,212,6,24,128,1,33,108
97332,1,18,435,7,65,624,1,38,705
97331,4,65,631,5,3,478,1,9,894
97330,4,43,446,2,64,645,1,80,990
111047,4,43,348,6,24,336,1,32,917
111046,4,84,729,6,91,823,1,1,636
111045,4,10,198,6,98,241,1,1,472
111044,9,10,30,1,1,677,1,7,892
111043,4,72,397,7,36,51,1,59,488
111042,4,43,446,2,91,375,1,1,636
111041,4,43,348,6,98,375,1,21,493
94959,4,68,971,2,82,887,1,21,7
94957,4,35,128,1,6,79,1,84,323
94954,4,1,159,7,79,124,1,1,552
94955,7,39,777,8,16,359,1,39,99
94952,4,84,817,2,24,366,1,32,56
94953,4,1,504,7,79,444,1,1,552
94950,7,49,254,2,88,155,1,16,506
94951,4,68,855,6,7,561,1,21,143
110794,4,21,472,5,92,37,1,1,320
110795,4,1,504,7,79,124,1,1,552
110796,4,1,504,7,79,124,1,1,552
110797,0,17,115,0,15,256,1,45,430
110790,4,1,504,5,79,124,1,1,552
110791,4,68,704,5,54,21,1,21,480
110792,4,95,699,2,82,645,1,21,42
110793,5,11,601,2,88,586,1,39,404
110798,3,61,584,9,61,286,1,39,638
110799,5,36,245,1,29,553,1,6,336
2421140,4,1,466,7,79,648,1,85,259
96082,7,39,777,1,16,359,1,39,638
96083,4,27,32,2,24,458,1,31,227
96080,9,27,71,1,24,7,1,1,292
96081,4,85,480,2,64,144,1,28,709
96086,4,35,779,2,82,79,1,1,472
96087,4,50,394,2,24,456,1,76,77
96084,7,52,654,2,16,489,1,39,99
96085,4,50,516,2,24,194,1,84,323
96088,4,27,240,1,24,505,1,53,473
96089,9,25,315,2,64,171,1,23,242
3216387,9,22,762,1,88,111,1,7,892
3216388,4,12,520,6,98,459,1,1,731
3216389,4,95,134,2,64,645,1,53,193
96626,4,12,147,7,79,444,1,1,552
96627,4,84,729,7,11,823,1,1,636
96624,4,1,504,7,79,124,1,1,552
96625,4,1,147,7,79,124,1,1,552
96622,5,85,193,6,77,566,1,28,237
96623,5,73,697,7,65,13,1,85,526
96620,4,1,504,7,79,941,1,1,552
96621,9,59,196,8,77,732,1,40,243
88186,4,0,673,6,66,498,1,23,200
96628,4,5,416,2,10,690,1,41,179
96629,4,1,147,7,79,444,1,32,203
88187,4,35,259,2,82,79,1,1,297
103804,4,35,779,5,6,535,1,1,98
103805,4,49,520,6,82,268,1,1,731
103806,4,85,562,7,36,562,1,85,192
105024,7,52,778,9,10,57,1,39,638
105025,4,50,922,2,24,194,1,53,193
88183,4,50,922,2,24,194,1,84,323
105020,4,68,971,6,7,393,1,21,7
105021,4,12,520,6,77,459,1,28,237
105022,5,85,290,1,9,943,1,0,566
105023,4,75,962,0,42,231,1,15,368
109940,4,73,151,3,81,758,1,19,167
90671,4,76,152,5,15,906,1,45,3
104034,7,39,148,7,16,18,1,39,246
98840,4,84,125,6,24,310,1,22,356
98841,4,76,50,6,98,313,1,1,640
98842,9,7,196,6,74,464,1,1,40
98843,4,75,962,0,42,357,1,7,876
98844,4,10,982,6,98,295,1,53,32
98845,4,68,902,7,63,461,1,1,414
98846,4,12,72,2,77,991,1,1,731
98847,4,27,456,1,24,7,1,41,179
98848,9,27,71,2,24,7,1,34,57
98849,9,95,167,2,64,35,1,14,171
94178,4,1,504,7,79,444,1,1,552
94179,4,0,346,6,66,498,1,1,235
94174,4,12,369,4,88,149,1,1,896
94175,5,85,247,6,98,566,1,16,44
94176,4,12,99,6,40,498,1,1,70
94177,4,35,94,5,6,783,1,1,98
94170,4,12,520,6,33,221,1,1,814
94171,9,10,196,6,98,459,1,9,322
94172,9,95,699,2,64,645,1,23,242
94173,5,85,354,6,98,499,1,75,745
90668,4,76,776,2,77,144,1,23,242
90669,4,12,306,2,77,580,1,28,95
90664,4,84,729,6,7,21,1,21,810
90665,4,12,131,7,79,539,1,9,386
90666,4,35,779,2,64,535,1,28,415
90667,4,75,826,0,42,429,1,74,291
90661,9,76,369,7,65,241,1,1,235
90662,4,12,9,4,82,274,1,1,896
90663,9,36,676,2,77,454,1,28,763
112684,4,12,151,0,81,560,1,1,814
104866,7,49,254,2,88,155,1,39,197
104865,5,6,480,2,49,58,1,21,42
108738,4,12,212,6,5,128,1,33,108
112680,4,43,446,2,64,645,1,32,128
112681,4,68,902,6,54,461,1,21,7
112682,4,10,198,6,98,270,1,21,493
112683,7,52,254,2,10,155,1,16,423
108733,4,53,894,8,78,568,1,41,183
108732,5,44,60,2,98,934,1,9,286
108731,4,50,394,2,95,234,1,76,77
108730,4,50,394,2,24,861,1,16,423
108737,4,12,369,6,98,241,1,32,0
108736,9,10,817,2,24,366,1,32,465
104869,4,89,321,6,54,608,1,32,933
108734,4,50,394,2,88,456,1,84,323
3199502,9,68,223,6,54,853,1,21,493
102087,4,84,971,6,7,393,1,53,568
102086,4,1,536,7,11,832,1,59,43
102085,4,43,348,2,64,375,1,41,92
102084,4,76,401,2,64,408,1,23,715
102082,4,0,673,6,40,498,1,31,726
102081,4,84,729,6,7,522,1,32,900
102080,4,50,264,2,24,430,1,28,237
102089,4,49,758,2,24,861,1,16,385
102088,4,10,394,2,24,106,1,14,171
106708,4,12,424,8,82,448,1,28,237
91049,4,1,227,7,79,874,1,47,21
91048,4,43,910,2,64,421,1,80,508
91047,4,80,387,7,79,237,1,47,853
91046,4,90,289,9,66,329,1,23,200
91045,4,43,348,2,64,375,1,28,95
91044,4,68,971,2,4,461,1,33,108
106700,4,43,779,2,82,535,1,21,7
91042,4,27,658,2,24,458,1,31,227
91041,9,83,865,7,76,355,1,0,166
91040,4,49,727,2,77,551,1,28,95
99713,4,1,174,7,79,941,1,56,130
99712,4,12,946,2,77,655,1,28,60
99711,4,27,334,2,24,505,1,1,235
99710,4,30,644,4,39,639,1,1,875
99717,4,95,699,2,64,35,1,23,242
99716,4,1,536,5,11,832,1,59,43
99715,4,1,472,5,6,535,1,1,297
99714,9,77,577,7,19,509,1,1,33
99719,4,81,75,2,82,134,1,80,69
99718,9,25,315,2,64,249,1,1,925
2771751,9,7,487,3,69,87,1,28,801
2771752,9,78,112,3,81,952,1,37,645
2771753,4,1,227,7,79,389,1,47,21
109468,4,43,348,2,98,375,1,10,639
109469,9,7,210,2,77,87,1,84,186
109461,4,36,727,2,24,288,1,28,237
109462,4,12,544,6,20,440,1,53,425
109463,4,49,327,2,16,831,1,16,584
109464,4,67,921,0,15,728,1,45,3
109465,4,78,194,3,81,529,1,72,463
109466,4,84,182,6,88,838,1,12,968
109467,4,76,50,6,98,900,1,1,98
145907,1,55,445,7,4,841,1,85,833
145906,9,85,508,2,69,227,1,2,195
145905,9,24,495,1,93,200,1,6,601
145904,4,12,617,7,79,791,1,1,640
145903,4,59,370,3,81,47,1,19,826
145902,4,35,593,5,6,674,1,1,98
92538,7,49,254,3,88,155,1,16,423
92539,7,52,533,9,46,592,1,39,294
92537,4,89,119,6,39,126,1,21,42
107077,4,76,853,6,98,459,1,1,765
107076,4,89,321,6,54,318,1,21,7
92532,9,76,659,6,98,470,1,21,42
92533,9,1,944,7,11,874,1,85,389
107073,4,43,446,2,82,645,1,9,386
145908,9,76,633,2,72,249,1,2,293
98868,4,36,114,2,24,776,1,84,186
98869,5,44,60,7,87,934,1,31,408
110963,4,2,877,0,5,912,1,21,480
110962,7,39,533,8,10,489,1,39,795
110961,4,85,936,9,40,780,1,22,356
110960,4,50,394,2,24,234,1,28,237
110967,4,49,193,2,77,566,1,16,44
110966,4,12,775,7,78,663,1,1,314
110965,4,1,147,7,79,444,1,32,203
110964,4,1,147,7,79,941,1,9,447
1447641,9,27,905,2,24,585,1,1,579
110969,4,12,325,7,98,313,1,9,286
110968,4,1,562,1,11,389,1,1,636
1094516,4,1,174,7,79,313,1,53,442
98864,4,12,856,6,7,988,1,1,320
98865,4,84,729,7,79,823,1,1,98
90646,9,73,342,7,98,13,1,1,235
90647,9,50,394,2,24,106,1,28,801
99193,4,90,620,1,96,760,1,6,1
90642,4,50,86,2,82,234,1,53,442
99194,9,49,225,3,69,716,1,16,372
98439,4,1,147,7,79,941,1,1,98
98438,9,22,409,2,64,111,1,16,385
99197,4,27,334,2,24,320,1,31,14
98431,4,35,643,2,6,166,1,28,237
98430,4,76,369,7,11,562,1,69,261
98433,7,52,323,2,16,411,1,16,423
99196,4,66,954,5,21,604,1,88,37
98435,4,5,353,7,90,221,1,1,98
98434,5,84,307,7,41,944,1,59,879
98437,9,76,472,2,64,535,1,21,7
98436,3,61,584,9,61,286,1,39,638
100939,9,50,501,2,95,376,1,1,15
100938,4,36,114,2,77,776,1,46,64
100931,4,50,394,2,88,456,1,84,924
100930,5,11,811,2,91,243,1,21,7
100933,4,90,289,9,61,329,1,53,568
100932,4,1,227,7,11,389,1,1,98
100935,7,52,11,2,88,489,1,39,246
100934,4,12,50,6,79,154,1,1,896
100937,4,73,151,3,81,758,1,19,826
100936,9,73,580,3,81,758,1,19,826
93377,4,49,520,6,77,551,1,28,149
104035,9,7,324,2,98,342,1,16,385
104036,4,76,50,6,98,900,1,75,783
104037,9,25,141,2,24,612,1,28,95
93373,4,12,391,2,77,838,1,84,950
93372,9,82,506,3,81,952,1,12,39
104032,4,35,779,2,88,535,1,84,323
93370,4,92,79,7,63,946,1,1,297
104038,4,54,826,0,42,266,1,15,403
104039,4,12,520,2,64,144,1,84,924
93379,4,80,131,7,79,539,1,47,853
93378,4,1,131,7,79,216,1,47,853
1410842,4,68,855,6,54,461,1,53,193
85442,4,43,446,2,64,645,1,41,92
85443,4,68,971,7,4,117,1,1,636
85440,4,43,291,2,24,459,1,14,171
85441,4,72,51,5,36,582,1,59,451
85446,4,84,729,6,98,528,1,21,7
85447,4,43,348,2,64,375,1,28,237
85444,4,68,971,6,7,117,1,21,143
85445,0,67,208,0,15,915,1,45,430
85448,4,68,971,7,54,461,1,21,480
85449,4,84,729,6,7,561,1,21,480
96076,9,54,718,0,60,142,1,15,505
87358,4,98,795,0,60,116,1,15,495
87359,4,98,795,0,60,116,1,15,368
104348,4,75,414,0,42,765,1,15,634
87350,9,73,594,2,73,4,1,53,857
87351,4,41,33,2,77,211,1,94,407
87352,4,12,147,7,79,444,1,1,552
104349,4,49,327,2,88,831,1,10,838
87354,4,68,833,6,54,561,1,1,217
87355,4,36,437,2,24,288,1,28,237
87356,4,80,387,7,95,899,1,97,781
87357,4,5,394,2,88,791,1,28,60
93005,4,27,334,2,24,320,1,32,900
93004,4,83,237,1,76,355,1,93,101
104344,9,99,782,2,73,153,1,46,439
118471,4,49,758,8,88,551,1,28,149
96078,4,68,286,6,54,491,1,21,321
104342,4,68,971,2,24,887,1,21,321
104343,4,12,162,2,64,470,1,1,472
105345,4,50,828,2,24,877,1,28,95
105344,4,50,501,5,95,939,1,1,320
105347,9,43,75,2,82,134,1,23,200
105346,4,49,362,8,6,61,1,42,459
105341,4,89,321,8,3,318,1,21,7
105340,9,25,141,2,24,612,1,28,415
105343,4,12,212,6,7,128,1,40,218
105342,4,68,855,6,5,561,1,69,261
93002,4,68,971,7,5,461,1,69,261
105349,4,27,456,1,24,7,1,31,227
105348,4,95,699,2,64,35,1,16,44
118472,4,76,370,6,77,47,1,84,323
84710,5,44,60,2,24,934,1,28,95
1614072,5,44,60,2,24,934,1,28,801
86409,4,84,125,7,5,318,1,9,637
86408,9,49,487,3,88,839,1,28,149
106954,4,97,973,8,3,901,1,31,227
86403,4,89,673,6,40,176,1,82,561
86402,0,65,713,5,26,569,1,12,725
86401,4,50,394,2,24,456,1,28,237
86400,4,10,243,2,24,106,1,14,8
86407,4,95,167,2,82,35,1,21,7
86406,4,76,910,2,64,421,1,32,465
86405,4,50,394,2,24,456,1,28,60
86404,4,50,922,2,24,234,1,28,237
106951,4,12,391,2,29,867,1,9,286
106950,4,50,394,2,95,456,1,80,141
106953,4,84,182,6,82,310,1,21,321
106952,9,22,596,2,74,655,1,16,44
108470,4,84,802,6,54,128,1,47,21
108471,7,91,565,9,10,279,1,26,883
108472,4,12,162,6,7,941,1,56,456
108473,4,12,581,6,54,394,1,1,247
108474,4,12,617,3,95,791,1,7,876
108475,4,10,405,6,40,681,1,14,171
108476,9,7,324,2,98,342,1,16,385
108477,4,76,817,2,24,366,1,28,60
108478,4,76,50,6,77,459,1,84,212
108479,9,25,141,2,24,612,1,21,7
103492,4,12,123,6,98,793,1,21,7
89008,9,76,570,2,64,550,1,75,783
89009,4,36,676,2,77,454,1,28,763
89006,5,85,750,6,98,311,1,1,112
89007,4,12,505,2,93,838,1,28,754
89004,4,68,733,6,5,563,1,69,261
89005,4,84,983,2,29,494,1,28,415
89002,4,12,131,7,79,216,1,1,297
89003,4,12,9,6,77,991,1,28,60
89000,5,11,283,2,12,918,1,84,950
89001,5,11,163,9,40,633,1,82,561
87439,4,75,826,0,42,429,1,15,505
87438,9,25,96,7,77,180,1,1,98
87435,9,6,398,1,63,928,1,90,34
87434,4,43,348,2,82,47,1,1,896
87437,4,12,933,6,7,522,1,1,247
87436,0,67,992,0,15,98,1,44,62
87431,7,39,732,9,16,301,1,26,210
87430,4,85,9,6,98,499,1,28,95
87433,4,81,154,2,82,322,1,80,69
87432,9,25,141,2,24,612,1,32,465
108826,4,76,476,7,92,526,1,87,740
108825,4,35,128,2,64,79,1,21,7
108824,4,76,50,2,64,470,1,28,95
108823,4,12,123,6,98,313,1,7,520
108822,4,35,968,2,43,887,1,21,143
89963,4,54,420,7,79,874,1,1,636
89962,4,12,776,2,64,408,1,28,415
91061,9,76,315,2,64,171,1,9,448
97119,5,35,128,2,6,674,1,84,924
97118,4,90,84,1,96,189,1,34,730
97117,7,52,789,7,16,769,1,38,705
97116,4,1,472,5,6,535,1,1,98
97115,4,12,609,6,40,703,1,1,292
97114,9,76,659,6,98,123,1,1,98
97113,4,12,729,6,98,459,1,21,7
97112,4,76,871,6,98,470,1,10,639
97111,5,27,961,2,24,877,1,1,320
97110,4,98,795,0,60,116,1,15,93
100580,4,50,922,5,54,21,1,21,845
100582,4,12,617,7,11,791,1,47,255
100583,4,24,82,8,93,979,1,6,336
100584,4,27,734,2,24,877,1,94,407
100585,4,50,394,2,24,456,1,28,237
100586,4,89,558,6,40,126,1,82,561
100587,4,92,926,7,63,530,1,9,894
100588,4,49,72,2,77,244,1,16,385
91064,9,25,501,2,24,180,1,21,321
91067,4,84,729,6,98,528,1,85,192
91066,9,76,871,6,98,900,1,75,745
88067,4,12,856,6,98,988,1,9,286
88066,4,5,933,6,24,522,1,21,845
88065,4,78,279,0,42,60,1,12,240
88064,4,12,162,6,42,507,1,31,14
88063,4,30,249,2,0,150,1,9,286
88062,4,43,682,2,64,358,1,23,317
88061,4,85,983,7,79,494,1,1,98
88060,4,65,609,3,59,631,1,31,784
88069,9,76,370,6,77,47,1,2,978
88068,4,5,635,8,3,554,1,40,717
100058,4,1,466,7,11,389,1,1,98
100059,4,65,392,3,99,303,1,9,110
86388,7,39,732,9,10,489,1,11,914
86389,4,50,394,2,82,456,1,80,141
86384,4,89,617,7,54,234,1,47,21
86385,9,82,819,1,19,935,1,1,401
86386,9,25,725,2,65,54,1,1,925
86387,5,11,458,6,98,91,1,9,29
86380,4,27,456,2,24,7,1,31,227
86381,9,76,871,2,82,459,1,1,320
86382,4,35,779,2,82,535,1,23,242
86383,4,72,397,7,36,51,1,59,189
90468,4,50,394,2,24,456,1,28,95
90469,4,85,899,6,44,628,1,1,40
90466,9,7,196,7,23,295,1,21,7
90467,4,84,182,6,54,334,1,75,745
90464,4,98,795,0,60,116,1,15,93
90465,4,12,348,6,98,241,1,41,179
90462,4,12,123,6,7,793,1,1,70
90463,4,1,466,7,79,941,1,47,21
90460,4,1,147,7,79,444,1,1,98
90461,4,1,227,7,79,389,1,47,21
112918,4,73,806,3,81,758,1,19,167
112919,4,76,609,9,44,703,1,1,70
112914,4,95,699,2,64,35,1,14,171
112915,4,76,72,2,77,991,1,23,242
112916,4,76,609,9,77,703,1,14,171
112917,4,89,663,6,39,236,1,28,95
112910,4,12,174,6,98,313,1,53,125
112911,4,12,123,6,98,793,1,84,212
112912,9,95,56,2,64,920,1,34,730
112913,4,76,369,6,98,241,1,75,783
85125,4,12,162,6,7,444,1,21,7
85124,4,12,162,6,98,991,1,75,783
85127,4,85,86,1,70,216,1,9,932
85126,4,19,127,1,53,414,1,90,34
85121,4,76,309,7,11,259,1,32,128
85120,4,62,454,3,99,275,1,8,421
85123,4,12,174,6,79,444,1,1,640
85122,4,95,699,2,82,35,1,9,386
85129,5,43,480,2,64,375,1,0,196
85128,4,98,87,0,60,930,1,74,291
95234,4,1,504,7,79,941,1,1,98
95235,4,19,127,5,53,414,1,1,98
