,km_10,km_100,km_1000,gmm_10,gmm_100,gmm_1000,hc_10,hc_100,hc_1000
85656,4,12,162,4,25,378,1,8,17
85655,4,4,426,4,25,798,1,64,305
85654,4,10,959,4,94,936,1,71,346
85653,4,97,486,0,71,324,1,89,152
85652,4,4,426,8,20,378,1,1,331
85651,4,4,426,4,52,573,1,63,489
85650,9,77,22,2,19,209,1,1,9
85659,4,45,184,0,71,48,5,62,106
85658,4,97,973,8,20,798,1,64,305
3207861,4,4,719,4,97,220,1,78,173
3207860,4,31,15,4,18,616,1,38,28
803270,4,80,387,5,96,899,1,9,386
621270,4,12,162,4,7,74,1,32,971
108863,4,4,162,4,52,378,1,9,52
108862,4,29,107,4,18,149,1,56,599
108861,4,12,162,6,7,74,1,49,999
108860,4,12,162,4,7,74,1,49,207
89925,4,84,971,7,4,334,1,41,107
108866,9,25,96,6,58,12,1,11,380
108865,4,4,823,4,52,534,1,5,628
108864,5,85,750,6,64,328,1,75,783
89929,4,12,544,6,18,167,1,56,130
89928,4,12,690,7,76,715,1,0,166
86678,4,12,946,4,94,443,1,8,17
86679,9,16,684,3,69,447,1,2,35
86674,4,12,162,6,7,507,1,91,67
86675,4,97,335,5,3,789,1,59,852
86676,4,4,816,8,43,749,1,1,355
86677,4,64,859,5,52,513,1,65,553
86670,4,35,94,5,43,783,1,1,94
86671,4,12,107,4,18,149,1,56,11
86672,4,12,933,4,20,378,1,30,180
86673,4,64,66,5,52,981,1,65,553
95849,4,53,276,8,43,201,1,1,355
91073,4,3,170,4,51,879,1,1,205
96451,4,4,973,0,33,374,1,23,528
96450,4,12,162,6,7,21,1,1,217
89211,4,4,162,4,7,74,1,30,180
89210,0,37,238,5,26,559,1,24,38
89217,9,25,230,7,36,404,1,59,43
96454,4,89,558,6,54,691,1,33,108
96457,5,83,865,1,76,943,1,82,692
96456,9,16,103,3,86,272,1,8,307
96459,2,9,796,4,18,739,1,1,94
96458,4,81,154,8,82,622,1,80,69
89219,4,2,199,8,20,163,1,40,51
89218,4,4,369,4,18,149,1,8,421
103246,4,59,614,8,43,767,1,53,193
103247,4,72,964,5,55,582,1,59,852
103244,4,31,763,5,92,435,1,1,532
103245,4,85,831,4,56,58,2,27,49
103242,4,12,162,7,55,378,1,1,462
103243,4,12,162,6,7,74,1,49,16
103240,4,35,259,2,22,79,1,44,778
103241,4,31,945,0,91,175,1,1,271
103248,1,55,235,7,4,717,1,1,271
103249,4,45,184,0,71,844,5,62,549
94349,4,45,184,0,71,48,5,62,106
94347,4,45,184,0,71,844,5,62,549
94346,4,45,184,0,71,844,5,62,549
94345,4,4,476,4,37,526,1,70,276
94344,4,20,34,4,94,66,0,81,213
94343,4,60,525,4,94,678,0,4,86
94342,4,20,34,4,94,66,0,81,330
94341,6,62,40,9,14,753,1,8,418
94340,4,36,423,8,93,635,1,6,663
90859,4,21,742,4,22,675,1,8,418
90858,4,4,47,8,62,816,1,1,975
90857,4,19,652,8,53,896,1,1,975
90856,4,4,47,8,62,816,1,1,975
90855,4,4,47,8,53,896,1,1,975
90854,4,74,928,5,28,119,1,1,975
90853,4,2,748,8,20,813,1,1,355
90852,4,12,10,4,94,589,1,1,146
90851,4,4,28,8,78,496,6,54,503
90850,4,59,614,8,43,68,1,1,355
1632029,4,4,933,4,18,522,0,4,126
118361,4,4,162,4,97,6,1,92,280
118360,4,31,216,4,48,870,1,0,158
118363,4,5,424,6,78,800,6,54,96
118362,4,4,617,4,94,791,1,1,146
118365,4,63,581,4,48,741,1,16,214
118364,4,4,47,8,62,496,1,31,45
118367,4,4,894,8,78,496,1,31,45
118366,4,46,280,3,59,240,1,20,396
118369,4,46,280,0,59,240,1,20,396
118368,7,52,585,4,34,898,1,44,62
99542,4,5,153,4,34,523,1,44,778
99543,4,63,416,4,48,690,1,66,132
99540,4,4,149,8,3,901,1,1,10
99546,4,5,153,4,34,769,1,66,132
99547,4,4,946,4,52,56,1,1,146
99544,4,4,440,4,52,443,1,1,146
99545,4,4,946,4,52,443,1,41,92
99548,4,4,149,4,7,74,1,1,217
99549,4,12,10,3,26,364,1,1,91
95438,4,12,152,5,55,906,1,30,870
95439,4,4,28,4,78,6,1,1,217
95436,0,67,992,0,15,781,1,45,612
95437,4,2,258,6,7,393,1,10,582
95434,7,52,77,8,78,792,1,39,246
95435,4,2,199,8,20,163,1,1,355
95432,4,4,28,8,52,74,1,1,934
95433,4,2,683,8,20,496,1,1,355
95430,4,4,149,4,7,74,1,1,217
95431,4,63,120,0,90,653,1,8,667
97498,4,56,288,5,55,994,1,1,462
97499,4,4,644,4,31,639,0,4,229
97496,5,11,500,5,16,578,1,0,158
97497,4,4,564,4,48,418,1,66,132
97494,4,10,198,7,65,270,1,1,934
97495,4,4,424,8,78,496,1,1,217
97492,4,85,454,0,40,734,1,1,15
97493,4,4,773,1,99,893,1,93,101
97490,4,59,614,8,43,767,1,1,355
97491,4,4,785,0,0,696,1,1,824
90149,4,4,406,4,97,264,1,8,475
90148,4,63,581,9,96,394,1,9,111
90141,4,12,946,4,56,56,1,10,792
90140,4,53,276,8,78,201,1,39,563
90143,4,53,276,8,78,201,1,39,563
90142,2,29,794,4,18,863,1,44,191
90145,4,89,378,4,18,755,1,8,307
90144,4,76,309,7,79,259,1,13,370
90147,4,93,122,8,47,423,1,68,469
90146,1,18,273,1,65,685,1,93,101
93619,4,24,388,8,93,377,1,6,176
2801435,4,45,486,0,71,623,5,51,123
2801434,4,30,74,4,51,44,1,44,191
2801433,4,90,84,9,96,760,1,8,285
2801432,4,21,600,4,62,465,1,1,589
2801431,4,4,973,8,51,901,1,1,934
2801430,4,21,742,4,62,62,1,8,952
101129,4,4,476,4,34,526,1,8,952
101128,4,4,256,4,71,6,0,4,229
93474,4,30,644,4,51,639,1,1,934
93475,4,4,436,4,48,916,1,8,470
101127,4,58,43,2,86,822,4,50,187
93477,4,12,390,4,18,15,1,70,512
93470,4,4,439,4,52,230,1,71,54
101120,4,72,475,7,36,28,1,59,451
101122,4,4,933,6,7,393,1,56,426
91432,4,4,390,4,97,15,2,27,649
91433,4,4,166,1,25,161,1,93,836
91430,4,21,600,4,62,939,1,70,276
91431,0,34,627,5,97,549,1,55,224
91437,4,12,151,3,37,345,1,1,560
91434,7,5,478,5,78,424,1,39,563
91435,4,12,973,0,71,901,1,92,280
91438,4,4,823,8,78,233,1,1,355
91439,4,2,683,8,92,652,1,8,307
103710,4,72,964,5,55,582,1,59,851
91200,4,2,946,8,29,916,1,53,125
103712,4,4,284,4,52,967,1,71,178
103713,4,50,449,1,95,105,1,45,3
103714,4,4,476,4,34,268,1,1,496
91204,4,59,188,5,47,68,1,80,508
91207,4,12,406,4,97,264,1,8,475
111949,4,48,157,5,50,78,1,8,307
104011,2,9,545,4,18,739,1,5,822
95393,2,9,545,3,80,739,1,8,470
95392,4,63,108,4,48,693,1,1,10
95391,4,63,256,4,48,693,1,8,470
95390,4,12,162,4,52,15,1,5,551
92169,4,21,600,4,62,465,1,1,589
92168,4,59,319,8,43,729,1,32,971
95395,4,21,175,4,62,62,1,1,934
95394,4,12,211,3,84,656,1,1,15
92165,4,89,575,4,18,608,1,8,418
92164,4,4,28,8,51,6,1,1,589
92167,4,5,153,4,51,523,1,10,344
95398,4,22,436,4,48,916,1,8,470
92161,4,66,431,5,47,723,1,88,37
92160,2,29,38,4,18,64,0,4,229
92163,4,4,28,4,18,653,0,4,539
92162,4,88,244,4,52,74,0,4,539
99424,4,53,276,8,78,201,1,1,355
98629,4,31,888,0,71,352,1,89,152
98621,4,4,775,1,0,663,1,1,314
98622,4,36,452,3,29,776,1,46,986
98623,4,12,272,1,41,361,1,13,714
107938,4,4,476,4,92,675,1,47,658
107939,9,10,889,4,34,441,1,70,276
110536,7,39,77,8,78,489,1,39,899
110537,4,4,440,4,94,56,1,8,470
110530,4,31,945,4,97,650,1,8,475
110531,4,31,945,4,0,974,1,1,146
110532,4,4,772,4,48,418,1,9,52
110533,4,2,683,8,3,104,1,8,285
107933,4,4,856,4,52,988,1,1,355
107934,4,24,717,8,93,848,1,63,489
107935,4,76,785,0,78,623,1,89,703
107936,4,54,912,0,60,266,1,96,153
107937,4,8,140,9,0,629,1,9,111
85864,4,4,823,0,71,233,1,1,94
85865,4,5,353,4,71,233,1,1,94
112707,9,25,380,6,58,654,1,41,179
112706,4,2,683,8,20,104,1,8,952
96098,4,31,232,5,22,300,1,8,475
112701,9,25,278,6,58,180,1,19,88
112700,2,29,545,4,80,402,1,87,497
112703,4,63,270,4,67,675,1,8,746
112702,4,4,476,4,17,675,1,8,746
87974,4,4,256,4,56,149,1,11,982
87975,0,53,512,5,78,373,1,78,652
85868,4,4,529,9,42,629,1,8,17
109264,4,4,369,4,22,149,1,1,496
89735,4,89,406,4,22,650,1,8,475
87977,4,2,530,8,20,186,1,40,51
98088,4,29,805,8,2,562,1,53,193
98089,4,65,218,0,60,784,1,12,893
98084,4,31,693,4,10,905,1,11,160
87970,4,4,719,8,34,523,1,1,355
98086,4,4,673,6,40,498,1,1,446
98087,2,29,38,3,80,64,2,27,49
98080,9,10,774,3,17,137,1,2,624
98081,4,30,644,4,45,639,1,1,934
98082,4,12,162,6,7,74,1,30,870
87971,4,31,945,9,0,300,2,27,264
87972,4,5,353,0,51,221,9,98,150
109261,4,4,773,1,22,893,1,93,101
99979,4,4,28,7,76,6,1,1,777
99978,4,4,439,4,52,230,1,71,54
99973,4,21,175,4,22,939,1,71,346
99972,4,4,900,3,37,345,1,86,458
99971,4,4,120,0,90,653,1,76,378
99970,4,12,637,5,31,170,1,41,92
99977,4,71,764,3,37,280,1,86,458
99976,4,22,436,4,48,916,1,8,470
99975,4,4,816,8,43,749,1,1,594
99974,4,60,728,2,17,579,1,87,724
105796,4,4,579,4,48,208,1,71,802
105795,5,85,572,1,25,475,1,93,836
105792,4,72,475,5,36,28,1,59,851
105793,4,4,719,4,17,526,1,1,146
105790,4,53,894,8,78,496,1,8,421
105791,4,2,258,6,20,104,1,10,582
101943,4,63,417,8,10,912,1,33,884
105798,4,4,256,4,48,730,1,8,333
105799,4,76,871,4,17,694,1,32,0
106497,4,4,28,8,20,199,1,57,648
104773,9,60,820,2,17,579,1,87,497
104772,4,10,322,6,56,270,1,2,464
104771,4,5,153,8,3,221,1,1,10
104770,4,4,232,4,97,220,1,78,173
104777,4,4,28,4,52,6,1,63,489
104776,4,4,162,4,52,6,1,63,837
104775,4,16,576,3,35,775,1,8,307
104774,4,4,823,4,34,233,0,4,256
104779,4,4,47,8,62,816,1,1,975
104778,4,19,652,8,53,409,1,1,975
105421,4,4,440,4,18,233,1,8,418
112398,4,30,629,4,34,736,1,8,952
105423,4,4,719,4,52,6,1,92,280
105424,4,4,406,4,22,220,1,8,475
105425,4,4,28,4,78,130,1,92,280
105426,4,4,314,6,1,816,1,92,280
105427,4,10,322,4,34,441,1,78,173
112392,4,4,748,8,82,199,1,8,285
105429,4,31,395,8,47,276,1,8,307
112390,4,66,145,5,47,960,1,88,55
112391,4,66,145,5,47,723,1,88,55
112396,4,4,370,8,93,767,1,63,489
112397,4,12,391,3,23,867,1,9,957
112394,4,5,391,3,23,867,1,9,957
112395,4,5,153,4,51,800,1,1,10
106689,4,31,15,8,51,964,1,38,28
106685,4,60,728,4,94,589,1,87,740
106684,4,4,476,4,37,526,1,8,746
106687,4,59,319,8,43,138,9,98,366
106686,5,62,277,1,14,977,1,72,463
106680,4,12,868,2,86,759,1,8,225
106683,4,45,97,0,71,623,5,51,123
2641101,4,31,945,4,97,15,1,66,335
104112,4,21,175,4,62,689,1,8,421
99025,9,60,820,4,94,29,1,87,497
99024,4,12,338,9,84,852,1,1,699
99027,0,34,969,5,22,549,1,55,807
99026,4,12,162,6,71,274,1,23,849
99021,4,4,823,4,52,896,1,17,886
99020,4,63,679,9,40,606,1,8,421
99023,4,12,406,4,97,650,1,44,457
99022,4,4,28,6,61,6,1,0,61
99029,4,63,270,4,48,615,1,41,179
99028,4,12,617,7,13,941,1,1,70
107480,4,4,440,4,18,816,1,70,276
107481,4,10,322,1,26,829,1,60,252
107482,4,5,406,4,97,220,1,8,17
107483,4,66,295,5,47,604,1,88,37
107484,4,10,476,4,52,675,1,44,191
107485,7,91,148,8,10,18,1,26,253
107486,4,63,270,8,47,693,1,1,974
107487,4,72,51,5,36,386,1,59,514
107488,4,8,140,1,28,367,1,8,433
107489,4,10,322,4,52,441,1,1,355
109938,4,48,305,3,53,450,1,1,217
109939,4,60,712,4,94,66,0,81,213
109936,4,12,867,5,47,92,1,68,780
109937,4,4,149,8,20,749,1,1,355
109934,4,22,461,4,56,387,1,16,214
109935,4,79,226,4,22,254,1,78,173
109932,4,88,91,4,57,895,1,58,956
