,km_10,km_100,km_1000,gmm_10,gmm_100,gmm_1000,hc_10,hc_100,hc_1000
100811,4,80,886,3,47,896,4,23,61
101149,7,97,371,7,54,308,9,14,107
101148,0,19,36,9,97,322,4,45,392
101143,4,41,913,3,52,25,2,54,175
101142,4,46,913,3,31,634,2,54,175
101141,7,45,245,7,4,734,9,92,647
101140,4,59,950,3,36,773,2,48,401
101147,0,55,565,9,86,159,4,55,160
101146,8,83,369,0,22,133,4,18,51
101145,7,64,245,7,4,294,9,11,828
101144,4,13,195,5,73,209,1,39,477
1101271,4,2,610,3,33,558,4,23,717
99883,0,88,773,9,82,596,5,19,406
99882,0,16,300,9,83,292,4,36,52
99881,6,29,343,1,76,154,1,7,520
99880,4,40,289,3,84,375,5,58,560
99887,7,97,147,7,4,321,9,11,638
99886,2,11,899,5,67,326,2,97,674
99885,8,86,262,0,35,597,5,66,208
99884,6,89,908,1,98,520,1,29,835
99888,6,23,345,1,98,245,3,22,121
92663,4,43,114,4,51,162,2,67,779
109225,9,76,661,9,97,770,4,59,782
98288,4,59,263,4,36,473,2,86,57
98289,8,49,274,0,85,699,5,50,644
98286,4,41,505,3,52,25,2,95,169
98287,7,45,245,7,4,734,9,11,828
98284,7,5,240,7,64,653,9,11,446
98285,7,5,797,7,64,112,9,11,828
98282,7,92,102,7,4,169,9,63,415
98283,7,97,245,7,54,294,9,11,828
98280,7,5,371,7,64,561,4,59,755
98281,4,40,289,3,84,375,5,58,560
101851,6,29,839,1,76,134,1,7,361
101850,4,38,656,3,99,247,1,4,65
101852,6,23,30,1,98,280,3,22,317
86502,0,31,261,9,25,968,1,26,6
86503,9,34,10,0,26,561,5,35,724
86500,3,28,26,6,47,453,6,21,362
86501,4,0,52,4,3,278,2,25,831
86506,7,97,123,7,4,295,9,11,970
86507,7,97,371,7,4,323,9,71,242
86504,0,16,81,9,1,325,2,8,99
86505,0,11,584,9,67,441,4,18,376
86508,4,76,937,9,29,433,2,48,641
86509,4,59,950,3,36,773,2,48,401
1087865,9,98,564,4,91,751,2,13,172
1087867,6,23,965,1,77,121,3,22,81
178907,6,4,324,1,77,765,3,43,79
89701,4,77,418,1,92,483,1,34,399
89700,4,77,433,1,92,483,1,34,399
89703,6,39,873,3,98,635,5,62,195
89702,8,60,992,0,60,754,4,18,620
89705,9,54,835,0,67,896,4,59,755
89704,6,4,525,1,43,391,3,43,85
89707,7,52,978,7,16,412,9,60,9
89706,6,7,764,1,78,703,1,34,332
89709,6,29,121,1,76,191,1,7,19
89708,3,75,922,6,89,728,6,2,109
85859,4,65,832,1,19,484,1,27,28
85858,4,98,276,4,91,639,2,13,63
85855,6,4,102,1,77,654,3,43,92
85854,6,61,90,1,76,160,1,7,361
85857,4,43,248,1,51,715,2,16,103
85856,4,41,396,3,52,25,2,54,650
85851,8,65,517,0,21,266,1,27,224
85850,6,4,809,1,77,245,3,43,930
85853,4,43,395,4,51,429,2,67,823
85852,7,97,804,7,4,906,9,11,150
103178,9,34,87,4,26,678,2,44,320
103179,6,7,219,1,78,703,1,46,703
96355,4,42,161,5,87,577,2,99,89
103170,4,61,590,4,76,306,2,78,25
103171,4,86,549,0,34,125,5,35,118
103172,4,81,633,3,39,450,2,53,134
103173,7,97,147,7,4,295,9,11,913
103174,8,11,90,5,14,160,4,18,41
103175,4,84,848,3,52,358,0,28,120
103176,0,28,460,9,47,662,4,45,64
103177,9,43,875,4,51,679,2,16,621
97089,6,23,881,1,77,893,3,22,442
97088,4,81,302,3,51,429,2,53,134
109886,4,80,842,3,29,705,2,6,32
103283,0,8,440,9,47,436,2,13,336
109884,4,65,976,3,21,849,2,31,171
109885,0,16,306,9,83,5,2,13,547
109882,4,41,720,3,52,776,2,54,330
87751,0,17,729,4,49,325,4,36,564
109880,8,68,90,0,14,539,4,18,41
109881,4,50,551,1,69,334,1,49,443
103288,6,39,409,1,98,635,3,22,21
103289,9,70,644,4,10,881,2,31,138
87758,0,19,75,9,20,618,4,55,158
87759,4,93,610,1,24,255,3,80,530
2620756,4,31,762,3,25,377,1,26,6
97085,0,67,283,9,12,331,5,35,38
97084,4,80,169,3,69,992,4,23,75
109864,7,92,129,7,4,646,9,63,862
109865,6,4,486,1,43,830,1,46,861
109866,4,41,293,3,52,165,1,77,417
109867,0,16,300,9,83,58,4,36,52
109860,9,61,90,4,76,160,1,7,361
100489,0,32,114,1,94,162,2,16,694
100488,9,80,497,4,29,770,2,6,196
109862,7,76,326,7,16,161,4,23,230
100481,4,61,90,5,76,160,1,7,331
100480,9,8,562,4,81,60,2,75,367
100483,7,97,425,7,4,321,9,11,723
109863,4,48,656,3,74,258,1,39,298
100485,4,80,917,3,25,451,2,13,172
100484,5,76,661,2,67,896,4,59,755
100487,0,39,915,9,1,135,4,9,123
100486,6,4,525,1,43,391,3,43,598
103826,0,98,79,9,1,880,2,97,674
103827,0,68,35,3,14,258,4,33,220
103824,0,16,915,9,87,465,4,9,123
103825,4,99,512,4,91,755,1,0,624
103822,4,85,522,3,53,24,5,35,427
103823,9,70,495,4,10,554,5,37,553
103820,0,11,173,9,87,558,1,39,608
103821,4,20,91,1,19,341,1,51,513
103828,6,4,525,1,43,830,1,34,745
103829,0,2,194,9,17,594,0,30,612
100733,4,61,785,1,76,479,1,7,811
100732,4,65,508,1,21,68,1,27,841
86085,4,50,979,3,69,182,2,31,171
84819,4,50,941,1,73,86,1,49,532
100737,4,43,114,1,94,162,2,16,549
100736,6,23,12,1,77,702,3,22,695
100735,4,75,318,3,25,683,0,72,980
100734,4,31,504,3,25,858,4,23,384
84812,4,98,932,3,91,587,1,4,525
84813,4,7,11,1,78,255,1,46,889
100739,9,98,814,4,91,751,2,13,217
100738,4,78,602,3,90,901,5,62,195
84816,4,51,917,3,90,826,2,13,827
84817,6,39,79,4,98,880,2,97,674
84814,8,11,248,0,14,866,4,33,519
84815,7,97,371,7,54,507,9,14,107
1379962,7,97,425,7,4,321,9,11,8
2516064,7,5,216,7,64,866,2,16,284
90279,7,64,164,7,4,853,9,11,913
90278,9,51,618,4,10,227,5,37,389
90277,4,13,299,4,30,183,2,75,783
90276,4,61,191,3,76,314,2,13,172
90275,4,59,659,3,36,111,2,86,57
90274,0,16,7,4,1,3,4,9,263
90273,6,70,79,4,10,378,2,97,674
93418,6,39,37,1,98,280,3,22,317
90271,7,97,889,7,4,321,9,11,638
90270,6,29,839,0,76,134,1,7,361
101466,9,35,755,4,62,97,2,57,527
101467,4,43,11,1,51,925,1,46,889
101468,8,61,224,0,76,160,1,7,282
101469,6,4,652,1,43,965,3,43,274
91227,6,4,324,1,43,86,3,43,85
91226,3,53,921,6,42,453,6,81,846
1859075,4,28,290,4,87,880,2,97,296
103770,3,80,382,6,18,512,1,68,500
91224,6,4,652,1,43,245,3,43,274
91223,4,62,589,3,38,283,1,39,302
91222,7,97,889,7,4,323,9,11,203
91221,4,7,610,5,78,965,1,46,849
93416,0,67,718,4,12,355,2,13,547
103775,9,76,736,4,29,168,0,79,50
93417,9,34,864,4,26,556,2,73,212
85068,8,60,923,0,60,26,4,18,376
85069,0,68,694,0,1,960,5,66,721
85064,4,61,224,1,76,160,1,7,77
85065,9,39,290,4,81,880,2,97,296
85066,0,53,36,9,97,786,4,45,392
85067,7,64,879,7,54,353,9,14,152
85060,6,39,229,1,98,693,3,43,751
85061,4,9,579,1,78,865,1,51,468
85062,4,42,830,4,87,474,2,13,416
85063,0,19,75,9,20,618,4,55,158
102287,0,91,681,3,53,848,2,13,503
111159,0,67,718,9,12,355,2,25,285
111158,4,98,727,3,91,194,1,46,4
111155,9,65,134,1,21,139,2,31,377
111154,6,61,506,1,76,825,1,7,319
111157,8,61,224,0,76,160,5,35,118
111156,9,34,87,4,10,792,1,7,282
111151,9,34,87,4,26,160,1,7,282
111150,4,43,790,3,51,191,1,7,282
111153,9,34,87,4,26,561,1,7,282
111152,4,43,790,3,76,191,1,7,282
95359,4,9,579,0,45,865,5,87,100
95358,4,30,34,3,80,788,4,33,3
95357,4,65,508,3,21,68,1,27,28
95356,4,63,692,3,29,109,2,48,699
95355,0,76,835,9,97,665,4,59,782
95354,6,4,809,1,98,898,3,43,930
95353,6,4,525,1,43,391,3,43,598
95352,4,13,124,3,30,23,2,75,22
95351,4,43,599,1,51,959,5,58,999
95350,4,35,274,4,85,699,5,50,644
110688,8,60,668,0,60,538,5,42,379
110689,0,76,635,9,1,202,4,9,263
110686,4,9,579,4,91,865,1,51,468
110687,7,97,147,7,4,295,9,63,862
93218,0,32,114,1,94,162,2,16,694
93219,4,46,505,3,31,25,2,95,169
85804,9,39,449,4,98,277,3,22,21
93210,4,80,681,3,53,856,2,13,503
93211,0,68,752,5,14,107,5,35,38
93212,8,68,752,0,67,801,5,35,118
93213,0,52,80,9,16,904,4,36,653
93214,4,38,800,9,47,210,4,23,61
93215,6,61,191,1,76,479,1,7,811
93216,6,29,839,1,77,647,1,7,361
93217,4,80,996,3,29,570,4,23,632
111487,7,66,401,7,68,742,9,11,596
111486,4,86,329,5,35,372,1,41,276
111485,8,6,264,0,18,919,5,42,803
111484,6,4,525,1,43,391,3,43,598
111483,7,45,245,7,4,906,9,11,596
111482,7,45,60,7,4,294,9,92,36
111481,7,66,245,7,68,906,9,11,596
111480,2,74,982,1,75,279,7,89,482
112725,4,29,121,1,76,191,1,7,19
111489,2,11,990,5,50,884,7,89,13
111488,6,61,224,1,76,980,1,7,77
110354,0,2,417,9,1,746,4,33,220
110355,2,70,109,4,50,332,7,38,156
110356,2,37,909,5,72,496,4,23,231
110357,4,98,814,3,91,844,2,13,515
110351,2,11,919,5,50,884,4,33,161
110352,4,86,452,3,35,597,5,66,187
87913,4,43,790,1,51,836,7,38,43
110358,7,45,816,7,4,580,9,92,618
110359,0,16,978,9,88,300,9,60,365
118163,2,7,46,5,78,882,1,34,615
118162,0,11,173,9,88,107,2,16,103
118161,0,52,748,9,16,611,4,59,251
96197,4,7,785,3,78,43,1,46,281
96190,7,24,142,7,4,272,5,58,42
96191,9,42,329,4,87,859,1,41,799
118165,4,21,812,1,86,824,4,55,453
118164,2,7,46,5,78,414,1,46,162
109244,4,80,692,3,29,109,2,48,699
118169,9,34,646,4,29,379,5,35,126
118168,4,80,692,3,29,109,2,48,699
96198,9,35,9,4,62,97,4,9,123
96199,0,70,314,9,1,380,5,37,855
109245,2,42,884,5,87,859,7,38,428
87914,6,39,409,1,98,635,3,22,442
87915,7,45,816,7,16,580,9,92,618
98048,7,45,816,7,16,580,9,92,618
98049,8,60,183,0,18,754,5,42,379
98040,4,46,687,1,31,905,8,69,670
98041,7,45,816,7,16,580,9,92,618
98042,7,97,147,7,4,646,9,63,862
98043,7,70,912,7,16,476,5,37,183
98044,4,81,302,1,39,450,2,53,134
98045,6,23,303,1,77,607,3,80,395
98046,2,27,267,5,2,934,2,99,491
98047,6,88,322,1,82,684,5,19,412
93968,7,52,978,7,16,739,9,60,689
93969,4,80,964,3,2,575,5,35,719
93962,2,9,614,5,5,854,7,38,2
93963,4,50,941,1,73,182,1,49,445
93960,7,92,648,7,4,169,9,63,415
93966,7,92,164,7,4,270,9,63,862
93967,7,66,623,5,68,646,9,71,242
93965,6,7,486,1,78,703,1,46,703
105752,2,70,277,5,50,187,5,37,287
105753,2,41,913,3,52,634,2,54,650
105750,2,11,909,5,88,948,7,38,709
105751,9,34,442,0,26,556,2,73,939
105756,4,63,705,3,66,573,2,32,509
97242,7,66,879,7,68,353,9,14,307
105754,9,98,649,4,91,639,2,16,103
105755,4,4,390,1,43,575,3,43,452
97249,4,85,505,3,53,956,2,95,169
97248,4,77,776,3,92,641,1,20,664
107448,6,4,525,1,98,391,3,22,81
107449,9,13,972,4,30,953,2,75,469
107447,4,50,275,3,73,182,1,49,704
107440,8,6,392,0,18,88,5,42,521
107441,4,98,471,3,91,366,2,6,940
2812588,0,19,705,3,20,573,4,55,158
99260,7,92,164,7,4,270,9,63,415
94606,6,23,409,1,98,799,3,22,81
94607,6,23,409,1,98,799,3,22,81
1382222,9,17,109,4,10,184,2,8,691
98959,7,52,912,7,16,739,9,60,689
94602,7,64,102,7,54,654,9,14,107
94603,2,70,347,5,50,469,5,37,305
94600,4,14,586,3,7,153,5,66,743
94601,4,80,692,3,29,109,2,48,699
98952,0,52,7,4,16,3,4,9,263
98953,7,97,147,7,4,321,9,11,723
98950,7,45,126,7,4,212,9,92,798
98951,7,97,425,7,4,321,9,11,638
98956,4,80,461,3,99,199,4,23,764
98957,7,92,102,7,54,654,9,63,415
94608,7,32,216,7,94,866,2,16,284
94609,9,42,799,4,87,288,1,41,976
90736,6,23,608,1,77,602,3,22,669
90737,2,27,428,5,5,836,7,38,43
90734,0,16,789,9,83,62,4,9,455
90735,4,46,226,3,31,570,2,13,217
90732,7,65,160,7,21,730,1,27,28
90733,2,7,46,5,78,414,1,46,162
90730,9,13,673,4,29,218,2,48,60
90731,2,27,557,5,5,948,1,39,436
90738,4,98,288,4,91,61,2,13,63
90739,2,7,46,5,78,414,1,46,162
108041,7,92,102,7,54,169,9,63,415
108040,9,70,618,4,10,171,5,37,855
799760,6,39,71,1,98,693,3,22,300
104939,0,16,713,9,1,472,4,9,842
104938,4,31,733,3,25,244,1,26,652
104935,6,4,316,1,43,703,1,34,745
104934,8,70,948,0,18,830,4,9,552
104937,6,23,455,1,98,363,3,22,300
104936,8,68,568,0,14,913,4,18,872
104931,6,98,471,1,91,829,3,22,815
104930,7,45,126,7,4,57,9,92,647
104933,7,97,164,7,4,270,9,63,862
104932,4,42,329,4,87,859,1,41,799
102199,6,89,267,1,92,491,4,36,387
102198,2,11,753,5,88,104,7,38,709
102195,4,71,336,3,39,783,2,53,215
102194,2,37,619,5,72,943,7,64,250
102197,0,2,194,9,33,746,4,23,75
102196,0,16,81,9,83,62,4,9,356
102191,4,61,195,3,73,413,1,7,331
102190,4,59,548,3,36,654,1,29,90
102193,2,11,173,5,88,835,7,12,20
102192,2,11,849,5,50,835,7,12,20
106478,9,73,730,4,0,208,5,37,305
99605,6,39,409,1,98,277,4,9,123
99604,2,59,466,3,5,111,7,38,344
99607,4,93,722,1,24,607,1,96,562
99606,9,42,799,4,87,474,1,41,111
99601,7,97,425,7,4,321,9,11,723
99600,4,31,261,3,25,29,1,26,114
99603,4,78,930,4,90,833,5,62,195
99602,6,80,783,1,33,733,4,23,717
99609,6,23,455,4,77,363,3,22,442
99608,7,13,759,7,30,664,2,75,800
109316,6,7,486,1,43,391,3,43,598
109314,8,65,828,0,21,714,1,27,224
109315,7,97,889,7,68,739,9,11,638
109312,7,97,889,7,4,739,9,11,638
109313,9,8,795,4,81,253,2,44,262
109310,3,95,50,3,23,812,5,50,199
109311,9,61,224,1,76,160,1,7,77
107295,6,4,608,1,77,602,3,22,669
107294,9,17,109,4,49,71,2,8,691
107296,6,92,648,7,77,169,9,63,415
107291,7,92,648,7,4,169,9,63,415
91955,0,28,36,6,47,786,5,56,715
91954,2,70,46,1,2,246,7,89,13
91957,4,31,410,3,25,182,4,23,540
91956,4,80,443,4,29,808,2,6,159
91951,8,83,34,3,22,78,7,38,264
92750,2,6,865,5,18,947,5,42,626
91953,9,40,769,3,84,585,5,58,337
91952,1,87,513,5,71,66,5,37,183
107292,2,27,459,5,2,279,1,39,997
91959,2,11,173,5,88,476,7,38,156
91958,0,68,698,9,14,268,4,18,348
92600,0,65,828,9,21,626,1,27,224
92601,0,67,283,4,12,355,1,0,542
92602,6,29,121,1,76,191,1,7,19
92603,2,27,982,5,5,160,7,89,260
92604,4,65,766,1,21,139,1,27,841
92605,9,17,618,4,10,184,2,8,99
92606,9,17,209,4,10,171,9,71,242
92607,8,11,668,0,60,538,5,42,379
92608,4,50,275,3,69,110,1,49,704
92609,2,70,379,5,10,135,5,76,932
145818,9,34,87,4,26,792,2,8,247
145815,6,39,229,4,98,903,2,13,336
145814,4,43,395,1,51,162,2,67,823
145817,6,39,102,1,98,693,3,43,403
145816,4,41,202,3,52,940,2,54,965
145811,9,17,109,5,10,561,7,12,20
145810,0,68,574,9,14,472,7,12,20
145813,4,42,894,1,59,965,1,41,431
93023,0,42,329,5,87,60,4,36,387
93022,0,86,452,5,35,960,4,36,387
93553,6,4,71,1,77,391,3,22,442
93552,6,23,71,1,77,397,3,22,442
93551,2,66,441,5,50,38,9,74,640
93557,0,8,763,9,81,436,2,54,380
93556,7,66,256,7,68,742,9,74,462
101268,7,92,256,7,68,646,9,63,862
93554,8,88,168,0,82,986,5,19,585
101266,6,23,149,1,77,397,3,43,751
101267,0,88,655,4,82,330,5,19,53
93559,4,80,275,3,69,849,1,49,704
93558,0,16,81,9,1,452,4,36,23
101262,0,40,142,7,84,272,5,58,42
101263,4,42,877,3,87,474,2,13,416
101260,6,39,455,1,98,693,3,43,403
101261,0,28,457,9,47,151,7,38,709
98563,2,37,849,5,72,943,7,64,223
98562,6,29,839,1,76,134,1,7,361
98561,6,93,722,1,24,369,3,80,530
98560,6,57,155,1,24,369,3,80,47
98567,0,57,155,9,24,369,3,80,47
98566,4,57,155,9,24,369,3,80,869
98565,0,32,114,9,94,128,2,67,966
98564,4,81,302,1,39,429,2,53,134
98569,6,57,607,1,24,369,3,80,869
98568,0,93,155,9,24,369,3,80,47
88407,0,19,863,9,20,342,4,36,712
88406,0,72,948,9,17,594,0,30,612
88409,2,70,644,5,50,881,5,37,183
104168,9,98,290,4,91,61,2,13,547
88408,8,60,79,4,14,880,2,13,547
85266,0,28,312,9,47,453,4,45,392
85267,7,97,147,7,4,49,9,11,723
85264,4,41,464,3,52,660,2,54,916
104166,4,80,692,3,25,615,4,23,632
104167,9,51,855,4,71,875,5,76,794
85260,0,68,69,0,14,942,4,18,348
104165,9,70,618,5,10,184,5,37,389
89997,9,42,163,4,87,300,9,60,937
103983,4,31,762,1,25,377,1,26,667
89999,4,93,811,3,19,851,2,48,752
218451,6,85,544,1,53,541,1,29,773
218456,6,23,71,5,77,397,3,22,300
218457,0,91,544,9,83,541,1,29,773
218455,2,7,46,5,78,414,1,46,162
945737,2,37,466,5,50,332,7,64,223
103986,4,2,615,3,88,65,4,33,519
2009825,8,96,531,0,37,87,5,87,463
86545,2,38,677,5,99,247,7,38,164
108526,2,30,34,3,80,578,1,29,157
108527,8,6,668,0,18,947,5,42,379
108524,2,27,83,5,5,246,7,38,277
108525,4,42,830,3,87,474,0,61,476
108522,0,16,711,9,83,62,4,36,52
108523,8,51,23,0,18,709,4,23,502
108528,2,11,909,5,88,948,4,33,563
108529,0,88,322,1,82,684,5,19,412
87989,7,64,813,7,54,507,9,14,152
89110,4,80,848,3,69,358,0,28,120
89111,0,68,698,9,14,107,4,18,348
89112,0,68,698,5,14,107,2,16,103
89113,7,45,60,7,4,294,9,92,647
89114,8,88,79,4,82,880,2,97,674
89115,9,34,87,4,9,214,2,44,742
89116,2,37,753,5,72,67,7,64,49
89117,7,92,102,1,54,252,9,14,107
89118,6,93,722,1,24,401,3,80,530
89119,4,77,418,3,92,717,1,34,173
103329,6,20,85,1,19,41,1,77,189
103328,6,89,385,1,2,75,7,12,232
3187538,4,43,11,3,51,925,1,46,889
88868,9,8,189,4,81,115,2,75,367
88867,3,58,370,6,47,371,6,2,967
103320,0,68,752,9,14,107,4,55,677
103323,4,61,73,1,76,177,1,7,11
103322,2,70,820,5,50,187,5,37,287
103325,2,27,678,5,5,215,1,39,371
88862,2,27,368,5,2,206,1,39,997
103327,8,68,668,0,60,202,4,18,41
88860,2,37,919,5,50,884,7,38,958
87982,2,11,173,5,88,881,4,33,3
87985,6,23,361,1,77,348,3,22,574
103877,6,23,361,1,77,348,3,22,574
87986,6,6,361,1,98,348,3,22,574
86054,6,23,361,1,77,348,3,22,574
86055,6,4,316,1,43,703,1,46,565
86056,4,84,998,3,79,122,2,95,197
86057,4,84,998,3,79,122,2,95,197
86050,2,70,644,5,50,881,7,38,340
86051,7,97,887,7,54,951,9,14,616
100784,2,27,716,1,5,645,1,46,162
86053,9,67,554,4,12,888,2,25,285
97001,2,37,919,5,50,884,7,64,223
97000,0,16,693,9,1,494,4,9,824
97003,9,98,76,4,48,845,2,85,661
97002,4,43,73,1,31,177,2,31,377
97005,2,89,990,0,2,403,7,89,13
97004,6,39,409,4,98,363,3,22,695
97007,2,21,362,5,75,317,7,12,122
97006,4,85,544,3,53,837,1,29,927
97009,6,4,525,1,77,391,3,43,598
97008,6,23,345,1,77,386,3,43,79
88249,9,70,618,4,10,184,5,37,855
88248,6,23,345,1,77,386,3,22,442
100676,0,52,80,7,16,823,9,60,497
100677,7,45,245,7,4,129,9,11,828
100674,3,49,238,6,85,985,4,9,270
100675,0,68,79,9,14,880,2,97,674
100672,0,19,372,9,97,322,4,45,221
100673,4,0,52,3,3,278,0,61,668
100670,9,13,163,4,30,436,9,60,937
100671,4,93,607,3,24,725,3,80,850
100678,7,92,164,7,4,270,9,63,862
95538,7,97,147,7,4,646,9,63,862
95537,7,92,129,7,4,646,9,63,862
95536,7,97,889,7,4,321,9,11,638
95535,9,61,73,1,76,177,1,7,673
95534,6,29,224,1,76,980,1,7,282
95533,9,51,209,4,10,184,1,49,445
95532,8,83,369,0,22,133,5,56,883
95531,8,14,737,0,7,153,4,23,754
95530,4,9,331,3,29,82,2,48,176
86296,4,80,692,3,29,512,1,68,500
86297,4,61,506,1,76,160,1,7,77
86294,9,98,814,4,91,639,2,13,63
86295,9,9,579,4,12,61,2,13,547
86292,2,11,284,5,88,104,7,38,709
86293,0,16,806,9,83,193,4,9,263
86290,6,7,486,1,78,302,1,46,703
86291,2,11,173,5,88,881,7,38,156
86298,9,17,729,4,49,71,0,72,863
86299,0,28,457,9,47,151,4,45,64
96848,7,97,147,7,4,321,9,11,638
96849,4,80,461,3,18,238,4,23,234
96846,9,70,618,4,10,184,5,37,273
96847,4,30,144,3,80,299,5,88,499
96844,7,97,245,7,4,906,9,11,150
96845,9,8,663,4,81,993,2,6,222
96842,6,4,390,1,92,575,3,43,941
96843,2,70,428,5,50,881,7,38,156
96840,2,11,835,5,50,578,4,59,782
96841,2,1,461,3,50,199,4,23,764
2783506,0,16,132,9,28,843,2,75,266
111690,2,37,619,5,72,943,7,64,250
931614,4,65,567,1,21,477,1,27,447
931615,2,66,820,5,50,687,7,89,13
112800,8,6,207,4,18,947,5,42,334
112801,0,28,793,9,13,950,4,40,429
112806,4,43,790,1,51,191,1,7,19
112807,6,29,839,1,76,42,1,7,19
112804,4,43,790,1,51,191,1,7,19
112805,4,80,964,3,29,847,5,35,719
112808,4,89,964,3,2,847,5,35,719
112809,9,42,161,5,87,577,2,99,89
94720,0,67,578,9,12,156,1,0,542
94723,2,37,753,5,72,257,7,38,457
94722,0,19,700,9,47,322,4,45,392
94725,0,16,815,9,83,5,2,6,438
94724,8,2,194,0,17,594,0,30,137
94727,6,93,406,1,24,885,3,80,530
94726,9,8,750,4,81,346,2,44,262
94729,6,89,881,1,2,879,1,24,792
94728,7,45,126,7,4,212,9,92,798
1992738,9,16,575,4,9,62,2,8,99
110066,7,97,164,7,4,853,9,63,472
110067,6,29,121,1,76,191,1,7,19
97826,8,65,484,0,21,714,1,27,224
97825,9,70,618,5,10,792,5,37,389
97824,9,34,260,4,26,785,2,73,326
97823,0,86,467,0,35,266,5,66,721
97822,9,86,162,4,35,720,5,66,187
97821,9,42,189,4,87,469,9,60,937
97820,2,65,134,5,21,558,4,33,220
97829,4,98,555,1,91,61,2,13,960
97828,4,59,950,3,36,773,2,48,401
95090,4,43,108,1,91,928,2,16,826
95091,9,17,604,4,10,37,5,37,909
95092,2,27,373,5,5,215,1,39,997
95093,4,13,758,3,30,616,2,75,22
95094,0,16,381,9,14,310,9,60,787
95095,8,6,183,0,18,538,5,42,626
95096,2,27,202,5,5,500,2,54,965
95097,4,42,161,5,87,577,2,99,89
95098,7,64,161,7,54,577,2,99,89
3162143,7,64,161,7,54,577,2,99,89
110068,0,11,173,9,88,558,4,33,563
103353,2,11,90,5,5,160,2,99,89
110069,2,42,161,5,87,306,2,99,89
104377,2,68,752,5,14,663,4,33,563
117979,2,11,268,5,67,441,4,33,536
117978,8,60,668,0,18,538,5,42,379
117975,6,39,409,1,98,799,3,22,21
117977,6,23,965,1,77,893,3,22,486
117976,0,43,114,1,94,162,2,16,694
104375,4,59,263,3,36,473,2,86,57
111728,2,11,46,5,88,414,2,31,421
104374,7,45,245,7,4,734,9,11,828
103354,7,98,240,7,91,653,2,13,217
111722,7,97,889,7,4,323,9,11,638
104373,4,61,224,1,76,980,1,7,77
111720,7,5,797,3,64,252,9,11,566
111721,0,76,748,9,22,611,4,59,251
111726,0,16,163,9,28,300,9,60,937
111727,9,8,799,4,87,469,2,6,665
111724,9,34,260,4,26,135,7,38,143
111725,2,27,446,5,50,279,7,38,958
92378,4,90,505,3,40,415,2,95,169
92379,2,11,909,5,88,948,4,33,563
92370,9,98,497,4,9,770,2,13,180
92371,4,41,293,3,52,165,1,77,417
92372,4,41,202,3,52,460,2,54,965
92373,8,46,687,0,31,428,5,35,724
92374,2,41,202,5,52,460,2,54,965
92375,4,50,671,1,69,124,1,49,248
92376,1,86,612,3,35,273,5,66,142
92377,4,42,161,5,87,306,2,99,89
89877,4,59,67,3,36,473,5,66,187
89876,8,54,618,0,10,710,5,37,855
89875,4,31,110,0,25,968,5,19,518
89874,8,76,238,0,18,722,4,23,754
89873,4,98,627,4,91,829,2,13,986
89872,9,76,82,4,22,205,5,56,414
89871,6,43,96,1,51,79,2,16,763
89870,0,68,698,9,14,107,4,18,348
89879,4,81,302,3,39,450,2,53,134
89878,4,31,858,3,25,289,2,67,768
104812,0,98,542,1,91,337,2,13,960
88832,8,68,752,0,34,663,7,12,591
104816,4,20,85,1,19,41,1,77,189
104817,3,10,651,0,6,598,6,21,279
104814,2,74,362,5,88,317,7,38,164
1146799,0,16,952,9,1,806,4,9,356
104815,4,31,261,1,25,858,1,26,6
103357,4,85,544,3,53,837,1,29,927
1394575,6,4,707,1,43,635,3,43,85
104819,6,7,46,1,78,414,1,46,162
98369,6,57,155,1,24,369,3,80,47
91640,0,93,265,1,24,725,3,80,850
98365,2,88,2,5,82,881,2,44,434
98364,2,70,446,5,50,854,7,38,143
98367,6,4,428,1,2,925,3,43,274
98361,2,27,459,1,5,575,3,43,452
98360,6,89,608,1,98,602,3,22,669
98363,0,28,956,9,47,58,4,59,524
98362,2,11,919,5,88,104,7,64,852
92958,2,49,899,5,50,884,7,38,958
92959,2,7,46,1,78,255,1,46,162
92954,4,41,202,3,52,163,2,54,965
92955,2,70,820,5,50,187,7,89,13
92956,6,39,37,1,98,280,3,22,317
92957,2,7,610,5,78,414,1,46,162
92950,4,20,252,1,19,285,7,38,269
92951,2,42,329,5,87,859,1,41,276
92952,7,97,804,7,4,351,9,11,150
92953,9,65,517,4,21,266,1,27,28
91646,6,93,607,1,24,369,3,80,47
96019,4,31,991,3,25,329,4,23,34
96018,6,23,812,1,77,159,4,55,453
93029,2,0,180,5,3,179,7,38,2
93028,2,42,884,5,5,859,7,38,428
104360,6,89,881,1,2,75,3,43,452
96010,7,92,648,7,68,169,9,63,415
93021,9,39,449,4,81,277,2,13,336
93020,8,6,183,0,18,947,5,42,214
93027,6,93,679,1,2,6,3,80,530
93026,3,26,374,6,11,873,0,98,599
93025,0,19,431,9,20,476,4,36,564
93024,7,97,60,7,4,294,9,11,8
105099,6,89,904,5,2,787,4,55,677
105098,0,68,69,9,14,942,4,55,677
106210,4,30,926,3,80,299,1,29,597
106211,7,97,147,7,4,295,9,11,8
105091,6,68,752,1,14,476,4,55,677
105090,6,23,12,1,77,75,3,22,695
105093,6,23,12,1,77,893,3,22,695
106219,4,43,599,4,51,959,2,67,823
105095,7,92,164,7,4,270,9,63,862
105094,7,92,623,7,4,169,9,11,8
105097,9,49,855,4,85,972,5,37,287
