,km_10,km_100
101594,0,32
101595,0,32
101596,7,47
101597,8,52
101590,0,20
101591,0,32
101593,8,20
109020,0,20
109021,8,16
109023,0,32
109024,8,4
109025,0,32
109026,0,20
109027,8,63
109028,0,20
109029,0,32
2681535,8,63
85558,0,20
85559,0,32
85554,0,63
85555,0,20
85556,8,53
85557,0,20
85550,8,20
85551,0,32
85552,0,32
85553,0,20
109671,0,20
109670,0,32
109673,0,20
88550,0,20
109675,0,32
109674,7,47
109677,8,47
109676,0,20
95205,7,47
95204,0,20
95207,0,20
95206,8,63
95201,8,42
95200,8,52
95203,8,16
95202,0,32
87028,8,16
87029,8,63
87022,8,16
87023,0,20
87020,8,42
87021,7,41
87026,8,63
87027,0,20
87024,8,20
87025,8,52
86775,0,20
86774,8,63
86777,8,50
86776,0,20
86771,7,11
86770,0,32
86773,8,20
86772,0,20
86779,8,16
86778,0,20
111550,8,52
94562,8,16
96358,8,7
96359,0,20
96356,8,42
96357,8,50
96354,8,42
150541,7,41
96352,8,53
96353,8,63
96350,0,20
96351,0,32
94264,7,47
94265,0,16
94266,0,20
94267,8,16
94260,0,32
94261,0,32
94262,0,32
94263,8,20
97083,8,42
94268,0,32
94269,0,32
97087,0,20
97086,7,41
150540,8,50
96684,0,32
96685,0,32
96686,0,20
96687,8,42
96680,0,32
96681,0,32
96682,0,20
96683,0,32
96688,8,16
96689,7,53
94192,8,4
94193,8,4
94190,8,16
94191,8,53
94196,0,20
94197,0,20
94194,0,20
94195,7,52
94198,0,20
94199,8,20
90682,0,16
90683,7,41
90680,8,42
90681,0,20
90686,8,42
90687,0,20
90684,8,53
90685,8,16
90688,0,20
90689,0,32
118048,0,20
118049,8,53
118040,8,50
118042,8,16
118043,7,47
118044,8,53
118045,0,32
118046,0,20
118047,8,16
93359,8,20
99269,8,16
99268,0,32
99263,0,32
99262,8,42
99261,0,20
93358,7,41
99267,7,62
99266,8,20
99265,0,20
99264,0,32
104602,8,42
97557,7,62
97556,0,32
97555,0,32
97554,7,53
97553,7,47
97552,2,13
97551,2,75
97550,0,32
97559,8,52
97558,7,87
90026,7,41
90027,0,20
90024,0,32
90025,7,41
90022,8,16
90023,0,32
90020,0,32
90021,8,63
90028,8,63
90029,8,16
1156859,0,20
94059,8,52
112888,8,16
112889,0,20
112882,0,20
112883,0,32
112880,0,32
112881,0,32
112887,0,32
112884,0,20
112885,0,20
93350,0,20
91641,8,16
108535,8,63
91643,0,20
91642,8,16
91645,8,52
91644,8,16
91647,8,42
89696,7,41
91649,8,63
91648,8,52
106909,8,16
108537,7,50
108536,8,42
108531,8,50
108530,7,50
108533,7,41
93352,8,53
108532,0,20
93649,0,20
93648,8,63
93647,0,20
93646,8,63
93645,0,20
93644,0,32
93643,8,63
93642,8,63
93641,8,16
93640,8,63
93355,0,32
104265,8,42
93127,0,63
104267,8,63
93357,7,7
104266,0,32
93123,7,11
2219105,8,42
93120,8,42
93356,8,20
98499,0,20
98498,8,16
98497,0,16
98496,0,16
98495,7,41
98494,0,32
98493,0,32
98492,0,20
98491,8,52
98490,0,32
100999,8,63
100998,8,16
100993,0,20
100992,8,42
100991,7,50
100990,8,63
100997,8,42
100996,8,20
100995,0,32
100994,8,63
104678,8,50
104679,0,32
104672,8,20
104673,0,20
104670,7,41
104671,8,20
104676,7,41
104677,7,47
104674,0,20
104675,0,20
106852,8,20
91710,0,32
106854,7,50
91716,8,63
91715,8,53
106298,0,7
106299,0,20
106290,0,32
106297,0,32
118152,0,20
106124,0,20
106125,0,32
106126,0,20
106127,0,20
106122,8,63
106128,7,10
106129,8,63
102634,7,52
102635,8,20
102636,0,20
102637,8,16
102630,8,42
102631,0,32
102632,0,32
102633,0,32
118153,0,16
102638,8,63
102639,0,32
112374,0,32
112146,8,42
112145,0,20
112144,8,16
112143,0,20
112142,0,20
112141,0,32
112140,8,4
112375,8,52
85958,8,42
85959,0,20
118156,0,20
103315,0,20
85950,0,32
85951,0,20
85952,0,32
85953,0,16
85954,0,20
85955,8,50
85956,8,20
107655,0,20
107654,8,16
107657,8,16
107656,8,16
107651,0,20
107650,8,16
107653,8,52
107652,0,20
107658,7,52
108492,7,53
108493,8,4
108490,7,11
108491,0,20
108496,2,61
108497,8,63
108494,0,20
108495,0,20
108498,0,32
108499,8,53
118154,0,20
109723,0,32
109722,0,20
109721,0,20
109720,7,41
109727,8,20
109725,8,50
109724,2,62
109729,8,42
109728,8,52
127909,0,20
127908,8,42
88379,0,20
88378,0,20
127903,0,32
127902,0,32
127901,0,20
107802,2,62
127907,0,32
127906,0,20
127905,0,20
127904,0,32
100562,7,41
100563,0,20
100560,0,32
100561,8,42
100566,0,20
100567,8,20
100564,0,32
100565,0,32
100568,8,16
100569,0,63
108236,0,32
108237,0,20
108234,0,32
108235,0,32
108232,0,20
108233,8,52
108230,8,50
108231,7,52
108238,7,50
88877,7,52
86362,0,32
86363,0,32
86360,8,16
86361,8,42
86366,8,63
86367,8,42
86364,8,16
86365,8,63
86368,8,16
86369,7,41
2496261,8,16
100386,8,53
100387,0,32
100384,0,20
100385,8,16
100382,8,53
100383,7,10
100380,7,41
100381,8,50
110413,7,50
100388,0,32
100389,0,20
86986,0,20
86987,7,4
86984,8,4
86985,8,20
86982,7,62
86983,0,63
86980,0,20
86981,0,32
86988,0,20
86989,2,13
101389,0,20
101384,0,32
84848,0,20
101381,0,32
101380,8,16
101383,0,20
101382,0,20
85189,8,63
85188,7,4
85183,0,32
85182,8,16
85181,0,20
85180,0,32
85187,0,20
85185,0,20
85184,0,32
2516349,8,11
106573,0,16
106572,8,50
106571,8,63
106570,8,53
109561,7,50
109560,0,20
109563,8,16
106426,0,32
94831,7,52
94830,8,16
94832,7,63
94835,8,42
94834,8,53
94836,8,53
94839,0,32
94838,8,63
2758568,7,47
2758569,8,63
87615,0,20
87614,0,16
87617,0,32
87616,0,20
87611,8,52
87610,0,20
87613,0,20
87612,8,53
87619,0,32
87618,0,20
89547,0,32
89546,8,63
89545,7,50
89544,8,50
89543,0,32
89542,7,52
89541,0,20
89540,0,32
89549,7,41
89548,7,7
97016,0,32
97017,0,32
110127,7,52
110126,0,52
110120,8,16
92860,8,42
92862,8,16
92863,8,20
92864,7,4
92865,7,6
110129,8,16
92867,0,20
96529,8,16
96528,7,87
97019,0,20
102374,8,52
96521,8,52
96520,7,10
96523,0,20
96522,7,11
96525,0,16
96524,8,53
96527,8,53
96526,0,20
88636,8,20
88637,8,16
88634,0,20
88635,8,16
88632,7,10
88633,7,52
88630,7,47
88631,8,52
88638,0,32
88639,0,20
102372,0,32
107811,8,16
1451107,0,63
107810,0,20
107817,0,20
107816,8,87
107815,8,52
107814,0,20
94017,8,52
94016,0,20
94015,8,50
94014,0,20
94013,0,32
94012,8,16
94011,8,42
94010,0,20
94019,0,20
94018,8,50
102432,8,50
102433,8,16
102430,0,20
102431,0,20
102436,8,50
102437,8,63
102434,8,16
102435,8,20
102438,0,20
102439,0,32
1528394,0,20
102388,8,50
102389,8,53
102384,7,41
102385,8,20
102386,8,52
102387,7,6
102380,8,52
102381,7,52
102382,0,52
102383,0,20
95766,8,63
95767,0,20
95764,0,20
95765,0,32
95762,8,16
95763,7,47
95760,8,4
95761,8,53
99432,8,16
99433,8,20
99430,8,16
99431,0,63
99436,8,16
99437,7,50
95768,8,16
95769,8,63
109521,8,63
109520,8,63
109523,0,32
109522,0,20
109525,8,50
109524,0,20
109527,7,52
109526,8,16
109529,0,20
109528,8,11
112437,0,32
112436,0,20
112435,0,20
112434,0,20
112433,8,20
112432,7,4
112431,8,63
112430,8,16
112439,0,20
112438,0,20
109299,0,20
109298,8,42
109293,8,52
109292,0,32
109291,7,41
109290,8,16
109297,0,20
109296,8,4
109295,7,47
109294,0,20
92411,7,11
92410,8,63
92413,0,20
92412,0,7
92415,7,41
92414,0,63
92417,2,75
92416,7,10
92419,0,32
92418,0,32
107229,8,16
107269,7,53
107264,7,53
107265,8,41
107266,8,16
107267,0,20
107260,7,50
107261,8,20
107262,8,42
107263,0,20
107222,0,32
107223,8,42
2645422,7,47
2645421,7,47
91850,8,16
91851,8,20
91852,7,4
91853,8,20
91854,7,10
91855,8,42
91856,8,53
91857,8,16
91858,8,52
91859,0,20
107840,0,20
107841,7,41
107845,2,62
107846,8,16
100819,8,50
100816,8,41
100817,0,20
100814,0,32
100815,0,32
100812,0,32
100813,0,20
100810,8,53
100811,8,20
101149,0,32
101148,0,20
101143,0,20
101142,8,63
101141,8,52
101140,0,20
101147,0,20
101146,0,63
101145,7,52
101144,7,41
1101271,0,32
99883,0,32
99882,8,16
99881,0,20
99880,7,10
99887,0,20
99886,8,63
99885,0,32
99884,7,50
99888,7,47
92663,8,16
109225,8,63
98288,8,16
98289,8,20
98286,0,20
98287,8,52
98284,0,32
98285,8,52
98282,8,53
98283,8,52
98280,0,32
98281,8,52
101851,7,47
101850,8,42
101852,0,20
86502,8,16
86503,0,32
86500,8,20
86501,8,42
86506,7,10
86507,0,32
86504,0,20
86505,0,32
86508,8,16
86509,0,32
1087865,8,20
1087867,7,47
178907,7,53
89701,7,41
89700,8,16
89703,8,16
89702,8,63
89705,0,32
89704,8,53
89707,0,20
89706,7,62
89709,7,53
89708,8,63
85859,8,4
85858,8,20
85855,7,41
85854,7,50
85857,2,62
85856,8,20
85851,7,11
85850,7,53
85853,8,16
85852,7,10
103178,0,20
103179,2,62
96355,7,6
103170,0,20
103171,0,32
103172,0,20
103173,0,52
103174,0,20
103175,0,32
103176,0,20
103177,8,63
97089,0,20
97088,0,20
109886,8,16
103283,8,16
109884,8,20
109885,8,16
109882,7,41
87751,8,20
109880,0,32
109881,7,41
103288,7,53
103289,7,41
87758,8,50
87759,8,42
2620756,0,63
97085,0,32
97084,8,63
109864,8,52
109865,7,41
109866,0,20
109867,0,20
109860,0,32
100489,8,50
100488,0,20
109862,0,20
100481,0,20
100480,8,50
100483,0,20
109863,8,20
100485,0,32
100484,0,20
100487,8,63
100486,8,53
103826,0,32
103827,8,63
103824,0,20
103825,7,6
103822,0,32
103823,0,32
103820,8,63
103821,8,4
103828,0,20
103829,8,20
100733,8,42
100732,7,53
86085,8,42
84819,2,62
100737,8,16
100736,8,53
100735,7,42
100734,0,20
84812,8,16
84813,0,20
100739,7,50
100738,0,20
84816,0,32
84817,8,63
84814,0,20
84815,8,63
1379962,0,20
2516064,8,63
90279,8,20
90278,8,63
90277,8,4
90276,8,63
90275,8,16
90274,7,50
90273,8,63
93418,0,20
90271,0,20
90270,0,32
101466,8,42
101467,7,41
101468,0,32
101469,7,4
91227,8,53
91226,2,9
1859075,8,42
103770,0,20
91224,8,4
91223,0,20
91222,0,20
91221,7,41
93416,8,50
103775,0,32
93417,0,20
85068,0,20
85069,0,20
85064,8,42
85065,8,16
85066,0,20
85067,6,85
85060,0,20
85061,8,16
85062,0,20
85063,0,32
102287,0,20
111159,0,32
111158,8,16
111155,0,32
111154,8,53
111157,0,32
111156,0,32
111151,0,32
111150,0,32
111153,0,32
111152,0,20
95359,2,13
95358,0,20
95357,8,63
95356,8,16
95355,0,20
95354,0,20
95353,7,47
95352,0,32
95351,8,16
95350,8,20
110688,0,20
110689,8,63
110686,8,16
110687,7,52
93218,7,50
93219,0,32
85804,8,53
93210,7,42
93211,8,20
93212,0,32
93213,0,16
93214,8,16
93215,7,53
93216,7,53
93217,7,41
111487,7,10
111486,0,20
111485,0,20
111484,8,53
111483,8,52
111482,0,20
111481,7,52
111480,8,53
112725,0,20
111489,8,63
111488,7,53
110354,8,16
110355,8,63
110356,0,20
110357,0,20
110351,0,20
110352,8,42
87913,7,41
110358,8,52
110359,0,20
118163,0,20
118162,0,20
118161,8,63
96197,0,20
96190,0,20
96191,8,4
118165,8,50
118164,0,20
109244,7,41
118169,0,32
118168,8,20
96198,8,16
96199,0,20
109245,8,20
87914,2,13
87915,0,20
98048,8,52
98049,0,32
98040,8,20
98041,0,20
98042,0,20
98043,7,11
98044,8,16
98045,8,16
98046,8,42
98047,0,32
93968,8,63
93969,7,87
93962,7,6
93963,7,41
93960,7,47
93966,0,52
93967,0,32
93965,8,42
105752,0,20
105753,8,42
105750,8,42
105751,0,32
105756,8,16
97242,0,20
105754,0,20
105755,7,41
97249,8,20
97248,8,16
107448,8,53
107449,0,20
107447,8,42
107440,0,32
107441,8,63
2812588,0,20
99260,8,52
94606,7,47
94607,8,47
1382222,0,20
98959,7,50
94602,8,42
94603,0,20
94600,0,20
94601,7,41
98952,8,50
98953,0,20
98950,7,52
98951,8,16
98956,8,42
98957,8,42
94608,0,32
94609,8,42
90736,7,47
90737,8,16
90734,0,32
90735,8,42
90732,8,16
90733,8,20
90730,8,20
90731,2,62
90738,8,50
90739,8,63
108041,7,53
108040,8,63
799760,8,53
104939,0,63
104938,0,20
104935,7,41
104934,0,32
104937,8,53
104936,0,20
104931,2,62
104930,7,52
104933,8,52
104932,8,4
102199,8,20
102198,8,63
102195,0,32
102194,0,32
102197,8,42
102196,0,20
102191,0,20
102190,7,50
102193,0,32
102192,0,32
106478,8,63
99605,8,16
99604,8,42
99607,8,16
99606,0,32
99601,0,20
99600,0,20
99603,0,20
99602,0,20
99609,0,20
99608,8,42
109316,8,53
109314,0,32
109315,7,52
109312,0,20
109313,8,16
109310,8,63
109311,8,16
107295,8,4
107294,0,32
107296,8,53
107291,8,20
91955,0,20
91954,8,42
91957,8,42
91956,8,16
91951,8,20
92750,0,63
91953,0,32
91952,8,42
107292,8,42
91959,0,20
91958,0,20
92600,8,63
92601,8,16
92602,7,53
92603,0,32
92604,0,20
92605,0,32
92606,0,20
92607,8,63
92608,7,41
92609,8,63
145818,8,63
145815,7,6
145814,8,50
145817,8,53
145816,2,94
145811,0,32
145810,0,32
145813,7,62
93023,8,4
93022,0,32
93553,8,53
93552,8,53
93551,8,63
93557,0,16
93556,8,52
101268,8,52
93554,8,63
101266,0,20
101267,8,42
93559,8,42
93558,0,20
101262,8,16
101263,8,42
101260,8,53
101261,8,16
98563,0,20
98562,0,20
98561,8,53
98560,0,32
98567,0,32
98566,0,32
98565,8,50
98564,8,16
98569,8,42
98568,0,20
88407,8,16
88406,8,63
88409,7,41
104168,0,20
88408,0,32
85266,8,42
85267,7,52
85264,8,42
104166,8,42
104167,7,11
85260,0,32
104165,0,32
89997,8,63
103983,2,9
89999,8,16
218451,8,53
218456,0,32
218457,0,32
218455,0,20
945737,0,32
103986,8,42
2009825,0,32
86545,0,20
108526,0,20
108527,0,32
108524,0,20
108525,0,32
108522,8,16
108523,0,32
108528,0,32
108529,8,16
87989,2,55
89110,0,20
89111,0,32
89112,0,32
89113,0,20
89114,0,20
89115,8,63
89116,0,32
89117,2,62
89118,8,42
89119,8,20
103329,8,20
103328,8,53
3187538,0,32
88868,8,63
88867,0,20
103320,0,20
103323,0,20
103322,8,63
103325,2,62
88862,8,20
103327,0,32
88860,8,20
87982,8,63
87985,8,47
103877,0,32
87986,0,32
86054,0,32
86055,8,42
86056,0,32
86057,0,20
86050,7,11
86051,2,13
100784,7,6
86053,0,16
97001,0,20
97000,0,20
97003,8,63
97002,8,53
97005,0,20
97004,8,16
97007,0,20
97006,8,16
97009,7,47
97008,0,32
88249,8,63
88248,8,16
100676,8,16
100677,8,52
100674,0,20
100675,0,20
100672,8,50
100673,8,42
100670,0,20
100671,0,32
100678,7,10
95538,0,20
95537,0,52
95536,0,20
95535,8,4
95534,8,20
95533,2,62
95532,0,32
95531,8,63
95530,8,42
86296,0,32
86297,0,20
86294,0,16
86295,8,50
86292,0,32
86293,0,20
86290,8,53
86291,8,42
86298,8,50
86299,0,20
96848,8,52
96849,8,20
96846,0,32
96847,8,7
96844,7,10
96845,8,16
96842,8,53
96843,8,63
96840,0,32
96841,8,42
2783506,0,32
111690,8,42
931614,7,41
931615,0,20
112800,8,11
112801,7,50
112806,7,41
112807,0,20
112804,8,20
112805,8,87
112808,0,32
112809,8,42
94720,0,32
94723,0,32
94722,0,20
94725,8,16
94724,0,20
94727,0,20
94726,8,16
94729,8,42
94728,8,52
1992738,8,63
110066,8,52
110067,8,53
97826,0,32
97825,0,32
97824,7,41
97823,0,32
97822,0,32
97821,8,63
97820,0,20
97829,8,16
97828,0,20
95090,8,42
95091,0,20
95092,8,42
95093,0,20
95094,0,20
95095,8,63
95096,7,62
95097,7,62
95098,7,50
3162143,0,20
110068,0,32
103353,0,32
110069,0,32
104377,0,32
117979,0,32
117978,8,63
117975,7,47
117977,8,47
117976,8,16
104375,0,20
111728,0,20
104374,7,52
103354,8,52
111722,8,52
104373,8,53
111720,8,16
111721,0,32
111726,0,20
111727,0,16
111724,0,20
111725,0,32
92378,0,32
92379,8,63
92370,0,16
92371,0,32
92372,2,62
92373,0,32
92374,7,41
92375,6,90
92376,0,20
92377,0,20
89877,8,42
89876,0,32
89875,8,42
89874,8,63
89873,8,50
89872,0,63
89871,7,47
89870,8,20
89879,0,20
89878,8,7
104812,8,50
88832,0,32
104816,0,20
104817,7,11
104814,0,20
1146799,8,50
104815,8,42
103357,8,7
1394575,8,16
104819,0,32
98369,8,53
91640,0,16
98365,8,63
98364,0,20
98367,8,42
98361,7,41
98360,0,20
98363,8,16
98362,0,32
92958,0,20
92959,8,42
92954,7,41
92955,8,20
92956,7,50
92957,8,42
92950,8,42
92951,8,42
92952,8,20
92953,8,20
91646,7,6
96019,7,41
96018,8,53
93029,7,41
93028,8,4
104360,8,53
96010,7,52
93021,8,63
93020,8,63
93027,0,20
93026,0,20
93025,8,16
93024,8,52
105099,0,20
105098,0,32
106210,0,20
106211,8,52
105091,0,32
105090,8,16
105093,8,53
106219,7,50
105095,7,52
105094,0,32
105097,8,63
105096,8,63
99108,7,41
99109,8,52
99102,8,16
99103,0,20
99100,7,53
99101,8,16
99106,0,20
99107,0,20
99104,8,16
99105,8,20
1520654,0,20
105543,8,20
105542,0,32
105541,8,16
105540,7,47
105547,8,20
105546,8,16
105545,8,42
105544,0,20
105549,0,20
105548,7,53
102011,0,32
102012,8,16
102013,8,53
102014,8,53
102015,7,47
102016,7,52
102017,8,63
102018,0,20
102019,8,16
89291,8,52
89290,7,6
91050,9,3
91051,0,20
91052,8,11
103651,7,41
103650,0,20
91562,7,4
91563,0,20
91564,0,20
91565,8,4
91566,8,52
91567,0,20
91568,0,32
103658,8,52
106715,0,20
106714,0,20
145668,8,63
145669,7,11
145662,7,50
145663,8,4
145660,8,52
145661,0,20
145666,0,32
145667,8,16
145664,7,53
145665,0,20
101659,8,53
101658,0,20
101653,0,32
101652,8,16
101651,0,32
101650,7,41
101657,8,42
101656,8,50
101655,8,16
101654,0,16
109102,8,52
109101,8,42
109100,8,42
103511,8,42
92033,7,11
92032,0,32
92031,8,52
92030,0,20
92037,8,7
92036,8,42
92035,0,32
92034,7,41
100306,7,41
100307,8,63
92039,8,20
92038,7,10
100302,7,26
1306761,8,42
100300,0,20
100301,0,20
618680,8,63
86908,8,42
86909,8,16
86906,7,50
86907,7,41
86904,7,50
86905,8,16
86902,0,20
86903,8,63
86900,8,16
86901,0,32
2760668,8,20
2760669,8,20
109474,0,32
91209,0,32
2680437,8,42
2680438,8,42
2680439,0,20
620567,0,20
85767,8,53
85766,8,20
85765,8,63
85764,8,53
85763,0,20
85762,0,20
85761,8,50
85760,0,20
85769,8,42
85768,8,16
87699,8,87
87698,8,50
87695,8,50
87694,7,41
87697,8,53
87696,8,16
87691,8,16
87690,7,53
87693,7,50
87692,0,20
89954,7,50
108875,8,63
2620845,8,16
108876,0,32
108877,8,63
108870,8,42
108871,8,20
108872,0,20
108873,8,63
86128,0,20
86129,0,32
108587,0,20
86124,0,20
108878,8,63
86126,0,32
86127,8,42
86120,8,53
86121,7,11
86122,0,32
108879,8,63
219510,0,32
219512,0,20
89095,8,53
89094,8,16
89097,8,42
89096,8,52
89091,8,20
89090,0,16
89093,0,32
89092,8,63
89099,8,50
89098,0,20
96259,0,16
96258,7,11
96253,8,16
96252,0,32
96251,0,32
96250,8,20
96257,0,32
96256,8,20
96255,0,32
96254,8,16
97768,0,32
97769,8,53
88168,8,52
88169,0,20
89323,8,16
89322,8,16
89321,0,20
89327,0,20
89326,8,52
89325,7,50
89324,8,63
89329,8,20
89328,0,20
103516,0,20
88162,0,20
103514,8,42
103515,8,42
103512,0,20
103513,7,41
103510,8,16
97761,7,11
97762,8,42
103518,0,20
103519,0,32
97763,7,10
94099,7,41
94098,0,20
94097,0,20
88166,8,16
94095,8,42
94094,0,20
94093,7,41
94092,0,20
94091,8,63
88167,8,20
84858,8,4
90969,8,42
90968,8,42
90967,0,32
90966,7,41
90965,7,41
97767,0,20
90963,0,20
90962,0,20
90961,0,32
90960,0,20
2445445,8,52
99344,8,42
99345,8,42
99346,0,16
99347,8,16
99340,8,42
99341,8,42
99342,8,63
99343,0,20
99348,8,16
99349,8,53
118251,8,42
118250,8,4
118253,7,41
118252,0,20
118255,0,32
118254,0,20
118257,0,32
118256,0,20
118259,8,7
118258,0,32
1096161,8,52
97610,0,20
92503,0,20
97612,0,20
97613,0,32
97614,0,20
97615,0,32
97616,8,42
97617,8,52
97618,0,32
97619,0,32
92501,8,20
90343,0,32
90342,8,63
90341,0,32
90340,0,32
90347,0,20
90346,8,16
90345,8,52
90344,8,42
90349,8,20
90348,0,20
107045,0,20
92505,8,52
107047,8,16
95898,0,20
95899,8,16
2009288,8,42
103906,8,52
106821,0,20
106820,0,20
91760,0,20
91761,8,42
91766,8,4
91767,8,63
106827,0,20
106826,0,20
106829,0,20
106828,0,20
91768,0,20
91769,8,52
93728,8,42
93729,0,32
93720,0,32
93721,0,32
93722,0,32
93723,0,20
93724,0,20
93725,0,20
93726,0,20
93727,0,20
111397,0,32
111399,0,32
111398,7,11
1100531,0,32
110999,7,11
92239,0,32
92238,0,32
2679834,8,42
2679835,8,42
92235,8,42
92234,8,53
92237,8,52
92236,8,42
92231,0,32
92230,8,20
92233,8,42
92232,8,42
93188,0,20
93189,8,52
93184,2,62
93185,8,4
93186,0,32
93187,0,32
93180,0,20
93181,8,16
93182,0,20
110993,8,20
98758,8,52
98759,8,52
98750,7,41
98751,8,16
98752,8,63
98753,8,42
98754,7,41
98755,0,20
98756,8,4
98757,8,53
110440,8,53
110441,2,55
110442,0,20
110443,0,20
104539,0,16
104538,0,32
104531,0,32
104530,8,16
104533,0,32
104532,0,20
104535,0,20
104534,0,32
104537,8,63
104536,0,20
95896,0,20
95897,0,20
99809,0,20
99808,8,20
99803,0,20
99802,0,20
99801,0,20
99800,0,32
99807,0,32
99806,8,42
99805,8,63
99804,0,20
105662,8,42
105663,8,63
105660,8,52
105661,8,16
105668,0,20
105669,8,4
106001,8,63
106000,8,20
106007,0,20
106009,0,32
106008,8,16
96424,8,53
96425,0,20
96426,0,20
96427,8,16
96420,0,20
96421,0,20
107750,0,20
107751,8,20
107752,8,16
107753,0,16
107754,8,42
89220,0,20
107756,7,11
107757,8,63
107758,0,20
96423,0,32
2812210,0,20
109808,0,32
109809,8,42
109806,0,20
109807,0,20
109805,0,63
112774,8,20
112775,8,20
112776,8,20
112777,7,4
112770,8,52
112771,0,32
112772,0,32
112773,0,32
1115307,0,32
112778,0,20
112779,0,20
88438,8,63
88439,8,16
88430,0,20
88432,8,42
88433,8,53
88434,0,32
88435,0,32
88436,0,20
88437,8,20
100401,8,20
100400,8,7
100403,2,75
100402,0,32
100405,8,42
100404,8,16
100407,8,4
100406,8,42
100409,8,42
100408,0,32
108170,0,32
84892,8,4
84893,8,52
84890,8,7
84891,0,32
84896,0,20
84897,0,20
84894,8,20
84895,0,20
84898,0,32
84899,8,53
98428,0,20
98429,0,20
86009,0,20
86008,0,20
86007,0,20
86006,8,16
86004,7,47
86003,8,42
86002,8,52
86001,8,42
86000,8,52
91245,0,32
91244,0,32
91247,0,20
91246,6,77
91241,0,32
91240,8,53
91243,8,42
91242,0,32
91249,0,20
98426,8,16
98427,8,20
101758,0,32
101759,0,20
101756,0,20
101757,0,32
101754,0,32
101755,0,32
101752,8,63
101753,8,16
101750,8,53
101751,0,32
93360,8,20
104022,0,20
101053,8,20
93363,0,20
101055,8,42
93365,8,42
89419,0,32
93366,0,20
89418,8,53
104024,0,20
93368,8,53
101058,7,41
93328,0,20
89411,8,20
89410,0,32
89413,0,20
89412,0,20
89415,8,42
89414,0,20
89417,0,20
89416,0,20
103668,0,32
103669,0,32
103665,8,42
103666,0,20
103667,0,32
103660,8,63
103661,0,32
103662,8,42
103663,8,52
94445,0,32
108816,0,20
108817,0,20
108814,8,42
108815,0,32
108812,0,20
108813,8,42
108810,0,20
108811,8,63
108818,8,63
108819,0,20
87156,8,11
87157,8,42
87154,0,20
87155,0,20
87152,0,32
87153,0,20
87150,8,42
87151,8,52
2490089,8,52
87158,8,16
87159,0,32
89420,0,32
89421,0,32
89422,0,20
89423,0,20
118475,0,32
89425,8,42
118477,8,52
89427,0,20
89428,0,32
89429,8,16
1997012,8,53
95939,0,32
95938,8,42
95933,8,16
95932,0,32
95931,0,20
95930,0,32
95937,0,20
95936,8,42
95935,8,20
95934,0,32
87904,8,16
88773,7,4
88772,7,70
88771,7,41
88770,7,41
88777,0,32
88776,0,32
88775,8,63
88774,0,32
88779,0,20
88778,8,16
97795,8,42
90286,0,20
97797,8,42
97796,0,32
97791,8,63
97790,0,20
97793,8,63
99550,0,32
97799,7,50
99553,0,16
99552,8,63
99555,8,42
99554,0,32
99557,0,20
99556,0,20
96770,0,32
96771,0,20
96772,8,53
96773,8,52
96774,0,20
96775,0,20
96776,8,16
96777,8,53
96778,8,42
96779,7,10
97423,8,16
97422,8,52
97421,7,47
97420,0,32
97427,8,20
97426,8,42
97425,0,20
97424,0,32
97429,0,16
97428,0,32
94688,8,20
94689,8,63
94687,0,20
94684,0,20
94685,0,32
94682,8,52
94683,0,32
94680,8,20
94681,0,20
102269,8,42
102268,0,32
102263,0,32
102262,0,32
102261,0,20
102260,0,20
102267,8,50
102266,0,20
102265,0,20
102264,0,20
95483,0,20
95482,7,41
95481,8,20
95480,0,20
95487,8,50
95486,0,20
95485,0,32
95484,0,20
95489,7,52
95488,0,20
99689,0,20
99688,8,42
99685,0,32
99684,0,20
99687,8,63
99686,8,63
99681,0,20
99680,8,42
99683,8,4
99682,8,4
95159,0,20
95150,0,32
93325,8,20
112572,8,53
112573,0,20
112570,0,32
112571,0,20
112576,0,20
112577,8,20
112574,0,20
112575,0,20
112578,7,4
112579,8,20
111218,0,32
111219,8,42
111212,8,16
111213,8,20
111210,7,62
111211,8,42
111216,0,32
111217,0,20
111214,0,20
111215,8,42
92688,0,20
92689,0,20
107343,8,16
107342,0,32
92682,0,20
107340,8,20
92684,0,20
92685,0,32
92686,0,20
107344,7,47
91487,0,32
91486,0,20
91485,0,20
91484,0,20
91483,0,20
91482,0,20
91481,0,20
91480,7,24
91489,0,32
91488,8,20
100319,8,42
100318,0,32
95319,0,20
100315,0,32
95318,8,20
100314,0,20
100317,8,53
100316,0,20
100311,0,32
100310,7,41
100313,0,20
100312,7,41
95311,0,32
95310,7,50
93993,8,52
98659,8,42
98658,7,41
93992,7,41
98655,0,20
98654,0,32
98657,0,20
98656,8,4
98651,0,32
98650,8,16
98652,0,32
93990,0,20
93997,8,63
93996,0,32
93995,0,32
101954,0,32
101955,8,20
101956,8,63
104705,8,20
104702,8,63
104703,0,32
101952,0,20
101953,7,41
101958,8,63
101959,0,20
104708,8,42
104709,0,32
105253,8,63
105252,7,4
105251,8,16
105250,8,42
105257,0,32
105256,0,32
105255,0,32
105254,0,7
105259,8,42
105258,8,63
88377,8,52
88376,8,42
88375,0,32
127900,8,16
88373,0,20
88372,0,20
88371,0,20
88370,0,20
84689,8,63
84688,0,20
84687,8,53
84686,7,4
84685,0,32
84684,0,32
84683,8,42
84681,0,32
84680,7,11
106630,8,16
106631,0,20
106632,8,16
